PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Anchura (mm),Anchura de la zona de sujeción (mm),Apertura (mm),Barra transversal,Color,Composición,Diámetro Ø (mm),Elevación de manillar (mm),Gama,Longitud de control (mm),Picture1,Picture2,Picture3,AllPicturesZIP,Document1,DeliveryPlant
1081567001,871943,2321.31.20.04-0,TOMMASELLI,"TOMMA HANDLEBAR LOW, BLK",Manillar de acero TOMMASELLI bajo,72.60,60.00,36.00,2321.31.20.04-0,1,8714991090,0,1,"<p>Developed in Italy, Tommaselli handlebars are renowned for their excellent value for money, and are made with the brand's experience in cycle parts.</p><ul><li>STeel handlebar</li><li>Supplied without foam</li><li>Height: very high</li><li>Dimensions (in mm): A 821 - B 146 - C 77 - D 96</li></ul><p><em>A: width – B: width at mount level – C: Eight – D : Shape</em></p>","
Developed in Italy, Tommaselli handlebars are renowned for their excellent value for money, and are made with the brand's experience in cycle parts.STeel handlebarSupplied without foamHeight: very highDimensions (in mm): A 821 - B 146 - C 77 - D 96
A: width – B: width at mount level – C: Eight – D : Shape",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,6839,965,826,138,60,,,,,,"Negro & ","Acero & ",,,,,https://api.mybihr.com/medias/800Wx800H-1081567001-1.jpg?context=bWFzdGVyfHJvb3R8MjMwOTF8aW1hZ2UvanBlZ3xhRFEzTDJobE1pODJOalUxTWpVNU5qWTVNekF5TWk4NE1EQlhlRGd3TUVoZk1UQTRNVFUyTnpBd01TMHhMbXB3Wnd8ZmNjNWEzYTM3MDE1YWE5MWE1YzA5ZjIzNDdkNmQ1NzYxN2Y1YjQ2M2NkZjNlMmM5ODg5OTg4ODBiZGQ1MTVjMw,,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
1081554001,873406,0299.31.60.04,TOMMASELLI,"TOMMA HANDLEBAR CUSTOM, CHR",Manillar Tommaselli CUSTOM Acero cromado,82.28,68.00,40.80,8033900010420,1,8714991090,0,1,"<p>Custom chromed steel handlebar</p>
<p><em>♦ Branded Tommaselli</em></p>","
Custom chromed steel handlebar

♦ Branded Tommaselli",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Cromo,21392,1170,417,228,225,,,,,,"Cromo & ","Acero & ",,,,,https://api.mybihr.com/medias/800Wx800H-1081554001-1.jpeg?context=bWFzdGVyfHJvb3R8MjI1Mzl8aW1hZ2UvanBlZ3xhR000TDJnMU5TODJOalUxTWpVNU1ERXpPVFF5TWk4NE1EQlhlRGd3TUVoZk1UQTRNVFUxTkRBd01TMHhMbXB3WldjfDBmMDIxZjJhZGMwNzJlNzE5M2NjN2Y5OGRlZTllYjc4OGEwZjM4ZTg5YjRhYTU0MDY0NmRjZmU1ZTFhOWFiMjQ,https://api.mybihr.com/medias/800Wx800H-1081554001-2.jpeg?context=bWFzdGVyfHJvb3R8MjIzNTl8aW1hZ2UvanBlZ3xhR0U1TDJnMVppODJOalUxTWpVNU1EUXdNVFUyTmk4NE1EQlhlRGd3TUVoZk1UQTRNVFUxTkRBd01TMHlMbXB3WldjfDQ1YTIzNGYyMzZjYTVkMjYwM2QxODE2NGI1ZTYzZTRlODU5MzNlZWU1OThiYjE4ZTJiNmVlNTgwZjY2ZWNhZjQ,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
1081566001,871941,1948.31.20.04-0,TOMMASELLI,"TOMMA HANDLEBAR MEDIUM, BLK",Manillar de acero negro TOMMASELLI altura bajo,72.60,60.00,36.00,8033900035997,2,8714991090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}.csD5FB87F7{color:#000;background-color:transparent;font-weight:normal;font-style:italic;}</style> </head> <body> <p>Developed in Italy, Tommaselli handlebars are renowned for their excellent value for money, and are made with the brand's experience in cycle parts.</p><p></p><ul> <li>Steel handlebar</li><li>Supplied without foam</li><li>Medium height</li></ul> <p>A: width – B: width at mount level – C: Eight – D : Shape</p></body> </html>","       Developed in Italy, Tommaselli handlebars are renowned for their excellent value for money, and are made with the brand's experience in cycle parts. Steel handlebarSupplied without foamMedium height A: width – B: width at mount level – C: Eight – D : Shape ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,5569,147,840,102,65,,,,,,"Negro & ","Acero & ",,,,,https://api.mybihr.com/medias/1081566001-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk5NzV8aW1hZ2UvanBlZ3xhREV4TDJobFlpODRPVGMzTlRVek5EVTNNVGd5THpFd09ERTFOall3TURFdE1WODRNREJYZURnd01FZ3wzMWFkMjYxYmEyMzQyNDczNTY0MWUyY2UxOWY0ODgwZDgyMTE1NTVmNjg1NzQxNmFmNGE1YmM0MjY2MzUxNGMy,https://api.mybihr.com/medias/1081566001-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDA1NDR8aW1hZ2UvanBlZ3xhR1V4TDJobU1TODRPVGMzTlRVek5qVXpOemt3THpFd09ERTFOall3TURFdE1sODRNREJYZURnd01FZ3wzYmRkODJjODhlYmE2YmE4YmJiOTYzMmIyMWQ5Y2RmMTk5ZTdlODkyZjA4MGYzYmNkYmY5NTFjOWZkNjU5ODBj,https://api.mybihr.com/medias/1081566001-3-800Wx800H?context=bWFzdGVyfHJvb3R8NDY0NDB8aW1hZ2UvanBlZ3xhR0l4TDJobU9DODRPVGMzTlRVek9EVXdNems0THpFd09ERTFOall3TURFdE0xODRNREJYZURnd01FZ3w0YWJmMjQ3ZTRhYTc1ZTg0YWM0NDBiZDM2MTg2ZGZmODU0NWQ4NTRmZDk3ODI4NjE0MTI3MmU0MjlmYzEyZDVh,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
1081542001,873407,0186.31.60.04,TOMMASELLI,"TOMMA HANDLEBAR TOURISM, CHR",Manillar TOMMASELLI Tourism,67.16,55.50,33.30,8033900008533,2,8714991090,0,1,"<ul>
	<li>Material: Acero</li>
	<li>Acabado: Cromado</li>
	<li>Color: Plata brillante</li>
	<li>Longitud: A - 721 mm</li>
	<li>Altura: C - 107 mm</li>
	<li>Longitud central: B - 134 mm<br>
	Diámetro: 22 mm</li>
	<li>Proyección: D - 92 mm</li>
</ul>","
	Material: Acero
	Acabado: Cromado
	Color: Plata brillante
	Longitud: A - 721 mm
	Altura: C - 107 mm
	Longitud central: B - 134 mm
	Diámetro: 22 mm
	Proyección: D - 92 mm
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Cromo,4651,804,720,76,85,,,,,,"Plata & ","Acero & ",,,,,https://api.mybihr.com/medias/800Wx800H-1081542001-1.jpg?context=bWFzdGVyfHJvb3R8MTc2NzV8aW1hZ2UvanBlZ3xhRGRqTDJnNE55ODFNVGczT0RFd016STROVGM1TUM4NE1EQlhlRGd3TUVoZk1UQTRNVFUwTWpBd01TMHhMbXB3Wnd8OTU0OTdjYTAwYjQ5MjQyNzExOGZlNjFkNDY0NGY4YWQ0OWU0NjM2MzI5YzI4YzhjNGY4YTA2YzIwOTgxNTNhMA,,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
1081543001,873404,0191.31.60.04,TOMMASELLI,"TOMMA HANDLEBAR TOURISM, CHR",Manillar Tommaselli Turismo Cromado mediano Acero,65.34,54.00,32.40,8033900008625,5,8714991090,0,1,"<p>Manillar Ø 22 de acero cromado</p>
<ul>
	<li>Material:&nbsp;Acero</li>
	<li>Acabado:&nbsp;Cromado</li>
	<li>Color:&nbsp;Plateado pulido</li>
	<li>Longitud:&nbsp;A - 725 mm</li>
	<li>Altura:&nbsp;C - 121 mm</li>
	<li>Longitud central:&nbsp;B - 120 mm</li>
	<li>Diámetro:&nbsp;22 mm</li>
	<li>Prominencia:&nbsp;D - 151 mm</li>
</ul>","
Manillar Ø 22 de acero cromado

	Material: Acero
	Acabado: Cromado
	Color: Plateado pulido
	Longitud: A - 725 mm
	Altura: C - 121 mm
	Longitud central: B - 120 mm
	Diámetro: 22 mm
	Prominencia: D - 151 mm
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Cromo,21097,900,730,170,170,,,,,,"Cromo & ","Acero & ",,,,,https://api.mybihr.com/medias/1081543001-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTgyM3xpbWFnZS9qcGVnfGFHSTNMMmd6Tnk4NE9UWTNNakkwTVRNeE5qRTBMekV3T0RFMU5ETXdNREV0TVY4NE1EQlhlRGd3TUVnfGFjMGY3YmYxZjdkMDNiOTZmNmNmNmFjNzg2N2M1NmU3YjMyMmQ5NzQ1ZThhNGIwNDgwYTQ3ZTc1ZDhkNzE5OGU,https://api.mybihr.com/medias/800Wx800H-1081543001-2.jpg?context=bWFzdGVyfHJvb3R8MjU3NTl8aW1hZ2UvanBlZ3xhRFJpTDJneFlTODJNems1TnpNek5UUTNNREV4TUM4NE1EQlhlRGd3TUVoZk1UQTRNVFUwTXpBd01TMHlMbXB3Wnd8ZDcxOTExMmM2NDk2MTRmN2E0ZDAyZTJhZWJmZDI1MzM1YmE5YTM4N2I0ZjgwOTQ5YTQwMDZhYjQ1MzMzYTA1Nw,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
1081545001,871942,0221.31.20.04,TOMMASELLI,"TOMMA HANDLEBAR HIGH, BLK",Manillar de acero negro TOMMASELLI alto,72.60,60.00,36.00,8033900009042,5,8714991090,0,1,<p>Diametro: 22Ø</p><p>Longitud: 810mm</p><p>Altura: 163mm</p><p> </p>,"
Diametro: 22Ø
Longitud: 810mm
Altura: 163mm
 ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,10478,1079,811,190,68,,,,,,"Negro & ","Acero & ",,,,,https://api.mybihr.com/medias/800Wx800H-1081545001-1.jpg?context=bWFzdGVyfHJvb3R8MTk0MzN8aW1hZ2UvanBlZ3xhR1kzTDJnNE5pODJOalUwT1RZek9UQTFNek0wTWk4NE1EQlhlRGd3TUVoZk1UQTRNVFUwTlRBd01TMHhMbXB3Wnd8NzliZGYzY2EyZjhjNmZlOGU1M2UyZTFlMDdhODE4ZGE1YTg2MGVlY2MxYjhiOWFhZmMzN2MwYzA1MTdiYmRkMQ,,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
1081548001,873402,0234.31.60.04,TOMMASELLI,"TOMMA HANDLEBAR TOURISM, CHR",Manillar Tommaselli Turismo Cromado bajo Acero,67.16,55.50,33.30,8033900009585,2,8714991090,0,1,"In steel, low waist.","In steel, low waist.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Cromo,6807,822,776,129,68,,,,,,"Cromo & ","Acero & ",,,,,https://api.mybihr.com/medias/1081548001-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTA1NHxpbWFnZS9qcGVnfGFEQTBMMmcxWkM4NE9UYzNOVFV3TVRFME9EUTJMekV3T0RFMU5EZ3dNREV0TVY4NE1EQlhlRGd3TUVnfDIyYTY1ZWZlMDI2YjQzNTczMzZmNmU4YzM3MjMzOTQyZGE0Nzg2YmI0YmViZDYyYTIzMDkxZjQ4MGJlYWVhNjM,,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
1081562001,871944,0749.31.20.04-0,TOMMASELLI,"TOMMA HANDLEBAR MEDIUM, BLK",Manillar de acero negro TOMMASELLI altura media,72.60,60.00,36.00,0749.31.20.04-0,0,8714991090,0,1,"<p>Developed in Italy, Tommaselli handlebars are renowned for their excellent value for money, and are made with the brand's experience in cycle parts.</p><ul><li>STeel handlebar</li><li>Supplied without foam</li><li>Height: very high</li><li>Dimensions (in mm): A 784 - B 130 - C 118 - D 89</li></ul><p><em>A: width – B: width at mount level – C: Eight – D : Shape</em></p>","
Developed in Italy, Tommaselli handlebars are renowned for their excellent value for money, and are made with the brand's experience in cycle parts.STeel handlebarSupplied without foamHeight: very highDimensions (in mm): A 784 - B 130 - C 118 - D 89
A: width – B: width at mount level – C: Eight – D : Shape",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,Negro,8401,1037,777,159,68,,,,,,"Negro & ","Acero & ",,,,,https://api.mybihr.com/medias/800Wx800H-1081562001-1.jpg?context=bWFzdGVyfHJvb3R8MjE1Nzl8aW1hZ2UvanBlZ3xhRFZqTDJnNU5DODJOalUwT1RZek5Ea3lORFUzTkM4NE1EQlhlRGd3TUVoZk1UQTRNVFUyTWpBd01TMHhMbXB3Wnd8OTAyZDdjMjc2Yzg4Y2QxZjE0NGJkOWIzYTZkNmZlZjFlODkzMDUxNGI4YmZkNjI2ODYzODgyZjJlNzc4ZWIyZQ,https://api.mybihr.com/medias/1081562001-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjU5MzZ8aW1hZ2UvanBlZ3xhREEzTDJnNFppODRPVGMzTlRVeU9EWTNNelU0THpFd09ERTFOakl3TURFdE0xODRNREJYZURnd01FZ3xmYTg0NmZjNTcyN2Q0ZTNmODk2OWQ2YzYwNDM0OWViZGRjODJmNmQ3ZGRiZmUxNDY3NzBkNTNkZDNmODI4Nzk4,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
1127971,,0495.94.10.04-0,TOMMASELLI,TOMMA HANDLEBAR HRN LOW,Manillar TOMASELLI HRN diámetro variable alumino - Bajo,121.00,100.00,65.00,8033900001060,1,8714991090,0,1,"<p>MANILLAR DI&Aacute;METRO VARIABLE HRN DE ERGAL PLIEGUE BAJO NEGRO</p>
<p>Manillar Domino HRN (Handlebar Racing Naked)</p>
<ul>
<li><strong>Embalaje</strong>:&nbsp;Bolsa</li>
<li><strong>Material</strong>:&nbsp;Aluminio ergal 7075</li>
<li><strong>Acabado</strong>:&nbsp;Anodizado</li>
<li><strong>Color</strong>:&nbsp;Negro</li>
<li><strong>Longitud</strong>:&nbsp;A - 756 mm</li>
<li><strong>Altura</strong>:&nbsp;C - 40 mm</li>
<li><strong>Longitud central</strong>:&nbsp;B - 110 mm</li>
<li><strong>Di&aacute;metro</strong>:&nbsp;F - 28,5 mm</li>
<li><strong>Prominencia</strong>:&nbsp;D - 100 mm</li>
<li><strong>Di&aacute;metro del mango</strong>:&nbsp;G - 22 mm</li>
<li><strong>Longitud de la manija</strong>:&nbsp;E - 190 mm</li>
</ul>","
MANILLAR DIÁMETRO VARIABLE HRN DE ERGAL PLIEGUE BAJO NEGRO

Manillar Domino HRN (Handlebar Racing Naked)

Embalaje: Bolsa
Material: Aluminio ergal 7075
Acabado: Anodizado
Color: Negro
Longitud: A - 756 mm
Altura: C - 40 mm
Longitud central: B - 110 mm
Diámetro: F - 28,5 mm
Prominencia: D - 100 mm
Diámetro del mango: G - 22 mm
Longitud de la manija: E - 190 mm
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,4494,675,755,124,48,,,,,,"Negro & ","Aluminio & ",,,,,https://api.mybihr.com/medias/800Wx800H-1127971-1.jpg?context=bWFzdGVyfHJvb3R8MjU0OTZ8aW1hZ2UvanBlZ3xhR001TDJnek15ODJOamMxT0RjMk1URTFNalUwTWk4NE1EQlhlRGd3TUVoZk1URXlOemszTVMweExtcHdad3xjZDQwMTVkNWUxMTA5OTQ1YmZhZmQxMGY2NjA1MTk5ZmUxMTUxODc0M2ZkODM5YTdiYjJiZWU4YjI4NTcxNGYy,https://api.mybihr.com/medias/800Wx800H-1127971-2.jpg?context=bWFzdGVyfHJvb3R8MjEwODl8aW1hZ2UvanBlZ3xhRFUyTDJnME1TODJOamMxT0RjMk1UVTBOVGMxT0M4NE1EQlhlRGd3TUVoZk1URXlOemszTVMweUxtcHdad3w5MTM2YWRkMzI4ZThlYjNhNDc0ZWJiYjYxMDEzYjUyMjNmYzkyOTk4MTQxMDA2NWI0NTdkOTNlMjJjNjNiY2Ri,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,https://api.mybihr.com/medias/Technical-Information-1127971.pdf?context=bWFzdGVyfHJvb3R8MTUzNzAyfGFwcGxpY2F0aW9uL3BkZnxhRFEwTDJnNVpDODJOamN5TkRBek1UY3lOVFU1T0M5VVpXTm9ibWxqWVd3Z1NXNW1iM0p0WVhScGIyNGdNVEV5TnprM01TNXdaR1l8OGEwMzk2OWY0NWI5NThkMzBkOThkY2IzZmU4Mjk4ODk0ZTA0YzBjNjFkODkxNTc0ZTJjMDc2NWQ3MjcyZGZjYg,Spain Warehouse (Parts)
1128021,,0509.94.10.04-0,TOMMASELLI,TOMMA HANDLEBAR HRN ADV HIGH,Manillar TOMASELLI HRN Adventure diámetro variable alumino - Alto,108.90,90.00,58.50,8033900036871,2,8714991090,0,1,"<p>MANILLAR DI&Aacute;METRO VARIABLE HRN ADVETURE DE ERGAL PLIEGUE ALTO NEGRO</p>
<p>Manillar Domino HRN ( Handlebar Racing Naked ).</p>
<ul>
<li><strong>Embalaje</strong>:&nbsp;Bolsa</li>
<li><strong>Material</strong>:&nbsp;Aluminio ergal 7075</li>
<li><strong>Acabado</strong>:&nbsp;Anodizado</li>
<li><strong>Color</strong>:&nbsp;Negro</li>
<li><strong>Longitud</strong>:&nbsp;A - 785 mm</li>
<li><strong>Altura</strong>:&nbsp;C - 144,5 mm</li>
<li><strong>Longitud central</strong>:&nbsp;B - 120 mm</li>
<li><strong>Di&aacute;metro</strong>:&nbsp;F - 28,5 mm</li>
<li><strong>Prominencia</strong>:&nbsp;D - 88 mm</li>
<li><strong>Di&aacute;metro del mango</strong>:&nbsp;G - 22 mm</li>
<li><strong>Longitud de la manija</strong>:&nbsp;E - 234 mm</li>
</ul>","
MANILLAR DIÁMETRO VARIABLE HRN ADVETURE DE ERGAL PLIEGUE ALTO NEGRO

Manillar Domino HRN ( Handlebar Racing Naked ).

Embalaje: Bolsa
Material: Aluminio ergal 7075
Acabado: Anodizado
Color: Negro
Longitud: A - 785 mm
Altura: C - 144,5 mm
Longitud central: B - 120 mm
Diámetro: F - 28,5 mm
Prominencia: D - 88 mm
Diámetro del mango: G - 22 mm
Longitud de la manija: E - 234 mm
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,9374,692,783,164,73,,,,,,"Negro & ","Aluminio & ",,,,,https://api.mybihr.com/medias/800Wx800H-1128021-1.jpg?context=bWFzdGVyfHJvb3R8MTY3NzV8aW1hZ2UvanBlZ3xhR1UwTDJnMFpTODJOamMxT0RjMk1Ua3pPRGszTkM4NE1EQlhlRGd3TUVoZk1URXlPREF5TVMweExtcHdad3w5M2JiYWUwYjAwYmNjYTEwMTE0OTYyMzk2MjgwZDYxYTljNTc3ZTIwNDg0ODU4MTZiNWI0ODU4ZmQxMWMyOTg0,https://api.mybihr.com/medias/800Wx800H-1128021-2.jpg?context=bWFzdGVyfHJvb3R8MjEwODl8aW1hZ2UvanBlZ3xhRE13TDJoaE5DODJOamMxT0RjMk1qTXpNakU1TUM4NE1EQlhlRGd3TUVoZk1URXlPREF5TVMweUxtcHdad3xiMjI1ZmQ3OWQyN2VlMDM3ZmI4NGQxNDAyYTAzOGYyNWYwMzYzNWQ2NmE5YzAxZTM4MDdmNWJjMmJiM2IyNDJj,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,https://api.mybihr.com/medias/Technical-Information-1128021.pdf?context=bWFzdGVyfHJvb3R8MTUzNzAyfGFwcGxpY2F0aW9uL3BkZnxhREEyTDJnNVpTODJOamN5TkRBek1UYzVNVEV6TkM5VVpXTm9ibWxqWVd3Z1NXNW1iM0p0WVhScGIyNGdNVEV5T0RBeU1TNXdaR1l8N2JlZWFjZjQ4MmFmOTNjYjcyNDc5NjE2NjRhMGJkNjFkOGFlMDkxYmVjODYzNzE2ZDlhY2JiMTcwMjlmNjYxYQ,Spain Warehouse (Parts)
1078785,83460,0406AB.9A.04-00,TOMMASELLI,TOMMA SWITCH IGNITION - ORANGE,Botón on/off con arranque 9A Domino naranja 0406AB.9A,49.61,41.00,24.60,8430525834606,1,8714109090,0,1,"<ul><li>Right-hand signal switch</li><li>Control: 2-position kill switch – 1-position starter button</li><li>For Ø21,95 to 22,30mm handlebars</li><li>Cable length 1m – Without connectors<br></li></ul>","Right-hand signal switchControl: 2-position kill switch – 1-position starter buttonFor Ø21,95 to 22,30mm handlebarsCable length 1m – Without connectors",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. SWITCH,,852,151,178,114,42,,,,,,,,,,,,https://api.mybihr.com/medias/1078785-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgxNTd8aW1hZ2UvanBlZ3xhRGRtTDJnNFlpODRPRGMxT0RrM056UTVOVE0wTHpFd056ZzNPRFV0TVY4NE1EQlhlRGd3TUVnfDk4N2NjODZhMTBhZGUzMzRmMDE4YzZmOTA4ZDIxMzU3ZGJjNWIwY2E1NTM5MTFiZmE5ODk5MmMwZGFiMDUzMDU,,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
1078784,83452,0214AB.9B.04-01,TOMMASELLI,TOMMA HORN WITH CONNECTORS,Botón claxon Domino 9B 0214AB.9B,26.62,22.00,13.20,8430525834521,2,8714109090,0,1,<p> Tommaselli switches and signal switches fit most handlebars and are used for replacement or for preparing a motorbike for competition.</p><ul><li>Horn switch</li><li>With connectors</li><li>Supplied as a single unit<br></li></ul>,"
 Tommaselli switches and signal switches fit most handlebars and are used for replacement or for preparing a motorbike for competition.Horn switchWith connectorsSupplied as a single unit",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. SWITCH,,714,39,182,106,37,,,,,,,,,,,,https://api.mybihr.com/medias/1078784-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5Njh8aW1hZ2UvanBlZ3xhREF5TDJnd055ODRPVEkxT0RRNE5UTTFNRGN3THpFd056ZzNPRFF0TVY4NE1EQlhlRGd3TUVnfGQyMTBlZjhkNWYxZTRiOWRhYmYzNzRhOTM3ZGY1NGM3YjgzNWVhZTY0N2RhMThmMDgxMjQ0MDBjNDhmMWM3NTQ,,,https://static.bihr.pro/eBihr/Pictures/TOMMASELLI-pictures.zip,,Spain Warehouse (Parts)
