PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ángulo ( ° ),BCD (Mm),Color,Composición,Diámetro dirección Ø (mm),Diámetro Ø (mm),Dientes,Longitud (mm),Material de plato,Peso (g),Uso recomendado,Velocidades,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,DeliveryPlant
1116946,,ATB-303-8UD-800,CONTROLTECH,CTECH EXL FLAT TOP BAR 800MM,Manillar de bicicleta CONTROLTECH EXL Flat 800mm,195.00,161.16,49.00,ATB-303-8UD-8,2,8714999089,0,1,"<ul>
<li>Material: UD Carbon</li>
<li>Centro de manillar &Oslash;: 31.8mm </li>
<li>Anchura: 700/760mm</li>
<li>Elevaci&oacute;n: 0mm</li>
<li>Apertura : 9&deg;</li>
<li>Barrido: 4&deg;</li>
<li>Peso: 176g (760mm)</li>
</ul>","
Material: UD Carbon
Centro de manillar Ø: 31.8mm 
Anchura: 700/760mm
Elevación: 0mm
Apertura : 9°
Barrido: 4°
Peso: 176g (760mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3240,200,810,160,25,,,,,,,,,,,MTB,,https://api.mybihr.com/medias/1116946-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg1Njd8aW1hZ2UvanBlZ3xhRGt3TDJneE9TOHlOamc0TnpZek9ESTROak0yTmk4eE1URTJPVFEyTFRGZk9EQXdWM2c0TURCSXwzNjFjM2Y4MDE4NDgyNDMzNzA3MGZhNWYyYTIxNDg5NTVlZmQ2YTY4ZWRhZThmNTA4ODcwMDk4M2E2ZjEyZWMw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1117003,,TTH-27,CONTROLTECH,CTECH SIROCO AERO MINI CLIP-ON,Acoples CONTROLTECH Siroco Mini Clip-On,139.00,114.88,35.00,TTH-27,3,8714999089,0,1,"<ul>
	<li>Material: Pl&aacute;stico reforzado</li>
	<li>Longitud: Max 213mm</li>
	<li>&nbsp;Inclinaci&oacute;n acoples: 45&deg;</li>
	<li>Centro de manillar &Oslash;: &Oslash;31.8mm</li>
	<li>Peso: 336g</li>
</ul>","
	Material: Plástico reforzado
	Longitud: Max 213mm
	 Inclinación acoples: 45°
	Centro de manillar Ø: Ø31.8mm
	Peso: 336g
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,8105,461,323,204,123,,,,,,,,,,,,,https://api.mybihr.com/medias/1117003-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MjU2fGltYWdlL2pwZWd8YURBeEwyZzRNUzh5TmpnNU1UQXdPRGd3TWpnME5pOHhNVEUzTURBekxURmZPREF3VjNnNE1EQkl8OTU5YTk3Y2M1MjNjNTU2NTNiODA3YjgyNzgzMzBlMjEwNjFiNzNlNDI2NWFmYjEzYWRhNThlNmUzZGNkNGQ5YQ,https://api.mybihr.com/medias/1117003-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzgwNDd8aW1hZ2UvanBlZ3xhR1ZpTDJoa015OHlOamc1TVRBd09URTVOakEyTWk4eE1URTNNREF6TFRKZk9EQXdWM2c0TURCSXxmNjdiYzFlYjhmNjUwYzgyM2I0MDc3ZDRiY2IzMTE4NmZhYTRjZjJlYWMzMzk1MWY0MGU5N2Y0YThiMjRlYTE5,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116917,,ATB-960-110,CONTROLTECH,CTECH -17 DROP STEM 110MM,Potencia para bicicleta -17° CONTROLTECH - 110 mm,57.50,47.52,11.00,ATB-960-110,5,8714999089,0,1,"<ul>
<li>Material: AL6061</li>
<li>Centro de manillar &Oslash;: 31.8 mm</li>
<li>Direcci&oacute;n &Oslash;: 28.6mm</li>
<li>Longitud: 110mm</li>
<li>Inclinaci&oacute;n: -17&deg;</li>
<li>Peso: 190g (100mm)</li>
</ul>","
Material: AL6061
Centro de manillar Ø: 31.8 mm
Dirección Ø: 28.6mm
Longitud: 110mm
Inclinación: -17°
Peso: 190g (100mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1308,210,235,96,58,,,,,,,,,,,Carretera & Triathlon,,https://api.mybihr.com/medias/1116917-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEzNTIxfGltYWdlL2pwZWd8YURZMUwyZzJaUzh5TmpnNU1UQXlNakl6TnpjeU5pOHhNVEUyT1RFM0xURmZPREF3VjNnNE1EQkl8OGUwNDdiYzY4MTM2NzgzNGY0NjViMDEwMTY1NGE1OTgwNWM4MGUwMmQ0NmNlYmNkZGUwNmZiZDhmNTU0OWEwNg,https://api.mybihr.com/medias/1116917-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzYzNjB8aW1hZ2UvanBlZ3xhRGswTDJnMk55OHlOamc1TVRBeU1qUXpORE16TkM4eE1URTJPVEUzTFRKZk9EQXdWM2c0TURCSXwyNmExMTcwNmE1ZDc0M2U0YTM5MzA1ODFiYTlmZmMzOTJjZmZkOWQ3YjQ0YWIwZjk0ODVkYWQ1MTZjZmU1OWVh,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1117002,,BC-40,CONTROLTECH,CTECH SIROCCO REAR HYDRATION SYSTEM,Sistema de hidratación CONTROLTECH Sirocco trasero,109.00,90.08,27.00,BC-40,3,8714999089,0,1,"<ul>
	<li>Material: Plastico + Aluminio</li>
	<li>Incluye 2 portabotellas</li>
	<li>Montaje: CO2 Cartridge x2 y racord</li>
	<li>Peso: 260g</li>
</ul>","
	Material: Plastico + Aluminio
	Incluye 2 portabotellas
	Montaje: CO2 Cartridge x2 y racord
	Peso: 260g
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1735,198,169,163,63,,,,,,,,,,,Todos & Triathlon,,https://api.mybihr.com/medias/1117002-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODU4MzZ8aW1hZ2UvanBlZ3xhR0UxTDJoak1pOHlOamc1TVRBd05UWTFOekV4T0M4eE1URTNNREF5TFRGZk9EQXdWM2c0TURCSXwxMmIyMGM1NThiNWMyNDIzNmNmZDEyMjY1MDZjODk4MzZiYmVlOThhNmU1NDYyMDZkNDBhZDQwYzMwYWE2ZDVj,https://api.mybihr.com/medias/1117002-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NTk0fGltYWdlL2pwZWd8YURVNUwyZzJaQzh5TmpnNU1UQXdOakExTURNek5DOHhNVEUzTURBeUxUSmZPREF3VjNnNE1EQkl8ZTlmMDljN2NmODQ2NzEyMGZjM2IyZmNmYWRiYjdjM2MzN2YzZWNmZmU2Mzc2ZDg0NDI0Y2M1ZDEwMDhjOWFhNA,https://api.mybihr.com/medias/1117002-3-800Wx800H?context=bWFzdGVyfHJvb3R8NzY1NDR8aW1hZ2UvanBlZ3xhR05qTDJnMVppOHlOamc1TVRBd05qUTBNelUxTUM4eE1URTNNREF5TFROZk9EQXdWM2c0TURCSXw1NmZkMmUxNjg5MzE3MTNhNTk4OGMxOGEzNDNmYjkzZmRkNTZiYTA1YTM1NDIyODcwYjYwMmJhYTNjNDI2YzBi,https://api.mybihr.com/medias/1117002-4-800Wx800H?context=bWFzdGVyfHJvb3R8OTI2Nzl8aW1hZ2UvanBlZ3xhRE5sTDJnMU1pOHlOamc1TVRBd05qZ3pOamMyTmk4eE1URTNNREF5TFRSZk9EQXdWM2c0TURCSXwzYzQzMTYyYTFkNzUzY2ZjNzJmN2E4MGUzNjNjNTJmMTg0NjM0MGI3NjZiZWZmYzljNmQ2OWFmYWM2ZGFkNmE5,https://api.mybihr.com/medias/1117002-5-800Wx800H?context=bWFzdGVyfHJvb3R8NjA1ODl8aW1hZ2UvanBlZ3xhR1poTDJnd01pOHlOamc1TVRBd056SXlPVGs0TWk4eE1URTNNREF5TFRWZk9EQXdWM2c0TURCSXw4ZWEyZjk3ZDM1YmZhYzdmYjNjODYwYWY4ZWRhMjlhNzgzMzZiZDg2ZGFjY2ExMjg2ODE3Y2VkMGJkNzU2N2Rk,https://api.mybihr.com/medias/1117002-6-800Wx800H?context=bWFzdGVyfHJvb3R8NjM2MjZ8aW1hZ2UvanBlZ3xhRGxpTDJneE1DOHlOamc1TVRBd056WXlNekU1T0M4eE1URTNNREF5TFRaZk9EQXdWM2c0TURCSXw2NTEwOTMyNTQ5MzlmOGE4NjdhMzI4NWVlZjkzYzIyNWQyOTU5YmQyOGMwOTk0MmQ5YTkxNjhkMzI1MDlmNjQw,https://api.mybihr.com/medias/1117002-7-800Wx800H?context=bWFzdGVyfHJvb3R8NjM1MDN8aW1hZ2UvanBlZ3xhR1EwTDJnMk5TOHlOamc1TVRBd09EQXhOalF4TkM4eE1URTNNREF5TFRkZk9EQXdWM2c0TURCSXxiZTFmMTJkYzJiM2EwOTA4MDA5YmIwZGM0NTJjNTMxMjdiMGMzOGFhOGY0MGU2MDQxMDcyYmNjNDNmYWFiYmM0,https://api.mybihr.com/medias/1117002-8-800Wx800H?context=bWFzdGVyfHJvb3R8OTU4Mjh8aW1hZ2UvanBlZ3xhRFl4TDJnM015OHlOamc1TVRBd09EUXdPVFl6TUM4eE1URTNNREF5TFRoZk9EQXdWM2c0TURCSXw1ZTU0YjZhNzcxYjEzMWEyOGM5Mzc0Y2FmYzBjY2Q2OWU5ZTQxOGE1YzhhZTVkZjliNzg2NDY3MTYyZDc3NTUx,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116928,,RAS-94-90,CONTROLTECH,CTECH COUGAR -6° AERO ALLOY STEM 90MM,Potencia para bicicleta Aero -6° CONTROLTECH Cougar - 90 mm,75.00,61.98,18.00,RAS-94-90,9,8714999089,0,1,"<ul>
<li>Material: AL6061</li>
<li>Manillar &Oslash;: 31.8mm</li>
<li>Direcci&oacute;n &Oslash;: 28.6mm</li>
<li>Longitud: 90mm</li>
<li>Inclinaci&oacute;n: -6&deg;</li>
<li>Peso: 240g (110mm)</li>
<li>Tap&oacute;n de ara&ntilde;a integrado, tornillos de tapa frontal ocultos</li>
</ul>","
Material: AL6061
Manillar Ø: 31.8mm
Dirección Ø: 28.6mm
Longitud: 90mm
Inclinación: -6°
Peso: 240g (110mm)
Tapón de araña integrado, tornillos de tapa frontal ocultos
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1221,258,235,98,53,,,,,,,,,,,Carretera & Triathlon,,https://api.mybihr.com/medias/1116928-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA3NjAyfGltYWdlL2pwZWd8YURoa0wyaGpOUzh5TmpreU1qQTRPRFEyTkRReE5DOHhNVEUyT1RJNExURmZPREF3VjNnNE1EQkl8OGU5OWRkY2Q1NmY4YjRkOTMyMjU2ZmU4ZDc0N2ZkMTQ3M2RhZmQyYTEzYzVmZGUwMWU3NmM3MGRhNWUxZjc0Nw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116929,,RAS-114-100,CONTROLTECH,CTECH COUGAR -8° DROP STEM 100MM,Potencia para bicicleta -8° CONTROLTECH Cougar - 100 mm,72.50,59.92,18.00,RAS-114-100,7,8714999089,0,1,"<ul>
<li>Material: AL6061</li>
<li>Manillar &Oslash;: 31.8mm</li>
<li>Direcci&oacute;n &Oslash;: 28.6mm</li>
<li>Longitud: 100mm</li>
<li>Inclinaci&oacute;n: -8 &deg;</li>
<li>Peso: </li>
<li>Funda de cable, espaciadores 5mm x 1, 10mm x2 y tap&oacute;n de ara&ntilde;a inclu&iacute;dos</li>
<li>Peso: 129g (110mm)</li>
</ul>","
Material: AL6061
Manillar Ø: 31.8mm
Dirección Ø: 28.6mm
Longitud: 100mm
Inclinación: -8 °
Peso: 
Funda de cable, espaciadores 5mm x 1, 10mm x2 y tapón de araña incluídos
Peso: 129g (110mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1859,313,236,105,75,,,,,,,,,,,Carretera & Triathlon,,https://api.mybihr.com/medias/1116929-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQxNDIxfGltYWdlL2pwZWd8YURWa0wyaGpZeTh5TmpreU1qQTRPRFkyTVRBeU1pOHhNVEUyT1RJNUxURmZPREF3VjNnNE1EQkl8MDcwMDMwYTgwZWQzMDZkYmJiMjk2YzA0NDIxNWIwODE4ZGQwNzRkMmFkMDBjY2U2NTcxYTI3Njk4NDIzNmFjYg,https://api.mybihr.com/medias/1116929-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTAzNzY2fGltYWdlL2pwZWd8YURGaEwyaGtNeTh5TmpreU1qQTRPRGcxTnpZek1DOHhNVEUyT1RJNUxUSmZPREF3VjNnNE1EQkl8YmVhNWU2N2M5OTA1ZGMwZTE5YmQ1YWMyNWVkNGZmMGQxNjNmOGFiZjQ5YmQ0NWQyY2NkZGM2YWYwMWI1YTNhNg,https://api.mybihr.com/medias/1116929-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjkxNzF8aW1hZ2UvanBlZ3xhRFk1TDJoa1pTOHlOamt5TWpBNE9UQTFOREl6T0M4eE1URTJPVEk1TFROZk9EQXdWM2c0TURCSXxlNmE0NGQyZjliNDVmM2YyMmZiNjI5Mjg5MWU3YjZiMDQzZDVjZTliNTA2ZmIyZGE4Njk5YzRmMjkyY2MzOWNh,https://api.mybihr.com/medias/1116929-4-800Wx800H?context=bWFzdGVyfHJvb3R8MzIwODB8aW1hZ2UvanBlZ3xhRGs1TDJoa055OHlOamt5TWpBNE9USTFNRGcwTmk4eE1URTJPVEk1TFRSZk9EQXdWM2c0TURCSXw5MTQ5NWYwNjYzYmY2YTUzMGFhYmRhMmQ3MzFiM2QwNmZlYTZkOTA4NWI0NjFiNzJjNDhmMDVhYTA4YTFkYTc2,https://api.mybihr.com/medias/1116929-5-800Wx800H?context=bWFzdGVyfHJvb3R8NDMxNzJ8aW1hZ2UvanBlZ3xhR1JqTDJoa01DOHlOamt5TWpBNE9UUTBOelExTkM4eE1URTJPVEk1TFRWZk9EQXdWM2c0TURCSXw5MGQ4YjZhMTdiNjIxMDk5NzUwYWE5NWQ4NDY3MTUyMzZhNzE3OWM0NjM4OTg4ZjdkOWQwY2M4MzEzN2E3NmJm,https://api.mybihr.com/medias/1116929-6-800Wx800H?context=bWFzdGVyfHJvb3R8NDAyMjh8aW1hZ2UvanBlZ3xhREJpTDJoallTOHlOamt5TWpBNE9UWTBOREEyTWk4eE1URTJPVEk1TFRaZk9EQXdWM2c0TURCSXwxYmNhZWQ4MDM2OWU5ODI4NWFiMTQ2NDRjN2Q3NTRlOTUxNTY1NmEwYjczYmJlNzAxYTQyZWU0YTAwYWUwNWI1,https://api.mybihr.com/medias/1116929-7-800Wx800H?context=bWFzdGVyfHJvb3R8NDc4MjN8aW1hZ2UvanBlZ3xhRE5pTDJoak15OHlOamt5TWpBNE9UZzBNRFkzTUM4eE1URTJPVEk1TFRkZk9EQXdWM2c0TURCSXw0Nzg0MDE2ZmIyNjI3NjA5OThmODQ5MTlmNGM0YTk3NzA4N2VkZDllZTk2NjRmOTAyODA5OTgyZjNmNDU1MWUz,https://api.mybihr.com/medias/1116929-8-800Wx800H?context=bWFzdGVyfHJvb3R8NDEyNjV8aW1hZ2UvanBlZ3xhR1l6TDJnek9DOHlOamt5TWpBNU1EQXpOekkzT0M4eE1URTJPVEk1TFRoZk9EQXdWM2c0TURCSXw5ODNjMmUyM2IwZTlkYjgwZmQ2YjA0ZmIwODE4ODU0ZGFiNjMzZWRiZmE2MDUzNTM2NTFiM2NlMTFhNzViMmFj,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116951,,SP-1540-31.6X350,CONTROLTECH,CTECH FALCON ALLOY HEX SEATPOST 31.6X350,Tija de sillín CONTROLTECH Falcon Alloy HEX - 350mm Ø31.6,135.00,111.57,29.00,SP-1540-31.6X,5,8714999089,0,1,"<ul>
<li>Material: AL6061 </li>
<li>&Oslash;: 31.6mm</li>
<li>Longitud: 350mm</li>
<li>Offset: 20/10/-3/-6mm</li>
<li>Peso: 353g ( &Oslash;27.2mm)</li>
</ul>","
Material: AL6061 
Ø: 31.6mm
Longitud: 350mm
Offset: 20/10/-3/-6mm
Peso: 353g ( Ø27.2mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3151,433,390,101,80,,,Negro,,,,,,,,Carretera,,https://api.mybihr.com/medias/1116951-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQwMTJ8aW1hZ2UvanBlZ3xhR000TDJnNU1DOHlOamc0TnpZek9UWTJNall5TWk4eE1URTJPVFV4TFRGZk9EQXdWM2c0TURCSXw2YTlmZWVhYzJkZjZhYzM1YWM5OWRkODYxYjcwMDA1M2Q0ZjYwMDEyNGM4ZjI3NGIxZmIxOWFmYjA0NGE4ZWQ1,https://api.mybihr.com/medias/1116951-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzYyMDB8aW1hZ2UvanBlZ3xhRGsyTDJnNVlTOHlOamc0TnpZek9Ua3lORGMyTmk4eE1URTJPVFV4TFRKZk9EQXdWM2c0TURCSXxlMmM1NzBjYjUwOWNjNDA1NDI5NGY1OGQ2OTRhM2ZkMDA3NGQyNjU1YzAzZjBkNjQ5YTI4MGZiOGNjMGZhMGU0,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116922,,ATB-281DB6-8-760,CONTROLTECH,CTECH CLS FLAT TOP BAR 760MM,Manillar de bicicleta CONTROLTECH CLS 760mm,34.99,28.92,17.35,ATB-281DB6-8-,2,8714999089,0,1,"<ul>
	<li>Material: AL6061</li>
	<li>Centro de manillar &Oslash;: 31.8mm &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</li>
	<li>Anchura: 760mm</li>
	<li>Apertura : 9&deg;</li>
	<li>Elevaci&oacute;n: 0mm</li>
	<li>Peso: 268g (700mm)</li>
</ul>","
	Material: AL6061
	Centro de manillar Ø: 31.8mm              
	Anchura: 760mm
	Apertura : 9°
	Elevación: 0mm
	Peso: 268g (700mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,5762,346,776,99,75,,,,,,,,,,,MTB,,https://api.mybihr.com/medias/1116922-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcxOTl8aW1hZ2UvanBlZ3xhREkyTDJnM05pOHlOamc0TnpZeU1UYzNNVEk1TkM4eE1URTJPVEl5TFRGZk9EQXdWM2c0TURCSXw3NTJmZWQ1YzhhYTQ5Y2I2Y2Y4NTRiYzNiNDdiNjVlNWMwMzYyNzRlNjVmNDNjNWVhZjRkYjcyOTU1OTE3MjY4,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1117011,,TTH-17H,CONTROLTECH,CTECH TTH-25 EXTENSION BAR,Barras de recambio para acoples CONTROLTECH S Bend,225.00,185.95,76.00,TTH-17H,1,8714999089,0,1,<p>Material: Carbono</p>,"
Material: Carbono",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2274,155,399,150,38,,,,,,,,,,,Triathlon,,https://api.mybihr.com/medias/800Wx800H-1117011-1.jpg?context=bWFzdGVyfHJvb3R8NTY2NDF8aW1hZ2UvanBlZ3xhREZpTDJnNU5TOHpOVEV6T1RreE9ERXpOVE15Tmk4NE1EQlhlRGd3TUVoZk1URXhOekF4TVMweExtcHdad3w2ZTllMGM3YzZiNWNhMmM3ZTYzYzAwNWFkMGVmMDg3ZTNmMjBkNjE5MDQyMzYwNzc4Y2M2NjE4MzJmMTA5NmNk,https://api.mybihr.com/medias/800Wx800H-1117011-2.jpg?context=bWFzdGVyfHJvb3R8Mzg2NDV8aW1hZ2UvanBlZ3xhRGhsTDJnNE55OHpOVEV6T1RreE9EVXlPRFUwTWk4NE1EQlhlRGd3TUVoZk1URXhOekF4TVMweUxtcHdad3xjNzU2ZGM2MWRiMDY5NDNjMGE4ZTI5ZWNjZjhlMjRmODg4ZDc1ZTUwY2JiMTdiYWNlMGQ4NjlmMTQ5NmZlZWQy,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,https://api.mybihr.com/medias/Controltech-Extension.pdf?context=bWFzdGVyfHJvb3R8MjEzMDk2MXxhcHBsaWNhdGlvbi9wZGZ8YURObUwyaGxOeTh4TmpjMU1UVTVPRFl6TWprNU1DOURiMjUwY205c2RHVmphRjlGZUhSbGJuTnBiMjR1Y0dSbXw1NWYxODExMzM0NzgzMDkyYmZkNmZlZTJkYjdlMGZkOGRjNmJiNjMxMDBmNTQwNjVkNzcyODI3M2Y0NDg0OGU1,Spain Warehouse (Parts)
1116959,,HSS-11,CONTROLTECH,CTECH INTERGRATED SPLIT SPACER,Kit de espaciadores CONTROLTECH para potencia Falcon,6.50,5.37,1.99,HSS-11,13,8714999089,0,1,"<ul>
<li>Material: Nylon + fibra de vidrio</li>
<li>Altura: 5mm/10mm</li>
<li>Peso: 2.5g (5mm), 5g(10mm), 5g (Tapa)</li>
<li>Para RAS-88, RAS-101 y ATB-960</li>
</ul>","
Material: Nylon + fibra de vidrio
Altura: 5mm/10mm
Peso: 2.5g (5mm), 5g(10mm), 5g (Tapa)
Para RAS-88, RAS-101 y ATB-960
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,25,27,103,49,5,,,,,,,,,,,Carretera & MTB,,https://api.mybihr.com/medias/1116959-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0Nzd8aW1hZ2UvanBlZ3xhRFpsTDJoa055OHlOamc0TnpZME16SXdNVFUyTmk4eE1URTJPVFU1TFRGZk9EQXdWM2c0TURCSXxmYjk5MjVmNTA3OGI5ZmJmNTU3YWM3NjQ1MzgzOGQ3YzY2OTg3Y2Q2MjMzY2RlNjA0ZjQzYmVlZDA0YmJiMjI5,https://api.mybihr.com/medias/1116959-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MDh8aW1hZ2UvanBlZ3xhR1JqTDJoa1lpOHlOamc0TnpZME16TTVPREUzTkM4eE1URTJPVFU1TFRKZk9EQXdWM2c0TURCSXxmNjdhNmFlMzIyZTc4MTIxN2E2NGEwYzM3Mjg4MmM2ZjA2YTU4YTg1NGI5ZTY1MzUwY2FmMzBhMjM1MjJkMDNk,https://api.mybihr.com/medias/1116959-3-800Wx800H?context=bWFzdGVyfHJvb3R8NDE0ODF8aW1hZ2UvanBlZ3xhR0ZqTDJobE1pOHlOamc0TnpZME16VTVORGM0TWk4eE1URTJPVFU1TFROZk9EQXdWM2c0TURCSXxhZjhjMTEzNzJhNjE1ZWU5MzA0OTdlOGRlNjk0ODFhMjRkMzBkOTY0OWIyYTNkZDBhNWQxZGVhNzBhMGEwZDhh,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116954,,TTH-16,CONTROLTECH,CTECH FALCON TRI ALLOY EXTENSION,Acoples CONTROLTECH Falcon J-Bend,135.00,111.57,41.00,TTH-16,4,8714999089,0,1,"<ul>
<li>Material abrazaderas: AL6061</li>
<li>Anchura: Max. 303mm, Min. 253mm </li>
<li>Acoples: Aluminio curvado en ""J"",</li>
<li>Anchura regulable: Derecha/30mm, Izquierda/30mm</li>
<li>Inclinaci&oacute;n regulable: 15&deg;(+/-7.5&deg;)</li>
<li>Espaciadores opcionales: 20mm, 40mm o 60mm</li>
<li>Peso: 462g (con almohadillas)</li>
</ul>","
Material abrazaderas: AL6061
Anchura: Max. 303mm, Min. 253mm 
Acoples: Aluminio curvado en ""J"",
Anchura regulable: Derecha/30mm, Izquierda/30mm
Inclinación regulable: 15°(+/-7.5°)
Espaciadores opcionales: 20mm, 40mm o 60mm
Peso: 462g (con almohadillas)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,12707,630,361,220,160,,,,,,,,,,,Triathlon,,https://api.mybihr.com/medias/1116954-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTM2NDF8aW1hZ2UvanBlZ3xhR0V5TDJnd01pOHlOamc0TnpZME1UQXpPRGczT0M4eE1URTJPVFUwTFRGZk9EQXdWM2c0TURCSXw4ODQ4ZmJiNDQ5MGIxMzRiOTc1MzVmNGE3OTY1MThlY2UyZTVmOWNlZjA4YzBkMzc4ZjIwMWI0ZDJkNTEwZTdj,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,,Spain Warehouse (Parts)
1116940,,CR-49/SHIMANO-51T BC,CONTROLTECH,CTECH ECCENTRIC RING 51T BCD 110MM,Plato ovalado CONTROLTECH Shimano 51 dientes,165.00,136.36,41.00,1116940,3,8714999089,0,1,"<ul>
<li>Material: AL7075</li>
<li>Dentado: 51 dientes</li>
<li>BCD: 110</li>
</ul>","
Material: AL7075
Dentado: 51 dientes
BCD: 110
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2433,302,269,238,38,,,,,,,,,Aluminio 7075-T6,,Triathlon,,https://api.mybihr.com/medias/1116940-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTUxOTh8aW1hZ2UvanBlZ3xhRGN5TDJnM05TOHlOamc0TnpZek5ETTFOREl3Tmk4eE1URTJPVFF3TFRGZk9EQXdWM2c0TURCSXw1NjExZjcyMDQ1OGJiODIyMWVjMzBjNGY0YTNiMTljYjc1Yzk1OGVhMzViMDg0MzM5OWM2ZjkxY2NkNGI3NmU5,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CONTROLTECH-pictures.zip,https://api.mybihr.com/medias/Controltech-Eccentric-Ring-Shimano.pdf?context=bWFzdGVyfHJvb3R8MjMxNDAwOXxhcHBsaWNhdGlvbi9wZGZ8YUdZekwyaGhaaTh4TmpjMU1UVTRPVFU0T1RBeU1pOURiMjUwY205c2RHVmphQzFGWTJObGJuUnlhV010VW1sdVp5MVRhR2x0WVc1dkxuQmtaZ3wwNmFjYzBkYTA0YjljNWE3ZmI1ZTYwNGQ0OGM3ZmM4NmEyYmU3MmNlMmI1ZDZiNDA1MTE4MTRjYmI0MjJmOTVk,Spain Warehouse (Parts)
