PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura,Anchura del neumático,Aro,Carcasa,Color,Diámetro de la llanta,Familia de neumáticos,Longitud de Válvula,Montaje,Peso (g),Tecnología,Tipo de válvula,Uso,Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
9004991,90800044,5-10340130,RUBENA,RUBNA TUBE 16X1.75-2.50 AV35 SCHR,"Cámara de bici RUBENA 16x1,75-2,50 AV35 Válvula Gruesa Schrader",3.99,3.30,3.30,8593375448642,167,4013200000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p><p> </p><ul><li>Cámara de butilo estándar<br></li><li>Espesor de 0,9 mm</li><li>Válvula: Gruesa (Schrader)</li></ul>","
Cámara RUBENA clásica
 Cámara de butilo estándarEspesor de 0,9 mmVálvula: Gruesa (Schrader)",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,534,135,137,78,50,1.75 - 2.5,,,,,16,,,,,,,,Infantil,https://api.mybihr.com/medias/9004991-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzUwMjF8aW1hZ2UvanBlZ3xhRE5oTDJnd1pDOHhNRGMzTVRFNU9UZzROVE0wTWk4NU1EQTBPVGt4TFRGZk9EQXdWM2c0TURCSXxjM2NkMTU0MTkyNjIxN2EzYzcxNGNmYjIxNTdiNTFkY2VhYTJmZGYzNDgxZmM5NTg3YmEwZGI2OTQ1NjEzNTY1,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004980,90800019,5-10340011,RUBENA,RUBNA TUBE 700X23/28C FV60 PRESTA,Cámara de bici RUBENA 700x23/28c FV60 Válvula Fina 60mm Presta,4.50,3.72,3.72,8593375447928,154,4013200000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p><ul><li>Cámara de butilo estándar<br></li><li>Espesor de 0,9 mm<br></li><li>Válvula: Fina (Presta)</li></ul>","
Cámara RUBENA clásicaCámara de butilo estándarEspesor de 0,9 mmVálvula: Fina (Presta)",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,342,127,137,78,32,23 - 28,,,,,700,,,,,,,,Carretera & Ciclocross & Gravel,https://api.mybihr.com/medias/9004980-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU3MjN8aW1hZ2UvanBlZ3xhREpoTDJnME15OHhNRGMzTVRNNU5EVTVNamM1T0M4NU1EQTBPVGd3TFRGZk9EQXdWM2c0TURCSXxmYzdjNzRmMzIwNDMzYjQwOWUzYWUwMWU4YjIxYmY2ODYwODMxN2U3YjdlZDljNWYyM2NmZDExMzU1YWQ5ZmU2,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004990,90800021,5-10340120,RUBENA,RUBNA TUBE 12X1/2X1.75-2.50 AV35 SCH,"Cámara de bici RUBENA 12x1/2x1,75-2,50 AV35 Válvula Gruesa Schrader",3.99,3.30,3.30,8593375448529,76,4013200000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p><p> </p><ul><li>Cámara de butilo estándar<br></li><li>Espesor de 0,9 mm</li><li>Válvula: Gruesa (Schrader)</li></ul>","
Cámara RUBENA clásica
 Cámara de butilo estándarEspesor de 0,9 mmVálvula: Gruesa (Schrader)",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,538,104,138,78,50,1.75 - 2.5,,,,,12,,,,,,,,Infantil & Patinete,https://api.mybihr.com/medias/9004990-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzUwMjF8aW1hZ2UvanBlZ3xhRFk1TDJnd05pOHhNRGMzTVRFNU9UWTRPRGN6TkM4NU1EQTBPVGt3TFRGZk9EQXdWM2c0TURCSXw3NzFiZmQwYjUyZDZmOTQ4NjA4ZGI3YjAxN2UyZjU5Zjc0NjE5MDRmZmQ2OWQyZTgwZjY5MTE4Y2ViZGI0NzAy,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004977,99900027,5-10331000-000,RUBENA,RUBNA TUBELESS KIT SUPRA 29,Kit Conversión Tubeless Mitas Supra 29'',22.51,18.60,18.60,8593375435628,0,8714999089,0,1,"<p>Kit para conversión de neumático de cámara a tubeless. Rápido y fácil de usar, todo en 1. Contiene todo lo necesario para tubelizar 1 bicicleta de 29"":</p><ul><li>1 bote de líquido sellante tubeless Mitas 150ml Eco Friendly</li><li>Rollo de cinta adhesiva tubeless y 2 fondos de llanta tubeless</li><li>Válvulas tubeless</li><li>Accesorios necesarios</li></ul>","
Kit para conversión de neumático de cámara a tubeless. Rápido y fácil de usar, todo en 1. Contiene todo lo necesario para tubelizar 1 bicicleta de 29"":1 bote de líquido sellante tubeless Mitas 150ml Eco FriendlyRollo de cinta adhesiva tubeless y 2 fondos de llanta tubelessVálvulas tubelessAccesorios necesarios",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,1186,349,178,98,68,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-9004977-1.jpg?context=bWFzdGVyfHJvb3R8MjQzNDcxfGltYWdlL2pwZWd8YUdRMEwyZzBZeTh5T1RZMU1qRTJNVE0yTXprNU9DODRNREJYZURnd01FaGZPVEF3TkRrM055MHhMbXB3Wnd8MzQzODdjZDVhMzNhN2ZkNWRmZTEzZTJhOTI2ZGJjOWE3ZmQzZDY3YTUzZjY2Y2QzODA2MjIwYTAyZWJmMzViMA,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Parts)
9005329,90300205,5-10952701,RUBENA,"RUBNA TIRE WALRUS V41 26X1,75X2","Neumático RUBENA WALRUS V41 26X1,75X2",12.50,10.33,10.33,8593375536509,51,4011500000,0,1,"<p><strong>Walrus V41 - Ciudad / Trekking / MTB</strong></p><p> </p><ul><li>Baja resistencia a la rodadura.</li><li>Buenas características de conducción en carreteras mojadas</li><li>Walrus es una opción de confianza para el ciclismo de montaña junior, pero también para bicicletas de ciudad o conducción en ciudad con cualquier tipo de  bicicleta. Su menor resistencia a la rodadura y sus buenas características de conducción en carreteras mojadas hacen que el RUBENA Walrus se sienta en casa en buenas carreteras y terrenos menos exigentes.</li></ul>","
Walrus V41 - Ciudad / Trekking / MTB
 Baja resistencia a la rodadura.Buenas características de conducción en carreteras mojadasWalrus es una opción de confianza para el ciclismo de montaña junior, pero también para bicicletas de ciudad o conducción en ciudad con cualquier tipo de  bicicleta. Su menor resistencia a la rodadura y sus buenas características de conducción en carreteras mojadas hacen que el RUBENA Walrus se sienta en casa en buenas carreteras y terrenos menos exigentes.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,16900,800,650,650,40,,1.75,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & Trekking,,https://api.mybihr.com/medias/9005329-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY1MDJ8aW1hZ2UvanBlZ3xhR05tTDJneVpTOHhNRGMzTVRJME1UWXpNVGMzTkM4NU1EQTFNekk1TFRGZk9EQXdWM2c0TURCSXxhMTQ1ZGNjYzIzZDFjYmU4NmY2NThhZDgwODkwNmQ1NDNiYmU4NDEwOTIwNzZjMWQ3NzU5NzRhZDIzNTI3MGZl,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006794,,5-10952305-072,RUBENA,"RUBNA NITRO V89 20 x 2,00 BMX","Neumático RUBENA Nitro V89 20x2,00 BMX",10.50,8.68,8.68,8593375536363,11,4011500000,0,1,"<p>La cubierta Nitro V89 es una excelente opci&oacute;n para disfrutar del BMX.</p>
<p>Con un tama&ntilde;o de 20"" y un ancho de rueda de 2,00, es compatible con la mayor&iacute;a de las bicicletas BMX. Adem&aacute;s, su secci&oacute;n transversal est&aacute; reforzada con un cord&oacute;n de acero formado por alambres finos, lo que la hace m&aacute;s resistente y duradera.</p>
<p>Con un peso de tan solo 660 g, es ligera y f&aacute;cil de manejar.</p>
<p>Si buscas una cubierta resistente y duradera para bicicletas BMX esta es una excelente opci&oacute;n que no te defraudar&aacute;.</p>","
La cubierta Nitro V89 es una excelente opción para disfrutar del BMX.

Con un tamaño de 20"" y un ancho de rueda de 2,00, es compatible con la mayoría de las bicicletas BMX. Además, su sección transversal está reforzada con un cordón de acero formado por alambres finos, lo que la hace más resistente y duradera.

Con un peso de tan solo 660 g, es ligera y fácil de manejar.

Si buscas una cubierta resistente y duradera para bicicletas BMX esta es una excelente opción que no te defraudará.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,10404,680,510,510,40,,2.00,Rígido,Cubierta,Negro,20,Neumáticos de bicicleta,,Para cámara,,,,BMX,,https://api.mybihr.com/medias/800Wx800H-9006794-1.jpg?context=bWFzdGVyfHJvb3R8NjIzMTB8aW1hZ2UvanBlZ3xhRE5tTDJnd05pODBPVEl4TVRZeU1qWXlNVEl4TkM4NE1EQlhlRGd3TUVoZk9UQXdOamM1TkMweExtcHdad3xlYWYwMjljODBlY2Q3YzMyNTBjNjZhNmNiYjRlYTdmMDEzMDhlZWNlMmFiOWRjYTAzZGExNjdhMGU0NTYyODll,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006793,,5-10967349-072,RUBENA,"RUBNA ZIRRA R V88 20 x 2,10 BMX","Neumático RUBENA Zirra R V88 20x2,10 BMX",11.50,9.50,9.50,8593375536813,40,4011500000,0,1,"<p>La Zirra R V88 es una excelente opci&oacute;n para aquellos ciclistas que buscan un neum&aacute;tico resistente y duradero para sus BMX Freestyle.</p>
<p>Su ancho de rueda de 2,10 y su TPI de 22 proporcionan una excelente tracci&oacute;n y estabilidad en todo tipo de terrenos.</p>
<p>La secci&oacute;n transversal del neum&aacute;tico est&aacute; reforzada con un cord&oacute;n de acero formado por alambres finos, lo que aumenta su resistencia y durabilidad. Amortiguaci&oacute;n de 380 KPa y una carga m&aacute;xima de 87 kg, esta cubierta es capaz de soportar las exigencias del BMX Freestyle.</p>
<p>Peso de 700 g, es una opci&oacute;n ligera y resistente para los ciclistas de BMX Freestyle que buscan un neum&aacute;tico de alta calidad para sus bicicletas.</p>","
La Zirra R V88 es una excelente opción para aquellos ciclistas que buscan un neumático resistente y duradero para sus BMX Freestyle.

Su ancho de rueda de 2,10 y su TPI de 22 proporcionan una excelente tracción y estabilidad en todo tipo de terrenos.

La sección transversal del neumático está reforzada con un cordón de acero formado por alambres finos, lo que aumenta su resistencia y durabilidad. Amortiguación de 380 KPa y una carga máxima de 87 kg, esta cubierta es capaz de soportar las exigencias del BMX Freestyle.

Peso de 700 g, es una opción ligera y resistente para los ciclistas de BMX Freestyle que buscan un neumático de alta calidad para sus bicicletas.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,26411,720,490,490,110,,2.1,Rígido,Cubierta,Negro,20,Neumáticos de bicicleta,,Para cámara,,,,BMX,,https://api.mybihr.com/medias/800Wx800H-9006793-1.jpg?context=bWFzdGVyfHJvb3R8MTk1MTE4fGltYWdlL2pwZWd8YURZeEwyZ3dOeTgwT1RJeE1UWXlNakl5TnprNU9DODRNREJYZURnd01FaGZPVEF3TmpjNU15MHhMbXB3Wnd8ZjcwNDZiMjc2MTRmOTM1N2FhNjgwODgyODdlZjJhNzYyMjhhNzEzN2VmMTc1YzIyNmVmNjIzNDE5YWQ5NWMzZQ,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006798,,5-10967438-052,RUBENA,RUBNA X-ROAD  700x40 GRAVEL TR TANWALL,Neumático RUBENA X-Road 700x40 Gravel Tubeless Tanwall,46.98,38.83,38.83,8593375539456,10,4011500000,0,1,"<p>Dibujo de la banda de rodadura adecuado tanto para rodar por terrenos f&aacute;ciles y de asfalto duro como por carretera. Las figuras m&aacute;s finas y peque&ntilde;as de la banda de rodadura, sobre todo en la parte central del neum&aacute;tico, garantizan una baja resistencia a la rodadura que proporciona una conducci&oacute;n r&aacute;pida y c&oacute;moda.</p>
<p><strong>Especificaciones:</strong></p>
<ul>
<li><strong>ETRTO:</strong>&nbsp;42-622</li>
<li><strong>Tama&ntilde;o:</strong>&nbsp;700 x 40C</li>
<li><strong>Construcci&oacute;n:&nbsp;</strong>Race Hero, 127 TPI, Textra, Tubeless Ready</li>
<li><strong>Carga (kg):&nbsp;</strong>122</li>
<li><strong>Peso (g):&nbsp;</strong>470</li>
<li><strong>Color:</strong>&nbsp;Tanwall</li>
</ul>","
Dibujo de la banda de rodadura adecuado tanto para rodar por terrenos fáciles y de asfalto duro como por carretera. Las figuras más finas y pequeñas de la banda de rodadura, sobre todo en la parte central del neumático, garantizan una baja resistencia a la rodadura que proporciona una conducción rápida y cómoda.

Especificaciones:

ETRTO: 42-622
Tamaño: 700 x 40C
Construcción: Race Hero, 127 TPI, Textra, Tubeless Ready
Carga (kg): 122
Peso (g): 470
Color: Tanwall
",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,3320,503,265,116,108,,40,Plegable,Cubierta,Marrón & Negro,700,Neumáticos de bicicleta,,Tubeless,,,,Gravel,,https://api.mybihr.com/medias/800Wx800H-9006798-1.jpg?context=bWFzdGVyfHJvb3R8Njc5MTN8aW1hZ2UvanBlZ3xhRGhtTDJoak9TODBPVEl4TVRZeU5ERTVOREEzT0M4NE1EQlhlRGd3TUVoZk9UQXdOamM1T0MweExtcHdad3xhNjM0OGZkZWVmZjY3NjA4YTdlNGZiNmFjMjhjM2RmMjY1YWMwZDA1MWRmMjI0MjlmNzM3MmQxNjRlNjc5MmRj,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006795,,5-10952716-072,RUBENA,"RUBNA RAPID V36 20 x 1,75 x 2","Neumático RUBENA Rapid V36 20x1,75x2",9.99,8.26,8.26,8593375536608,53,4011500000,0,1,"<p>La carcasa Rapid es una buena elecci&oacute;n para bicicletas de monta&ntilde;a y adecuada para circular por terrenos menos exigentes. Gracias a su dibujo, tiene una muy buena capacidad de autolimpieza para evitar la p&eacute;rdida de sus caracter&iacute;sticas de conducci&oacute;n.</p>
<p><strong>Especificaciones:</strong></p>
<ul>
<li><strong>ETRTO:</strong> 47-406</li>
<li><strong>Tama&ntilde;o:</strong> 20 x 1,75 x 2</li>
<li><strong>Construcci&oacute;n: </strong>Classic</li>
<li><strong>Carga (kg):</strong>&nbsp;78</li>
<li><strong>Peso (g):</strong>&nbsp;590</li>
</ul>","
La carcasa Rapid es una buena elección para bicicletas de montaña y adecuada para circular por terrenos menos exigentes. Gracias a su dibujo, tiene una muy buena capacidad de autolimpieza para evitar la pérdida de sus características de conducción.

Especificaciones:

ETRTO: 47-406
Tamaño: 20 x 1,75 x 2
Construcción: Classic
Carga (kg): 78
Peso (g): 590
",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,10000,600,500,500,40,,1.75,Rígido,Cubierta,Negro,20,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & MTB & Trekking,,https://api.mybihr.com/medias/800Wx800H-9006795-1.jpg?context=bWFzdGVyfHJvb3R8NjcyMDh8aW1hZ2UvanBlZ3xhRGM0TDJnMVlpODBPVEl4TVRZeU16QXhORFF6TUM4NE1EQlhlRGd3TUVoZk9UQXdOamM1TlMweExtcHdad3xjMzE2Mjk3ODA5YWRhYmEwYTY2ZjU4YjJiNjBiMGQ4ZmM5NWU5ZDA5NzQyMDAwZTMyY2E1ZWM1NTIzOTU1ZDQ4,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006791,,5-10967433-042,RUBENA,"RUBNA DONKEY R28 20 x 2,35 CARGO APS+RS","Neumático RUBENA Donkey R28 20x2,35 Cargo APS+RS",39.00,32.23,10.12,8593375539012,0,4011500000,0,1,"<p>Este neum&aacute;tico se ha desarrollado especialmente para las necesidades del sector de carga, donde son cruciales las altas exigencias de capacidad de carga y durabilidad. Gracias a la construcci&oacute;n de cuatro capas del neum&aacute;tico y al uso de un compuesto de material especial para neum&aacute;ticos de ciclomotor, se garantiza la velocidad y la durabilidad incluso con cargas elevadas.</p>
<p><strong>Especificaciones:</strong></p>
<ul>
<li><strong>ETRTO:</strong> 60-406</li>
<li><strong>Tama&ntilde;o:</strong> 20 x 2,35</li>
<li><strong>Construcci&oacute;n:&nbsp;</strong>2x29 TPI, 1 mm de protecci&oacute;n, REFLEX (RS)</li>
<li><strong>Carga (kg):</strong> 170</li>
<li><strong>Peso (g):</strong> 970</li>
</ul>","
Este neumático se ha desarrollado especialmente para las necesidades del sector de carga, donde son cruciales las altas exigencias de capacidad de carga y durabilidad. Gracias a la construcción de cuatro capas del neumático y al uso de un compuesto de material especial para neumáticos de ciclomotor, se garantiza la velocidad y la durabilidad incluso con cargas elevadas.

Especificaciones:

ETRTO: 60-406
Tamaño: 20 x 2,35
Construcción: 2x29 TPI, 1 mm de protección, REFLEX (RS)
Carga (kg): 170
Peso (g): 970
",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,17496,960,540,540,60,,2.35,Rígido,Cubierta,Negro,20,Neumáticos de bicicleta,,Para cámara,,,,Ciudad,,https://api.mybihr.com/medias/800Wx800H-9006791-1.jpg?context=bWFzdGVyfHJvb3R8ODMyODB8aW1hZ2UvanBlZ3xhR000TDJnM055ODBPVEl4TVRZeU1UQTBPRE0xTUM4NE1EQlhlRGd3TUVoZk9UQXdOamM1TVMweExtcHdad3xhNTY2MGQ0OTE2ZTRjY2ExNjY1ZDgwZTM4MzBlYzdlN2IxZDhkM2RjZDQ2MDA5ZjU3ZTllMDMyNmY2Y2M5YzBi,https://api.mybihr.com/medias/800Wx800H-9006791-2.jpg?context=bWFzdGVyfHJvb3R8MTA2ODQ5fGltYWdlL2pwZWd8YURJNEwyZzJZUzgwT1RJeE1UWXlNVFEwTVRVMk5pODRNREJYZURnd01FaGZPVEF3TmpjNU1TMHlMbXB3Wnd8MDJjOWY3ZmY1ZjBjM2U2ODRmODBiYWU4N2RmMjExNjM2Y2FjMzI4MWVlZTYzNzE4YzNkZDk2OGY2MTBiNGQxZg,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005015,90300168,5-10952271,RUBENA,RUBNA TIRE SCYLLA V75 26X210,"Neumático RUBENA Scylla V75 26x2,10 Rígido",15.50,12.81,12.81,8593375536349,0,4011500000,0,1,"<p><strong>Scylla V75 - MTB / Ciudad / Trekking</strong></p><p> </p><ul><li>Proporciona buena estabilidad y aceleración en condiciones desfavorables.<br></li><li>Diseñado para una amplia gama de actividades todoterreno<br></li><li>Buena estabilidad y agarre en superficies blandas.</li><li>Scylla V75 es adecuado para varios tipos de terrenos sin pavimentar de ligeros a moderados. Su diseño permite tanto una conducción rápida con menor resistencia a la rodadura como una buena estabilidad, agarre y aceleración en malas condiciones o superficies blandas.</li></ul>","
Scylla V75 - MTB / Ciudad / Trekking
 Proporciona buena estabilidad y aceleración en condiciones desfavorables.Diseñado para una amplia gama de actividades todoterrenoBuena estabilidad y agarre en superficies blandas.Scylla V75 es adecuado para varios tipos de terrenos sin pavimentar de ligeros a moderados. Su diseño permite tanto una conducción rápida con menor resistencia a la rodadura como una buena estabilidad, agarre y aceleración en malas condiciones o superficies blandas.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,22445,940,670,670,50,,2.1,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & MTB & Trekking,,https://api.mybihr.com/medias/800Wx800H-9005015-1.jpg?context=bWFzdGVyfHJvb3R8MTcxNjA2fGltYWdlL2pwZWd8YURZMEwyZ3dPQzh5T1RZMU1qRTJNRGszTURjNE1pODRNREJYZURnd01FaGZPVEF3TlRBeE5TMHhMbXB3Wnd8ZmRhZWY1YzYwMzdkYTQyYWVhNThjMmIyODNiM2U2MmU0Y2IwMDI3ZDg4MTMxYWMyOWM0ODkyNmQ0Yzg1ZjEwNg,https://api.mybihr.com/medias/800Wx800H-9005015-2.jpg?context=bWFzdGVyfHJvb3R8MTI5NDkwfGltYWdlL2pwZWd8YURaakwyaGtZeTh5T1RZMU1qRTFPVGcxTmpZM01DODRNREJYZURnd01FaGZPVEF3TlRBeE5TMHlMbXB3Wnd8MGQ1NzA4NzRlOWYyMmU0NzZlMDA1ZGVlZjllNzFhN2I4ZTFlNGE2ZDRiMjI3ZDgwNGE5NzIzNzc4ZmRlODczMw,https://api.mybihr.com/medias/800Wx800H-9005015-3.jpg?context=bWFzdGVyfHJvb3R8MTk5NzkyfGltYWdlL2pwZWd8YURrMUwyZ3lNQzh5T1RZMU1qRTJNREkwT1RnNE5pODRNREJYZURnd01FaGZPVEF3TlRBeE5TMHpMbXB3Wnd8MTJhMDU3NTY1M2EzYzk5YzNhMzk2YWViYmY2NzY4YWU1MmY4ZmM5MGFjOWYwMTE2ZmRjMDE4MWFmNzJlMzEwNQ,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005315,90300224,5-10967373,RUBENA,"RUBNA TIRE CHEETAH R15 29X2,35","Neumático Mitas CHEETAH R15 29X2,35",13.50,11.16,11.16,8593375536820,12,4011500000,0,1,"<p><strong>Cheetah R15 - MTB</strong><br></p><p> </p><ul><li>Diseñado para circular en terrenos accidentados con suelo duro.</li><li>Gracias a su banda de rodadura con tacos de bajo perfil, Cheetah es la opción favorita para aquellos que disfrutan de la conducción en terrenos accidentados con terreno duro.</li></ul>","
Cheetah R15 - MTB
 Diseñado para circular en terrenos accidentados con suelo duro.Gracias a su banda de rodadura con tacos de bajo perfil, Cheetah es la opción favorita para aquellos que disfrutan de la conducción en terrenos accidentados con terreno duro.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,26645,1240,730,730,50,,2.35,Rígido,Cubierta,Negro,29,Neumáticos de bicicleta,,Para cámara,,,,MTB,,https://api.mybihr.com/medias/9005315-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjcwMDd8aW1hZ2UvanBlZ3xhREJoTDJoaFl5OHhNRGMzTVRJek5UY3pNelV6TkM4NU1EQTFNekUxTFRGZk9EQXdWM2c0TURCSXw1YmI4ZjY4NjdiYTNmMTU2ZWFlM2U5NGI1YzIwNjAxODQ1NThlNmRhZDMwMzI2ZmVjNjdkZGFhMmM4MDMzYTVk,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006788,,5-10967434-042,RUBENA,"RUBNA DONKEY R28 26 x 2,35 CARGO APS+RS","Neumático RUBENA Donkey R28 26x2,35 Cargo APS+RS",44.50,36.78,9.00,8593375539036,0,4011500000,0,1,"<p>Este neum&aacute;tico se ha desarrollado especialmente para las necesidades del sector de carga, donde son cruciales las altas exigencias de capacidad de carga y durabilidad. Gracias a la construcci&oacute;n de cuatro capas del neum&aacute;tico y al uso de un compuesto de material especial para neum&aacute;ticos de ciclomotor, se garantiza la velocidad y la durabilidad incluso con cargas elevadas.</p>
<p><strong>Especificaciones:</strong></p>
<ul>
<li><strong>ETRTO:</strong> 60-559</li>
<li><strong>Tama&ntilde;o:</strong> 26 x 2,35</li>
<li><strong>Construcci&oacute;n:&nbsp;</strong>2x29 TPI, 1 mm de protecci&oacute;n, REFLEX (RS)</li>
<li><strong>Carga (kg):</strong> 130</li>
<li><strong>Peso (g):</strong> 1330</li>
</ul>","
Este neumático se ha desarrollado especialmente para las necesidades del sector de carga, donde son cruciales las altas exigencias de capacidad de carga y durabilidad. Gracias a la construcción de cuatro capas del neumático y al uso de un compuesto de material especial para neumáticos de ciclomotor, se garantiza la velocidad y la durabilidad incluso con cargas elevadas.

Especificaciones:

ETRTO: 60-559
Tamaño: 26 x 2,35
Construcción: 2x29 TPI, 1 mm de protección, REFLEX (RS)
Carga (kg): 130
Peso (g): 1330
",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,29400,1340,700,700,60,,2.35,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad,,https://api.mybihr.com/medias/800Wx800H-9006788-1.jpg?context=bWFzdGVyfHJvb3R8ODMyODB8aW1hZ2UvanBlZ3xhR1F4TDJneE5DODBPVEl4TVRZeE9UUTNOVFE0Tmk4NE1EQlhlRGd3TUVoZk9UQXdOamM0T0MweExtcHdad3w0OWNiOTMzZWZkMGY4ZWJiNWQ2NTc5MGM5NTNkYTM5OTQxZDlmMjhiMDFmM2Y0NmEwZTM1ZjBlMjZmMjZkZDFm,https://api.mybihr.com/medias/800Wx800H-9006788-2.jpg?context=bWFzdGVyfHJvb3R8MTA2ODQ5fGltYWdlL2pwZWd8YURWbEwyZ3lNaTgwT1RJeE1UWXhPVGcyT0Rjd01pODRNREJYZURnd01FaGZPVEF3TmpjNE9DMHlMbXB3Wnd8NzJhMGM3Y2ZhZmMzODNkNTFjMGQ5N2IwMzNmYTg1ZGFiZWI2YWE4NGUzNzY3NTZjMDMwNzAwMmVjMTEwMzMzYg,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005035,90300179,5-10967336,RUBENA,RUBNA TIRE GOLF V63 10X1.75X2,"Neumático Mitas Golf V63 10x1,75x2 Rígido Pre Classic (Apto Patinete Eléctrico 10’’)",7.50,6.20,6.20,8593375532518,8,4011500000,0,1,"<p><strong>Golf V63 - Niños / Patinetes / Carricoches / Remolques / Silletas</strong></p><p> </p><ul><li>Neumático tipo SETA para bicicleta de niño de 10"" (la banda de rodadura se extiende ligeramente sobre los flancos).</li><li>Un dibujo suave de la banda de rodadura diseñado para carreteras y superficies pavimentadas. Estos neumáticos se pueden utilizar especialmente para patinetes eléctricos de 10"", además de carricoches, silletas y remolques.</li></ul>","
Golf V63 - Niños / Patinetes / Carricoches / Remolques / Silletas
 Neumático tipo SETA para bicicleta de niño de 10"" (la banda de rodadura se extiende ligeramente sobre los flancos).Un dibujo suave de la banda de rodadura diseñado para carreteras y superficies pavimentadas. Estos neumáticos se pueden utilizar especialmente para patinetes eléctricos de 10"", además de carricoches, silletas y remolques.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,2880,280,240,240,50,,1.75,Rígido,Cubierta,Negro,10,Neumáticos de bicicleta,,Para cámara,,,,Infantil & Patinete,,https://api.mybihr.com/medias/9005035-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMyNzB8aW1hZ2UvanBlZ3xhRGhpTDJobFl5OHhNRGMzTVRJeE5UazBNVFkyTWk4NU1EQTFNRE0xTFRGZk9EQXdWM2c0TURCSXw1NmUzNGQxNzM2OTQ5ZWZlMDI4ZThkMzM4MjdmZjUwYzdkNTE3NDQyNTNhZTI3ZmVhNTliMmYwZWUxNmM2OTQ2,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
