PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm)," Espesor",Color,Diámetro exterior (mm),Diámetro interior (mm),Embalaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1128828,,KWK-B-001,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,60.00,49.59,29.75,3000000018712,2,8708809990,0,1,"<p>Kit de rodamientos para rueda trasera / delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda trasera / delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,748,268,220,85,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128828-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR1ExTDJobVlTODJOemMxTVRJM05EVTNOemsxTUM4NE1EQlhlRGd3TUVoZk1URXlPRGd5T0MweExtcHdad3w4MzBiMDY3ODJjN2IzNGRmYjgwYjFkZmQ1NjcyNTUwODQwNjUwM2E2Y2EyZTBiMWMxNjQyYWNhOTZmMzUwYmRl,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128924,,RWK-H-250,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,32.00,26.45,15.87,3000000017968,1,8708809990,0,1,"<p>Kit de rodamientos para rueda trasera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda trasera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,102,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128924-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRGt3TDJnMU9DODJOemMzT1RjME1EYzVORGt4TUM4NE1EQlhlRGd3TUVoZk1URXlPRGt5TkMweExtcHdad3xjZDI3YzNhOTA0MzFkOTY3NWZlOWMyNzlhNzU1ZWU5ZDM4NGJmYzFmYTM2MDY2MWRiZmRkYTVkZTI4YzMyNWI2,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128840,,KWK-D-001,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,45.00,37.19,22.31,3000000018750,1,8708809990,0,1,"<p>Kit de rodamientos para rueda trasera / delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda trasera / delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,748,234,220,85,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128840-1.jpg?context=bWFzdGVyfHJvb3R8NTc1MjJ8aW1hZ2UvanBlZ3xhR0ZqTDJoa05DODVPVEF5TkRZeU5UUTJOelF5TWk4NE1EQlhlRGd3TUVoZk1URXlPRGcwTUMweExtcHdad3w4OGU3ZjU2ZWFhNzQ0MzdhNjhkMzIwNTU3NzY1NDA3MTVjMzVlYmFhYzAwMzE2YTRkNjE0MzRhYWJiMTI0ZTE3,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1129030,,ARA-H-015,FACTORY LINKS,FACTO KIT BEARINGS WHEEL,Kit de rodamientos de rueda FACTORY LINKS,61.50,50.83,30.50,3000000015377,1,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</p>","
Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.

Además, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.

Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,440,292,115,85,45,,,,,,https://api.mybihr.com/medias/800Wx800H-1129030-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRGRsTDJoa09DODJOemMzT1RnMk9UYzJPVGMxT0M4NE1EQlhlRGd3TUVoZk1URXlPVEF6TUMweExtcHdad3wyYmQ1NGZiYTRlYjJhOTUwZDA5MmZlZTAxYTI1MmQ2NDhhMDM2YmU4YmViZjJmOWM5ZTIxNjFkNmQwOTFjYjg5,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128885,,FWK-I-011,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,43.50,35.95,21.57,3000000018569,2,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,304,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128885-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRFl3TDJoaVppODJOemMzT1RjeU5UUTFPVFE0Tmk4NE1EQlhlRGd3TUVoZk1URXlPRGc0TlMweExtcHdad3xkODRkYzEwMDlkMTBjZWRiYWQ4YWJmMTU2MDdmNWEwM2EyN2JjNWYwNzVlMDJiODFlNWYzMTVhNzBjYzc5MTEy,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1129024,,AFW-Y-009,FACTORY LINKS,FACTO KIT BEARINGS WHEEL,Kit de rodamientos de rueda FACTORY LINKS,39.00,32.23,19.34,3000000018828,1,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</p>","
Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.

Además, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.

Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,1,1000,10,10,10,,,,,,https://api.mybihr.com/medias/800Wx800H-1129024-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR1ZqTDJnd05TODJOemMzT1RnMk56UXhNRFEyTWk4NE1EQlhlRGd3TUVoZk1URXlPVEF5TkMweExtcHdad3w3NTUxZDFiY2JmNzc5YWUwOWQxYWMxN2IzNTdkZTU3NTQyZWE5NjBjNThkNGNlODcxMWVlZmYxZTRjYzlkZDc3,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128868,,FWK-I-006,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,58.00,47.93,28.76,3000000018286,2,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,420,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128868-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR1UwTDJnNE1TODJOemMzT1RjeU1qTXhNemMxT0M4NE1EQlhlRGd3TUVoZk1URXlPRGcyT0MweExtcHdad3w5MDAzNzBlMjFjNGRhZDU1YmRjMWI4Y2IwMzY1ZWRjOGNlM2I5MTA5MzMyYWY2MWQxMjQ3ZjY0YTNjNzY0YTBi,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128907,,FWK-B-007,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,20.00,16.53,9.92,3000000018903,0,8708809990,0,1,"<p>Kit de rodamientos para rueda delantera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda delantera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,440,270,115,85,45,,,,,,https://api.mybihr.com/medias/800Wx800H-1128907-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRFZtTDJobE5TODJOemMzT1Rjek5ERXhNREl6T0M4NE1EQlhlRGd3TUVoZk1URXlPRGt3TnkweExtcHdad3wzMDkzNDBlMWJjODE2NjY1OWM3Nzk5ZjcxODk0NTg4MDM4OGRjZjNjOWM4ZTU4NGZlZTYzYmIyNmE3MjhjNWI5,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128952,,RWK-A-011,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,38.01,31.41,18.85,3000000018330,2,8708809990,0,1,"<p>Kit de rodamientos para rueda trasera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda trasera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,256,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128952-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRFkzTDJnellpODJOemMzT1RnMU1ERXdPRGsxT0M4NE1EQlhlRGd3TUVoZk1URXlPRGsxTWkweExtcHdad3xmZDg0YmJjMTIzYWIwZGY3YjY4NTAzZTMzY2JjOGI0MWQyOGRhMTU1ODI5MmU4NDRiN2E2YTQ1ZmVlNDQwNDE5,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128937,,RWK-I-001,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,46.00,38.02,22.81,3000000018958,2,8708809990,0,1,"<p>Kit de rodamientos para rueda trasera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda trasera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,240,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128937-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRFkyTDJnMlppODJOemMzT1RjME5Ua3dOamN4T0M4NE1EQlhlRGd3TUVoZk1URXlPRGt6TnkweExtcHdad3xmNWRlOTk1NWM5NDU4YzAyZDljNTEzZTdjNDBjYWYzZmY1ZDlmMzgxZmQ4ZDY4NTgwMWU3YWI1MjA0MDQ4Njhh,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1129034,,ARA-H-020,FACTORY LINKS,FACTO KIT BEARINGS WHEEL,Kit de rodamientos de rueda FACTORY LINKS,43.50,35.95,21.57,3000000015421,0,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</p>","
Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.

Además, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.

Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,890,724,230,86,45,,,,,,https://api.mybihr.com/medias/800Wx800H-1129034-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhR1kzTDJnMFlpODJOemMzT1RnM01UTTBNall5TWk4NE1EQlhlRGd3TUVoZk1URXlPVEF6TkMweExtcHdad3xmYWY2NTFmNTQ4YTU0ZjZlZTU1MzM2Y2Q4NmU4YmM3YzZjMGQxNzY0NDYzNWU1YjkzNjQ1ZjAxMmQ1Y2M4NjFl,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1129054,,ARC-H-027,FACTORY LINKS,FACTO KIT BEARINGS WHEEL,Kit de rodamientos de rueda FACTORY LINKS,65.00,53.72,32.23,3000000015926,0,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</p>","
Los rodamientos FACTORY LINKS contienen grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.

Además, para mantener fuera cualquier humedad, se ha pasado de un relleno de grasa del 30% a un 60% para condiciones duras.

Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para uso off-road, a diferencia de los rodamientos de bolas industriales 2RS, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,861,435,225,85,45,,,,,,https://api.mybihr.com/medias/800Wx800H-1129054-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRGRpTDJnMk9TODJOemMzT1RnM09USXdOamswTWk4NE1EQlhlRGd3TUVoZk1URXlPVEExTkMweExtcHdad3w0NGMxM2IyY2U4ODI1ODI3OGE1OTQ1ODcwNDVlYjdlZjZhNGEzNjYyNjc3OGMxMzkxNGE3YWExY2FiYTQyN2Vi,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1128916,,RWK-K-147,FACTORY LINKS,FACTO KIT BEARING WHEEL,Kit de rodamientos de rueda FACTORY LINKS,27.00,22.31,13.39,3000000016718,2,8708809990,0,1,"<p>Kit de rodamientos para rueda trasera.</p>
<ul>
<li>Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea pr&aacute;cticamente impermeable. Proporciona una protecci&oacute;n inigualable contra el &oacute;xido y la corrosi&oacute;n.</li>
<li>Adem&aacute;s, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.</li>
<li>Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.</li>
</ul>","
Kit de rodamientos para rueda trasera.

Los rodamientos FACTORY LINKS llevan incorporada grasa marina premium de alta resistencia y un aditivo de un complejo espesante especial que permite que sea prácticamente impermeable. Proporciona una protección inigualable contra el óxido y la corrosión.
Además, para mantener fuera cualquier humedad, hemos pasado de un relleno de grasa del 30% a un 60% para condiciones duras.
Los rodamientos de bolas FACTORY LINKS se han desarrollado especialmente para su uso off-road, a diferencia de los rodamientos de bolas 2RS industriales, que ofrecen poca resistencia al par y, por tanto, poca resistencia a la entrada de agua.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,352,198,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1128916-1.jpg?context=bWFzdGVyfHJvb3R8MjgwMTV8aW1hZ2UvanBlZ3xhRGN6TDJnMk9TODJOemMzT1Rjek56WTBPVEU0TWk4NE1EQlhlRGd3TUVoZk1URXlPRGt4TmkweExtcHdad3xhN2NhNTE1NmNmZmRlY2RjY2UwYjcxZDYwNzBiZjE2MzM0ZjhiNmYxOTdhMTBlNDY4YjZhNDM3NTE5NWUxYjhl,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
