PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Cantidad,Diámetro exterior (mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Tipo de producto,Uso recomendado,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,DeliveryPlant
1122537,,VKWA-SHO49-A,SKF,SKF FORK BUSHINGS KIT 2PCS SHO 49MM,Juego de casquillos de fricción para horquilla SKF Ø49mm,27.77,22.95,16.07,7316581872282,0,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,263,60,123,61,35,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122537-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YURrNUwyZzFOQzh6TXpZME1qY3pOalU0TWpZNE5pODRNREJYZURnd01FaGZNVEV5TWpVek55MHhMbXB3Wnd8NGIwNjlhOTQ5Njk0N2E3ZWFjYTYyNzFhN2M0MmYzYzk0MTdiZjM0MGRjYWVjNTQxNTMwNDA1YWUwY2IxOTE1ZA,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122532,,VKWA-SHO43-A,SKF,SKF FORK BUSHINGS KIT 2PCS SHO 43MM-A,Juego de casquillos de fricción para horquilla SKF Ø43mm,27.77,22.95,16.07,7316581872381,10,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,269,63,122,63,35,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122532-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YURVM0wyZzNZeTh6TXpZME1qY3pORFl4TmpZd05pODRNREJYZURnd01FaGZNVEV5TWpVek1pMHhMbXB3Wnd8NmUxM2FmNTk4YWJjNWY1MWM2ZmNlYjU4MzE5YzkzYWJmOWYxMTkyZWUzNjRlOTIzYzc1OGUzYjY2ZTY2NzE3Ng,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122539,,VKWA-WP43-A,SKF,SKF FORK BUSHINGS KIT 2PCS WP 43MM,Juego de casquillos de fricción para horquilla SKF Ø43mm,27.77,22.95,16.07,7316581872251,14,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,285,54,119,63,38,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122539-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YURZd0wyaGlOeTh6TXpZME1qY3pOek0yT1RFeE9DODRNREJYZURnd01FaGZNVEV5TWpVek9TMHhMbXB3Wnd8MjgyZTNkNmJhZjJlMTIyMzU2ZmM4MmVmZDBkMWJkOTEyNTU5OTYzZDY3ZGVhN2JjZDk1M2ZmN2VmMzFlMWQ3MQ,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122533,,VKWA-SHO43-B,SKF,SKF FORK BUSHINGS KIT 2PCS SHO 43MM-B,Juego de casquillos de fricción para horquilla SKF Ø43mm,27.77,22.95,16.07,7316581872367,16,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,244,72,118,59,35,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122533-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YURGbEwyZ3lOeTh6TXpZME1qY3pOVEF3T1RneU1pODRNREJYZURnd01FaGZNVEV5TWpVek15MHhMbXB3Wnd8NzA3OGJhODY4MTVmODM4YjhhOWU0NjdiYjkyM2U1NmJlNWY3Yzk1M2VhZjdiMjc4YWNkZTc2YjBhNWRhYjAzMg,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122536,,VKWA-SHO48-A,SKF,SKF FORK BUSHINGS KIT 2PCS SHO 48MM,Juego de casquillos de fricción para horquilla SKF Ø48mm,27.77,22.95,16.07,7316581872299,14,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,218,72,121,60,30,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122536-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YUdZNEwyZzBOaTh6TXpZME1qY3pOakU0T1RRM01DODRNREJYZURnd01FaGZNVEV5TWpVek5pMHhMbXB3Wnd8YmZmMDYwZTYwMTFmMGIwNjIyMTk3YmRmZDNhZjRiOTk2MDQzNzZiOGI2NzIwYzgzYTEyNzc5YWQzMGE5MDI0YQ,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122538,,VKWA-WP35-A,SKF,SKF FORK BUSHINGS KIT 2PCS WP 35MM,Juego de casquillos de fricción para horquilla SKF Ø35mm,27.77,22.95,16.07,7316581872268,2,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,265,41,122,62,35,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122538-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YURJMkwyZzJNaTh6TXpZME1qY3pOamszTlRrd01pODRNREJYZURnd01FaGZNVEV5TWpVek9DMHhMbXB3Wnd8NzZkMGFmNzMzMjU3ZWQ2NTVhZDQ1M2E0ZmU2NjY5N2RjZGRkMmJhYzQxNGRlNDQ3YmI3NGMwMzU2MDA3MWM2NA,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122521,,VKWA-KYB43-A,SKF,SKF FORK BUSHINGS KIT 2PCS KYB 43MM,Juego de casquillos de fricción para horquilla SKF Ø43mm,27.77,22.95,16.07,7316581872275,8,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,285,72,121,62,38,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122521-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YURVekwyZ3pNQzh6TXpZME1qY3pNREk1TVRJek1DODRNREJYZURnd01FaGZNVEV5TWpVeU1TMHhMbXB3Wnd8MzBkYjIzYmFhY2QwNmI5ZDE0ZDczN2VmYTAyNmM1NzhmNGJkNzFlY2FiOTIyNTE5MzQxNmIzNjk5ZjM3ZmE3Mg,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122528,,VKWA-OHL43-A,SKF,SKF FORK BUSHINGS KIT 2PCS OHL 43MM,Juego de casquillos de fricción para horquilla SKF Ø43mm,27.77,22.95,16.07,7316581872435,2,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
	<li>2 casquillos deslizantes</li>
	<li>Dimensiones: 43 x 47 x 15</li>
</ul>
","
Este juego incluye:

	2 casquillos deslizantes
	Dimensiones: 43 x 47 x 15

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,271,77,121,64,35,,,,,,,,por pareja,,,https://api.mybihr.com/medias/800Wx800H-1122528-1.jpg?context=bWFzdGVyfHJvb3R8MzQ5MTl8aW1hZ2UvanBlZ3xhREprTDJnd01TODROVEE1TnpVMU16a3lNREF6TUM4NE1EQlhlRGd3TUVoZk1URXlNalV5T0MweExtcHdad3wzYzlmMGVhMGY0MDIzYTdjNGE4NDE4MTgzYWJlYzUyODliMzNmNzZhOTgxNjIwYmE1YTMwZTA4NTliZmQzMzBi,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122529,,VKWA-SHO37-A,SKF,SKF FORK BUSHINGS KIT 2PCS SHO 37MM,Juego de casquillos de fricción para horquilla SKF Ø37mm,27.77,22.95,16.07,7316581872442,11,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,260,49,120,62,35,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122529-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YUdKbUwyaGxZeTh6TXpZME1qY3pNelF6TmprMU9DODRNREJYZURnd01FaGZNVEV5TWpVeU9TMHhMbXB3Wnd8NWI2NWVkZDc4MjMyNmYzNGYzZTZlMjM4OGJjNDIzOWYyYzQ1N2Q5YTRlMDU2NjBhYzg3MTlmNjFiNDgwZDMyNw,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1107238,,DUAL-45S,SKF,SKF SEALS KIT FORK OIL+DUST SEAL 45,Kit de retén y guardapolvo de horquilla SKF - Showa 45mm Dual Compound,40.10,33.14,23.20,8050616065810,25,8482109090,0,1,"<p>SKF is a world knowed seal and bearing manufacturer. The strength of the brand is its high quality and performance range of motorcycle products.</p>
<ul>
<li>Fork seal</li>
<li>With dirt scraper</li>
<li>Proof and reliable</li>
<li><strong>For 1 fork arm</strong></li>
</ul>","
SKF is a world knowed seal and bearing manufacturer. The strength of the brand is its high quality and performance range of motorcycle products.

Fork seal
With dirt scraper
Proof and reliable
For 1 fork arm
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,191,41,90,73,29,,,,,,,,,,,https://api.mybihr.com/medias/1107238-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM3MjUzfGltYWdlL2pwZWd8YURWaUwyZzNOQzh4TXpFeE5qUXdNemt3T0RZek9DOHhNVEEzTWpNNExURmZPREF3VjNnNE1EQkl8MjFkMTJkMmEyMjhlNDlkNDUyYTBmODZjNDFiZjlhOTBlNmJlMDM5OWYzYjc0ZDc4YWE0MzQ5ZjAwMTQ1ZjIyMg,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122526,,VKWA-MAR48-A,SKF,SKF FORK BUSHINGS KIT 2PCS MAR 48MM,Juego de casquillos de fricción para horquilla SKF Ø48mm,27.77,22.95,16.07,7316581872350,7,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,263,59,123,61,35,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122526-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YUdSaEwyaGhNaTh6TXpZME1qY3pNakkxTnpNeE1DODRNREJYZURnd01FaGZNVEV5TWpVeU5pMHhMbXB3Wnd8OWMwZTU5MTFkMzlhMGNmNjM1ODhlZGI0YmU3YWJiZGQwYzk2MjY5Y2I3OGUxOGUxMzlhY2I2YmJhNWY4NmM0ZA,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122527,,VKWA-MAR50-A,SKF,SKF FORK BUSHINGS KIT 2PCS MAR 50MM,Juego de casquillos de fricción para horquilla SKF Ø50mm,27.77,22.95,16.07,7316581872411,6,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,271,79,121,64,35,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122527-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YURkaEwyaGlNQzh6TXpZME1qY3pNalkxTURVeU5pODRNREJYZURnd01FaGZNVEV5TWpVeU55MHhMbXB3Wnd8ZTVkZjM2YTY0ODI2ZDVhMjc1MjgzYmU3NjhiNTI1N2ZlZGQwYzhlOTY3MTU0YzM0YTRhYTFkMzZmMWYyNmQzMg,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1107235,,DUAL-48S,SKF,SKF SEALS KIT FORK OIL+DUST SEAL 48,Kit de retén y guardapolvo de horquilla SKF - Showa 48mm Dual Compound,40.10,33.14,23.20,8050616065773,0,8482109090,0,1,"<p>SKF is a world knowed seal and bearing manufacturer. The strength of the brand is its high quality and performance range of motorcycle products.</p>
<ul>
<li>Fork seal</li>
<li>With dirt scraper</li>
<li>Proof and reliable</li>
<li><strong>For 1 fork arm</strong></li>
</ul>","
SKF is a world knowed seal and bearing manufacturer. The strength of the brand is its high quality and performance range of motorcycle products.

Fork seal
With dirt scraper
Proof and reliable
For 1 fork arm
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,189,52,92,71,29,,,,,,ø 48 mm,,,,,https://api.mybihr.com/medias/1107235-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM3MjUzfGltYWdlL2pwZWd8YUdJNUwyZzRPQzh4TXpFeE5qUXdNek14T0RneE5DOHhNVEEzTWpNMUxURmZPREF3VjNnNE1EQkl8YmZiNTFmNDQzMzYwMmI1MTg4MWQ0OTlmZjdiNTJmYmJmZTc4ZjUzMDMyOTMzMzQyNjQyOWJmMTdkNDI5NjU3Yg,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042128,776935,SHS-KYB-16-46,SKF,SKF REPAIR KIT SHOCK ABSORBER UNIT,Kit de reparación SKF para cabezal amortiguador 776907,32.05,26.49,18.54,8050040144488,3,8714109090,0,1,<p>Este kit SKF de reparación del cabezal del amortiguador incluye:</p><p><br></p><ul>    <li>1 x retén </li>    <li>1 x guardapolvos</li></ul><p><br></p>,"
Este kit SKF de reparación del cabezal del amortiguador incluye:
    1 x retén     1 x guardapolvos
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,197,34,99,83,24,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1042128-1.jpg?context=bWFzdGVyfHJvb3R8MTEyMzUxfGltYWdlL2pwZWd8YURNM0wyaGtNQzg0TVRZNU5EVTNPVEl5T0Rjd01pODRNREJYZURnd01FaGZNVEEwTWpFeU9DMHhMbXB3Wnd8YWI4NWVlZDUwOTIxODRlYzYwNmQzMDljM2NlMDkzYzY1YjRjOTdmOGM5ZWY2ZjE0MjlmZWZlMDc2NDJkNjk5OQ,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1122523,,VKWA-KYB46-B,SKF,SKF FORK BUSHINGS KIT 2PCS KYB 46MM-B,Juego de casquillos de fricción para horquilla SKF Ø46mm,27.77,22.95,16.07,7316581872329,0,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
<li>1 casquillo interior</li>
<li>1 casquillo exterior</li>
</ul>","
Este juego incluye:

1 casquillo interior
1 casquillo exterior
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,263,60,123,61,35,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1122523-1.jpg?context=bWFzdGVyfHJvb3R8Mjc0NDY0fGltYWdlL2pwZWd8YURjeUwyZ3pNaTh6TXpZME1qY3pNVEEzTnpZMk1pODRNREJYZURnd01FaGZNVEV5TWpVeU15MHhMbXB3Wnd8NGYyYjg4MThhYzRmZjMyMDQzMzM0ODM5NWNhMjFiNjk4MWI4OTVhZDA2Nzk2NWZlODg3MmEwOWIyNTgyOGU2MQ,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042127,776931,SHS-KYB-16-50,SKF,SKF REPAIR KIT SHOCK ABSORBER UNIT,Kit de reparación SKF para cabezal amortiguador 776906,32.05,26.49,18.54,8050040144501,5,8714109090,0,1,<p>Este kit SKF de reparación del cabezal del amortiguador incluye:</p><p><br></p><ul>    <li>1 x retén </li>    <li>1 x guardapolvos</li></ul><p><br></p>,"
Este kit SKF de reparación del cabezal del amortiguador incluye:
    1 x retén     1 x guardapolvos
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,179,15,98,83,22,,,,,,,,,,,https://api.mybihr.com/medias/1042127-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU2ODN8aW1hZ2UvanBlZ3xhR00xTDJoa1ppODRPVGN3TWpJeE9ERXpOemt3THpFd05ESXhNamN0TVY4NE1EQlhlRGd3TUVnfGEyYThmMjdlMjQzNWYwNjU3OTEyNDQzMDNjYzZjZGNiZDBhNTRlNTVjOGQxODJkMGUwZjY3OGJiMzZiYzgwZjQ,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1153034,,VKWA-KYB41-B,SKF,SKF FORK BUSHINGS KIT 2PCS KYB 41MM,Juego de casquillos de fricción para horquilla SKF Ø41mm,27.77,22.95,16.07,7316581872145,0,8482109090,0,1,"<p>Este juego incluye:</p>
<ul>
	<li>1 casquillo interior</li>
	<li>1 casquillo exterior</li>
</ul>
","
Este juego incluye:

	1 casquillo interior
	1 casquillo exterior

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,269,61,122,58,38,,,,,,,,por unidad,,,https://api.mybihr.com/medias/800Wx800H-1153034-1.jpg?context=bWFzdGVyfHJvb3R8NDQzMTd8aW1hZ2UvanBlZ3xhR1kyTDJobFpTOHhNREExTURBMk9ETXlOVGs1TXpRdk9EQXdWM2c0TURCSVh6RXhOVE13TXpRdE1TNXFjR2N8OTBmMzY5ODNmNTE2NjViZTQ1N2NkNTJkZDFhZmEwMGU4ZjExMTVjNWNiOTFiZTlkOTBkOTA5ZDNjZGNiMDM5Yw,https://api.mybihr.com/medias/800Wx800H-1153034-2.jpg?context=bWFzdGVyfHJvb3R8NDY4ODd8aW1hZ2UvanBlZ3xhRGszTDJobVl5OHhNREExTURBMk9ETTJOVE14TlRBdk9EQXdWM2c0TURCSVh6RXhOVE13TXpRdE1pNXFjR2N8ZmE2ZDQ3MGQ4ZGMyNmU4NjRjNmEwYjc0NjBjNTdiZDg0MTNhMTI4NmQzYzQyZmJjMmFlNjZkOGJiOTMxNTJjOA,https://api.mybihr.com/medias/800Wx800H-1153034-3.jpg?context=bWFzdGVyfHJvb3R8MjM3Nzl8aW1hZ2UvanBlZ3xhREptTDJoaFpTOHhNREExTURBMk9EUXdORFl6TmpZdk9EQXdWM2c0TURCSVh6RXhOVE13TXpRdE15NXFjR2N8NGZlMmQ0YmY4YjliMzUxNzU1NTRkOThjN2QyYmZmY2FmYjI1MTdkMmY3Y2ViZGY1Y2M0Mzg4NDg4MDIzNTQ2Ng,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1102175,776902,SH-SHO-18-50-22-16,SKF,SKF SHOCK SEAL HEAD,Cabezal amortiguador SKF Suzuki RM-Z250 /450,59.50,49.17,34.42,8050040144365,10,8714109090,0,1,"<p>El cabezal de amortiguador SKF viene equipado con un ret&eacute;n tipo &laquo;monobloque&raquo; para facilitar el mantenimiento y mejorar el rendimiento.</p><p>Recomendado para un reacondicionamiento est&aacute;ndar y/o para mejorar el rendimiento del amortiguador.</p><p>Los cabezales de f&aacute;brica suelen venir acompa&ntilde;ados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen peque&ntilde;as cavidades de aire, que provocan una emulsi&oacute;n durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsi&oacute;n para que el montaje sea m&aacute;s estable y tenga un mejor rendimiento. Ventajas: F&aacute;cil de instalar. Reducci&oacute;n de la fricci&oacute;n. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 &deg; C). Reduce la altura del cabezal, aumentando as&iacute; su recorrido.</p><p>&nbsp;</p><p><strong>El kit incluye</strong>: Cabezal monobloque.</p>","
El cabezal de amortiguador SKF viene equipado con un retén tipo «monobloque» para facilitar el mantenimiento y mejorar el rendimiento.
Recomendado para un reacondicionamiento estándar y/o para mejorar el rendimiento del amortiguador.
Los cabezales de fábrica suelen venir acompañados de otros componentes como retenes, topes, arandelas... Cuando se realiza el reacondicionamiento y se vuelven a colocar estos componentes se producen pequeñas cavidades de aire, que provocan una emulsión durante el funcionamiento. El cabezal SKF, al ser monobloque, minimiza esta emulsión para que el montaje sea más estable y tenga un mejor rendimiento. Ventajas: Fácil de instalar. Reducción de la fricción. Mayor rendimiento y fiabilidad. Amplio rango de temperatura (-40 a +150 ° C). Reduce la altura del cabezal, aumentando así su recorrido.
 
El kit incluye: Cabezal monobloque.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,788,159,150,101,52,,,,,,,,,,,https://api.mybihr.com/medias/1102175-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzMjR8aW1hZ2UvanBlZ3xhREpqTDJnMlpTODVOak15TkRBMk5EY3dOamcyTHpFeE1ESXhOelV0TVY4NE1EQlhlRGd3TUVnfDhjMjdhNzNjZmNlYTNhZDFiZTRmMTEwNmNkNzFjNjVhMjAwZGQ2ZmY5ODJiMmFkY2Q3ZTE1MmI1YzBkNzI1MGQ,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042082,770874,KITG-47S-HD,SKF,SKF FORK SEAL & DUST KIT 47MM,Kit de retén y guardapolvo de horquilla SKF - Showa 47x58x10 mm,37.38,30.89,21.62,8050040140626,56,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,317,49,119,121,22,,,,,,,,,,,https://api.mybihr.com/medias/1042082-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhR000TDJnM1pDODRPVGN3TWpFeU9UWTJORE13THpFd05ESXdPREl0TVY4NE1EQlhlRGd3TUVnfGM1MWM0NWY1YzFjYTFmZWRlYzk1OTY3OGQ1ODA0MTZhNzMzZGQ1ODAxOWQ3MjFmODlhOWQ5ODNmNTA3Yjk5OGU,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042087,770866,KITG-48K,SKF,SKF FORK SEAL & DUST KIT 48MM,"Kit de retén y guardapolvo de horquilla SKF - KYB 48x58,1x8,5 mm",37.38,30.89,21.62,8050040140640,14,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,309,51,118,119,22,,,,,,ø 48 mm,,,,,https://api.mybihr.com/medias/1042087-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRFZtTDJobE55ODRPVGN3TWpFek9UUTVORGN3THpFd05ESXdPRGN0TVY4NE1EQlhlRGd3TUVnfDgxNWY2NDA0ZDg1MGNiODg5OGU0YTlhM2ViNzI5NWIxNzQ0MzJjMDgwZDM3YTk4NmUxYTllMDQzZTk2NzhmMWY,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
