PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Anchura (mm),Capacidad (ml/l),Color,Composición,Diámetro int/ext (mm/mm),Diámetro Ø (mm),Embalaje,Longitud (cm),Longitud (mm),Número de puntos,Profundidad (cm),Rosca (mm),Sentido de rosca,Tamaño de accionamiento cuadrado,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,DeliveryPlant
1041761,18230,04-0081,MOTION PRO,MOPRO CABLE SPEEDOMETER,Cable velocímetro,51.49,42.55,27.66,8430525182301,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,240,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041761-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR05qTDJoaU1pODRPVEkwTXpVM016STRPVEkyTHpFd05ERTNOakV0TVY4NE1EQlhlRGd3TUVnfDRhMTJkYjFmZGI1MjE5NzY0NjU2NTFkMWU2MDgwNWJmZTIwN2YxZjVlY2M5ZmU0MGQyOTAxY2ZlYzExMDExZDg,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041766,883156,04-0156,MOTION PRO,MOPRO CABLE THROTTLE,Cable de gas Motion Pro RM250 95-96,35.09,29.00,18.85,04-0156,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body></html>","											With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041766-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1ZsTDJnM1pTODRPVFExTmpVd01qY3dNak00THpFd05ERTNOall0TVY4NE1EQlhlRGd3TUVnfDZmM2VlNTY3Y2QwZWU4ZTQ4YzM0NGM4OGRhMzU5Yzk4Mzg5ZGFkMzhmYmQ5ZDQzZWQ0ODQxYTFmZGE2NTE2MTk,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041771,17917,04-0178,MOTION PRO,MOPRO CABLE THROTTLE,Cable gas tiro MOTION PRO,119.79,99.00,64.35,04-0178,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041771-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRGMzTDJnNVppODRPVFE1TWpJek56ZzBORGM0THpFd05ERTNOekV0TVY4NE1EQlhlRGd3TUVnfDg0OTc5OGZiYzAwMTMwNjJiYjM0MjRmMGM3ZTJjNTUyYWZkMzdjZDM2ZDI4ODExYWU0NDQwZTQxMDAyNjBjNzk,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041713,17474,03-0055,MOTION PRO,MOPRO CABLE CLUTCH,Cable embrague,37.51,31.00,20.15,03-0055,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041713-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhREV6TDJnMU15ODRPVEkzTkRBME5qSXhPRFUwTHpFd05ERTNNVE10TVY4NE1EQlhlRGd3TUVnfGIyYzc5MWViMjI4OGM4MzVmMGRlMTJjNTdkNmNlZDAxMDE0NmY2MWYzN2Q0YzExOWRmM2IwOWY2ZTJlZTA2ZTg,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041804,17938,05-0102,MOTION PRO,MOPRO CABLE THROTTLE,Cable gas tiro MOTION PRO - YAMAHA XT 125 (82-83),53.05,43.84,28.50,05-0102,1,8714109090,0,1,Longitud cable: 1110 mm.<br>Longitud camisa: 975 mm.,Longitud cable: 1110 mm.Longitud camisa: 975 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041804-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRFE0TDJnd1ppODRPVEkwTnpJMU1qZ3dOems0THpFd05ERTRNRFF0TVY4NE1EQlhlRGd3TUVnfGQwN2IyYWYxNmUwZTNmNWYyOTE1MTU4ZGI3MWE0NjQ4NjZhNTFkNzE3NzZjZjg4MWMyZDE2MzcwM2RlZDg5ZDA,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041734,881192,03-0210,MOTION PRO,MOPRO CABLE CHOKE CONTROL,Cable starter Motion Pro KLR650 87-07,40.56,33.52,21.79,03-0210,0,8714109090,0,1,<ul><li>Black vinyl coil-wound housing</li><li>Meets or exceeds OEM quality</li><li>Inner nylon sleeve for longer life and smooth operation</li></ul>,Black vinyl coil-wound housingMeets or exceeds OEM qualityInner nylon sleeve for longer life and smooth operation,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,120,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041734-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkwMDB8aW1hZ2UvanBlZ3xhR016TDJnMU5pODRPVEkwTXpVMk56TTVNVEF5THpFd05ERTNNelF0TVY4NE1EQlhlRGd3TUVnfDRhNTFmYzZiMTQ1MmU5ZWNhNTg4NTE4NTgyMDcxN2UxYzM1YWQ3NTU0ODY1ZWVlMDVmYWFiZjQzOTI3NzQ5MjM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041735,18084,03-0232,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,23.50,19.42,12.62,03-0232,2,8714109090,0,1,Longitud cable: 1120 mm.<br>Longitud camisa: 985 mm.,Longitud cable: 1120 mm.Longitud camisa: 985 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041735-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhREUxTDJnNFpTODRPRFkwTlRBeU1EVTBPVFF5THpFd05ERTNNelV0TVY4NE1EQlhlRGd3TUVnfDYxY2FiYjE1Y2JkZTA1YTAxYjc2OWJmOGU5MThkMTcwMDRjNDdkNmMyMTQwMDM4YzIxZDg3YWVjM2Q1YWQzYjM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041741,881246,03-0284,MOTION PRO,MOPRO CABLE CLUTCH,Cable de embrague Motion Pro VN800 Vulcan,15.73,13.00,8.45,03-0284,2,8714109090,0,1,<ul><li>Black vinyl coil-wound housing</li><li>Meets or exceeds OEM quality</li><li>Inner nylon sleeve for longer life and smooth operation</li></ul>,Black vinyl coil-wound housingMeets or exceeds OEM qualityInner nylon sleeve for longer life and smooth operation,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,288,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041741-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0NjZ8aW1hZ2UvanBlZ3xhREJpTDJoa015ODRPVEE1TURjME16WTJORGswTHpFd05ERTNOREV0TVY4NE1EQlhlRGd3TUVnfDE3NDhmMDNjOGM0NzEyZDg5YWNmOTM3YjljMTlmZmY5N2RjMmJhYmFlYzc3ZWYyYTNhOTQyODNlZjQ5YzcxZDY,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041746,881215,03-0416,MOTION PRO,MOPRO CABLE CLUTCH,Cable de embrague Motion Pro ZX6R 09-12,24.20,20.00,13.00,03-0416,1,8714109090,0,1,<ul><li>Black vinyl coil-wound housing</li><li>Meets or exceeds OEM quality</li><li>Inner nylon sleeve for longer life and smooth operation</li></ul>,Black vinyl coil-wound housingMeets or exceeds OEM qualityInner nylon sleeve for longer life and smooth operation,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,176,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041746-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjUxNTd8aW1hZ2UvanBlZ3xhREExTDJoaFpDODRPVFE1TWpJek16a3hNall5THpFd05ERTNORFl0TVY4NE1EQlhlRGd3TUVnfGQzMmM1MGEyNzk5MjMxZTI4MjM3NTY3ODdhZTRjNDU4NThmNGQ5M2E0MmQ5YWU0MTRiMjVkZGEyNDdiNGU5N2U,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041782,18044,04-0291,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,61.37,50.72,32.97,04-0291,1,8714109090,0,1,Longitud cable: 835 mm.<br>Longitud camisa: 725 mm.,Longitud cable: 835 mm.Longitud camisa: 725 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,154,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041782-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2MTR8aW1hZ2UvanBlZ3xhR0UzTDJnNU9DODRPVFE1TWpJek9UZ3hNRGcyTHpFd05ERTNPREl0TVY4NE1EQlhlRGd3TUVnfDU1NTMwODFjNjA5NjFjNjRkYTg2MzUyNDhiMGIzMDk5N2UzYjllN2U1NmQ1Yzk0NWMyNmFjZmViZmM0Zjg4MGM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041785,18091,04-0308,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,62.92,52.00,33.80,04-0308,1,8714109090,0,1,Longitud cable: 785 mm.<br>Longitud camisa: 675 mm.,Longitud cable: 785 mm.Longitud camisa: 675 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,4463,142,425,175,60,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041785-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzMyMTF8aW1hZ2UvanBlZ3xhR1l6TDJnNE55ODRPVFExT1RjeU5UYzJNamcyTHpFd05ERTNPRFV0TVY4NE1EQlhlRGd3TUVnfGVjOWYzODU3MGFmNjgyNTg3OGRhNTZjM2EwZGQ5NmY5NjIzY2RmZDZlZTQ0YjQzYjdmZmFjNDBhYTA5NmFjODI,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041787,17928,05-0012,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,36.93,30.52,19.84,05-0012,1,8714109090,0,1,Longitud cable: 1200 mm.<br>Longitud camisa: 1130 mm.,Longitud cable: 1200 mm.Longitud camisa: 1130 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041787-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhREUyTDJoaVppODRPRFkwTlRJeE56RTFOelF5THpFd05ERTNPRGN0TVY4NE1EQlhlRGd3TUVnfGExMmRkM2ZiYzQ4MDY4ZDY3N2YwN2JmYTQ5YzcxODZiMDEyNTE5YWY3YjVmZDVkNmVkNzgzODVjZWYzMzVhZWU,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041788,17513,05-0017,MOTION PRO,MOPRO CABLE CLUTCH,Cable embrague MOTION PRO - YAMAHA XT 125 (82-83),41.14,34.00,22.10,05-0017,1,8714109090,0,1,Longitud cable: 1205 mm.<br>Longitud camisa: 1085 mm.,Longitud cable: 1205 mm.Longitud camisa: 1085 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041788-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1kxTDJnME9DODRPVFV6TmpZd05qWTVPVGd5THpFd05ERTNPRGd0TVY4NE1EQlhlRGd3TUVnfGZhZTY2NDQxNzY4YzgwZWViMDljZjU4ZjI4MjRmNzk3NDJlZDIzN2Y0YWUxNGRkYTkwNGVmYjVlM2FhZTIyMDM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041711,17880,03-0037,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,38.72,32.00,20.80,03-0037,1,8714109090,0,1,Longitud cable: 1195 mm.<br>Longitud camisa: 1030 mm.,Longitud cable: 1195 mm.Longitud camisa: 1030 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041711-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRE0zTDJnelppODRPVFV6TmpVNE9UQXdOVEV3THpFd05ERTNNVEV0TVY4NE1EQlhlRGd3TUVnfDIyMDM3OWUyMmVlYWUzZjliYTdhMjBmNTYyZDRlMGU4ZmMzNzM0ZDllNWUxOTQ4ZmRiZDY3YjUwMDJkNDk2ZTk,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041789,18202,05-0019,MOTION PRO,MOPRO CABLE SPEEDOMETER,Cable velocímetro,42.64,35.24,22.91,05-0019,1,8714109090,0,1,Longitud cable: 1065 mm.<br>Longitud camisa: 1040 mm.,Longitud cable: 1065 mm.Longitud camisa: 1040 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041789-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR0kzTDJnelppODRPRGMwTVRVMk5USXpOVFV3THpFd05ERTNPRGt0TVY4NE1EQlhlRGd3TUVnfGI5MTU1MDAxZmUzYWVhZjc5ZGI3ODhiNDA4NWI3MDA1NTNmYzEzZWUwNzgxNTY0NWM2MWYxNmVkYTBiZjU2YWU,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041800,17523,05-0091,MOTION PRO,MOPRO CABLE CLUTCH,Cable embrague,62.41,51.58,33.53,05-0091,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041800-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhREppTDJoak5pODRPVE0xTURVNE9EQXdOamN3THpFd05ERTRNREF0TVY4NE1EQlhlRGd3TUVnfDE0Nzk5NTE2YWIwNWY4N2Y3YTRhZDU1MzJiYjZmMGVlMDgyMTUzN2NhODkzNDZkMDI2M2ZiYzM4NzNlYjgyMmQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041823,17794,05-0345,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,48.88,40.40,26.26,05-0345,1,8714109090,0,1,Longitud cable: 885 mm.<br>Longitud camisa: 750 mm.,Longitud cable: 885 mm.Longitud camisa: 750 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,127,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041823-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA3MTV8aW1hZ2UvanBlZ3xhR1UyTDJoak5TODRPRFkwTlRNMU9EY3hOVEU0THpFd05ERTRNak10TVY4NE1EQlhlRGd3TUVnfGQ1ODBkZDZmMjk3NTM3YjQxOTBjODUyMTllMmNmZWEwYTIyODVhMmViMzFiZTNlN2U3OGMxMTdjOGYyZmU2YmU,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041824,18058,05-0360,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,77.49,64.04,41.63,05-0360,1,8714109090,0,1,Longitud cable: 845 // 845 mm.<br>Longitud camisa: 760 // 750 mm.,Longitud cable: 845 // 845 mm.Longitud camisa: 760 // 750 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,832,200,122,142,48,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041824-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc4MDN8aW1hZ2UvanBlZ3xhRFZqTDJneFpTODRPVFExT1Rjek5UVTVNekkyTHpFd05ERTRNalF0TVY4NE1EQlhlRGd3TUVnfDgyMmEzZjYxMDRjNTM1MDU1NzgyYTkyYjEyZGRmYTk5MTRiMjI1NWU5MTVmYjAyYmQ5MDRhYjQ3NmU2NGNhMjA,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041647,17444,02-0043,MOTION PRO,MOPRO CABLE REV METER,Cable cuenta revoluciones,34.33,28.37,18.44,881043,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041647-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY0NjE0fGltYWdlL2pwZWd8YURsbEwyZ3paUzg0T1RBeU1ESXdNems1TVRNMEx6RXdOREUyTkRjdE1WODRNREJYZURnd01FZ3wxMTE3YzM0Y2ZkMzg3ZWEwNzVhYTFiMGVjMzEzNzlmMWQ5ZWM4ZTZmNjY4ZDJkMGE3NWI4NTI5MzE1YTUxYWMw,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041650,17715,02-0063,MOTION PRO,MOPRO CABLE FRONT BRAKE,Cable freno delantero,37.97,31.38,20.40,02-0063,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041650-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR0U0TDJobVlTODRPRGMwTVRVME9UVXdOamcyTHpFd05ERTJOVEF0TVY4NE1EQlhlRGd3TUVnfDY4MmUyZmI2ZmI2OGFmNjIxNWU4NWVjNTc1ODcyMjZjMTg5ZTg5ZmIxNjVjZjM5M2M5MTcwODJjNjUzZDg1MjY,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041652,17853,02-0069,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,37.96,31.37,20.39,02-0069,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041652-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRGt3TDJobU9TODRPVE01TWpreE1EZ3lOemd5THpFd05ERTJOVEl0TVY4NE1EQlhlRGd3TUVnfDJkOWI5N2E2YzJkZjgwYjk4NWU0OWJjODljYzgzYTFlMDRmY2M4ZDRmNmZiNmViNGNiMzk0ZmQ0YzUzYmZjOGQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041657,18006,02-0102,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,39.52,32.66,21.23,02-0102,2,8714109090,0,1,Longitud cable: 1070 mm.<br>Longitud camisa: 950 mm.,Longitud cable: 1070 mm.Longitud camisa: 950 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041657-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1E1TDJnNVlTODRPVFV6TmpVMk56TTNPREl5THpFd05ERTJOVGN0TVY4NE1EQlhlRGd3TUVnfGQwMjE4NDBmZWYwNzI3MTljMjdiYTU2MzhjZjA4ZWU5NWFlNDBiNDQyYzM0NWE0MDMwMzk0YTQ4ZjE4YzZlYmE,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041660,17717,02-0140,MOTION PRO,MOPRO CABLE FRONT BRAKE,Cable freno delantero,41.14,34.00,22.10,02-0140,0,8714109090,0,1,Longitud cable: 1295 mm.<br>Longitud camisa: 1195 mm.,Longitud cable: 1295 mm.Longitud camisa: 1195 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041660-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRE13TDJneU55ODRPVEkwTXpVMU1UWTJNak00THpFd05ERTJOakF0TVY4NE1EQlhlRGd3TUVnfGUyNGYzODYzNDA4ZWY0M2ViMTQzMTYyYzRkZTI0OGU0YzdiYjZjZGRiZWE2OGIzNjU3NzFhYjliNWI3MjdlZjc,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
