PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura de llanta,Capacidad (ml/l),Diámetro de la llanta,Posición,Tipo de cámara de aire,Tipo de válvula,Picture1,AllPicturesZIP,Document1,DeliveryPlant
9004381,48652,MOM 16 BIG,MEFO,MEFO MOUSSE MOM 16 BIG 90/100-16,Mousse MEFO MOM 16 BIG (90/100-16 Pirelli/Bridgestone/Maxxis/Kenda),127.50,105.37,79.03,4250663641614,1,4013900000,0,1,"<p>(Pirelli,Bridgestone,Maxxis)</p>","
(Pirelli,Bridgestone,Maxxis)",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. MOUSSE,43615,2207,650,610,110,,,16,Trasero,,,https://api.mybihr.com/medias/9004381-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxMTk3fGltYWdlL2pwZWd8YUdSbEwyZzJaUzg0T1RrMU1qUTBOVE01T1RNMEx6a3dNRFF6T0RFdE1WODRNREJYZURnd01FZ3w4NjBkMjY4ODNhOTU4ZGM1NjE4MWQ3ZTM1NzRjMzc5ZDQyMzJjYjIwM2Y3ZmEyZDU4MzkyZGE5NTQ1NDE0MWY5,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/MOM-16-BIG.pdf?context=bWFzdGVyfHJvb3R8OTIyNjJ8YXBwbGljYXRpb24vcGRmfGFEWTVMMmd5WXk4NU9USXlPRFk0TVRZek16Z3lNaTlOVDAwZ01UWWdRa2xITG5Ca1pnfGZlNzk5Y2ViNzc5M2RkYmViOGNhOTdhOGFmYTEzZjZkMWEyZTRhYmVkNzQ3YjcyNDcyMGNjMjZhNzg3Y2NlNzg,Spain Warehouse (Tires)
9004394,48659,MOM 18-2TCS,MEFO,MEFO MOUSSE MOM 18-2TCS,Mousse MEFO MOM 18-2TCS (120/90-18 120/100-18 130/80-18 y 140/80-18 FIM-Enduro todas las marcas excepto Mitas) con cámara,177.49,146.69,110.02,4250663641867,2,4013900000,0,1,"(Para todas las marcas,excepto MITAS)","(Para todas las marcas,excepto MITAS)",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. MOUSSE,53856,2935,720,680,110,,,18,Trasero,,,https://api.mybihr.com/medias/9004394-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjgyMDF8aW1hZ2UvanBlZ3xhR0V3TDJnMlppODRPVGsxTWpRMk9EazVNak13THprd01EUXpPVFF0TVY4NE1EQlhlRGd3TUVnfGNhY2FkYjU2NjM5M2Q2ZWVmYzI5YmI2MmY0MjFkYTllMzhlYWExZTkwNmU3MTdkMzlmZjM1ODIxZTk4N2ViZDg,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/MOM-18-2TCS.pdf?context=bWFzdGVyfHJvb3R8MzI3NTAwfGFwcGxpY2F0aW9uL3BkZnxhR1F3TDJneU9DODVPVEl5T0RZNE1qQXlOekF6T0M5TlQwMGdNVGd0TWxSRFV5NXdaR1l8Y2Q2NTYwNDY5MmI2N2FmZjE2N2MwNTIxOWJmYTljYWM2YjZiNWM0MGVlNTA4M2E0OGU2ZDI3ZGM2MTVmZjc2Zg,Spain Warehouse (Tires)
9004385,48654,MOM 18-0,MEFO,MEFO MOUSSE MOM 18,Mousse MEFO MOM 18 (110/100-18 120/90-18 FIM-Enduro y 140/80-18 Mitas FIM-Enduro),137.99,114.04,85.53,4250663641805,1,4013900000,0,1,140/80-18 para Mitas/FIM-Enduro,140/80-18 para Mitas/FIM-Enduro,TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. MOUSSE,53856,2600,720,680,110,,,18,Trasero,,,https://api.mybihr.com/medias/9004385-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxMTk3fGltYWdlL2pwZWd8YUdRMUwyZ3hNaTg0T1RrMU1qUTFNVEk1TnpVNEx6a3dNRFF6T0RVdE1WODRNREJYZURnd01FZ3xhMGY5ZTE3ZTEzZmZhODI1MzRmYmQ3ZjdjZTRmNzAwMDRjOWQyYjViNjc0MWY2NmM0MmE4ZmVhYzE3MmMwYjAw,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/MOM-18-0.pdf?context=bWFzdGVyfHJvb3R8MTA4ODk4fGFwcGxpY2F0aW9uL3BkZnxhR0ppTDJneVlpODVPVEl5T0RZNE1UWTVPVE0xT0M5TlQwMGdNVGd0TUM1d1pHWXw4ZGExMWZmYWZjOWI5N2ZhZjE1ZWQxZmQ1ZmM2MTUyMDBhYWU4NTJhZDY5M2U4ZWNhMTQ5ZTI5NzM3Mjk2YjVj,Spain Warehouse (Tires)
9004392,48658,MOM 18-2,MEFO,MEFO MOUSSE MOM 18-2,Mousse MEFO MOM 18-2 (130/90-18 MX y 140/80-18 FIM-Enduro Michelin ENDURO/Golden Tyre/Kenda/Metzeler/Maxxis/Pirelli),144.40,119.34,89.51,4250663641829,1,4013900000,0,1,(Golden Tyre/Kenda/Metzeler/Maxxis/Pilleri),(Golden Tyre/Kenda/Metzeler/Maxxis/Pilleri),TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. MOUSSE,55522,3389,710,680,115,,,18,Trasero,,,https://api.mybihr.com/medias/9004392-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxMTk3fGltYWdlL2pwZWd8YURZeUwyZzJOQzg0T1RrMU1qUTJOVEEyTURFMEx6a3dNRFF6T1RJdE1WODRNREJYZURnd01FZ3xlMWE5ZTE5MjM1YjZiOWE3YjY0YzYzNjBhYTE4NWIwODU3MGJhOTE1MDQ1ZTgzMTJhNDgwMzgxOTcyZjgwMmQ5,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/MOM-18-2.pdf?context=bWFzdGVyfHJvb3R8MTMyMzY4fGFwcGxpY2F0aW9uL3BkZnxhR1E1TDJneU1TODVPVEl5T0RZNE1UazJNVFV3TWk5TlQwMGdNVGd0TWk1d1pHWXxhNDFjYTBiNDJhOTgxNTFmYWQ1OTU0NGQ3NWEyNDlmYTAxN2M2Njc1N2I2YTVmNjJhN2UxMDU4MmU2YWQ5Mzcz,Spain Warehouse (Tires)
9004398,48663,MOM 19,MEFO,MEFO MOUSSE MOM 19,Mousse MEFO MOM 19 (70/100-19 2.75-19),127.50,105.37,79.03,4250663641195,2,4013900000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> </head> <body> <p>MEFO is the only manufacturer to adapt the diameter of the cross-section of its foams according to the internal volume of the tyres, which varies according to the brand. MEFO also offers different foam structures depending on the type of riding.</p><ul> <li>Foam for tyres</li><li>Reduced weight compared to a reinforced air chamber</li><li>Prevents the risk of puncture </li><li>Equivalent pressure: 0.8 - 0.9 bar</li><li>Uses:MX and endurance</li></ul> <p> </p></body> </html>","       MEFO is the only manufacturer to adapt the diameter of the cross-section of its foams according to the internal volume of the tyres, which varies according to the brand. MEFO also offers different foam structures depending on the type of riding. Foam for tyresReduced weight compared to a reinforced air chamberPrevents the risk of puncture Equivalent pressure: 0.8 - 0.9 barUses:MX and endurance   ",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. MOUSSE,53856,2435,720,680,110,,,19,Delantero,,,https://api.mybihr.com/medias/9004398-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxMTk3fGltYWdlL2pwZWd8YURjNUwyaGtNaTg0T1RrMU1qUTNOamcxTmpZeUx6a3dNRFF6T1RndE1WODRNREJYZURnd01FZ3xmYjBkNzJjNDcxMGVlOGMyN2UzNzk1ZTRmZjYwOTdjOGM4YzI4OGE1NmE1YzViMzQ1OTA4M2YwYWIwMGYxMDEx,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/MOM-19.pdf?context=bWFzdGVyfHJvb3R8OTQ1MDZ8YXBwbGljYXRpb24vcGRmfGFHRXdMMmd5Wmk4NU9USXlPRFk0TWpJeU16WTBOaTlOVDAwZ01Ua3VjR1JtfDZkNjY3NGNmNzNjMzkyZTk4ODA5NDA2ZDE5MmQ2NDgwZWVhNWY2NWNhMmVhYjllMjE5NTVjY2M3MGIzYWYxMTQ,Spain Warehouse (Tires)
9004405,48667,MOM 21,MEFO,MEFO MOUSSE MOM 21,Mousse MEFO MOM 21 (80/100-21 y 90/90-21 carcasa estándar),127.50,105.37,79.03,4250663641218,0,4013900000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> </head> <body> <p>MEFO is the only manufacturer to adapt the diameter of the cross-section of its foams according to the internal volume of the tyres, which varies according to the brand. MEFO also offers different foam structures depending on the type of riding.</p><ul> <li>Foam for tyres</li><li>Reduced weight compared to a reinforced air chamber</li><li>Prevents the risk of puncture </li><li>Equivalent pressure: 0.8 - 0.9 bar</li><li>Uses:MX and endurance</li></ul> <p> </p></body> </html>","       MEFO is the only manufacturer to adapt the diameter of the cross-section of its foams according to the internal volume of the tyres, which varies according to the brand. MEFO also offers different foam structures depending on the type of riding. Foam for tyresReduced weight compared to a reinforced air chamberPrevents the risk of puncture Equivalent pressure: 0.8 - 0.9 barUses:MX and endurance   ",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. MOUSSE,52696,2451,715,670,110,,,21,Delantero,,,https://api.mybihr.com/medias/9004405-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxMTk3fGltYWdlL2pwZWd8YUdFekwyZzJaUzg0T1RrMU1qUTVNRFl4T1RFNEx6a3dNRFEwTURVdE1WODRNREJYZURnd01FZ3xjMjRiNTBjY2YzMDk1NmQ2YTM5OGJlZWM4NzhhY2E1YWU4N2Y2NGU2MWUzZTlmYzMxMTM1YjE5ZTIzOTU4OWM1,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/MOM-21.pdf?context=bWFzdGVyfHJvb3R8MzExMTQwfGFwcGxpY2F0aW9uL3BkZnxhREZsTDJnek55ODVPVEl5T0RZNE1qUTROVGM1TUM5TlQwMGdNakV1Y0dSbXw4ZDk2M2JlY2ZkNWI2NDNiZTFkYWI5OTQ2YTlkODJjMmVhNWVjZTg0MzIyMmNmODdjODhjNTFkYmYwNzE1NTVk,Spain Warehouse (Tires)
9006476,,MOM 18-2EX,MEFO,MEFO MOUSSE MOM 18-2EX,Mousse MEFO MOM 18-2EX 140/80-18 (Especial Enduro Extreme),152.70,126.20,94.65,4250663641898,2,4013900000,0,1,"<p>MEFO es el &uacute;nico fabricante que adapta el di&aacute;metro de la secci&oacute;n transversal de sus espumas en funci&oacute;n del volumen interno de los neum&aacute;ticos, que var&iacute;a seg&uacute;n la marca. MEFO tambi&eacute;n ofrece diferentes estructuras de espuma en funci&oacute;n del tipo de conducci&oacute;n.</p>
<ul>
<li>Espuma para neum&aacute;ticos</li>
<li>Peso reducido en comparaci&oacute;n con una c&aacute;mara de aire reforzada</li>
<li>Evita el riesgo de pinchazo</li>
<li>Presi&oacute;n equivalente: 0,8 - 0,9 bar</li>
<li>Usos:MX y resistencia</li>
</ul>","
MEFO es el único fabricante que adapta el diámetro de la sección transversal de sus espumas en función del volumen interno de los neumáticos, que varía según la marca. MEFO también ofrece diferentes estructuras de espuma en función del tipo de conducción.

Espuma para neumáticos
Peso reducido en comparación con una cámara de aire reforzada
Evita el riesgo de pinchazo
Presión equivalente: 0,8 - 0,9 bar
Usos:MX y resistencia
",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. MOUSSE,53900,3420,700,700,110,,,18,Trasero,,,https://api.mybihr.com/medias/800Wx800H-9006476-1.jpg?context=bWFzdGVyfHJvb3R8MzYwNDUzfGltYWdlL2pwZWd8YUdRd0wyaGpZaTh5T1RZeE5EQXlOamt4TlRnM01DODRNREJYZURnd01FaGZPVEF3TmpRM05pMHhMbXB3Wnd8YjUxZWJjZTBhNTM1YjRjNGQ3ZDg2ODg2ZjQ0YjI2ZDg5ZmZjNGFkYmE0NTJkZTQyYzcyMGUzMmE5Yjc2OGIzNA,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/MOM-18-2.pdf?context=bWFzdGVyfHJvb3R8MTMyMzY4fGFwcGxpY2F0aW9uL3BkZnxhR1E1TDJneU1TODVPVEl5T0RZNE1UazJNVFV3TWk5TlQwMGdNVGd0TWk1d1pHWXxhNDFjYTBiNDJhOTgxNTFmYWQ1OTU0NGQ3NWEyNDlmYTAxN2M2Njc1N2I2YTVmNjJhN2UxMDU4MmU2YWQ5Mzcz,Spain Warehouse (Tires)
9006820,,MOM 12F,MEFO,"MEFO MOUSSE MOM 12F 60/100-12 2,50-12","Mousse MEFO MOM 12F (60/100-12 2,50-12)",83.01,68.60,51.45,4250663641133,0,4013900000,0,1,"<p>&iexcl;MEFO es el &uacute;nico fabricante que adapta el di&aacute;metro de las secciones de sus mousses al volumen interior de los neum&aacute;ticos, que var&iacute;a de una marca a otra! MEFO tambi&eacute;n ofrece diferentes estructuras de mousse en funci&oacute;n de la disciplina practicada.</p>
<ul>
<li>Mousse para neum&aacute;tico</li>
<li>Peso reducido en comparaci&oacute;n con una c&aacute;mara de aire reforzada</li>
<li>Evita los pinchazos</li>
<li>Presi&oacute;n equivalente: 0,8 - 0,9 bar</li>
<li>Aplicaciones: MX y enduro</li>
</ul>","
¡MEFO es el único fabricante que adapta el diámetro de las secciones de sus mousses al volumen interior de los neumáticos, que varía de una marca a otra! MEFO también ofrece diferentes estructuras de mousse en función de la disciplina practicada.

Mousse para neumático
Peso reducido en comparación con una cámara de aire reforzada
Evita los pinchazos
Presión equivalente: 0,8 - 0,9 bar
Aplicaciones: MX y enduro
",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. MOUSSE,58989,1240,530,530,210,,,12,Delantero,,,https://api.mybihr.com/medias/800Wx800H-9006820-1.jpg?context=bWFzdGVyfHJvb3R8MzU3NTY2fGltYWdlL2pwZWd8YURnNEwyaGtZUzgwTnpJME56RTJPRFF6T0RNd01pODRNREJYZURnd01FaGZPVEF3TmpneU1DMHhMbXB3Wnd8NTZjZjAyMTE1MmFkNjIwOTNlOWUwYWE0ZGYxNjJmZmIzYzA3YzgwZjEyYWQ3NmIxMDEwNWY1NDQ1ZWI0Y2U0NA,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/MOM-12F.pdf?context=bWFzdGVyfHJvb3R8OTQzNzR8YXBwbGljYXRpb24vcGRmfGFETTVMMmd6TXk4NU9USXlPRFk0TVRRek56SXhOQzlOVDAwZ01USkdMbkJrWmd8YTQ4MTUzOGNhODU4ZDc4ZWNiOTc1OTQwNGJjYmI5NDMwYTNmYjM1MjBiZjk0NWM2ZWFkOTE2YmIzOTU4YTJlZg,Spain Warehouse (Tires)
9006819,,MOM 10,MEFO,MEFO MOUSSE MOM 10 70-80/100-10,Mousse MEFO MOM 10 (70-80/100-10),83.01,68.60,51.45,4250663641102,0,4013900000,0,1,"<p>&iexcl;MEFO es el &uacute;nico fabricante que adapta el di&aacute;metro de las secciones de sus mousses al volumen interior de los neum&aacute;ticos, que var&iacute;a de una marca a otra! MEFO tambi&eacute;n ofrece diferentes estructuras de mousse en funci&oacute;n de la disciplina practicada.</p>
<ul>
<li>Mousse para neum&aacute;tico</li>
<li>Peso reducido en comparaci&oacute;n con una c&aacute;mara de aire reforzada</li>
<li>Evita los pinchazos</li>
<li>Presi&oacute;n equivalente: 0,8 - 0,9 bar</li>
<li>Aplicaciones: MX y enduro</li>
</ul>","
¡MEFO es el único fabricante que adapta el diámetro de las secciones de sus mousses al volumen interior de los neumáticos, que varía de una marca a otra! MEFO también ofrece diferentes estructuras de mousse en función de la disciplina practicada.

Mousse para neumático
Peso reducido en comparación con una cámara de aire reforzada
Evita los pinchazos
Presión equivalente: 0,8 - 0,9 bar
Aplicaciones: MX y enduro
",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. MOUSSE,56180,1200,530,530,200,,,10,Trasero,,,https://api.mybihr.com/medias/800Wx800H-9006819-1.jpg?context=bWFzdGVyfHJvb3R8MzU3NTY2fGltYWdlL2pwZWd8YURFMUwyaGxPQzgwTnpJME56RTJPREEwTlRBNE5pODRNREJYZURnd01FaGZPVEF3TmpneE9TMHhMbXB3Wnd8YmU2YzgxZWQ4N2U0YzZlYTE0YzRmMGZkYzQwYmVhZTE1MTAxNGJkMjBjZDAyZTBhZGZmMTliNWM2Y2JjN2EyYw,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,,Spain Warehouse (Tires)
9005469,48670,MOM 90-1000,MEFO,MEFO GREASE 1L 100% SILICONE,Gel de montaje para mousses MEFO bote 1kg,68.97,57.00,57.00,4250663641713,45,4013900000,0,1,"<p>MEFO foam mounting gel increases the lifespan of foam. It limits tension and friction when fitted on the rim.</p>
<ul>
	<li>100% silicone gel</li>
	<li>Does not dry or dissolve</li>
	<li>Thermal resistance up to 200&deg;C</li>
	<li>Packaging: 1L&nbsp;</li>
</ul>

<p><strong>Foams must be lubricated before each fitting</strong></p>","
MEFO foam mounting gel increases the lifespan of foam. It limits tension and friction when fitted on the rim.

	100% silicone gel
	Does not dry or dissolve
	Thermal resistance up to 200°C
	Packaging: 1L 



Foams must be lubricated before each fitting",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. ACCESS.,1590,1022,97,97,169,,,,,,,https://api.mybihr.com/medias/9005469-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODA0MTk3fGltYWdlL2pwZWd8YURZeEwyZzNNQzg1TmpNME1UY3hPRFEyTmpnMkx6a3dNRFUwTmprdE1WODRNREJYZURnd01FZ3w3M2NlMGFlMmQ3ZWY4MTIyZmJkODQ5ZTZlYWZkYTI2NDRjZDBiMDRjN2VjM2VkM2Q5YzEyNWNmMmVlZDUxNWQ4,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/Mousse-Gel-Beipackzettel-2024-2025.pdf?context=bWFzdGVyfHJvb3R8MzIwMTY4NnxhcHBsaWNhdGlvbi9wZGZ8YURGbEwyaGhNeTg0Tnpjek9EUXpORFF5TURjMk5pOU5iM1Z6YzJVdFIyVnNMVUpsYVhCaFkydDZaWFIwWld3Z01qQXlORjh5TURJMUxuQmtaZ3xlMGEzOGZlNGU4ZDcyOGNiMGUyNWY4MTAyM2U4NWNkZDVhMzljMWI1NmFjZTU1NzU5NzM4MmUzOGI1YzcwNzg5,Spain Warehouse (Parts)
9005474,48672,MOM 90-75,MEFO,"MEFO GREASE 0,075L 100% SILICONE",Gel de montaje para mousses MEFO bote 75gr,17.91,14.80,14.80,8430525486720,12,4013900000,0,1,<p>MEFO foam mounting gel increases the lifespan of foam. It limits tension and friction when fitted on the rim.</p><ul><li>100% silicone gel</li><li>Does not dry or dissolve</li><li>Thermal resistance up to 200°C</li><li>Packaging: 75ml </li></ul><p><strong><font color=#ff0000> Foams must be lubricated before each fitting</font></strong></p>,"
MEFO foam mounting gel increases the lifespan of foam. It limits tension and friction when fitted on the rim.100% silicone gelDoes not dry or dissolveThermal resistance up to 200°CPackaging: 75ml 
 Foams must be lubricated before each fitting",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. ACCESS.,473,84,107,75,59,,,,,,,https://api.mybihr.com/medias/9005474-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODA0MTk3fGltYWdlL2pwZWd8YURWa0wyaGlZeTg1TmpNME1UY3pPREV5TnpZMkx6a3dNRFUwTnpRdE1WODRNREJYZURnd01FZ3w4Y2Q3ZjM0ZTQxNWRjODNmNWNhOTY1MDkzYzVmMzU5NDM3YmU3NWIyZjNjYmE4ZGE5ODI4ZTI1YzFmZDJmM2Ni,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/Mousse-Gel-Beipackzettel-2024-2025.pdf?context=bWFzdGVyfHJvb3R8MzA0NTY0M3xhcHBsaWNhdGlvbi9wZGZ8YURCa0wyaGhNQzg0Tnpjek9EUXpORE0xTlRJek1DOU5iM1Z6YzJVdFIyVnNMVUpsYVhCaFkydDZaWFIwWld3Z01qQXlORjh5TURJMUxuQmtaZ3wzMGVlOTlkNWQ2N2ZmMTY5YjE2NmYxMGE0OTA0YWVjNDc2OGMwZjI4ZGMxODY0ZDU2MTliMWMzN2EzMmI4NzU3,Spain Warehouse (Parts)
1113018,48671,MOM 90-500,MEFO,"MEFO GREASE 0,5KG 100% SILICONE",Gel de montaje para mousses MEFO bote 500gr,39.45,32.60,24.45,4250663641508,28,4013900000,0,1,,,TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. ACCESS.,1017,590,97,98,107,,,,,,,https://api.mybihr.com/medias/1113018-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg0ODd8aW1hZ2UvanBlZ3xhRGRrTDJnek9TOHhOVFF5T1RVMU1ESXhNVEV3TWk4eE1URXpNREU0TFRGZk9EQXdWM2c0TURCSXw3YWQwOGNjNTgxY2NmZTIwMDI5OTVkNWNmZTM2ZGE4M2FiNTk3OGYwOGY3YWJmMWI1MDYwNDRlODk3YmU4N2M2,https://static.bihr.pro/eBihr/Pictures/MEFO-pictures.zip,https://api.mybihr.com/medias/Mousse-Gel-Beipackzettel-2024-2025.pdf?context=bWFzdGVyfHJvb3R8MzIwMTY4NnxhcHBsaWNhdGlvbi9wZGZ8YURGbEwyaGhNeTg0Tnpjek9EUXpORFF5TURjMk5pOU5iM1Z6YzJVdFIyVnNMVUpsYVhCaFkydDZaWFIwWld3Z01qQXlORjh5TURJMUxuQmtaZ3xlMGEzOGZlNGU4ZDcyOGNiMGUyNWY4MTAyM2U4NWNkZDVhMzljMWI1NmFjZTU1NzU5NzM4MmUzOGI1YzcwNzg5,Spain Warehouse (Parts)
