PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Color,Longitud (mm),Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1130290,,1L00G,BLACKBIRD,BBIRD SEAT COVER PYRAMIDE,Funda de asiento BLACKBIRD Pyramid,55.06,45.50,29.58,8057912023889,0,8714999089,0,1,"<p>Funda de asiento Pyramid con efecto antideslizante de nueva generación, fabricada en material con excelente agarre que proporciona al piloto una adherencia perfecta al asiento en todas las condiciones. Para combinar las características técnicas con el estilo, la funda está disponible en dos colores: negro y el color de la moto.</p> <p>La funda de asiento Pyramid ha sido probada por el equipo de carreras BBR, demostrando:</p> <ul> <li>Excelente resistencia al desgaste, incluso cuando los pilotos usan rodilleras de última generación</li> <li>Agarre máximo incluso en barro y lluvia</li> <li>Extremadamente fácil de aplicar, gracias a las partes moldeadas especialmente diseñadas para ajustarse a la forma del asiento.</li> </ul>","
Funda de asiento Pyramid con efecto antideslizante de nueva generación, fabricada en material con excelente agarre que proporciona al piloto una adherencia perfecta al asiento en todas las condiciones. Para combinar las características técnicas con el estilo, la funda está disponible en dos colores: negro y el color de la moto. 
La funda de asiento Pyramid ha sido probada por el equipo de carreras BBR, demostrando:  Excelente resistencia al desgaste, incluso cuando los pilotos usan rodilleras de última generación Agarre máximo incluso en barro y lluvia Extremadamente fácil de aplicar, gracias a las partes moldeadas especialmente diseñadas para ajustarse a la forma del asiento. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,3693,400,335,245,45,,Negro,,https://api.mybihr.com/medias/800Wx800H-1130290-1.jpg?context=bWFzdGVyfHJvb3R8MzY0MjB8aW1hZ2UvanBlZ3xhR1JrTDJneU1TODRORFkwTmpBNU16STVNVFUxTUM4NE1EQlhlRGd3TUVoZk1URXpNREk1TUMweExtcHdad3w0YzZlMGIzMjdjZTVmNGNmYjIxNTgzYTFjY2NkODNkZTM0NTUzOGUyMDQ2YjhjOTljZmI3OGY3YzNkMWRmNzE5,https://api.mybihr.com/medias/800Wx800H-1130290-2.jpg?context=bWFzdGVyfHJvb3R8NDk2MjR8aW1hZ2UvanBlZ3xhRFpoTDJneVppODRORFkwTmpBNU16WTRORGMyTmk4NE1EQlhlRGd3TUVoZk1URXpNREk1TUMweUxtcHdad3w5NjBkY2VjOGUwNjM3YzM5MjliODNmNDk1MDU5ZTdkZjk5OGE1ZjE3Mzc3ZjM2YzA2MjU1YzJmMTkyYTYxMDA4,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1138484,,1909G,BLACKBIRD,BBIRD SEAT COVER PYRAMIDE,Funda de asiento BLACKBIRD Pyramid,55.06,45.50,29.58,8057912003409,2,8714999089,0,1,"<p>Funda de asiento Pyramid con efecto antideslizante de nueva generación, fabricada en material con excelente agarre que proporciona al piloto una adherencia perfecta al asiento en todas las condiciones. Para combinar las características técnicas con el estilo, la funda está disponible en dos colores: negro y el color de la moto.</p> <p>La funda de asiento Pyramid ha sido probada por el equipo de carreras BBR, demostrando:</p> <ul> <li>Excelente resistencia al desgaste, incluso cuando los pilotos usan rodilleras de última generación</li> <li>Agarre máximo incluso en barro y lluvia</li> <li>Extremadamente fácil de aplicar, gracias a las partes moldeadas especialmente diseñadas para ajustarse a la forma del asiento.</li> </ul>","
Funda de asiento Pyramid con efecto antideslizante de nueva generación, fabricada en material con excelente agarre que proporciona al piloto una adherencia perfecta al asiento en todas las condiciones. Para combinar las características técnicas con el estilo, la funda está disponible en dos colores: negro y el color de la moto. 
La funda de asiento Pyramid ha sido probada por el equipo de carreras BBR, demostrando:  Excelente resistencia al desgaste, incluso cuando los pilotos usan rodilleras de última generación Agarre máximo incluso en barro y lluvia Extremadamente fácil de aplicar, gracias a las partes moldeadas especialmente diseñadas para ajustarse a la forma del asiento. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,3749,380,340,245,45,,Negro,,https://api.mybihr.com/medias/800Wx800H-1138484-1.jpg?context=bWFzdGVyfHJvb3R8NTI3MzV8aW1hZ2UvanBlZ3xhREkyTDJneVlTODRORFkwTmpBNU56WXhOamt5Tmk4NE1EQlhlRGd3TUVoZk1URXpPRFE0TkMweExtcHdad3xmYmExYmRiNzJhNGRlNGM1YWRjOThjODA5YjFiMjUxZWM5Yjg3NTc0MzQ2NmYzNThhOGI5NGEyNTdlY2FjZWQ5,https://api.mybihr.com/medias/800Wx800H-1138484-2.jpg?context=bWFzdGVyfHJvb3R8NTA0NzZ8aW1hZ2UvanBlZ3xhREkxTDJneVlpODRORFkwTmpBNU9EQXhNREUwTWk4NE1EQlhlRGd3TUVoZk1URXpPRFE0TkMweUxtcHdad3xjZmVjMjIwOTFkYjRlNjM4NzdiOGMxNTY1Y2MxOWIyZWZjNzI0MTYwNWJkMjRhMTRjYTA3MjgzNGI0ZmUxZDYz,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1130818,,2150AA/01,BLACKBIRD,BBIRD DECALS KIT RETRO,Kit de adhesivos BLACKBIRD Retro,149.53,123.58,80.33,8057912024022,5,8714999089,0,1,"<p><strong>EL KIT INCLUYE</strong>: adhesivos para protectores de radiador, guardabarros delantero y trasero, caja de filtro de aire, protectores de horquilla, portanúmeros y basculante.</p>","
EL KIT INCLUYE: adhesivos para protectores de radiador, guardabarros delantero y trasero, caja de filtro de aire, protectores de horquilla, portanúmeros y basculante.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,1575,560,500,350,9,,,,https://api.mybihr.com/medias/800Wx800H-1130818-1.jpg?context=bWFzdGVyfHJvb3R8NDA2NDh8aW1hZ2UvanBlZ3xhRGMzTDJnMU5TODRNelUyTVRJek1UWTNPVFV4T0M4NE1EQlhlRGd3TUVoZk1URXpNRGd4T0MweExtcHdad3w2ZmVmNzIxNjA4MzVmMzRlNjgxMzA3ZTU4MzI1ZjlmM2I1ZWFlZGY2MWJlZTIxNDUwYmFmMjYzNmYzMjhkNDc3,https://api.mybihr.com/medias/800Wx800H-1130818-2.jpg?context=bWFzdGVyfHJvb3R8MjQ3MTN8aW1hZ2UvanBlZ3xhREppTDJnd01DODRNelUyTVRJek1qQTNNamN6TkM4NE1EQlhlRGd3TUVoZk1URXpNRGd4T0MweUxtcHdad3w4NjUzOGVkMzYwYzIwM2E5N2FkNzhkZTBkOTcyNzMwOWM5MDljZTM1YTMwMDc4NjRmNmY5YWRkNmM3MzhmZTBk,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1130817,,2150AA,BLACKBIRD,BBIRD DECALS KIT RETRO,Kit de adhesivos BLACKBIRD Retro,149.53,123.58,80.33,8057912023926,5,8714999089,0,1,"<p><strong>EL KIT INCLUYE</strong>: adhesivos para protectores de radiador, guardabarros delantero y trasero, caja de filtro de aire, protectores de horquilla, portanúmeros y basculante.</p>","
EL KIT INCLUYE: adhesivos para protectores de radiador, guardabarros delantero y trasero, caja de filtro de aire, protectores de horquilla, portanúmeros y basculante.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,1575,560,500,350,9,,,,https://api.mybihr.com/medias/800Wx800H-1130817-1.jpg?context=bWFzdGVyfHJvb3R8OTkzMzJ8aW1hZ2UvanBlZ3xhRE5rTDJoaU9DODRNelUyTVRJek1EZzVNekE0Tmk4NE1EQlhlRGd3TUVoZk1URXpNRGd4TnkweExtcHdad3xlM2I5YmJiOGQ5NjA3YmI1ZjNiOTQ5OWJkZTI0YjkxODg3OWFjZmU0YjY3MWJkNTc2MWVhYmQ2MDM4NWZmZDcw,https://api.mybihr.com/medias/800Wx800H-1130817-2.jpg?context=bWFzdGVyfHJvb3R8MjgxMTF8aW1hZ2UvanBlZ3xhREEwTDJnMk15ODRNelUyTVRJek1USTROak13TWk4NE1EQlhlRGd3TUVoZk1URXpNRGd4TnkweUxtcHdad3w5NzhkZGNmNGE1ZDJlZGQ5NzAzY2NjYmJkZjdjMDU2Njc5MDdmNDQwMTJlNDRmNTk2NjQwYjc0YzFmMGMyNDFm,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1138528,,4E01S,BLACKBIRD,BBIRD SEAT FOAM STANDARD,Espuma de asiento BLACKBIRD standard,59.41,49.10,31.92,8057912031495,5,8714999089,0,1,"<p>Las espumas de asiento Blackbird Racing se fabrican en poliuretano de alta densidad, que no absorbe agua y mantiene sus excelentes cualidades durante mucho tiempo.</p>
<ul>
<li>Se fabrican siguiendo a los mejores equipos de carreras del campeonato mundial.</li>
<li>Son completamente intercambiables con las originales.</li>
<li>Misma altura que los OEM</li>
<li>Larga vida y alta resistencia</li>
</ul>","
Las espumas de asiento Blackbird Racing se fabrican en poliuretano de alta densidad, que no absorbe agua y mantiene sus excelentes cualidades durante mucho tiempo.

Se fabrican siguiendo a los mejores equipos de carreras del campeonato mundial.
Son completamente intercambiables con las originales.
Misma altura que los OEM
Larga vida y alta resistencia
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,29603,1080,805,227,162,,,,https://api.mybihr.com/medias/800Wx800H-1138528-1.jpg?context=bWFzdGVyfHJvb3R8ODA3OXxpbWFnZS9qcGVnfGFEWXlMMmd3WkM4NE16VTJNVEl6TWpRMk5UazFNQzg0TURCWGVEZ3dNRWhmTVRFek9EVXlPQzB4TG1wd1p3fGZiZDEzZjYyNmUyMzAzNjMwODA5OTUzMmM5M2M2M2MzZGM5YjdhZWJmZjYzNjkyZmQxYmE4MzA4ZWY2MzIzOTg,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1138526,,4002,BLACKBIRD,BBIRD UNIVERSAL SEAT PAN,Espuma de asiento BLACKBIRD universal,99.07,81.88,53.22,8057912024015,3,8714999089,0,1,"<p>Espuma de asiento Blackbird Racing fabricada en poliuretano rígido, impermeable y resistente a los arañazos, para adaptarse a la forma de su asiento.</p>","
Espuma de asiento Blackbird Racing fabricada en poliuretano rígido, impermeable y resistente a los arañazos, para adaptarse a la forma de su asiento.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,34300,2260,700,245,200,,,,https://api.mybihr.com/medias/800Wx800H-1138526-2.png?context=bWFzdGVyfHJvb3R8MzczNjc3fGltYWdlL3BuZ3xhREkwTDJoa1l5ODRNVEk1TWpBM016STNNVE15Tmk4NE1EQlhlRGd3TUVoZk1URXpPRFV5TmkweUxuQnVad3w2MzI1NzY4YTZlYTY2YTc0YjA2ODM3OGU3NmMyMDA4NzJhZGM3M2VlYWFlNDc2MTY1M2VkNmU3ZTFlYzFiMzMz,https://api.mybihr.com/medias/800Wx800H-1138526-1.png?context=bWFzdGVyfHJvb3R8MTA3ODU2fGltYWdlL3BuZ3xhRFV6TDJoa05TODRNVEk1TWpBM016QTNORGN4T0M4NE1EQlhlRGd3TUVoZk1URXpPRFV5TmkweExuQnVad3w5MjAwMzgxNDg5ODMxZjFlOGMzN2Y0NWViMzlkODNhOGQ0MzY1Zjc3NDFmMDQ5YzBlNjEzZDNhNzg1ZWM2MGNm,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1096396003,,3911/000006,BLACKBIRD,"BBIRD STICKERS NUMBER PLATE, BLK",BLACKBIRD Plate Stickers Black Gas Gas EC,29.04,24.00,15.60,8057912022530,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Set of plates stickers: 1 front plate sticker + 2 side plate stickers</li><li>0.4mm thick stickers – thickness specially designed for off-road use</li><li>Anti-UV treatment and solvent resistant</li><li>Back printed for maximum life lasting</li><li>Delivered without racing numbers</li></ul> </body> </html>","        Set of plates stickers: 1 front plate sticker + 2 side plate stickers0.4mm thick stickers – thickness specially designed for off-road useAnti-UV treatment and solvent resistantBack printed for maximum life lastingDelivered without racing numbers  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Negro,,3596,295,352,601,17,,Negro,,,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1096396005,,3911/000008,BLACKBIRD,"BBIRD STICKERS NUMBER PLATE, GRN",BLACKBIRD Plate Stickers Green Gas Gas EC,29.04,24.00,15.60,8057912022554,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Set of plates stickers: 1 front plate sticker + 2 side plate stickers</li><li>0.4mm thick stickers – thickness specially designed for off-road use</li><li>Anti-UV treatment and solvent resistant</li><li>Back printed for maximum life lasting</li><li>Delivered without racing numbers</li></ul> </body> </html>","        Set of plates stickers: 1 front plate sticker + 2 side plate stickers0.4mm thick stickers – thickness specially designed for off-road useAnti-UV treatment and solvent resistantBack printed for maximum life lastingDelivered without racing numbers  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Verde,,1904,331,352,601,9,,Verde,,,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1109177001,1109177001,1101/02,BLACKBIRD,"BBIRD SEAT COVER TRADITIONAL, RED/BLK",Kit completo adhesivos + funda asiento BLACKBIRD Réplica TROPHY 20,69.09,57.10,37.12,8611R5,0,8714999089,0,1,"<p><strong>Kit completo compuesto por un kit de adhesivos y una funda para asiento combinados.</strong></p><p><em>El kit de adhesivos incluye: para transmisores, para caja filtro, para horquillas, para horquillón, guardabarros delantero y guardabarros trasero.</em></p><p>Las piezas del kit no pueden venderse por separado.</p><p>Funda para asiento destinada a sustituir la original.</p><p>Producida con las mejores tecnologías del mercado.</p><p>Encaja perfectamente con los perfiles de tu moto, también con tejidos esponjosos más altos, hasta unos 2cm.</p><p>Una gráfica única que refleja perfectamente las tendencias, los materiales y el diseño de los equipos oficiales del Campeonato Mundial de Motocross.</p><p>&nbsp;</p><p>Las gráficas adhesivas para motocross, enduro, motard y trial se realizan con materiales muy eficaces y de calidad óptima.</p><p>Se utiliza el material crystall con espesor 0,5mm. El adhesivo fue ideado específicamente para la aplicación en el sector off-road y tiene un aglutinante muy fuerte y resistente en el tiempo.</p><p>Impresión serigráfica con tintas resistentes y brillantes.</p><p>Durante la aplicación, es necesario calentar siempre el adhesivo con un secador haciendo una leve presión para obtener el resultado optimal.</p><p>Para aplicar estos materiales no es necesario utilizar jabones o solventes, solo hay que limpiar bien la superficie con un producto seco.</p><p>Funda para asiento realizada a raíz de las últimas necesidades del mercado con los mejores materiales antideslizantes.</p><p>Da al motorista un control óptimo en la conducción.</p><p>Efecto antideslizante y técnicas específicas para el utilizo off-road.</p><p>La funda tiene una buena resistencia al agua pero no es completamente estanca.</p><p>Las costuras se realizan con un hilo hidrófugo y resistente al frotamiento.</p><p>Se utilizan solo los mejores materiales del mercado para ofrecer un producto de valor y de máxima calidad.</p>","
Kit completo compuesto por un kit de adhesivos y una funda para asiento combinados.
El kit de adhesivos incluye: para transmisores, para caja filtro, para horquillas, para horquillón, guardabarros delantero y guardabarros trasero.
Las piezas del kit no pueden venderse por separado.
Funda para asiento destinada a sustituir la original.
Producida con las mejores tecnologías del mercado.
Encaja perfectamente con los perfiles de tu moto, también con tejidos esponjosos más altos, hasta unos 2cm.
Una gráfica única que refleja perfectamente las tendencias, los materiales y el diseño de los equipos oficiales del Campeonato Mundial de Motocross.
 
Las gráficas adhesivas para motocross, enduro, motard y trial se realizan con materiales muy eficaces y de calidad óptima.
Se utiliza el material crystall con espesor 0,5mm. El adhesivo fue ideado específicamente para la aplicación en el sector off-road y tiene un aglutinante muy fuerte y resistente en el tiempo.
Impresión serigráfica con tintas resistentes y brillantes.
Durante la aplicación, es necesario calentar siempre el adhesivo con un secador haciendo una leve presión para obtener el resultado optimal.
Para aplicar estos materiales no es necesario utilizar jabones o solventes, solo hay que limpiar bien la superficie con un producto seco.
Funda para asiento realizada a raíz de las últimas necesidades del mercado con los mejores materiales antideslizantes.
Da al motorista un control óptimo en la conducción.
Efecto antideslizante y técnicas específicas para el utilizo off-road.
La funda tiene una buena resistencia al agua pero no es completamente estanca.
Las costuras se realizan con un hilo hidrófugo y resistente al frotamiento.
Se utilizan solo los mejores materiales del mercado para ofrecer un producto de valor y de máxima calidad.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,Rojo / Negro,3672,400,340,240,45,,,,https://api.mybihr.com/medias/1109177001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ5NDh8aW1hZ2UvanBlZ3xhR0k0TDJnMU55OHhNall3TURBMU1qWTNPRFk0Tmk4eE1UQTVNVGMzTURBeExURmZPREF3VjNnNE1EQkl8Y2NiYzRhNzM1OTdhOGRmODFiNDVhZDgxNzc1YTE3OGNiYzhiYjdmYjRlYjdlYjRjMTVmZTEzNjQ3YmYyNmEwMg,https://api.mybihr.com/medias/1109177001-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzUzMjJ8aW1hZ2UvanBlZ3xhREEwTDJoaFpDOHhNall3TURBMU16QTNNVGt3TWk4eE1UQTVNVGMzTURBeExUSmZPREF3VjNnNE1EQkl8Y2FkMzhlZjU2MWYxYjgyYzU0NzU0YzQ0M2RhOTdmOTc1MzU1NmJlODI2Yjg0ODNlY2E3Zjg1MDIyZTJmZGQ2Zg,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1110279001,,3B05/000006,BLACKBIRD,"BBIRD PRE CUT NUMBER PLATE, BLK",Juego adhesivos porta números BLACKBIRD - Beta RR 2T / 4T,29.04,24.00,15.60,8057912023094,0,8714999089,0,1,"<ul>
<li>Set of plates stickers: 1 front plate sticker + 2 side plate stickers</li>
<li>0.4mm thick stickers &ndash; thickness specially designed for off-road use</li>
<li>Anti-UV treatment and solvent resistant</li>
<li>Back printed for maximum life lasting</li>
<li>Delivered without racing numbers</li>
</ul>","
Set of plates stickers: 1 front plate sticker + 2 side plate stickers
0.4mm thick stickers – thickness specially designed for off-road use
Anti-UV treatment and solvent resistant
Back printed for maximum life lasting
Delivered without racing numbers
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Negro,,3500,500,500,350,20,,Negro,,https://api.mybihr.com/medias/800Wx800H-1110279001-1.jpg?context=bWFzdGVyfHJvb3R8NTQ4ODR8aW1hZ2UvanBlZ3xhRGxtTDJobVlTOHpNVFUxTkRrMk16RXhNVGsyTmk4NE1EQlhlRGd3TUVoZk1URXhNREkzT1RBd01TMHhMbXB3Wnd8MjQ1NTAwY2MxMGFjNDliYTMxZmYzNDc2ZDdlNmYyMTViZmM4MTliZTc5M2Y0M2I4NDBiNmQ3OGVlZTNlOTQyYQ,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1110279003,,3B05/000004,BLACKBIRD,"BBIRD PRE CUT NUMBER PLATE, YEL",Juego adhesivos porta números BLACKBIRD - Beta RR 2T / 4T,29.04,24.00,15.60,8057912023070,0,8714999089,0,1,"<ul>
<li>Set of plates stickers: 1 front plate sticker + 2 side plate stickers</li>
<li>0.4mm thick stickers &ndash; thickness specially designed for off-road use</li>
<li>Anti-UV treatment and solvent resistant</li>
<li>Back printed for maximum life lasting</li>
<li>Delivered without racing numbers</li>
</ul>","
Set of plates stickers: 1 front plate sticker + 2 side plate stickers
0.4mm thick stickers – thickness specially designed for off-road use
Anti-UV treatment and solvent resistant
Back printed for maximum life lasting
Delivered without racing numbers
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Amarillo,,3500,500,500,350,20,,Amarillo,,https://api.mybihr.com/medias/800Wx800H-1110279003-1.jpg?context=bWFzdGVyfHJvb3R8NjI4MDB8aW1hZ2UvanBlZ3xhR1F5TDJobU55OHpNVFUxTkRrMk16VXdOVEU0TWk4NE1EQlhlRGd3TUVoZk1URXhNREkzT1RBd015MHhMbXB3Wnd8NzgxNzM4ZWNhM2IwZTI3NjYwMzdkMzZkOTZhNDVlZDllM2ZlMGNlMGFhYWUwMzE2NGVmNzg5ZjdjNDUzMTRhYQ,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1110279004,,3B05/000009,BLACKBIRD,"BBIRD PRE CUT NUMBER PLATE, RED",Juego adhesivos porta números BLACKBIRD - Beta RR 2T / 4T,29.04,24.00,15.60,8057912023124,0,8714999089,0,1,"<ul>
<li>Set of plates stickers: 1 front plate sticker + 2 side plate stickers</li>
<li>0.4mm thick stickers &ndash; thickness specially designed for off-road use</li>
<li>Anti-UV treatment and solvent resistant</li>
<li>Back printed for maximum life lasting</li>
<li>Delivered without racing numbers</li>
</ul>","
Set of plates stickers: 1 front plate sticker + 2 side plate stickers
0.4mm thick stickers – thickness specially designed for off-road use
Anti-UV treatment and solvent resistant
Back printed for maximum life lasting
Delivered without racing numbers
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Rojo,,3500,500,500,350,20,,Rojo,,https://api.mybihr.com/medias/800Wx800H-1110279004-1.jpg?context=bWFzdGVyfHJvb3R8Nzc0NTl8aW1hZ2UvanBlZ3xhREF5TDJobU1TOHpNVFUxTkRrMk16Y3dNVGM1TUM4NE1EQlhlRGd3TUVoZk1URXhNREkzT1RBd05DMHhMbXB3Wnd8MzI4ZTQxYjhmZGYwNjA0MGYwNmU5MzY5ODE5YzllYWRlYzc4Zjk0NDZmMDcwY2EyODczMTQ0ZjE1NjZhYzU1ZA,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1110279002,,3B05/000008,BLACKBIRD,"BBIRD PRE CUT NUMBER PLATE, GRN",Juego adhesivos porta números BLACKBIRD - Beta RR 2T / 4T,29.04,24.00,15.60,8057912023117,0,8714999089,0,1,"<ul>
<li>Set of plates stickers: 1 front plate sticker + 2 side plate stickers</li>
<li>0.4mm thick stickers &ndash; thickness specially designed for off-road use</li>
<li>Anti-UV treatment and solvent resistant</li>
<li>Back printed for maximum life lasting</li>
<li>Delivered without racing numbers</li>
</ul>","
Set of plates stickers: 1 front plate sticker + 2 side plate stickers
0.4mm thick stickers – thickness specially designed for off-road use
Anti-UV treatment and solvent resistant
Back printed for maximum life lasting
Delivered without racing numbers
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Verde,,3500,500,500,350,20,,Verde,,https://api.mybihr.com/medias/800Wx800H-1110279002-1.jpg?context=bWFzdGVyfHJvb3R8NzM1ODJ8aW1hZ2UvanBlZ3xhR0V6TDJobVpTOHpNVFUxTkRrMk16TXdPRFUzTkM4NE1EQlhlRGd3TUVoZk1URXhNREkzT1RBd01pMHhMbXB3Wnd8NzYwYWZjOGFlMjM5ZDFkOTZhNzBmNWE2MGFhNmMyNDY2YWVkMjJmNjVkMmNiZWQzMjVhZGUxMmJlYTk1ZmU1MA,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1110280001,,5089/20,BLACKBIRD,"BBIRD FSP FORK SEAL PROTECTOR SHORT, BLK",Protector reten horquilla BLACKBIRD corto negro,41.99,34.70,22.56,8057912026798,0,8714999089,0,1,"<p>A pair of mud protectors made of technical fabric and designed to protect the dust seals and sealing rings of upside down forks measuring between 45 and 50 mm in diameter, increasing durability and thus prolonging the performance of their shock absorbing elements. The forks must first be removed in order to fit the mud protectors. In the upper part, the FSPs are fixed to the fork tubes by two rubber bands with additional silicon strips inside to strengthen the bond.</p>
<ul>
<li>Available in a long version (code 5090), which completely covers the fork stem and a short version (code 5089), which covers only the part nearest to the dust cover.</li>
<li>Produced in black, red, blue, fluo yellow and fluo orange.</li>
<li>The long version has also two o-rings for the lower part of the fork stems.</li>
</ul>","
A pair of mud protectors made of technical fabric and designed to protect the dust seals and sealing rings of upside down forks measuring between 45 and 50 mm in diameter, increasing durability and thus prolonging the performance of their shock absorbing elements. The forks must first be removed in order to fit the mud protectors. In the upper part, the FSPs are fixed to the fork tubes by two rubber bands with additional silicon strips inside to strengthen the bond.

Available in a long version (code 5090), which completely covers the fork stem and a short version (code 5089), which covers only the part nearest to the dust cover.
Produced in black, red, blue, fluo yellow and fluo orange.
The long version has also two o-rings for the lower part of the fork stems.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Negro,,1750,100,350,250,20,,Negro,,https://api.mybihr.com/medias/800Wx800H-1110280001-1.jpg?context=bWFzdGVyfHJvb3R8MzUwNzh8aW1hZ2UvanBlZ3xhRFU0TDJnek9TODBPVEkyTURFM01qZ3dOREV5Tmk4NE1EQlhlRGd3TUVoZk1URXhNREk0TURBd01TMHhMbXB3Wnd8MDFlYTE2NmM3YjIzYTJiNjY3OTQxMDliNGQxZmVmNDgwYWI4NWUxYjlmYjczOTk1MzhkZWU2ZTU0NDg1NzI4Yg,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
