PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,V-Colores,V-Talla,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Altura (mm),Anchura (mm),Anchura de la zona de sujeción (mm),Apertura (mm),Barra transversal,Bloqueo,Cantidad,Color,Color del protector del manillar,Composición,Compuesto del puño,Desplazamiento (mm),Diámetro Ø (mm),Elevación de manillar (mm),Embalaje,Gama,Longitud (mm),Longitud de control (mm),Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Posición,Talla,Tipo,Tipo de corona,Tipo de piñón,Tipo de puño,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,DeliveryPlant
1081079001,440055,SLC501,SCAR,"SCAR LAUNCH KIT KTM, ORG",Sistema de salida rápida SCAR - Naranja,80.56,66.58,43.28,3701691101812,1,8714109090,0,1,<ul><li>The essential device for improved launches </li><li>Hinged opening to avoid dismantling the fork </li><li>Made of aluminium/steel for combined lightness and sturdiness. </li><li>Collar ideal for fixing to the bottom of the stem </li><li>Better feel thanks to the ergonomic push switch </li><li>Easy to fit </li><li>Anodized for a Factory look</li></ul>,The essential device for improved launches Hinged opening to avoid dismantling the fork Made of aluminium/steel for combined lightness and sturdiness. Collar ideal for fixing to the bottom of the stem Better feel thanks to the ergonomic push switch Easy to fit Anodized for a Factory look,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Naranja,,,,747,117,198,151,25,,,,,,,,,Naranja,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1081079001-1.jpg?context=bWFzdGVyfHJvb3R8MTQyMjQ2fGltYWdlL2pwZWd8YURCbUwyZzRNUzh4TURJNE5UY3hNREF6TWpnNU9UQXZPREF3VjNnNE1EQklYekV3T0RFd056a3dNREV0TVM1cWNHY3w5NzY2Yzc4Y2Y3MTM0NjUxMWE1ZDIyYmVhOWE0ZDQ4NTZlZTZhYTYzYmE4YjYyZDMzY2QzMDdlZWVhOTZiNzc1,https://api.mybihr.com/medias/800Wx800H-1081079001-2.jpg?context=bWFzdGVyfHJvb3R8MTAzNTQzfGltYWdlL2pwZWd8YUdVd0wyZzROeTh4TURJNE5UY3hNREExTWpVMU9UZ3ZPREF3VjNnNE1EQklYekV3T0RFd056a3dNREV0TWk1cWNHY3w0YWQwOGZlMTVmNDUzYTVlZTE3MTIwZWE2NjIwMTczMmVlNWY5MzNlNzM0NzkzZmIzNTNhMDJjNjJjODZkZDUy,https://api.mybihr.com/medias/800Wx800H-1081079001-3.jpg?context=bWFzdGVyfHJvb3R8MTc4NTc2fGltYWdlL2pwZWd8YURWbEwyZzRaaTh4TURJNE5UY3hNREEzT0RjM05ESXZPREF3VjNnNE1EQklYekV3T0RFd056a3dNREV0TXk1cWNHY3xkZGRlYzU3YjAzYjdlMTQ5MDQwZWIxODljNWZmMWJkYmVjOTU2ZjU5NzRiMDU4ZTJiNWFmNzU4ZWU1ZDlhMGI5,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1081079002,445386,SLC501BL,SCAR,"SCAR LAUNCH KIT KTM, BLU",Sistema de salida rápida SCAR - Azul,80.56,66.58,43.28,SLC501BL,1,8714109090,0,1,<ul><li>The essential device for improved launches </li><li>Hinged opening to avoid dismantling the fork </li><li>Made of aluminium/steel for combined lightness and sturdiness. </li><li>Collar ideal for fixing to the bottom of the stem </li><li>Better feel thanks to the ergonomic push switch </li><li>Easy to fit </li><li>Anodized for a Factory look</li></ul>,The essential device for improved launches Hinged opening to avoid dismantling the fork Made of aluminium/steel for combined lightness and sturdiness. Collar ideal for fixing to the bottom of the stem Better feel thanks to the ergonomic push switch Easy to fit Anodized for a Factory look,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Azul,,,,652,124,199,149,22,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1081079002-1.jpg?context=bWFzdGVyfHJvb3R8MTE0OTY2fGltYWdlL2pwZWd8YUdVNUwyaGxNeTh4TURJNE5UY3hNREV4TVRVME1qSXZPREF3VjNnNE1EQklYekV3T0RFd056a3dNREl0TVM1cWNHY3xjMTA1NWJhMDk2ZDY4MDdmMDNjOGViNmZhNjM2YTIyNzVmMzE0YWQ2MWZlMzRjOWI3YzEyMDY3OGFhYmNlN2I2,https://api.mybihr.com/medias/800Wx800H-1081079002-2.jpg?context=bWFzdGVyfHJvb3R8MTE0NDQ2fGltYWdlL2pwZWd8YUdKaEwyaGxZUzh4TURJNE5UY3hNREV6TVRJd016QXZPREF3VjNnNE1EQklYekV3T0RFd056a3dNREl0TWk1cWNHY3wyNGI5NjlmOGQ0NjM1MzcxZDJkZjIxYTRiNjExZGIzMmFjYzQyMjk1ODYxZmE1MTBlODU5ZGRjY2JkNWE3MzVh,https://api.mybihr.com/medias/800Wx800H-1081079002-3.jpg?context=bWFzdGVyfHJvb3R8MTA4OTM1fGltYWdlL2pwZWd8YURNNEwyaG1NaTh4TURJNE5UY3hNREUxTnpReE56UXZPREF3VjNnNE1EQklYekV3T0RFd056a3dNREl0TXk1cWNHY3xlMGRjMmNhZWQ1MmMzMjJkOGRmOTBjODU5ODhjNmU4N2E3OTIxYmRiZTI3OTZhNTZjYjUyMTYzMmFhODljOGFj,https://api.mybihr.com/medias/800Wx800H-1081079002-4.jpg?context=bWFzdGVyfHJvb3R8MTEyMDY5fGltYWdlL2pwZWd8YUdNMUwyaG1aaTh4TURJNE5UY3hNREU1Tmpjek9UQXZPREF3VjNnNE1EQklYekV3T0RFd056a3dNREl0TkM1cWNHY3wxNTQ5ZDZkZmEzZDkzZDZjYTAxYmQwNDY0ZTA2NGY2NWMyZDIyMTM5NDY2MDQ3MDNlNDJiZTJkNDFkYWRjZmY5,https://api.mybihr.com/medias/800Wx800H-1081079002-5.jpg?context=bWFzdGVyfHJvb3R8MTc4NTc2fGltYWdlL2pwZWd8YUdWbEwyaGhZUzh4TURJNE5UY3hNREl6TmpBMk1EWXZPREF3VjNnNE1EQklYekV3T0RFd056a3dNREl0TlM1cWNHY3xjNGZiYWQxZjhiODBiMWQyOTdhODU3MmQ5OTg2ZjE2NmY3ZDY2ZjI2OGRlMGJmNzhiZmMzYzRiZWU4YTFjNzVm,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083100001,874122,1801,SCAR,"SCAR MC CAP, RED",Tapa depósito liquido de frenos SCAR,21.68,17.92,11.65,3701691103519,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. </p><p> </p><p>Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal.</p><p> </p><ul>			<li>Master cylinder cover Motocross Brake </li><li>Ultra-light </li><li>High-quality anodizing </li></ul>	</body></html>""""""""""""""""""","											SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles.  Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal. 			Master cylinder cover Motocross Brake Ultra-light High-quality anodizing 	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Rojo,,,,69,26,122,63,9,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1083100001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODk2NDd8aW1hZ2UvanBlZ3xhRGhpTDJnMU5pODRPVGM0TWpReE1Ea3pOall5THpFd09ETXhNREF3TURFdE1WODRNREJYZURnd01FZ3w5MGFiZTRkZTYxZDM4MzVkMTkxMjI3YmEwYWZjNWYyZGIxOWE1N2Y2NzcyYjBkYWUzODYxM2YyYTIwZDJiNTAz,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083100002,874149,1801B-OLD,SCAR,"SCAR MC CAP, BLU",Tapa depósito liquido de frenos SCAR,21.08,17.42,11.32,874149,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. </p><p> </p><p>Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal.</p><p> </p><ul>			<li>Master cylinder cover Motocross Brake </li><li>Ultra-light </li><li>High-quality anodizing </li></ul>	</body></html>""""""""""""""""""","											SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles.  Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal. 			Master cylinder cover Motocross Brake Ultra-light High-quality anodizing 	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Azul,,,,109,49,119,76,12,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1083100002-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTEzNzB8aW1hZ2UvanBlZ3xhR0poTDJnMFppODRPVGM0TWpReE1qa3dNamN3THpFd09ETXhNREF3TURJdE1WODRNREJYZURnd01FZ3xmZjkyNTBlNDc0MzgxOGUzMDgzMjk0MDQ5NThjZWZiMTlkYzYzZjc3ZjUzMGM2ZDgyOTI4Njk1YzZjNmFmNGRj,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083100003,,1801BK ,SCAR,"SCAR MC CAP, BLK",Tapa depósito liquido de frenos SCAR,21.68,17.92,11.65,3701691103502,4,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. </p><p> </p><p>Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal.</p><p> </p><ul>			<li>Master cylinder cover Motocross Brake </li><li>Ultra-light </li><li>High-quality anodizing </li></ul>	</body></html>""""""""""""""""""","											SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles.  Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal. 			Master cylinder cover Motocross Brake Ultra-light High-quality anodizing 	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Negro,,,,84,31,122,69,10,,,,,,,,,Negro,,Aluminio,,,,,por unidad,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083100003-1.jpg?context=bWFzdGVyfHJvb3R8MTA3MTV8aW1hZ2UvanBlZ3xhR0ZsTDJobU1pODROamczTnpBeU5qTTFNekU0TWk4NE1EQlhlRGd3TUVoZk1UQTRNekV3TURBd015MHhMbXB3Wnd8OGRlZTUzNzY5ZTdmNTBjNjQ3ODA2NTc0OGVjNzYyZDJkMGUxMzNjNzFjNzY4MjIxOWFkYTJjOWI1ZjY5MGFiOQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083109001,,OFP400,SCAR,"SCAR OIL CAP, RED",Tapón de llenado de aceite SCAR - Rojo,20.06,16.58,10.78,3701691102383,0,8714109090,0,1,"SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. These caps are ideal for customizing your motorbike's oil sump. Made of anodised aluminium, they effectively seal the sump and replace the original part.","SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. These caps are ideal for customizing your motorbike's oil sump. Made of anodised aluminium, they effectively seal the sump and replace the original part.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Rojo,,,,160,10,120,70,19,,,,,,,,,Rojo,,,,,,,por unidad,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083109001-1.jpg?context=bWFzdGVyfHJvb3R8NzUyNDZ8aW1hZ2UvanBlZ3xhRE5qTDJnd1lpOHhNREk0TlRjMk56VXpOREU0TlRRdk9EQXdWM2c0TURCSVh6RXdPRE14TURrd01ERXRNUzVxY0djfDY3NTk5OTRlMDA5YzUxN2FiM2ZhMTZjYmJjYjQ2ZjEzY2JkMzdhZmMzY2JhOGIxMWE5NmU4NDcwNTE2Nzk3YWE,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083118001,480001,AB102,SCAR,"SCAR TENSIONER CHAIN, BLU",Tensor de cadena SCAR - Azul,40.23,33.25,21.61,3701691103250,0,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles.</p><p> </p><ul>			<li><a id=_DX_FRAG_STARTFRAGMENT></a> Motocross Axle Blocks </li><li>CNC Machined </li><li>Reverse & Forward positions </li><li>Scales on both sides of axle block for easy adjusting </li><li>Precision Axle Alignment </li><li>Anodized for long lasting resistance</li></ul>	</body></html>""""""""""""""""""","											SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. 			 Motocross Axle Blocks CNC Machined Reverse & Forward positions Scales on both sides of axle block for easy adjusting Precision Axle Alignment Anodized for long lasting resistance	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Azul,,,,289,83,125,136,17,,,,,,,,,Azul,,Aluminio,,,,,por pareja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083118001-1.jpg?context=bWFzdGVyfHJvb3R8MTc5Njg3fGltYWdlL2pwZWd8YURNeEwyZzRPUzh4TURJNE5UYzJOelk1TVRRM01UZ3ZPREF3VjNnNE1EQklYekV3T0RNeE1UZ3dNREV0TVM1cWNHY3wzNTQ5ZjQyYTdmNjcwZGVlOTNjZTczMzNjMGYyZWJhZGI2YmU2ZDQxNGRjODRjYzgyMTNmODk2MmI3ODA3M2Q4,https://api.mybihr.com/medias/800Wx800H-1083118001-2.jpg?context=bWFzdGVyfHJvb3R8MTE2OTUyfGltYWdlL2pwZWd8YUdGa0wyaGtOeTh4TURJNE5UYzJOemN4TVRFek1qWXZPREF3VjNnNE1EQklYekV3T0RNeE1UZ3dNREV0TWk1cWNHY3xiM2IwMmUzOTU1ZWIxMTBjNWU1NTg5MzVlNmNjZGVlMGRlY2JkNjUwY2RmOWM4NzBhMzBhMmY5OWU5MDg1MjVh,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083105001,440131,EP101,SCAR,"SCAR ENGINE CAP, BLU",Tapones de motor SCAR - Azul,26.11,21.58,14.03,3701691102512,2,8714109090,0,1,"SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. The engine cap customizes the lower part of your engine and replaces the original part. Made of anodised aluminium, it very effectively withstands spatter when used in motocross or enduro.","SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. The engine cap customizes the lower part of your engine and replaces the original part. Made of anodised aluminium, it very effectively withstands spatter when used in motocross or enduro.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Azul,,,,250,41,125,80,25,,,,,,,,,Azul,,,,,,,por pareja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083105001-1.jpg?context=bWFzdGVyfHJvb3R8MTA3MDAxfGltYWdlL2pwZWd8YUdFMkwyaGlNeTh4TURJNE5UYzJOek01TmpVMU9UZ3ZPREF3VjNnNE1EQklYekV3T0RNeE1EVXdNREV0TVM1cWNHY3xkNjlmN2E5NmI0YTUzNWU3NTc1NDNlMzBiYjdkODdkMmYwNzMwZTg5NTY4ODgwZTJmOTgyMWVlZmY2MGRjMDZm,https://api.mybihr.com/medias/800Wx800H-1083105001-2.jpg?context=bWFzdGVyfHJvb3R8MTI1Njg4fGltYWdlL2pwZWd8YURKaEwyZzJOUzh4TURJNE5UYzJOelF4TmpJeU1EWXZPREF3VjNnNE1EQklYekV3T0RNeE1EVXdNREV0TWk1cWNHY3xlYWNhNWFiOGI5NWJhNTRhMzk2NGFiNGQxMDE3ZDliMGQyMmMzYWRiNTJjOWNmZjFjOTU4MWE5YmEzNzUzNmVm,https://api.mybihr.com/medias/800Wx800H-1083105001-3.jpg?context=bWFzdGVyfHJvb3R8MTQzNTc2fGltYWdlL2pwZWd8YURaa0wyZzFaUzh4TURJNE5UYzJOelF6TlRnNE1UUXZPREF3VjNnNE1EQklYekV3T0RNeE1EVXdNREV0TXk1cWNHY3wyZTcyM2FkZDU5NGU3ZjBjZjNlZmY5NGEyMDliNmZhMjM5ZDI0ZTE3NTVmMzJkMjhiZDVlYjc2NGMzOWVjNzIw,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083115001,6190029503,EP201,SCAR,"SCAR ENGINE CAP, RED",Tapones de motor SCAR - Rojo,26.11,21.58,14.03,3701691102482,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>CNC machined<br>Simple positive installation<br>Replaces the stock plugs<a id=""_dx_frag_EndFragment""></a></p></body> </html>","       CNC machinedSimple positive installationReplaces the stock plugs ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Rojo,,,,366,45,124,134,22,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1083115001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEyNjN8aW1hZ2UvanBlZ3xhR0kxTDJnelppODRPVGM0TWpRMk1qQTFORGN3THpFd09ETXhNVFV3TURFdE1WODRNREJYZURnd01FZ3wyMGVkNTdkMjZjNjEwOTlkMGRhYTM2OTdmZDdjMzgzNWQyM2I1ZjE2MGU2MjI4YWNiNGM0YzI0ZDMwZTk5MGQ1,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083116001,440134,EP400,SCAR,"SCAR ENGINE CAP, RED",Tapones de motor SCAR - Rojo,26.11,21.58,14.03,3701691102451,1,8714109090,0,1,"SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. The engine cap customizes the lower part of your engine and replaces the original part. Made of anodised aluminium, it very effectively withstands spatter when used in motocross or enduro.","SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. The engine cap customizes the lower part of your engine and replaces the original part. Made of anodised aluminium, it very effectively withstands spatter when used in motocross or enduro.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Rojo,,,,289,34,125,136,17,,,,,,,,,Rojo,,,,,,,por pareja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1083116001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc0NDM3fGltYWdlL2pwZWd8YURVd0wyaGtNUzh4TURnM01ESTBORFEwTWpFME1pOHhNRGd6TVRFMk1EQXhMVEZmT0RBd1YzZzRNREJJfGY3ZTgwNWNmZjM0ZGQ2Y2E2YWI3ZWMzODFlZGYzMzA2ZTg1ZDZmMjZkYWY1MDdiOWM3OTdiZjM0MmEyNTEwM2E,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083117001,442160,AB100,SCAR,"SCAR TENSIONER CHAIN, BLU",Tensor de cadena SCAR - Azul,40.23,33.25,21.61,3701691103267,0,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles.</p><p> </p><ul>			<li><a id=_DX_FRAG_STARTFRAGMENT></a> Motocross Axle Blocks </li><li>CNC Machined </li><li>Reverse & Forward positions </li><li>Scales on both sides of axle block for easy adjusting </li><li>Precision Axle Alignment </li><li>Anodized for long lasting resistance</li></ul>	</body></html>""""""""""""""""""","											SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. 			 Motocross Axle Blocks CNC Machined Reverse & Forward positions Scales on both sides of axle block for easy adjusting Precision Axle Alignment Anodized for long lasting resistance	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Azul,,,,289,83,135,126,17,,,,,,,,,Azul,,Aluminio,,,,,por pareja,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1083117001-1.jpg?context=bWFzdGVyfHJvb3R8NDIxODJ8aW1hZ2UvanBlZ3xhR1F6TDJnM05DOHhNREk0TlRjMk56WXpNalE0T1RRdk9EQXdWM2c0TURCSVh6RXdPRE14TVRjd01ERXRNUzVxY0djfGUzYzRjYzVkMmNiODQ2YTZlMzZiNjkxODY2MzkwYTA4MGFiMWY4YmIxYTA0MTQ1ZWJkMjA0ZDJiNjE1OTExODg,https://api.mybihr.com/medias/800Wx800H-1083117001-2.jpg?context=bWFzdGVyfHJvb3R8MTU4NzA4fGltYWdlL2pwZWd8YUdFekwyZzNZaTh4TURJNE5UYzJOelkxTWpFMU1ESXZPREF3VjNnNE1EQklYekV3T0RNeE1UY3dNREV0TWk1cWNHY3w2NjM0OWIwNGZjMzQ2NmQ0MDQzNTdjMjg5MjUyYTk5YTg5OWQxNTY4YjhiNGM0Nzg0N2E3OWQ5YzYwN2QyYzk4,https://api.mybihr.com/medias/800Wx800H-1083117001-3.jpg?context=bWFzdGVyfHJvb3R8MTY5Mjk4fGltYWdlL2pwZWd8YURZeEwyZzRNaTh4TURJNE5UYzJOelkzTVRneE1UQXZPREF3VjNnNE1EQklYekV3T0RNeE1UY3dNREV0TXk1cWNHY3w4MmI1MjNiNmVhNjlmMTMxN2U3MjYwYzIwMTIzMWQ2MTcyZjllODg4NTE0OWMxZTZmODk3Y2Y5MTA1MWIxZjg5,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1083124001,874123,2801,SCAR,"SCAR MC CAP, RED",Tapa depósito liquido de frenos SCAR - Rojo,21.68,17.92,11.65,3701691103496,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=Content-Type content=text/html charset=utf-8""""""""""""""""><title>		</title>		<style type=text/css>.cs95E872D0{text-align:leftmargin:0pt 0pt 0pt 0pt}.csA7555675{color:#000background-color:transparentfont-weight:normalfont-style:normal}.cs4FC7BF42{text-align:leftmargin:0pt 0pt 0pt 0ptlist-style-type:disccolor:#000""""background-color:transparentfont-weight:normalfont-style:normal}</style>	</head>	<body>		<p>SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles. </p><p> </p><p>Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal.</p><p> </p><ul>			<li>Master cylinder cover Motocross Brake </li><li>Ultra-light </li><li>High-quality anodizing </li></ul>	</body></html>""""""""""""""""""","											SCAR is a French company specialized in designing and precision-machining high-performance parts and accessories for all-terrain vehicles.  Master cylinder covers customize a very visible part of your motorbike to your taste and effectively maintain the vessel seal. 			Master cylinder cover Motocross Brake Ultra-light High-quality anodizing 	""""""""""""""""""",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,Rojo,,,,32,21,120,66,4,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1083124001-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODA0NjR8aW1hZ2UvanBlZ3xhREpoTDJoalpTOHhNRGczTURJME9UQXlPVFkyTWk4eE1EZ3pNVEkwTURBeExURmZPREF3VjNnNE1EQkl8MzZkNzc3NDUwOWY2NTU4ODhmYWZmZWNlYjI4Mjk1YWNiMGY5MWNjNzlmYWRlMWMyNGVlYTRjYTMzYjA1ZjMzNw,https://api.mybihr.com/medias/1083124001-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTE5NjYyfGltYWdlL2pwZWd8YURrNUwyaGpOaTh4TURnM01ESTBPVEk1TVRnd05pOHhNRGd6TVRJME1EQXhMVEpmT0RBd1YzZzRNREJJfDgxNWY3MjNiNDMxY2Y4YWZhM2JiOTE3ZmZkNDFkYmRiYTljZWVkODVkMTczMmZmMGM4ZjI2MmZmOTkxOWFjNWY,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
