PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de eslabones,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Calidad,Color de la cadena,Eslabón de conexión,Eslabones de cadena,Especificaciones,Material de la corona,Paso de cadena,Peso (kg/100 eslabones),Resistencia a la tracción (kN),Resistencia a la tracción (lbs),Retenes,Tipo de cadena D.I.D,Tipo de cadena JT,Tipo de retén,Uso,Versión de corona,Versión de piñón,Vida útil relativa (por 100 eslabones),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,DeliveryPlant
3055791,KC101797,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDR,Kit cadena JT 420HDR (12-52-128),50.36,41.62,19.98,KC101797,5,,0,1,"<h3><strong>Kit de cadena JT Sprockets – Cadena 420HDR, Piñón de acero y Corona trasera de acero</strong></h3>

<p>Nuestro kit de cadena de alta calidad de <strong>JT Sprockets</strong> combina la duradera <strong>Cadena 420HDR</strong> con un robusto <strong>Piñón delantero de acero</strong> y una <strong>Coroña trasera de acero</strong>. Estos componentes están perfectamente combinados para ofrecerte un rendimiento fiable y una durabilidad duradera. Ideal para motocicletas que requieren una solución robusta y duradera para sus componentes de cadena.</p>

<h4><strong>Detalles técnicos de la cadena 420HDR:</strong></h4>
<ul>
    <li><strong>Tipo de cadena:</strong> 420HDR (Cadena con O-ring)</li>
    <li><strong>Material:</strong> Hecha de acero de alta resistencia, diseñada específicamente para manejar cargas pesadas mientras minimiza el desgaste.</li>
    <li><strong>Resistencia al desgaste:</strong> Excelente resistencia a la abrasión, asegurando un rendimiento fiable incluso en condiciones extremas.</li>
    <li><strong>Carga máxima:</strong> Adecuada para motocicletas de hasta 40 CV.</li>
    <li><strong>Tecnología O-Ring:</strong> Los O-rings mejoran la lubricación y extienden significativamente la vida útil de la cadena.</li>
    <li><strong>Longitud:</strong> Disponible en varias longitudes y configuraciones, adaptándose a tu modelo de vehículo.</li>
</ul>

<h4><strong>Detalles técnicos del Piñón de acero y la Corona trasera de acero:</strong></h4>
<ul>
    <li><strong>Material:</strong> Hecho de acero de alta resistencia para soportar cargas pesadas y garantizar una larga vida útil.</li>
    <li><strong>Dientes:</strong> El número de dientes varía según la configuración de la cadena y el modelo de la motocicleta.</li>
    <li><strong>Paso:</strong> Compatible con la cadena 420HDR, asegurando una transferencia eficiente de potencia.</li>
    <li><strong>Fabricación de dientes:</strong> Fabricado con precisión para un ajuste óptimo y un rendimiento máximo.</li>
</ul>

<h4><strong>Ventajas del kit de cadena:</strong></h4>
<ul>
    <li><strong>Alta durabilidad:</strong> Con la cadena 420HDR y los componentes de acero JT Sprockets, obtienes un kit de cadena diseñado para una durabilidad prolongada y un rendimiento fiable incluso con un uso intenso.</li>
    <li><strong>Rendimiento optimizado:</strong> La combinación de cadena, piñón y corona trasera proporciona una transferencia de potencia eficiente y una experiencia de conducción suave.</li>
    <li><strong>Rentabilidad:</strong> Este kit de cadena ofrece una excelente relación calidad-precio, proporcionando todas las piezas necesarias para el mantenimiento de la cadena en un solo set.</li>
    <li><strong>Versatilidad:</strong> Ideal para varios tipos de motocicletas que requieren una solución de cadena fiable y duradera.</li>
</ul>

<h4><strong>Consejo adicional:</strong></h4>
<p>Asegúrate de elegir las medidas y modelos correctos para tu motocicleta. Este kit de cadena es especialmente adecuado para motocicletas que dependen de componentes de cadena duraderos y de alto rendimiento.</p>","Kit de cadena JT Sprockets – Cadena 420HDR, Piñón de acero y Corona trasera de acero


Nuestro kit de cadena de alta calidad de JT Sprockets combina la duradera Cadena 420HDR con un robusto Piñón delantero de acero y una Coroña trasera de acero. Estos componentes están perfectamente combinados para ofrecerte un rendimiento fiable y una durabilidad duradera. Ideal para motocicletas que requieren una solución robusta y duradera para sus componentes de cadena.

Detalles técnicos de la cadena 420HDR:

    Tipo de cadena: 420HDR (Cadena con O-ring)
    Material: Hecha de acero de alta resistencia, diseñada específicamente para manejar cargas pesadas mientras minimiza el desgaste.
    Resistencia al desgaste: Excelente resistencia a la abrasión, asegurando un rendimiento fiable incluso en condiciones extremas.
    Carga máxima: Adecuada para motocicletas de hasta 40 CV.
    Tecnología O-Ring: Los O-rings mejoran la lubricación y extienden significativamente la vida útil de la cadena.
    Longitud: Disponible en varias longitudes y configuraciones, adaptándose a tu modelo de vehículo.


Detalles técnicos del Piñón de acero y la Corona trasera de acero:

    Material: Hecho de acero de alta resistencia para soportar cargas pesadas y garantizar una larga vida útil.
    Dientes: El número de dientes varía según la configuración de la cadena y el modelo de la motocicleta.
    Paso: Compatible con la cadena 420HDR, asegurando una transferencia eficiente de potencia.
    Fabricación de dientes: Fabricado con precisión para un ajuste óptimo y un rendimiento máximo.


Ventajas del kit de cadena:

    Alta durabilidad: Con la cadena 420HDR y los componentes de acero JT Sprockets, obtienes un kit de cadena diseñado para una durabilidad prolongada y un rendimiento fiable incluso con un uso intenso.
    Rendimiento optimizado: La combinación de cadena, piñón y corona trasera proporciona una transferencia de potencia eficiente y una experiencia de conducción suave.
    Rentabilidad: Este kit de cadena ofrece una excelente relación calidad-precio, proporcionando todas las piezas necesarias para el mantenimiento de la cadena en un solo set.
    Versatilidad: Ideal para varios tipos de motocicletas que requieren una solución de cadena fiable y duradera.


Consejo adicional:

Asegúrate de elegir las medidas y modelos correctos para tu motocicleta. Este kit de cadena es especialmente adecuado para motocicletas que dependen de componentes de cadena duraderos y de alto rendimiento.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,2019,361,327,65,,,,,,Acero,,,,,,,,,,Estándar,Estándar,,https://api.mybihr.com/medias/800Wx800H-3055791-1.jpg?context=bWFzdGVyfHJvb3R8MTc5ODk4fGltYWdlL2pwZWd8YURneUwyZzNOUzg0TmpVeU5EVTROVGcyT1RNME1pODRNREJYZURnd01FaGZNekExTlRjNU1TMHhMbXB3Wnd8NzM5MDFhN2ZhOWExZTdlYWMzMzI5N2UzMTM3YmQ2NTU0ZWU5MDAwMjY5YTYxNTUzN2M0M2U0OTVhMzc5ZWQxMg,https://api.mybihr.com/medias/800Wx800H-3055791-2.jpg?context=bWFzdGVyfHJvb3R8NjkxMDB8aW1hZ2UvanBlZ3xhREk1TDJnd05TODROalV5TkRVNU9UazVNak0xTUM4NE1EQlhlRGd3TUVoZk16QTFOVGM1TVMweUxtcHdad3w2MDhiMDEwYmRjNjI1ZmY5Yzk1MDVkZTI0ZmFlNzgzNTkzMWUzMzM2MzMxZWRiOWFiMzc5NTU3ZTIxN2ZiNzY4,https://api.mybihr.com/medias/800Wx800H-3055791-3.jpg?context=bWFzdGVyfHJvb3R8NTU4MjF8aW1hZ2UvanBlZ3xhREU1TDJneE15ODROalV5TkRZd01ETTROVFUyTmk4NE1EQlhlRGd3TUVoZk16QTFOVGM1TVMwekxtcHdad3wzMGU2NDNlNDU5NDg4YTkxYzUzODRlY2Q3MWMyMWRmMTgxNzlmMWFhMTRkMmIzMmVmMzgzNzQwZjg4NDZiOWU2,https://api.mybihr.com/medias/800Wx800H-3055791-4.jpg?context=bWFzdGVyfHJvb3R8NjcyNzV8aW1hZ2UvanBlZ3xhR0UyTDJneU1DODROalV5TkRZd01EYzNPRGM0TWk4NE1EQlhlRGd3TUVoZk16QTFOVGM1TVMwMExtcHdad3w0NjU5NWJlMWZiMjMyMTFlMTJjYWQ2YjdiMGY0NDFlMjk1NWVjOWM1YTgzZDc3ZDRiZjZlOGY5OGNlNzYzNGEy,https://api.mybihr.com/medias/800Wx800H-3055791-5.jpg?context=bWFzdGVyfHJvb3R8NTE4NzV8aW1hZ2UvanBlZ3xhR1l5TDJnM05TODROalV5TkRZd01URTNNVGs1T0M4NE1EQlhlRGd3TUVoZk16QTFOVGM1TVMwMUxtcHdad3w2YmFlNTFkNGU3ODg1NWFkMzMzZmMyZjcyOTMxODdjNTlhNWQ5YjQwYzliNmYzY2ZkNWFjZDg3N2ZiNmI5Y2M3,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3036725,,,JT DRIVE CHAIN,JT/PBR CHAIN KIT STEEL X1R3,Kit de cadena JT 520X1R3 15/41 Standard - corona Standard,132.04,109.12,52.38,,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,3294,382,284,52,,,,,,Acero,,,,,,,,,,Estándar,Estándar,,https://api.mybihr.com/medias/800Wx800H-3036437-1.jpg?context=bWFzdGVyfHJvb3R8MTg3ODIxfGltYWdlL2pwZWd8YURWaEwyaGpNaTgyTnprNU5qUXdNVGM1TlRFd01pODRNREJYZURnd01FaGZNekF6TmpRek55MHhMbXB3Wnd8YzA1ODg0YmJlMzg1MzhjY2M5YWY2ZDAxYWJiMjYxMzBjNmY4MTAwNjkyOGMxMDBlMThhNzI3ZDI2ZTBmMWY5NQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3035034,,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R3,Kit de cadena JT 520X1R3 15/41 Standard - corona Standard,119.96,99.14,47.59,,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,3007,382,284,52,,,,,,Acero,,,,,,,,,,Ultraligero,Con goma,,https://api.mybihr.com/medias/800Wx800H-3024839-1.jpg?context=bWFzdGVyfHJvb3R8MTQxODYxfGltYWdlL2pwZWd8YURkakwyaGhPUzgyTnprNU5qUXdNVEF3T0RZM01DODRNREJYZURnd01FaGZNekF5TkRnek9TMHhMbXB3Wnd8OTU4YWY0MDMwNDQxYTkzN2JhYzdhMGFmZTNkMmNhNWE1YzFlNWU0NjczOTcyMTBjZTUwMTM0Y2IzZTEwNmI5YQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3055943,KC102294,,JT DRIVE CHAIN,JT/JT CHAIN KIT ALU HDR,Kit cadena JT 428HDR (14-46-112),52.28,43.21,20.74,KC102294,1,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,2052,361,327,65,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/3055943-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc5ODk4fGltYWdlL2pwZWd8YURNMkwyaG1PQzh4TlRRMU9EZzRNek16T0RJM01DOHpNRFUxT1RRekxURmZPREF3VjNnNE1EQkl8MDk4Y2I3NzBmN2UxNzNkZWZhMmNmNzk1NzZhM2QzYzNiMDI0YThhMGI1YWY0NjJmOGFlOTQxNmI0ZDE4NjE1Ng,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3036892,,,JT DRIVE CHAIN,JT/PBR CHAIN KIT ALU HDS,Kit de cadena JT 520HDS 13/50 Standard - corona ultraligero,99.43,82.17,39.44,,6,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,2592,382,284,52,,,,,,Aluminio,,,,,,,,,,Estándar,Estándar,,https://api.mybihr.com/medias/800Wx800H-3036437-1.jpg?context=bWFzdGVyfHJvb3R8MTg3ODIxfGltYWdlL2pwZWd8YURWaEwyaGpNaTgyTnprNU5qUXdNVGM1TlRFd01pODRNREJYZURnd01FaGZNekF6TmpRek55MHhMbXB3Wnd8YzA1ODg0YmJlMzg1MzhjY2M5YWY2ZDAxYWJiMjYxMzBjNmY4MTAwNjkyOGMxMDBlMThhNzI3ZDI2ZTBmMWY5NQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3037028,,,JT DRIVE CHAIN,JT/PBR CHAIN KIT STEEL X1R3,Kit de cadena JT 520X1R3 14/42 Standard - corona Standard,105.89,87.51,42.00,,4,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,3004,382,284,52,,,,,,Acero,,,,,,,,,,Estándar,Estándar,,https://api.mybihr.com/medias/800Wx800H-3036437-1.jpg?context=bWFzdGVyfHJvb3R8MTg3ODIxfGltYWdlL2pwZWd8YURWaEwyaGpNaTgyTnprNU5qUXdNVGM1TlRFd01pODRNREJYZURnd01FaGZNekF6TmpRek55MHhMbXB3Wnd8YzA1ODg0YmJlMzg1MzhjY2M5YWY2ZDAxYWJiMjYxMzBjNmY4MTAwNjkyOGMxMDBlMThhNzI3ZDI2ZTBmMWY5NQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3036723,,,JT DRIVE CHAIN,JT/PBR CHAIN KIT STEEL X1R3,Kit de cadena JT 520X1R3 15/41 Standard - corona Standard,132.04,109.12,52.38,,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,3294,382,284,52,,,,,,Acero,,,,,,,,,,Estándar,Estándar,,https://api.mybihr.com/medias/800Wx800H-3036437-1.jpg?context=bWFzdGVyfHJvb3R8MTg3ODIxfGltYWdlL2pwZWd8YURWaEwyaGpNaTgyTnprNU5qUXdNVGM1TlRFd01pODRNREJYZURnd01FaGZNekF6TmpRek55MHhMbXB3Wnd8YzA1ODg0YmJlMzg1MzhjY2M5YWY2ZDAxYWJiMjYxMzBjNmY4MTAwNjkyOGMxMDBlMThhNzI3ZDI2ZTBmMWY5NQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3057895,KC102546,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R,Kit cadena JT 530X1R (15-45-106),137.52,113.65,54.55,KC102546,1,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,3784,361,327,65,,,,,,,,,,,,,,,,,Con goma,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3056947,KC102643,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDS,Kit cadena JT 520HDS (12-52-116),89.78,74.20,35.62,KC102643,2,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,3564,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3055947,KC102051,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDR,Kit cadena JT 428HDR (15-35-112),37.28,30.81,14.79,KC102051,1,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,2141,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3057789,KC347962,,JT DRIVE CHAIN,JT/JT CHAIN KIT ALU X1R3,Kit cadena JT 525X1R (16-42-118),136.86,113.11,54.29,KC347962,3,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,3707,361,327,65,,,,,,,,,,,,,,,,,Con goma,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3055793,KC347614,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDR,Kit cadena JT 420HDR (12-52-128),50.36,41.62,19.98,KC347614,5,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,2084,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3055904,KC102298,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDR,Kit cadena JT 428HDR (15-45-110),46.00,38.02,18.25,KC102298,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,2307,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3055762,KC347395,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDR,Kit cadena JT 420HDR (13-52-124),46.60,38.51,18.48,KC347395,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,2148,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3034972,,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R3,Kit de cadena JT 520X1R3 16/47 Standard - corona Standard,120.71,99.76,47.88,,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,3184,382,284,52,,,,,,Acero,,,,,,,,,,Ultraligero,Con goma,,https://api.mybihr.com/medias/800Wx800H-3024839-1.jpg?context=bWFzdGVyfHJvb3R8MTQxODYxfGltYWdlL2pwZWd8YURkakwyaGhPUzgyTnprNU5qUXdNVEF3T0RZM01DODRNREJYZURnd01FaGZNekF5TkRnek9TMHhMbXB3Wnd8OTU4YWY0MDMwNDQxYTkzN2JhYzdhMGFmZTNkMmNhNWE1YzFlNWU0NjczOTcyMTBjZTUwMTM0Y2IzZTEwNmI5YQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3055933,KC102054,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDR,Kit cadena JT 428HDR (15-37-104),37.66,31.12,14.94,KC102054,3,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,1731,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3056922,KC102020,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDS,Kit cadena JT 520HDS (15-50-116),98.34,81.27,39.01,KC102020,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,3002,361,327,65,,,,,,,,,,,,,,,,,Con goma,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3057925,KC102133,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R,Kit cadena JT 530X1R (15-43-108),139.97,115.68,55.53,KC102133,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,4327,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3057775,KC347740,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R3,Kit cadena JT 525X1R (15-47-118),135.96,112.36,53.93,KC347740,10,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,4503,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3035162,,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R3,Kit de cadena JT 520X1R3 14/42 Standard - corona Standard,112.64,93.09,44.68,,4,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,3004,382,284,52,,,,,,Acero,,,,,,,,,,Ultraligero,Estándar,,https://api.mybihr.com/medias/800Wx800H-3024839-1.jpg?context=bWFzdGVyfHJvb3R8MTQxODYxfGltYWdlL2pwZWd8YURkakwyaGhPUzgyTnprNU5qUXdNVEF3T0RZM01DODRNREJYZURnd01FaGZNekF5TkRnek9TMHhMbXB3Wnd8OTU4YWY0MDMwNDQxYTkzN2JhYzdhMGFmZTNkMmNhNWE1YzFlNWU0NjczOTcyMTBjZTUwMTM0Y2IzZTEwNmI5YQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3036986,,,JT DRIVE CHAIN,JT/PBR CHAIN KIT ALU HDS,Kit de cadena JT 520HDS 12/48 Standard - corona ultraligero,92.20,76.20,36.58,,1,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,2465,382,284,52,,,,,,Aluminio,,,,,,,,,,Ultraligero,Estándar,,https://api.mybihr.com/medias/800Wx800H-3036437-1.jpg?context=bWFzdGVyfHJvb3R8MTg3ODIxfGltYWdlL2pwZWd8YURWaEwyaGpNaTgyTnprNU5qUXdNVGM1TlRFd01pODRNREJYZURnd01FaGZNekF6TmpRek55MHhMbXB3Wnd8YzA1ODg0YmJlMzg1MzhjY2M5YWY2ZDAxYWJiMjYxMzBjNmY4MTAwNjkyOGMxMDBlMThhNzI3ZDI2ZTBmMWY5NQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3056778,KC101951,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDS,Kit cadena JT 520HDS (13-50-114),96.88,80.07,38.43,KC101951,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,3093,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3035142,,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R3,Kit de cadena JT 520X1R3 16/47 Standard - corona Standard,120.71,99.76,47.88,,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,3184,382,284,52,,,,,,Acero,,,,,,,,,,Ultraligero,Con goma,,https://api.mybihr.com/medias/800Wx800H-3024839-1.jpg?context=bWFzdGVyfHJvb3R8MTQxODYxfGltYWdlL2pwZWd8YURkakwyaGhPUzgyTnprNU5qUXdNVEF3T0RZM01DODRNREJYZURnd01FaGZNekF5TkRnek9TMHhMbXB3Wnd8OTU4YWY0MDMwNDQxYTkzN2JhYzdhMGFmZTNkMmNhNWE1YzFlNWU0NjczOTcyMTBjZTUwMTM0Y2IzZTEwNmI5YQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3057754,KC102166,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R3,Kit cadena JT 525X1R (15-41-116),138.16,114.18,54.81,KC102166,4,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,3635,361,327,65,,,,,,,,,,,,,,,,,Con goma,,https://api.mybihr.com/medias/3057754-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc5ODk4fGltYWdlL2pwZWd8YUdVekwyaGpaUzh4TlRRMU9UQTVOREV3TWpBME5pOHpNRFUzTnpVMExURmZPREF3VjNnNE1EQkl8NGQ3ODczMzRlNDkzOGVmYjMxMzNiNTZmNDk0MTk2NTRhNGVjM2U1Njk5OTc0N2RlNTQ0ZTFmNzJlYzY0YjFiYg,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3057727,KC102585,,JT DRIVE CHAIN,JT/JT CHAIN KIT ALU X1R3,Kit cadena JT 525X1R (15-45-114),131.68,108.83,52.24,KC102585,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,4523,361,327,65,,,,,,,,,,,,,,,,,Con goma,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3057801,KC347739,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R3,Kit cadena JT 525X1R (15-47-118) Corona reforzada de zinc negro,135.96,112.36,53.93,KC347739,10,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,4503,361,327,65,,,,,,,,,,,,,,,,,Con goma,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3037025,,,JT DRIVE CHAIN,JT/PBR CHAIN KIT STEEL X1R3,Kit de cadena JT 520X1R3 14/42 Standard - corona Standard,105.89,87.51,42.00,,4,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,5641,3004,382,284,52,,,,,,Acero,,,,,,,,,,Estándar,Estándar,,https://api.mybihr.com/medias/800Wx800H-3036437-1.jpg?context=bWFzdGVyfHJvb3R8MTg3ODIxfGltYWdlL2pwZWd8YURWaEwyaGpNaTgyTnprNU5qUXdNVGM1TlRFd01pODRNREJYZURnd01FaGZNekF6TmpRek55MHhMbXB3Wnd8YzA1ODg0YmJlMzg1MzhjY2M5YWY2ZDAxYWJiMjYxMzBjNmY4MTAwNjkyOGMxMDBlMThhNzI3ZDI2ZTBmMWY5NQ,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3057903,KC102736,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL X1R,Kit cadena JT 530X1R (16-45-106),146.01,120.67,57.92,KC102736,1,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,4064,361,327,65,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/3057903-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc5ODk4fGltYWdlL2pwZWd8YURZd0wyZzROUzh4TlRRMU9URXdNVFUzTXpFMU1DOHpNRFUzT1RBekxURmZPREF3VjNnNE1EQkl8MjU2ODVjNTZhY2RlZGRmZWEyMmVhNGI0ZTk2ZDUxNDhiMmRiMjkxZjVkZjE0ODcxNDdlMjBlNjYyN2VjNzRmZg,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
3055750,KC346999,,JT DRIVE CHAIN,JT/JT CHAIN KIT STEEL HDR,Kit cadena JT 420HDR (14-46-100),44.60,36.86,17.69,KC346999,0,,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. CHAIN KIT,,,7673,2162,361,327,65,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/JT_DRIVE_CHAIN-pictures.zip,,Spain Warehouse (Parts)
