PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Color,Diámetro Ø (mm),Especificaciones,Homologación,Número de filtro,Referencias OEM,Versión de filtro,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1000523,18771,HF303C,HIFLOFILTRO,HIFLO OIL FILTER HF303C,Filtro de aceite HIFLOFILTRO cromo - HF303C,16.77,13.86,8.32,824225110449,19,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,388,238,78,71,70,,Cromo,,,,,,Estándar,https://api.mybihr.com/medias/1000523-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE5NTA3fGltYWdlL2pwZWd8YURjMkwyZzFOeTg0T0Rjek5UZ3pORFF6T1RrNEx6RXdNREExTWpNdE1WODRNREJYZURnd01FZ3w1NzhkYmJhNGIwNjVjZGZhODFkZmMzYTM5MWE3YTI5OGIyZjJiMjM1YWFjMWIxODlmNTNjMWU5NzBkMDJjMzVm,,,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000527,18774,HF551,HIFLOFILTRO,HIFLO OIL FILTER HF551,Filtro de aceite HIFLOFILTRO - HF551,11.95,9.88,5.93,824225111255,9,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,592,329,78,79,96,,Negro,,,,,,Estándar,https://api.mybihr.com/medias/1000527-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI2NTA0fGltYWdlL2pwZWd8YURnM0wyZzRNeTg0T1RRMU9EUXhOekF3T0RrMEx6RXdNREExTWpjdE1WODRNREJYZURnd01FZ3w2MDY5N2VjNDk0MTFmZThmYTY2MjY1OTc2Y2ZmNWI3OGEzMDI3M2E3NGEyZTI5NmQ3MjQ2MzNjY2IxYjE1YjE1,https://api.mybihr.com/medias/1000527-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTE0Njh8aW1hZ2UvanBlZ3xhREU1TDJnM1ppODRPVFExT0RReE9EazNOVEF5THpFd01EQTFNamN0TWw4NE1EQlhlRGd3TUVnfGU0ZTQ5N2YzYTQzMDQ1NjJhMGZmYmNiZDhjZWY4YjM1ZTE3ZWY5NDNkNjE5N2IxOGNkNjNhMTZiYzQwYzkwNTU,https://api.mybihr.com/medias/1000527-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTE0Njh8aW1hZ2UvanBlZ3xhRGxrTDJnek1DODRPVFExT0RReU1EazBNVEV3THpFd01EQTFNamN0TTE4NE1EQlhlRGd3TUVnfDEyNDI0MTIxZDVkYTA3M2QzNmUxODJhODI0Y2QxNTY4MmJjM2E3NjRiYjQwOTg3M2FlOTMxZTE3NmVlZWFjNjI,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000529,18776,HF553,HIFLOFILTRO,HIFLO OIL FILTER HF553,Filtro de aceite HIFLOFILTRO - HF553,11.43,9.45,5.67,824225111248,74,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,338,229,67,71,71,,Negro,,,,,,Estándar,https://api.mybihr.com/medias/1000529-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxODgxfGltYWdlL2pwZWd8YURNekwyZzROeTg0T1RBeE1URTRNVFkxTURJeUx6RXdNREExTWprdE1WODRNREJYZURnd01FZ3w0MjkxZjA2MDY5ZDAyYzc4MDhjZjJhODhiYWVlN2FmZWNjZDhlODE5MjRiOWMwMWMzNjYxZjJlMWExMGVmNjY5,https://api.mybihr.com/medias/1000529-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTk1NTZ8aW1hZ2UvanBlZ3xhRFl6TDJnNE1DODRPVEF4TVRFNE16WXhOak13THpFd01EQTFNamt0TWw4NE1EQlhlRGd3TUVnfGI3ZWJiN2U1ZjVjZDBjNzRjMTU3YTkyMDlmOTRjZGZiNGY1ZWJiZDNiZWI2OGY5OGQ4M2NiMDJlZWIzZWI1NzE,https://api.mybihr.com/medias/1000529-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTk1NTZ8aW1hZ2UvanBlZ3xhR0UxTDJnM09TODRPVEF4TVRFNE5UVTRNak00THpFd01EQTFNamt0TTE4NE1EQlhlRGd3TUVnfDNmNmRiMmY3NDhlZTcwZGNhYTM5OGQ3NDc5Nzc4OTM5NjYxNmM2OGJjZjhhMmEzMDkxYzBmMTNkNTExM2ZiOTQ,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000530,18777,HF554,HIFLOFILTRO,HIFLO OIL FILTER HF554,Filtro de aceite HIFLOFILTRO - HF554,11.43,9.45,5.67,8242251112312,0,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,338,218,67,71,71,,Negro,,,,,,Estándar,https://api.mybihr.com/medias/1000530-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMyMjQ3fGltYWdlL2pwZWd8YURnd0wyZzJNeTg0T0RVek9USTJPRE00TXpBeUx6RXdNREExTXpBdE1WODRNREJYZURnd01FZ3wwMDZkMmNhM2U2MWQ2ZmI1ZTYyOGY4YTgzNDM0YzlmZGNhODdhMGFhMDRhMzE3MDcwYWQzMmNmNDFmOTZjZDM0,https://api.mybihr.com/medias/1000530-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTkzMzB8aW1hZ2UvanBlZ3xhR05qTDJoaU9DODRPRFV6T1RJM01qTXhOVEU0THpFd01EQTFNekF0TWw4NE1EQlhlRGd3TUVnfDMyNmQ5ZjAzMGI4ZmRhNTY4MDM4ODM4MzQ4YTdjMjVhMTlmYzNlYTA2NDQ2NDY2ODU2MzE1NDk5MDEzNWRkZDc,https://api.mybihr.com/medias/1000530-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTkzMzB8aW1hZ2UvanBlZ3xhRFZoTDJoak5pODRPRFV6T1RJM05qSTBOek0wTHpFd01EQTFNekF0TTE4NE1EQlhlRGd3TUVnfGMxYjU5OGQ4YzU4ZDk4ZjRkYmE1NWNjY2YxMzVkNmIwYjRmZTRlY2JkM2YyYTkzNjcxNTFmOGEzMmJmYzExYzQ,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000536,18784,HF563,HIFLOFILTRO,HIFLO OIL FILTER HF563,Filtro de aceite HIFLOFILTRO - HF563,8.26,6.83,4.10,8242251113784,368,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,115,52,46,47,53,,,,,,,,Estándar,https://api.mybihr.com/medias/1000536-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ0MTQ5fGltYWdlL2pwZWd8YURGakwyZzBaUzg0T1RBNE5UY3pOREE1TXpFd0x6RXdNREExTXpZdE1WODRNREJYZURnd01FZ3xiZTYwN2I4NDdjOGNiNjAyMWNlMTYxZTJhMmQ3YWJiNmI3NDFiMTcwZTY5NThlMDU2NDI5NTY4NjViNzY1NGRm,https://api.mybihr.com/medias/1000536-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjUyOTd8aW1hZ2UvanBlZ3xhR1ZpTDJnMU5DODRPVEE0TlRjek5qQTFPVEU0THpFd01EQTFNell0TWw4NE1EQlhlRGd3TUVnfDdiMzUxYWJhMzU3NDU0ZWQ3MGQzNDVlYzJiYzgyNzMyNzRiZDc3NmY2YjZhZTBlMThjMzE4MzMyMDAzNzdlMWQ,https://api.mybihr.com/medias/1000536-3-800Wx800H?context=bWFzdGVyfHJvb3R8NjUyOTd8aW1hZ2UvanBlZ3xhR0pqTDJnMVlpODRPVEE0TlRjek9EQXlOVEkyTHpFd01EQTFNell0TTE4NE1EQlhlRGd3TUVnfGMxMjY5MTE4NjRlYzFlZjZiNDExNDRhYWY1Y2ZkOTM0YjhjMzFkN2JiMGFiMTAwMmRiOGQwNTY2MmFiNTM4YjI,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000545,18792,HF631,HIFLOFILTRO,HIFLO OIL FILTER HF631,Filtro de aceite HIFLOFILTRO - HF631,8.31,6.87,4.12,8242251115214,171,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,219,34,124,42,42,,,,,,,,Estándar,https://api.mybihr.com/medias/1000545-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU2NTV8aW1hZ2UvanBlZ3xhR1JrTDJoak5TODRPVEE0TkRFNU5UWXpOVFV3THpFd01EQTFORFV0TVY4NE1EQlhlRGd3TUVnfGNhNGMwNGY0MDRjOTZhZmU0N2VmMTUyNjgzODQ4NTE1OWFkNTA4MTNkYzdjMzJiOGU4MTM4NDQ3MWQwYjgxNTM,https://api.mybihr.com/medias/1000545-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjI1ODB8aW1hZ2UvanBlZ3xhR0ZrTDJoall5ODRPVEE0TkRFNU56WXdNVFU0THpFd01EQTFORFV0TWw4NE1EQlhlRGd3TUVnfDU0NDZmZTM5NjVjYmI0NjFhNmIyZGE4NDJjMWMwYjg4OWEzNWUwMWJiNGZhODljODdiZWZlODc3MjY2NjU4MGM,https://api.mybihr.com/medias/1000545-3-800Wx800H?context=bWFzdGVyfHJvb3R8NjI1ODB8aW1hZ2UvanBlZ3xhRFpoTDJoa015ODRPVEE0TkRFNU9UVTJOelkyTHpFd01EQTFORFV0TTE4NE1EQlhlRGd3TUVnfDczOTZiOTY4ODA5YzBmZjA1NWVjOTUzYTAxMjU2Y2U0Nzg4MjE1YTRiMzJkYzU0MGMyOGI3OTMyY2ZiNjNkMTI,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000548,18794,HF652,HIFLOFILTRO,HIFLO OIL FILTER HF652,Filtro de aceite HIFLOFILTRO - HF652,6.90,5.70,3.42,824225100761,1541,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,212,38,90,50,47,,,,,,,,Estándar,https://api.mybihr.com/medias/1000548-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAzNzU0fGltYWdlL2pwZWd8YURreUwyaGtPUzg0T1RZNE5qY3dNREU1TmpFMEx6RXdNREExTkRndE1WODRNREJYZURnd01FZ3w3NmFmMWVjNDEwMzQ5MzUzNjcyNjg1YTFhNjZiZWZjOTRlODgwNjRmZDQ5NTU5MDg2MGYwY2RhMDA1NWFkODJh,https://api.mybihr.com/medias/1000548-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTY4NzF8aW1hZ2UvanBlZ3xhR015TDJoa01pODRPVFk0Tmpjd01qRTJNakl5THpFd01EQTFORGd0TWw4NE1EQlhlRGd3TUVnfGVlOWY1OTE4MzRhYWE3OGU4YjI5MmViNmEzMmMzOTViMTdhZjAyNzc1N2EwMDgzMWE2OTEyZDg5NjU4NTBkZDU,https://api.mybihr.com/medias/1000548-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTY4NzF8aW1hZ2UvanBlZ3xhR1l5TDJoallpODRPVFk0Tmpjd05ERXlPRE13THpFd01EQTFORGd0TTE4NE1EQlhlRGd3TUVnfGU2OWNmZWQ4MmQwYmU1MmJlMTdhOWMxMmUxMjdjYmExNGFjMGRmNDMxODUzYTRjMzU2NWQzN2ZkNmY3YWNlZDQ,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000549,18795,HF655,HIFLOFILTRO,HIFLO OIL FILTER HF655,Filtro de aceite HIFLOFILTRO - HF655,7.26,6.00,3.60,8242251113234,118,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,269,50,88,45,68,,,,,,,,Estándar,https://api.mybihr.com/medias/1000549-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA1NDYwfGltYWdlL2pwZWd8YUdJMUwyaGhPQzg0T1RRNU1ERXhNVFV5T1RJMkx6RXdNREExTkRrdE1WODRNREJYZURnd01FZ3w3NTQxZTVmMDdkMTA4ZWUwYzRlZDllYTljNmU2MjgwNGVhNmM2YzE3YmQ0NDdkZGQ3ZDA4MDFmYzRkMjU5ZjA4,https://api.mybihr.com/medias/1000549-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjIxNjF8aW1hZ2UvanBlZ3xhR1kzTDJoaE1TODRPVFE1TURFeE16UTVOVE0wTHpFd01EQTFORGt0TWw4NE1EQlhlRGd3TUVnfDAwZGJkYjcwMmE0ZWFjYjAyZDkxNDAxOGIwYzQ1ZTg5ODY5N2Y3N2NhNjg0ZDc3OTJiNjdmOGMxYWMzNTg3NjM,https://api.mybihr.com/medias/1000549-3-800Wx800H?context=bWFzdGVyfHJvb3R8NjIxNjF8aW1hZ2UvanBlZ3xhREkzTDJnNVlpODRPVFE1TURFeE5UUTJNVFF5THpFd01EQTFORGt0TTE4NE1EQlhlRGd3TUVnfGMxNzRjMTg2M2E5OTcyZTZlM2M2YTE2MTU5MDIwY2EwM2Q0MzI3OTZkM2I0NDA0NzRhODVlMGYwOGE5M2FkMWU,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000550,18797,HF681,HIFLOFILTRO,HIFLO OIL FILTER HF681,Filtro de aceite HIFLOFILTRO - HF681,6.72,5.55,3.33,8242251113166,96,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,226,73,63,63,57,,,,,,,,Estándar,https://api.mybihr.com/medias/1000550-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQyMjYwfGltYWdlL2pwZWd8YURoakwyZ3pZUzg0T1RJMk9EQXhNell5T1RjMEx6RXdNREExTlRBdE1WODRNREJYZURnd01FZ3wyNzczNDU3NTIxYTYxNzk0MjRkYzZiYjM2YWIyYzZjODIxZjQ4NjgwYTNhZTFjZjBmZjU4ZWQyM2Q3Mzk5NDQx,https://api.mybihr.com/medias/1000550-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTM3NzF8aW1hZ2UvanBlZ3xhR05tTDJnek15ODRPVEkyT0RBeE5UVTVOVGd5THpFd01EQTFOVEF0TWw4NE1EQlhlRGd3TUVnfDljNmJjY2Q3N2Y3MzQ2YmQ2MDE5NjUzOTVjZTFjZWFiYzJmM2MxNjgxOGYzZjhhNDlhOWE2YWIzMTk2ZTVlZTI,https://api.mybihr.com/medias/1000550-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTM3NzF8aW1hZ2UvanBlZ3xhR1psTDJneVl5ODRPVEkyT0RBeE56VTJNVGt3THpFd01EQTFOVEF0TTE4NE1EQlhlRGd3TUVnfGFkMDUyZWY4MDExMzNiMGRlZWM3NDMyNWZjYjE1NmIzMmVhNTcyM2E3ZDcwMmM2MzkwYzIxNDYzNGM2NDNkYTg,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000554,18799,HF951,HIFLOFILTRO,HIFLO OIL FILTER HF951,Filtro de aceite HIFLOFILTRO - HF951,8.52,7.04,4.22,824225100808,32,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,378,220,71,73,73,,Negro,,,,,,Estándar,https://api.mybihr.com/medias/1000554-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQyMDE1fGltYWdlL2pwZWd8YURKakwyaG1ZeTg0T1RVeU56SXpPRFkxTmpNd0x6RXdNREExTlRRdE1WODRNREJYZURnd01FZ3xiMThmMTQ4YzU3MGRiMWM1MzA4MmQyMjg1Y2VkODZiNTk2NTFmNDNkNGQ4OGIxOWZmNDgxNDI0NDk2ZjBiZWZk,https://api.mybihr.com/medias/1000554-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjAwNTR8aW1hZ2UvanBlZ3xhRFUzTDJoaU5TODRPVFV5TnpJME1EWXlNak00THpFd01EQTFOVFF0TWw4NE1EQlhlRGd3TUVnfGY3MDQxMzQ3NmU3OTM0NjJiZWMwNTk4NWFiM2E5ZDVkNWVlZGIyYzg1ZmFmNTE0MjQ0MWI5MzczYmY3ZDhlZDE,https://api.mybihr.com/medias/1000554-3-800Wx800H?context=bWFzdGVyfHJvb3R8NjAwNTR8aW1hZ2UvanBlZ3xhRFpsTDJnMU1pODRPVFV5TnpnNU56azBPRFEyTHpFd01EQTFOVFF0TTE4NE1EQlhlRGd3TUVnfDE5ZjBhMDlmMGYxNDZlNzU3Y2EzMDJkYjE5NmQ4MjUyYzExYTQ3ZWQwODcyNTA5ZTE1MmNiOTZmNmYwM2IzODc,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000558,18802,HF975,HIFLOFILTRO,HIFLO OIL FILTER HF975,Filtro de aceite HIFLOFILTRO - HF975,8.52,7.04,4.22,824225111422,34,8421391500,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,438,236,77,78,73,,Negro,,,,,,Estándar,https://api.mybihr.com/medias/1000558-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI2ODIxfGltYWdlL2pwZWd8YUdabEwyZ3pOaTg0T1RRNU1EVXdORGMwTlRJMkx6RXdNREExTlRndE1WODRNREJYZURnd01FZ3w4N2FiNGYwZmI0ZTVjZTU3N2IyOWI3NDJkNjFiMjU3MTk3ZGI4MDU5MGExMWQ5Y2E0YTBjZGFlZDQ5MTBiN2I2,https://api.mybihr.com/medias/1000558-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjAwNzd8aW1hZ2UvanBlZ3xhR05tTDJnelpDODRPVFE1TURVd05qY3hNVE0wTHpFd01EQTFOVGd0TWw4NE1EQlhlRGd3TUVnfGRkMjRkMTE2M2MxMTY4ZGI5MzI4MThmYzc5MTA5NWNkOTU1OTg3NTVjMjE2ZjExNmEyOWJkZDE5MzY4YzczOGY,https://api.mybihr.com/medias/1000558-3-800Wx800H?context=bWFzdGVyfHJvb3R8NjAwNzd8aW1hZ2UvanBlZ3xhRGhqTDJnME5DODRPVFE1TURVd09EWTNOelF5THpFd01EQTFOVGd0TTE4NE1EQlhlRGd3TUVnfDRkYTAwYWE1NDUwYWJiMjdkYTVlMWYzYmRmNGJiYTdmNWE4YmM4ZTEwYTRjZTc5ZTEzMjNjYjM5OWMzZjRlYmY,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
1000462,18717,HF129,HIFLOFILTRO,HIFLO OIL FILTER HF129,Filtro de aceite HIFLOFILTRO - HF129,11.11,9.18,5.51,824225110555,12,8421230090,0,1,"<ul>
 <li>
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 </li>
 <li>
  The filters are composed of paper pulp, fiber and resin
 </li>
 <li>
  Processed to obtain the thickness and density to provide optimal filtering
 </li>
</ul>","
 
  Contributing to the longevity of motors, filters HIFLOFILTRO are recognized for the choice of materials and build quality filter elements.
 
 
  The filters are composed of paper pulp, fiber and resin
 
 
  Processed to obtain the thickness and density to provide optimal filtering
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. OIL FILTER,427,245,75,78,73,,Negro,,,,,,Estándar,https://api.mybihr.com/medias/1000462-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM0NzY4fGltYWdlL2pwZWd8YURFM0wyZ3dNeTg0T1RRMU56Z3lOekU0TkRrMEx6RXdNREEwTmpJdE1WODRNREJYZURnd01FZ3w3OWU3NTAyODQ4ZGUyYzIyOTA1NDFjNDM3ZTU3NDY0NmUyYzAyOWU2ZDgzN2EyNjdjN2ZjNWUzN2JhOTk1Yzlj,https://api.mybihr.com/medias/1000462-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTc5NzV8aW1hZ2UvanBlZ3xhR0k1TDJnd015ODRPVFExTnpneU9URTFNVEF5THpFd01EQTBOakl0TWw4NE1EQlhlRGd3TUVnfDUyYTYzN2M3ZmM4YzZiN2QxNjM3YjQ3OWY0NDljNTA2M2Q5NTBiNTg2ODkyMjdjMzI5NzZkZGE2NzNhOTBlNmE,https://api.mybihr.com/medias/1000462-3-800Wx800H?context=bWFzdGVyfHJvb3R8OTczMDZ8aW1hZ2UvanBlZ3xhRE0xTDJnMU1pODRPVFExTnpnek1URXhOekV3THpFd01EQTBOakl0TTE4NE1EQlhlRGd3TUVnfDZmNDAyOTEzZjk4NWNlMjRiOGI2MWVjZjcxOGI0MTZkMTM4MTJhNTRkOGYyYjM5YjRmMmZkZmUyYmUxN2Y1NTI,,https://static.bihr.pro/eBihr/Pictures/HIFLOFILTRO-pictures.zip,Spain Warehouse (Parts)
