PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,DeliveryPlant
1078867,38013,230-58159,ARROWHEAD,ARROW REGULATOR,Regulador de corriente Arrowhead AKY6005,136.04,112.43,61.84,AKY6005,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1317,100,246,105,51,,https://api.mybihr.com/medias/1078867-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA2MTF8aW1hZ2UvanBlZ3xhRFE0TDJnek5DOHhOVFF5TnpNMk1qY3hOemN5Tmk4eE1EYzRPRFkzTFRGZk9EQXdWM2c0TURCSXwxNDg4ODlhODJjMWQwOTk2Mzg2N2E1YTgzOWQzOGZiMzNhN2E3NzNjMGRhZDFkMmE1MTI2MzZkNGE3NDNiYjNh,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078892,37920,410-54150,ARROWHEAD,ARROW STARTER,Motor de arranque Arrowhead SMU0372,194.18,160.48,88.26,SMU0372,2,8409910090,0,1,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1884,100,108,178,98,,https://api.mybihr.com/medias/1078892-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDcwNTV8aW1hZ2UvanBlZ3xhRGxqTDJoaE1pOHhOVFF5TnpNM01qazBNVE0wTWk4eE1EYzRPRGt5TFRGZk9EQXdWM2c0TURCSXxlNTQwNjBkOGE1YWJiMzIwOTNiZTBjYjg1ZDc3MWU1MWVkNDYzMzZmNTgyYTQ1YTlhODE4NWUxMTg5ZDdiNzMy,https://api.mybihr.com/medias/1078892-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzUxNzl8aW1hZ2UvanBlZ3xhR1ExTDJobU55OHhOVFF5TnpNM016TXpORFUxT0M4eE1EYzRPRGt5TFRKZk9EQXdWM2c0TURCSXw1NzNmMGEyNWFlMzkwMjAyMzlmZGY3MmJhZGFhMmE1MmE0MmU5NDFkMjg0MjU1OTQ4Nzg1YzgxMTUxYjc4ZTYw,https://api.mybihr.com/medias/1078892-3-800Wx800H?context=bWFzdGVyfHJvb3R8NDcwNDd8aW1hZ2UvanBlZ3xhRGxrTDJobVlTOHhOVFF5TnpNM016Y3lOemMzTkM4eE1EYzRPRGt5TFROZk9EQXdWM2c0TURCSXxhNmU2ZGE3Y2JlMzZlYjM0ODA2YmM5NjIzNzUzNzNlOWU4MGI5NmFkYzI3OTllZTIyYzg3N2E3ZWE2ZTNiNjIz,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078894,37937,410-52299,ARROWHEAD,ARROW STARTER,Motor de arranque Arrowhead SND0667,259.45,214.42,117.93,10-SND0667,1,8409910090,0,1,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1899,100,106,181,99,,https://api.mybihr.com/medias/1078894-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk1MjR8aW1hZ2UvanBlZ3xhR1ZoTDJnek5DOHhOVFF5TnpNM05UTXdNRFl6T0M4eE1EYzRPRGswTFRGZk9EQXdWM2c0TURCSXxhNzJmMzVlZDljZmUyOTMwZTIzNGY1ZGYyODZjZWI1OGUzY2I2ZjE5NDJkY2U5MzhiNzMwZWM4N2IwYjJjMWZi,https://api.mybihr.com/medias/1078894-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg3NTF8aW1hZ2UvanBlZ3xhR0ZqTDJneU9TOHhOVFF5TnpNM05UWTVNemcxTkM4eE1EYzRPRGswTFRKZk9EQXdWM2c0TURCSXw2YWQxZGYyZDhlZjkxM2Q4NGM4NzNjMjEwZjc0NTE1MjZmZDA2YTY0OTY4NTMxOWY0NTBmNGUwN2Q5YWMwYWI1,https://api.mybihr.com/medias/1078894-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzcxNDF8aW1hZ2UvanBlZ3xhRGhqTDJneVlpOHhOVFF5TnpNM05qQTROekEzTUM4eE1EYzRPRGswTFROZk9EQXdWM2c0TURCSXwxNTg2OWIyMzY4YjU5ZDczODY5NjI0MTFiMTU4ZmFjNjUxZjNhMzlmZGRmMDI5YjY5YzlkYjc1NjViZmNiMTBm,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078889,37932,410-52300,ARROWHEAD,ARROW STARTER,Motor de arranque Arrowhead SMU0144,150.08,124.03,68.22,410-52300,2,8409910090,0,1,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1946,100,106,180,102,,https://api.mybihr.com/medias/1078889-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU1MzR8aW1hZ2UvanBlZ3xhRGswTDJneU5DOHhOVFF5TnpNM01UTTJPRFEzT0M4eE1EYzRPRGc1TFRGZk9EQXdWM2c0TURCSXxkMzdiMmM4M2YzMGZhMjcxNGRlMDQ5MzdkZTBmY2RiZDk2ZDY0NTM4NjYzMzUzNDA3ZDYzMmQxZTZhYjdkYWVj,https://api.mybihr.com/medias/1078889-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTU5MjF8aW1hZ2UvanBlZ3xhRE0wTDJnek1pOHhOVFF5TnpNM01UYzJNVFk1TkM4eE1EYzRPRGc1TFRKZk9EQXdWM2c0TURCSXwzODc5YzgxNGQzNTU4ZmM1MTFkNTUyNDM2MDg1NWQ1YjQ5MGI1YmY0ZWExNDQ4ODM0YzEwY2FiMzIyMTlmMTEw,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078896,37933,DEN-128080-8630,ARROWHEAD,ARROW STARTER,Motor de arranque Arrowhead SND0744,612.96,506.58,278.62,SND0744,5,8409910090,0,1,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,2483,100,127,181,108,,https://api.mybihr.com/medias/1078896-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDg2NjZ8aW1hZ2UvanBlZ3xhR0poTDJnME5pOHhOVFF5TnpNM05qZzNNelV3TWk4eE1EYzRPRGsyTFRGZk9EQXdWM2c0TURCSXxiMWQ3MDFjYjQyNTVlYjcyNmE0ZDdlNjVhODUxNTAxNGFkNGE0NTRhZWJlYzZhOWQ4YmQzZjc4MzcyNGQ4ZDk1,https://api.mybihr.com/medias/1078896-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxNjl8aW1hZ2UvanBlZ3xhR1l6TDJnNVlpOHhOVFF5TnpNM056STJOamN4T0M4eE1EYzRPRGsyTFRKZk9EQXdWM2c0TURCSXxkMWM4MDJkMmM2ZjUzNDI5NTQzOGUxODhlYzU5ZjQ5ZmYwYjJmYzljNTIwMDRhMTk2ZDk5NTMyYmJhNjlmMjBj,https://api.mybihr.com/medias/1078896-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTIzNjN8aW1hZ2UvanBlZ3xhRGd4TDJoaE9TOHhOVFF5TnpNM056WTFPVGt6TkM4eE1EYzRPRGsyTFROZk9EQXdWM2c0TURCSXw5M2IzYWIwY2M4OGJmYTc1MjA0MTA5YjIwODc2M2ZjNDMxZjJlYzcyMjYwOWU4YjRmNTI0OGRlZTY1NTk0M2Q1,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078886,37925,410-58045,ARROWHEAD,ARROW STARTER,Motor de arranque Arrowhead SCH0051,158.89,131.31,72.22,10-SCH0051,43,8409910090,0,1,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1624,100,94,216,80,,https://api.mybihr.com/medias/1078886-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAxODZ8aW1hZ2UvanBlZ3xhR1F5TDJnMFlpOHhOVFF5TnpNM01ERTRPRGd6TUM4eE1EYzRPRGcyTFRGZk9EQXdWM2c0TURCSXxkOTRmMmIxODQxNjVlZTIxOGZhZWI5NjRiYzBjYTdmZmE1YzM2MzViNDE4MGI5MDRmYTlkNDk5MzRlZjgxYTc0,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078887,37935,410-22012,ARROWHEAD,ARROW STARTER,Motor de arranque Arrowhead SHD0001,208.68,172.46,94.85,410-22012,2,8409910090,0,1,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,4845,100,142,229,149,,https://api.mybihr.com/medias/1078887-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjcyNjV8aW1hZ2UvanBlZ3xhRE14TDJnelpTOHhOVFF5TnpNM01EVTRNakEwTmk4eE1EYzRPRGczTFRGZk9EQXdWM2c0TURCSXwyMTZmYTg1ZWE0MzA3NGFkZDY2MzQ2YmQyNzI1NDM1YTk5MTc1Y2RhMGIyODg1Zjc0YTdhODliZjJhZGI3NGFi,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078865,38010,230-58098,ARROWHEAD,ARROW REGULATOR,Regulador de corriente Arrowhead AHA6079,83.05,68.64,37.75,ÂHA6079,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,815,100,109,136,55,,https://api.mybihr.com/medias/1078865-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU0ODZ8aW1hZ2UvanBlZ3xhREJsTDJnNU55OHhOVFF5TnpNMk1Ua3pNVEk1TkM4eE1EYzRPRFkxTFRGZk9EQXdWM2c0TURCSXw4NjdjMGVmYWZlOGU3ZGQyOTFlZmMxMWQ2ZWM5OWJkNjliOWExYWEyYTA4NzUyZWYxMzA0OGU2MjBhNDRkOWM5,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078873,37918,SMU9128,ARROWHEAD,ARROW REPAIR KIT STARTER,Porta escobillas Arrowhead SMU9128,73.64,60.86,33.47,SMU9128,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,288,100,85,226,15,,https://api.mybihr.com/medias/1078873-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzU3NzR8aW1hZ2UvanBlZ3xhR1V4TDJobU1TOHhOVFF5TnpNMk5UQTNOekF5TWk4eE1EYzRPRGN6TFRGZk9EQXdWM2c0TURCSXwxMGQ3YTkyZGNlNDY0NGZiMTRhZGRmZDRjN2JlNzU3OTY2ZDRkZWFjMGQ3OTJlYTdkMmI1Zjk5YzJlOTMwNmRm,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078880,37917,414-52025,ARROWHEAD,ARROW REPAIR KIT STARTER,Porta escobillas Arrowhead SND9132,122.19,100.98,55.54,SND9132,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,591,100,84,227,31,,https://api.mybihr.com/medias/1078880-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTE1Nzl8aW1hZ2UvanBlZ3xhR015TDJneFppOHhOVFF5TnpNMk56Z3lPVFV6TkM4eE1EYzRPRGd3TFRGZk9EQXdWM2c0TURCSXw1MmNhYjk2ZWNiNWM1N2E2ZTM3MDFhODdmYWNmMmRjNzM3MGU0ZWVkZWFiMWMyNjVlOTljZDdiYzMwOWQ5YWFl,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1078877,37907,414-54068,ARROWHEAD,ARROW REPAIR KIT STARTER,Porta escobillas Arrowhead SMU9175,75.71,62.57,34.41,10-414-54068,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,425,100,90,225,21,,https://api.mybihr.com/medias/1078877-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjYyNjN8aW1hZ2UvanBlZ3xhREk1TDJnNU1DOHhOVFF5TnpNMk5qWTBPVGc0Tmk4eE1EYzRPRGMzTFRGZk9EQXdWM2c0TURCSXw0YzVmMTIzMTFmMjNkYjE4YTY0NjJiNWM3YzNlNzgxYjdkZjljMDQ0OTQ1NDUxNTQyZmExM2RlMmNiOWJkMTNi,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1125488,,410-54191,ARROWHEAD,ARROW STARTER,Motor de arranque ARROWHEAD - Kawasaki,263.15,217.48,119.61,410-54191,2,8511900090,0,1,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,2783,1436,250,106,105,,https://api.mybihr.com/medias/800Wx800H-1125488-1.jpg?context=bWFzdGVyfHJvb3R8NjI5MDR8aW1hZ2UvanBlZ3xhRGsyTDJoak9DODRNalk1TmpVeE5qUXdNekl6TUM4NE1EQlhlRGd3TUVoZk1URXlOVFE0T0MweExtcHdad3wwNTI2NjU1MWY0ZmI4MmZkMjA1NTY5NzYyYmVjNmZiNzJiZTRkYzdiYjMyMmI5NDI2ZGNmMjMwNTRjY2FiMTky,https://api.mybihr.com/medias/800Wx800H-1125488-2.jpg?context=bWFzdGVyfHJvb3R8NjE2Mzh8aW1hZ2UvanBlZ3xhR1EwTDJoa015ODRNalk1TmpVeE5qYzVOalEwTmk4NE1EQlhlRGd3TUVoZk1URXlOVFE0T0MweUxtcHdad3wxMjkyOTNiMDk0YzZkMjE4ZWE1YjNlMjJjYTg0YmNiZjQ4OTRiYzliODc4ZGIzMmMyMzhlODU1ZWQ1Y2NkN2U1,https://api.mybihr.com/medias/800Wx800H-1125488-3.jpg?context=bWFzdGVyfHJvb3R8NjE3OTR8aW1hZ2UvanBlZ3xhR1l5TDJoa05pODRNalk1TmpVeE56RTRPVFkyTWk4NE1EQlhlRGd3TUVoZk1URXlOVFE0T0MwekxtcHdad3wzNTZmMWEyMTk2NGE3ZTFhZDVmMjNhNjYzMWFiMTU3ODJkZTgxZTM5MGU3ZjVmY2EwZmFmOTc1YTcwYjc4NTQz,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1125489,,410-54195,ARROWHEAD,ARROW STARTER,Motor de arranque ARROWHEAD SMU0205 - Suzuki,269.65,222.85,122.57,410-54195,12,8511900090,0,1,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,2771,1436,249,106,105,,https://api.mybihr.com/medias/800Wx800H-1125489-1.JPG?context=bWFzdGVyfHJvb3R8MTE0MjI5fGltYWdlL2pwZWd8YURVeUwyaGpPUzg0TWpZNU5qVXhOelU0TWpnM09DODRNREJYZURnd01FaGZNVEV5TlRRNE9TMHhMa3BRUnd8MWUzOTM4ZGQ5ZDU1NmE1OTU1ZTIzNjRkMmU0Y2U1MmUzZWI0NzVkZjlmZDg5MGZhYjEyMmI3NDhiNDgyOGI3NA,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1125490,,410-54020,ARROWHEAD,ARROW STARTER,Motor de arranque ARROWHEAD - Polaris,109.99,90.90,50.00,410-54020,4,8511900090,0,1,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,3048,1585,243,113,111,,https://api.mybihr.com/medias/800Wx800H-1125490-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMjN8aW1hZ2UvanBlZ3xhREUwTDJneE9TODRNalk1TmpVeU1qRXdORGcyTWk4NE1EQlhlRGd3TUVoZk1URXlOVFE1TUMweExtcHdad3xlMTc2ODFmYjRjZmUwYjJhNzcxYTUxNzU2ZDUxZjYzMGY2YzFlOThkZjUxYWY4MTIwM2ExMjU1ZTVhYjA1OGI0,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1129162,,414-54009,ARROWHEAD,ARROW REPAIR KIT STARTER,Porta escobillas ARROWHEAD - SMU9115,25.54,21.11,11.61,SMU9115,9,8714109090,0,1,"<p>Reconditioning kit for adaptable starters, a reliable alternative to original equipment.</p>","
Reconditioning kit for adaptable starters, a reliable alternative to original equipment.",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,250,104,86,83,35,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1129562,,410-54278,ARROWHEAD,ARROW STARTER,Motor de arranque ARROWHEAD,239.60,198.02,108.91,410-54278,0,8714109090,0,0,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1584,1368,189,101,83,,https://api.mybihr.com/medias/800Wx800H-1129562-1.jpg?context=bWFzdGVyfHJvb3R8NjkxOTR8aW1hZ2UvanBlZ3xhR1U1TDJobFpTODJPVGM0TVRBM01qTTNPVGt6TkM4NE1EQlhlRGd3TUVoZk1URXlPVFUyTWkweExtcHdad3xhMmM4ODBkYTc4NTQyM2EzNmE4ZjYwNGNlMmNiOTI3OWYxYmYwYTI0MDkwMjc4ZmI2NTFjMTc4YTgxMjQzYTQ0,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1129555,,410-52438,ARROWHEAD,ARROW STARTER,Motor de arranque ARROWHEAD,262.00,216.53,119.09,410-52438,6,8714109090,0,0,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,2921,1906,212,123,112,,https://api.mybihr.com/medias/800Wx800H-1129555-1.jpg?context=bWFzdGVyfHJvb3R8NjM5OTB8aW1hZ2UvanBlZ3xhR0ZpTDJnek1pODJPVGM0TVRBM01EQXlNRFl6T0M4NE1EQlhlRGd3TUVoZk1URXlPVFUxTlMweExtcHdad3w1OWU5NzVmNzM2ODZmYzgyNjI4ZmQ3YzQ5YjQ2MmRmZGRiZjRiMjBkMzVlNGI2MjBjMTYyNWVlYWJmOTRjNTI1,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1129558,,410-52465,ARROWHEAD,ARROW STARTER,Motor de arranque ARROWHEAD,126.77,104.77,57.62,410-52465,1,8714109090,0,0,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1171,1012,165,91,78,,https://api.mybihr.com/medias/800Wx800H-1129558-1.jpg?context=bWFzdGVyfHJvb3R8Njk0MTB8aW1hZ2UvanBlZ3xhR00yTDJnMFpDODJPVGM0TVRBM01EZ3dOekEzTUM4NE1EQlhlRGd3TUVoZk1URXlPVFUxT0MweExtcHdad3xmMTI4YjdiZmQ5MDlhYTc0Y2NhYmUwMGQ1MDM5OWIwOTBiMmRmOWFjNzVkMDEyMTcwMjFjNGMzOTE4MWFlZTYw,,,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
1129557,,410-54257,ARROWHEAD,ARROW STARTER,Motor de arranque ARROWHEAD,202.99,167.76,92.27,410-54257,9,8714109090,0,0,"<p>Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al&nbsp;recambio original del fabricante</p>
<ul>
<li>motor de arranque tipo&nbsp;OEM</li>
<li>Sustituci&oacute;n directa del componente da&ntilde;ado</li>
</ul>","
Los motores de arranque adaptables ARROWHEAD son una alternativa fiable al recambio original del fabricante

motor de arranque tipo OEM
Sustitución directa del componente dañado
",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. AUX COMPONENT,1737,1222,182,115,83,,https://api.mybihr.com/medias/800Wx800H-1129557-1.jpg?context=bWFzdGVyfHJvb3R8Mzc3OTYzfGltYWdlL2pwZWd8YURObUwyZ3laaTgyT1RnMU16TTJNamc0TURVME1pODRNREJYZURnd01FaGZNVEV5T1RVMU55MHhMbXB3Wnd8YTM4Mzg3ZGQyYmY0MGViODg1MmMwZjViMGZmNDkwZDVjNWZmMjU0NTE0YzEyNjcxNzEwNGIzMmNkZjllYjkzZg,https://api.mybihr.com/medias/800Wx800H-1129557-2.jpg?context=bWFzdGVyfHJvb3R8MjQ3MzYyfGltYWdlL2pwZWd8YUdJNUwyZzRNQzgyT1RnMU16TTJNekUwTWpZNE5pODRNREJYZURnd01FaGZNVEV5T1RVMU55MHlMbXB3Wnd8YjY2NDZmOTNkZWUwMzJmMzY4YWNiODBjOTgwMWIyOTE3MTkwZjRmYjgyNWZmMTQ0NGYyNmU4YjQ2ZDc5OTFlMg,https://api.mybihr.com/medias/800Wx800H-1129557-3.jpg?context=bWFzdGVyfHJvb3R8Mzc1MDMwfGltYWdlL2pwZWd8YURRM0wyZzRaUzgyT1RnMU16TTJNelV6TlRrd01pODRNREJYZURnd01FaGZNVEV5T1RVMU55MHpMbXB3Wnd8MDIwZjEzOWUzM2M0ZTJkMmMwN2YxZjEzYWVhYzhmYzBlZDMyZGZmY2Y4NjViMzljN2UyNTM5YzA4ZTdhZDg4ZA,,,,,https://static.bihr.pro/eBihr/Pictures/ARROWHEAD-pictures.zip,Spain Warehouse (Parts)
