PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Compuesto de neumático,Diámetro de la llanta,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Tierra,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,DeliveryPlant
9000904,5761868800,1868800,PIRELLI,PIREL TIRE ANGEL ST 160/60ZR17,Neumático PIRELLI ANGEL ST 160/60 ZR 17 M/C (69W) TL,177.87,147.00,98.49,8019227186888,20,4011400000,0,1,"<p>NEUMÁTICOS ADAPTADOS A ENTORNOS URBANOS, DEPORTIVOS O DE VIAJE, PARA SATISFACER LAS NECESIDADES DE LOS PILOTOS SPORT TOURING.</p><p>• Un compuesto de nueva generación con alto contenido en sílice, destinado al uso en motocicletas Sport Touring, dotado de un agarre excelente en seco y de la máxima seguridad también en mojado y a bajas temperaturas.<br>• Su innovador diseño de banda de rodadura combina un gran rendimiento kilométrico con un aspecto moderno y atractivo. Su nuevo perfil frontal y trasero ha sido diseñado para motos Sport Touring de última generación.<br>• Excelente kilometraje y rendimiento constante y fiable durante toda su vida útil.<br></p>","
NEUMÁTICOS ADAPTADOS A ENTORNOS URBANOS, DEPORTIVOS O DE VIAJE, PARA SATISFACER LAS NECESIDADES DE LOS PILOTOS SPORT TOURING.
• Un compuesto de nueva generación con alto contenido en sílice, destinado al uso en motocicletas Sport Touring, dotado de un agarre excelente en seco y de la máxima seguridad también en mojado y a bajas temperaturas.• Su innovador diseño de banda de rodadura combina un gran rendimiento kilométrico con un aspecto moderno y atractivo. Su nuevo perfil frontal y trasero ha sido diseñado para motos Sport Touring de última generación.• Excelente kilometraje y rendimiento constante y fiable durante toda su vida útil.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,60319,5702,614,614,160,60,160,Sport-touring (radial) & Trail carretera,,17,Radial,Neumáticos de motocicleta y scooter,,69,(W) > 270 km/h,,ANGEL ST,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9000904-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE4Njg0fGltYWdlL2pwZWd8YURaaUwyZ3haQzh4TmpVek16ZzBPRFkxTXpnMU5DODVNREF3T1RBMExURmZPREF3VjNnNE1EQkl8NzlmZDZjOWI0ZWIzY2MyMzdiMjUyOTljN2YyYzNkNDYzNzlhZDc3NzQxNTY3MzkwZDc1ODQ4NDI2YWVmMTBhMw,,,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
9000922,5762317400,2317400,PIRELLI,PIREL TIRE ANGEL GT 160/60ZR17,Neumático PIRELLI ANGEL GT 160/60 ZR 17 M/C (69W) TL,230.51,190.50,127.64,8019227231748,13,4011400000,0,1,"<p>UN NEUMáTICO SPORT TOURING A LA úLTIMA: 100% ITALIAN GRAN TURISMO</p><p>• El neumático ideal para viajes de largo recorrido, con carga y pasajeros, en busca de seguridad en mojado, estabilidad y durabilidad.<br>• La evolución de Angel ST, llevando el concepto Sport Touring al de Gran Turismo, ofreciendo un comportamiento deportivo a un amplio rango de condiciones de uso y para largas distancias<br>• El nuevo referente en cuanto a durabilidad entre los neumáticos Sport Touring.<br>• Excelentes prestaciones sobre mojado y en agarre.<br>• Grandes capacidades de maniobrabilidad, típico del ADN Pirelli.<br>• Prestaciones consistentes hasta el fin de la vida del neumático.<br>• Doble compuesto.</p>","
UN NEUMáTICO SPORT TOURING A LA úLTIMA: 100% ITALIAN GRAN TURISMO
• El neumático ideal para viajes de largo recorrido, con carga y pasajeros, en busca de seguridad en mojado, estabilidad y durabilidad.• La evolución de Angel ST, llevando el concepto Sport Touring al de Gran Turismo, ofreciendo un comportamiento deportivo a un amplio rango de condiciones de uso y para largas distancias• El nuevo referente en cuanto a durabilidad entre los neumáticos Sport Touring.• Excelentes prestaciones sobre mojado y en agarre.• Grandes capacidades de maniobrabilidad, típico del ADN Pirelli.• Prestaciones consistentes hasta el fin de la vida del neumático.• Doble compuesto.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,59146,5791,608,608,160,60,160,Sport-touring (radial) & Trail carretera,,17,Radial,Neumáticos de motocicleta y scooter,,69,(W) > 270 km/h,,ANGEL GT,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9000922-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkyNTMxfGltYWdlL2pwZWd8YURnd0wyZzNaaTh4TmpVek16ZzBNREF6TlRnM01DODVNREF3T1RJeUxURmZPREF3VjNnNE1EQkl8ZWJmMDIzZTg0NTI1YTU3MTdkNmVhN2ZkNmZiOWI5ZDc5YWE4OWM5ZmFkYzFiNmJjYTdiYjdlZjgyNDVjYTc5Nw,,,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
9000929,5762321300,2321300,PIRELLI,PIREL TIRE ANGEL GT A 190/50ZR17,Neumático PIRELLI ANGEL GT (A) heavy bikes 190/50 ZR 17 M/C (73W) TL,289.80,239.50,160.47,8019227232134,1,4011400000,0,1,"<p>UN NEUMáTICO SPORT TOURING A LA úLTIMA: 100% ITALIAN GRAN TURISMO</p><p>• El neumático ideal para viajes de largo recorrido, con carga y pasajeros, en busca de seguridad en mojado, estabilidad y durabilidad.<br>• La evolución de Angel ST, llevando el concepto Sport Touring al de Gran Turismo, ofreciendo un comportamiento deportivo a un amplio rango de condiciones de uso y para largas distancias<br>• El nuevo referente en cuanto a durabilidad entre los neumáticos Sport Touring.<br>• Excelentes prestaciones sobre mojado y en agarre.<br>• Grandes capacidades de maniobrabilidad, típico del ADN Pirelli.<br>• Prestaciones consistentes hasta el fin de la vida del neumático.<br>• Doble compuesto.</p>","
UN NEUMáTICO SPORT TOURING A LA úLTIMA: 100% ITALIAN GRAN TURISMO
• El neumático ideal para viajes de largo recorrido, con carga y pasajeros, en busca de seguridad en mojado, estabilidad y durabilidad.• La evolución de Angel ST, llevando el concepto Sport Touring al de Gran Turismo, ofreciendo un comportamiento deportivo a un amplio rango de condiciones de uso y para largas distancias• El nuevo referente en cuanto a durabilidad entre los neumáticos Sport Touring.• Excelentes prestaciones sobre mojado y en agarre.• Grandes capacidades de maniobrabilidad, típico del ADN Pirelli.• Prestaciones consistentes hasta el fin de la vida del neumático.• Doble compuesto.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,69775,6970,606,606,190,50,190,Sport-touring (radial),,17,Radial,Neumáticos de motocicleta y scooter,,73,(W) > 270 km/h,,ANGEL GT A,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9000929-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkyNTMxfGltYWdlL2pwZWd8YURsaEwyZzVZaTh4TmpVek16ZzBNalUxT1RBd05pODVNREF3T1RJNUxURmZPREF3VjNnNE1EQkl8ZDM4NzY1ODA5MWY5MDI3ZjQ5NGJkOGU2ZWQyNGE4YTc3NjMxYzM4MmFkODU5YzZiYzM5ZGE1YWRlYTg3ZGM4OA,,,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
9000932,,2400000,PIRELLI,PIREL TIRE ANGEL GT D 190/55ZR17,Neumático PIRELLI ANGEL GT (D) Ducati Multistrada GT - 1290 SuperDuke GT 190/55 ZR 17 M/C (75W) TL,286.17,236.50,158.46,8019227240009,0,4011400000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC9A1DC62{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:decimal;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_dx_frag_StartFragment""></a>THE HIGHEST MILEAGE SPORT TOURING TIRE: 100% ITALIAN GRAN TURISMO <br> </p><ol start=""1""> <li>The ideal tyre for travellers using the bike for long road trips, with side bags and passenger, looking for safety on wet, stability and mileage</li><li>The evolution of the Angel™ ST, stretching the concept of Sport Touring into Gran Turismo, bringing the sporty attitude to a wider range of usage conditions and for longer distances</li><li>The new reference for mileage in Sport Touring tyres</li><li>Excellency in wet performance and grip</li><li>Top handling capabilities, typical of the Pirelli DNA</li><li>Performance consistency until the end of the tyre’s life</li><li>Bi-compound</li><li>Personalisable through sidewall rubber labels<a id=""_dx_frag_EndFragment""></a></li></ol> <p> </p></body> </html>","       THE HIGHEST MILEAGE SPORT TOURING TIRE: 100% ITALIAN GRAN TURISMO   The ideal tyre for travellers using the bike for long road trips, with side bags and passenger, looking for safety on wet, stability and mileageThe evolution of the Angel™ ST, stretching the concept of Sport Touring into Gran Turismo, bringing the sporty attitude to a wider range of usage conditions and for longer distancesThe new reference for mileage in Sport Touring tyresExcellency in wet performance and gripTop handling capabilities, typical of the Pirelli DNAPerformance consistency until the end of the tyre’s lifeBi-compoundPersonalisable through sidewall rubber labels   ",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,74456,7029,626,626,190,55,190,Sport-touring (radial),,17,Radial,Neumáticos de motocicleta y scooter,,75,(W) > 270 km/h,,ANGEL GT,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9000932-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkyNTMxfGltYWdlL2pwZWd8YUdReUwyZ3pZaTh4TmpVek16ZzBNekkzT1Rrd01pODVNREF3T1RNeUxURmZPREF3VjNnNE1EQkl8Mzk2NmU1MzRlY2ZkODgxNjI1MDExNmE2NWJkYmY5ZTUzNTE1MDAwMWFhZmVmYjdlMGFmYTA2YzBkODQ5OWY1Zg,,,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
9000945,5762497200,2497200,PIRELLI,PIREL TIRE ANGEL GT A 120/70ZR17,Neumático PIRELLI ANGEL GT (F) (A) heavy bikes 120/70 ZR 17 M/C (58W) TL,209.94,173.50,116.25,8019227249729,1,4011400000,0,1,"<p>UN NEUMáTICO SPORT TOURING A LA úLTIMA: 100% ITALIAN GRAN TURISMO</p><p>• El neumático ideal para viajes de largo recorrido, con carga y pasajeros, en busca de seguridad en mojado, estabilidad y durabilidad.<br>• La evolución de Angel ST, llevando el concepto Sport Touring al de Gran Turismo, ofreciendo un comportamiento deportivo a un amplio rango de condiciones de uso y para largas distancias<br>• El nuevo referente en cuanto a durabilidad entre los neumáticos Sport Touring.<br>• Excelentes prestaciones sobre mojado y en agarre.<br>• Grandes capacidades de maniobrabilidad, típico del ADN Pirelli.<br>• Prestaciones consistentes hasta el fin de la vida del neumático.<br>• Doble compuesto.</p>","
UN NEUMáTICO SPORT TOURING A LA úLTIMA: 100% ITALIAN GRAN TURISMO
• El neumático ideal para viajes de largo recorrido, con carga y pasajeros, en busca de seguridad en mojado, estabilidad y durabilidad.• La evolución de Angel ST, llevando el concepto Sport Touring al de Gran Turismo, ofreciendo un comportamiento deportivo a un amplio rango de condiciones de uso y para largas distancias• El nuevo referente en cuanto a durabilidad entre los neumáticos Sport Touring.• Excelentes prestaciones sobre mojado y en agarre.• Grandes capacidades de maniobrabilidad, típico del ADN Pirelli.• Prestaciones consistentes hasta el fin de la vida del neumático.• Doble compuesto.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,40647,4393,582,582,120,70,120,Sport-touring (radial),,17,Radial,Neumáticos de motocicleta y scooter,,58,(W) > 270 km/h,,ANGEL GT A,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9000945-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg5MjkzfGltYWdlL2pwZWd8YURVNEwyZ3lOaTh4TmpVek16ZzBOREF3TURjNU9DODVNREF3T1RRMUxURmZPREF3VjNnNE1EQkl8ZWFlMWI5ZTczMjA4YWY0NjY2MmQ5NDM3ZDJlMjI1ZjE5ZmY4ZjU2MGFlNmZlZThlYzI0YWY0ODZiNjc0ZGIzMg,,,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
9005236,90000986,3976000,PIRELLI,PIREL TIRE ANGEL GT 120/70ZR17,Neumático PIRELLI ANGEL GT (F) 120/70 ZR 17 M/C (58W) TL,202.07,167.00,111.89,8019227397604,13,4011400000,0,1,"<p>UN NEUM&Aacute;TICO SPORT TOURING A LA &Uacute;LTIMA: 100% ITALIAN GRAN TURISMO</p><p>&nbsp;</p><ul><li>El neum&aacute;tico ideal para viajes de largo recorrido, con carga y pasajeros, en busca de seguridad en mojado, estabilidad y durabilidad.</li><li>La evoluci&oacute;n de Angel ST, llevando el concepto Sport Touring al de Gran Turismo, ofreciendo un comportamiento deportivo a un amplio rango de condiciones de uso y para largas distancias</li><li>El nuevo referente en cuanto a durabilidad entre los neum&aacute;ticos Sport Touring.</li><li>Excelentes prestaciones sobre mojado y en agarre.</li><li>Grandes capacidades de maniobrabilidad, t&iacute;pico del ADN Pirelli.</li><li>Prestaciones consistentes hasta el fin de la vida del neum&aacute;tico.</li><li>Doble compuesto.</li></ul>","
UN NEUMÁTICO SPORT TOURING A LA ÚLTIMA: 100% ITALIAN GRAN TURISMO
 El neumático ideal para viajes de largo recorrido, con carga y pasajeros, en busca de seguridad en mojado, estabilidad y durabilidad.La evolución de Angel ST, llevando el concepto Sport Touring al de Gran Turismo, ofreciendo un comportamiento deportivo a un amplio rango de condiciones de uso y para largas distanciasEl nuevo referente en cuanto a durabilidad entre los neumáticos Sport Touring.Excelentes prestaciones sobre mojado y en agarre.Grandes capacidades de maniobrabilidad, típico del ADN Pirelli.Prestaciones consistentes hasta el fin de la vida del neumático.Doble compuesto.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,46800,4546,600,600,130,70,120,Sport-touring (radial),,17,Radial,Neumáticos de motocicleta y scooter,,58,(W) > 270 km/h,,ANGEL GT,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9005236-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg5MjkzfGltYWdlL2pwZWd8YURrM0wyZ3pNUzh4TmpVek16ZzBORE01TkRBeE5DODVNREExTWpNMkxURmZPREF3VjNnNE1EQkl8ZWMwOGRhOGM0YTBkZmY0M2JkM2JlMWZlY2VmMTMzM2I1ZTMzODQ3ZTY0ZTIwNTI0YjM3MTE4NGExMDczYjg0Yw,,,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
9000963,90000172,3111400,PIRELLI,PIREL TIRE ANGEL GT II A 120/70ZR17,Neumático PIRELLI ANGEL GT II (F) (A) 120/70 ZR 17 M/C (58W) TL,263.78,218.00,146.06,8019227311143,2,4011400000,0,1,<p>EL SUCESOR DEL NEUMáTICO SPORT-TOURING MáS DURADERO</p><p>- La evolución del PIRELLI ANGEL™ GT llevá aún más lejos el concepto de Gran Turismo de PIRELLI.<br>- Máxima manejabilidad en línea con el ADN Pirelli y una nueva referencia en kilometraje en el segmento de los neumáticos Sport-Touring.<br>- Excelente comportamiento en mojado gracias también a una banda de rodadura innovadora y que deriva directamente de los neumáticos de competición PIRELLI DIABLO™ para lluvia.<br>- Un producto que marca la diferencia gracias a su buena interacción con las ayudas electrónicas a la conducción.<br>- Bi-compuesto en los neumáticos traseros.</p>,"
EL SUCESOR DEL NEUMáTICO SPORT-TOURING MáS DURADERO
- La evolución del PIRELLI ANGEL™ GT llevá aún más lejos el concepto de Gran Turismo de PIRELLI.- Máxima manejabilidad en línea con el ADN Pirelli y una nueva referencia en kilometraje en el segmento de los neumáticos Sport-Touring.- Excelente comportamiento en mojado gracias también a una banda de rodadura innovadora y que deriva directamente de los neumáticos de competición PIRELLI DIABLO™ para lluvia.- Un producto que marca la diferencia gracias a su buena interacción con las ayudas electrónicas a la conducción.- Bi-compuesto en los neumáticos traseros.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,61200,4680,600,600,170,70,120,Sport-touring (radial),,17,Radial,Neumáticos de motocicleta y scooter,,58,(W) > 270 km/h,,ANGEL GT II A,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9000963-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM1MzB8aW1hZ2UvanBlZ3xhRFkyTDJnME1pODRPVE0wTkRZNE5EVXlNemd5THprd01EQTVOak10TVY4NE1EQlhlRGd3TUVnfGViNTM3MDg4YTRjYzNiYWQ3MzNiOTY4ZmRhNTQzMmI0NjBkM2I4NWJiN2U3ZDc2YzBlNjZjODQyMDQ0ZmU3OWM,https://api.mybihr.com/medias/9000963-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjM1MDV8aW1hZ2UvanBlZ3xhREl6TDJnME9TODRPVE0wTkRZNE5qUTRPVGt3THprd01EQTVOak10TWw4NE1EQlhlRGd3TUVnfDBhMTRkMzdkN2UyYzVhYjc3OWJkNjQ0MDExMTdmYmVhY2UzMTcyNjViZTg0NTVhYzEwYjNhNGFjNTMwYzJmOGE,https://api.mybihr.com/medias/9000963-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3MjR8aW1hZ2UvanBlZ3xhR1l6TDJnMFppODRPVE0wTkRZNE9EUTFOVGs0THprd01EQTVOak10TTE4NE1EQlhlRGd3TUVnfDVlZGM1ZDQzYzJmOTBlMGZiNDY0N2ZhYTdlMDQ5YjVjMzEwOGM2ODA3ODFhNDI1NzZlNTQyYTkzMDUxMTdhZDM,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
9000964,90000169,3111500,PIRELLI,PIREL TIRE ANGEL GT II 120/70R19,Neumático PIRELLI ANGEL GT II (F) 120/70 R 19 M/C 60V TL,282.54,233.50,156.45,8019227311150,0,4011400000,0,1,<p>EL SUCESOR DEL NEUMáTICO SPORT-TOURING MáS DURADERO</p><p>- La evolución del PIRELLI ANGEL™ GT llevá aún más lejos el concepto de Gran Turismo de PIRELLI.<br>- Máxima manejabilidad en línea con el ADN Pirelli y una nueva referencia en kilometraje en el segmento de los neumáticos Sport-Touring.<br>- Excelente comportamiento en mojado gracias también a una banda de rodadura innovadora y que deriva directamente de los neumáticos de competición PIRELLI DIABLO™ para lluvia.<br>- Un producto que marca la diferencia gracias a su buena interacción con las ayudas electrónicas a la conducción.<br>- Bi-compuesto en los neumáticos traseros.</p>,"
EL SUCESOR DEL NEUMáTICO SPORT-TOURING MáS DURADERO
- La evolución del PIRELLI ANGEL™ GT llevá aún más lejos el concepto de Gran Turismo de PIRELLI.- Máxima manejabilidad en línea con el ADN Pirelli y una nueva referencia en kilometraje en el segmento de los neumáticos Sport-Touring.- Excelente comportamiento en mojado gracias también a una banda de rodadura innovadora y que deriva directamente de los neumáticos de competición PIRELLI DIABLO™ para lluvia.- Un producto que marca la diferencia gracias a su buena interacción con las ayudas electrónicas a la conducción.- Bi-compuesto en los neumáticos traseros.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,49152,5120,640,640,120,70,120,Sport-touring (radial),,19,Radial,Neumáticos de motocicleta y scooter,,60,V < 240 km/h,,ANGEL GT II,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9000964-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM1MzB8aW1hZ2UvanBlZ3xhRFptTDJnNVpTODRPVE0wTkRZNU1EUXlNakEyTHprd01EQTVOalF0TVY4NE1EQlhlRGd3TUVnfDgwYjlhOTdhM2EyZWU2MmViMzI5ZDFhNDBmYmQwYzdkZmRiNjBjMjI0NzY1ZjNlYTkyYWUyYzBjNWVlOWZkZGI,https://api.mybihr.com/medias/9000964-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjM1MDV8aW1hZ2UvanBlZ3xhREpqTDJoaE5TODRPVE0wTkRZNU1qTTRPREUwTHprd01EQTVOalF0TWw4NE1EQlhlRGd3TUVnfDk2NzIwNmU1M2NlMjM5NjliZGQzYjA2Mjk4N2U5YTc2YmM1ZjQzZTg3NTMyMGFhNzg1OThmZDI3NmNhODVmOGI,https://api.mybihr.com/medias/9000964-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3MjR8aW1hZ2UvanBlZ3xhR1prTDJoaFlpODRPVE0wTkRZNU5ETTFOREl5THprd01EQTVOalF0TTE4NE1EQlhlRGd3TUVnfGI3ZTUyNTdmZmQ5MTk1YTIzNjg4NDc3MzgyM2U1OTljMzI1ODViMjQ4ZWEwYWFiODIwM2ExZDE2ZTI4MWIyNGQ,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
9000965,90000164,3111600,PIRELLI,PIREL TIRE ANGEL GT II 150/70ZR17,Neumático PIRELLI ANGEL GT II 150/70 ZR 17 M/C (69W) TL,327.91,271.00,181.57,8019227311167,0,4011400000,0,1,<p>EL SUCESOR DEL NEUMáTICO SPORT-TOURING MáS DURADERO</p><p>- La evolución del PIRELLI ANGEL™ GT llevá aún más lejos el concepto de Gran Turismo de PIRELLI.<br>- Máxima manejabilidad en línea con el ADN Pirelli y una nueva referencia en kilometraje en el segmento de los neumáticos Sport-Touring.<br>- Excelente comportamiento en mojado gracias también a una banda de rodadura innovadora y que deriva directamente de los neumáticos de competición PIRELLI DIABLO™ para lluvia.<br>- Un producto que marca la diferencia gracias a su buena interacción con las ayudas electrónicas a la conducción.<br>- Bi-compuesto en los neumáticos traseros.</p>,"
EL SUCESOR DEL NEUMáTICO SPORT-TOURING MáS DURADERO
- La evolución del PIRELLI ANGEL™ GT llevá aún más lejos el concepto de Gran Turismo de PIRELLI.- Máxima manejabilidad en línea con el ADN Pirelli y una nueva referencia en kilometraje en el segmento de los neumáticos Sport-Touring.- Excelente comportamiento en mojado gracias también a una banda de rodadura innovadora y que deriva directamente de los neumáticos de competición PIRELLI DIABLO™ para lluvia.- Un producto que marca la diferencia gracias a su buena interacción con las ayudas electrónicas a la conducción.- Bi-compuesto en los neumáticos traseros.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,57660,6880,620,620,150,70,150,Sport-touring (radial) & Trail carretera,,17,Radial,Neumáticos de motocicleta y scooter,,69,(W) > 270 km/h,,ANGEL GT II,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9000965-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU1NDV8aW1hZ2UvanBlZ3xhR05rTDJoaU1pODRPVE0wTkRZNU5qTXlNRE13THprd01EQTVOalV0TVY4NE1EQlhlRGd3TUVnfDE1YmRhZGE2YTk5YTcwZjU1N2VmZmYyOGM1MmE2MWJjYTZlNjkyYzY4NjVlY2I0M2Y3Zjg4ZTAzZTUyNmIzNDk,https://api.mybihr.com/medias/9000965-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjY3NDl8aW1hZ2UvanBlZ3xhRGhoTDJoaU9TODRPVE0wTkRZNU9ESTROak00THprd01EQTVOalV0TWw4NE1EQlhlRGd3TUVnfDkyNjhhNGNkNjlhODEzMzhmNWRlYjVmZmM2MDQ0ZDE4MmVmYWQ2NzRjOWUxNTQxNWI3NTQ2OTE4MDlkNTJhZTM,,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
9000968,90000162,3111900,PIRELLI,PIREL TIRE ANGEL GT II 170/60ZR17,Neumático PIRELLI ANGEL GT II 170/60 ZR 17 M/C (72W) TL,340.62,281.50,188.61,8019227311198,0,4011400000,0,1,<p>EL SUCESOR DEL NEUMáTICO SPORT-TOURING MáS DURADERO</p><p>- La evolución del PIRELLI ANGEL™ GT llevá aún más lejos el concepto de Gran Turismo de PIRELLI.<br>- Máxima manejabilidad en línea con el ADN Pirelli y una nueva referencia en kilometraje en el segmento de los neumáticos Sport-Touring.<br>- Excelente comportamiento en mojado gracias también a una banda de rodadura innovadora y que deriva directamente de los neumáticos de competición PIRELLI DIABLO™ para lluvia.<br>- Un producto que marca la diferencia gracias a su buena interacción con las ayudas electrónicas a la conducción.<br>- Bi-compuesto en los neumáticos traseros.</p>,"
EL SUCESOR DEL NEUMáTICO SPORT-TOURING MáS DURADERO
- La evolución del PIRELLI ANGEL™ GT llevá aún más lejos el concepto de Gran Turismo de PIRELLI.- Máxima manejabilidad en línea con el ADN Pirelli y una nueva referencia en kilometraje en el segmento de los neumáticos Sport-Touring.- Excelente comportamiento en mojado gracias también a una banda de rodadura innovadora y que deriva directamente de los neumáticos de competición PIRELLI DIABLO™ para lluvia.- Un producto que marca la diferencia gracias a su buena interacción con las ayudas electrónicas a la conducción.- Bi-compuesto en los neumáticos traseros.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE SP TRG RAD,78608,7100,680,680,170,60,170,Sport-touring (radial),,17,Radial,Neumáticos de motocicleta y scooter,,72,(W) > 270 km/h,,ANGEL GT II,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/9000968-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU1NDV8aW1hZ2UvanBlZ3xhR0UyTDJnell5ODRPVE0wTkRjd05ERTRORFl5THprd01EQTVOamd0TVY4NE1EQlhlRGd3TUVnfDY1ZTIzMGMzNjE5YjIxOGVmY2Q3Nzc5MTgyYzYwNTgwYzg2MWJiNDk4NjMyZDM2MmNjMjgzOWIyZjVkYTdkYmQ,https://api.mybihr.com/medias/9000968-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjY3NDl8aW1hZ2UvanBlZ3xhR1ExTDJnek5TODRPVE0wTkRjd05qRTFNRGN3THprd01EQTVOamd0TWw4NE1EQlhlRGd3TUVnfGU2MjdjMTc5NzBkZDFkNGEzNDliN2E4OWNhZjRhZWQ3MjNlMzc1ZGRlZDY5ZThkZTJmYTQ2MzBkYmYwN2Q2YTk,,,https://static.bihr.pro/eBihr/Pictures/PIRELLI-pictures.zip,,Spain Warehouse (Tires)
