PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Diámetro Ø (mm),Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1105332,979NR,HJ-288ADC-BLACK,ALHONGA,ALHON LEVER SET CANTILEVER 3 FINGERS BLK,Manetas bici cantilever. 3 dedos. Negro,12.50,10.33,6.71,8430525134720,88,8714109090,0,1,"Brake lever set MTB/City/Trekking
Bracket & Lever: Melt forged alloy. Black lever.
For cantilever system.
Twist & Thumb shifter compatible.
Weight: 93g/ piece.
Lever lenght: 3 fingers.","Brake lever set MTB/City/Trekking
Bracket & Lever: Melt forged alloy. Black lever.
For cantilever system.
Twist & Thumb shifter compatible.
Weight: 93g/ piece.
Lever lenght: 3 fingers.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,721,195,143,123,41,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105332-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY3OTcyfGltYWdlL3BuZ3xhREkzTDJoallpOHhNRGcyTmpJNU9EWXhOemc0Tmk4eE1UQTFNek15TFRGZk9EQXdWM2c0TURCSXw5NmZhNTgyYjk3N2Y4OWRiMzg2MGVhNTBkZGZiYzU4ZDRhZTJlOGIzOTY5MWRkYjRlZjU1NDhkOGVhYjJjYzIz,https://api.mybihr.com/medias/1105332-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzYwNjMzfGltYWdlL3BuZ3xhR1JoTDJnM05TOHhNRGcyTmpJNU9UQXhNVEV3TWk4eE1UQTFNek15TFRKZk9EQXdWM2c0TURCSXwwOWEwMmU0ZWQ2MmZhYWE5Yjg0ODNlYmEzOTIxNzgwYjk2NmRkODc4Y2EwMDBhY2RjNWM1MzQyMTg0ZjM1YTQ3,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101643,TF5,HJ-D3016,ALHONGA,ALHON COVER-END CABLE 5 MM 250PCS,ALHONGA Bote 250 topes funda de cable Ø5mm,10.99,9.08,5.90,8430525005686,193,8714109090,0,1,"Tope funda cable latón Ø5 mm.
Bote de 250 unidades.","Tope funda cable latón Ø5 mm.
Bote de 250 unidades.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,225,105,53,53,80,,Todos,https://api.mybihr.com/medias/1101643-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU3Nzl8aW1hZ2UvanBlZ3xhREEyTDJobU55OHhNVFUzTlRjM05UTTJNekV3TWk4eE1UQXhOalF6TFRGZk9EQXdWM2c0TURCSXxhNjhiN2VmZWFlNGZmZTMzMjViNDg5ODc1NGI2ODFmNTY1OWI2ZWEwNDcwOGQzZjljMzgxNjg4OTBhZjk0ZGUx,https://api.mybihr.com/medias/1101643-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1MTU2fGltYWdlL3BuZ3xhRFZrTDJoaE5TOHhNVFUzTlRjM01URXpOakF6TUM4eE1UQXhOalF6TFRKZk9EQXdWM2c0TURCSXwwZTJiYzgzNDdmMzZmMzNmZWI5ODVhYjFiOWI2MzE1MjNhODBkMDY1NDljMWM3NWY0Yjk1YWY1NDU3ZjYwZDI2,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101597,6001,HJ-450.11A,ALHONGA,ALHON ROAD PAIR BRAKE SHOE. BLACK,ALHONGA Zapatas de freno de bicicleta carretera Shimano. Llanta aluminio. Carcasa negra,10.99,9.08,5.90,8430525060012,66,8714949090,0,1,Juego de 2 zapatas para sistema de pinza de carretera. Tipo Shimano Ultegra/Dura-Ace. Con carcasa de aluminio negro.,Juego de 2 zapatas para sistema de pinza de carretera. Tipo Shimano Ultegra/Dura-Ace. Con carcasa de aluminio negro.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,319,63,130,91,27,,Carretera & Ciudad,https://api.mybihr.com/medias/800Wx800H-1101597-1.jpg?context=bWFzdGVyfHJvb3R8Mzg3MzR8aW1hZ2UvanBlZ3xhR0U0TDJoak9TOHhNREV3TVRFNE9UTTVNVEUxT0RJdk9EQXdWM2c0TURCSVh6RXhNREUxT1RjdE1TNXFjR2N8NzFjOGZhMzEwYjQ3MDM3ODUzODZjNjhhN2YxZTk5YjM2MWE2MjZmYTIxMTk4NjUyODlmMWM2NWNjNWNiZGY0ZQ,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104364,849,739.13A,ALHONGA,ALHON BRAKE PADS SET W/SIL ALLOY SHI XTR,Juego de 4 zapatas tipo XTR 98.Funda aluminio,14.00,11.57,4.38,8430525032491,11,8714109090,0,1,Brake pads set w/silver alloy-pad holder type Shimano XTR,Brake pads set w/silver alloy-pad holder type Shimano XTR,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,336,130,176,91,21,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104364-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEwNjAwfGltYWdlL3BuZ3xhRGhqTDJnMlpDOHhNRGcyTmpJM09EVTJNemczTUM4eE1UQTBNelkwTFRGZk9EQXdWM2c0TURCSXwxYTQxNjQwYzBiNTNmNGY3NTIxYzJiNWVmYTcwMWY2MWI1NDJjNzY3ZTgwNWRkYjBjMjI5MTc2OWM3NWMxNGFl,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101686,852,HJ-401AG2,ALHONGA,ALHON ROAD CLIP BRAKE SET. ALUMINUM,Juego de frenos de pinza ALHONGA para bicicleta de carretera. Aluminio,37.00,30.58,12.23,8430525032989,106,8714949090,0,1,"Juego de pinzas de freno ALHONGA para bicicleta de carretera.
Aluminio forjado.
Poder de frenada reforzado con dispositivo de doble pivote. Tipo Shimano 105.
Zapatas standard HJ-450.11(50mm) (Ver recambio Ref. 41)
Dimensiones: 39-49mm.
Peso: 176gr (Unidad)","Juego de pinzas de freno ALHONGA para bicicleta de carretera.
Aluminio forjado.
Poder de frenada reforzado con dispositivo de doble pivote. Tipo Shimano 105.
Zapatas standard HJ-450.11(50mm) (Ver recambio Ref. 41)
Dimensiones: 39-49mm.
Peso: 176gr (Unidad)",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1918,383,200,137,70,,Carretera & Ciudad,https://api.mybihr.com/medias/1101686-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQyMjA2fGltYWdlL2pwZWd8YURrNEwyZzRaUzg1TmpNeU1USTROekk1TVRFNEx6RXhNREUyT0RZdE1WODRNREJYZURnd01FZ3w4NDNlZjU4MjA5OTIwNGY2NzJjNTUzMjAzMGRmZmU5YzNlM2E1YTMzNGEyMWNmYjlkYTNmZWZhOGQ5YWE2MmMz,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101714,ATR,100G,ALHONGA,ALHON COVER END CABLE 500PCS,"ALHONGA Bote 500 Terminales de cable Ø2,4mm. Aluminio plata. Reforzado",13.50,11.16,7.25,8430525004610,228,8714109090,0,1,"Terminal cable aluminio. Color Plata.
Øint: 2.4mm.
Reforzado. Bote de 500 unidades.","Terminal cable aluminio. Color Plata.
Øint: 2.4mm.
Reforzado. Bote de 500 unidades.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,225,80,53,53,80,,Todos,https://api.mybihr.com/medias/1101714-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxNjZ8aW1hZ2UvanBlZ3xhR1JtTDJobFppOHhNVFUzTlRjM05UVTVNalEzT0M4eE1UQXhOekUwTFRGZk9EQXdWM2c0TURCSXxhY2ExN2ZjNTZmMTJiYzYzMDU3NmFjNDA5OTY3MzVhM2M4MzM0YzNlY2MzODY5ODAyZWJiYTEyNmQ1YmMxZmIw,https://api.mybihr.com/medias/1101714-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjk5MDkzfGltYWdlL3BuZ3xhRFkyTDJnNU55OHhNVFUzTlRjM01UVTJNakF4TkM4eE1UQXhOekUwTFRKZk9EQXdWM2c0TURCSXwxYzcwN2QyNjJjMzY4OGE1MzVlNzEwMjc1YTVhNjhmNTQ5YjJlYmRiOGRiNjQ0NjI5ZWM2ODk2Y2U0MmExYTlk,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101566,831,600A.1F/R,ALHONGA,ALHON RIGID CASE SET D+T FOR V-BRAKE,ALHONGA Juego de guías de cable rígidas para freno V-Brake,1.98,1.64,0.80,8430525017139,2954,7315111000,0,1,"Set de guías para cable de freno bicicleta.
Para frenos V-Brake.
Rígidas. 90º/110º/135º.
Acero inoxidable. Ø6,1mm","Set de guías para cable de freno bicicleta.
Para frenos V-Brake.
Rígidas. 90º/110º/135º.
Acero inoxidable. Ø6,1mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,88,21,96,76,12,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101566-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODI1NDN8aW1hZ2UvanBlZ3xhRE5tTDJoaU1DODVOak15TURrd09UZ3dNemd5THpFeE1ERTFOall0TVY4NE1EQlhlRGd3TUVnfGI2NDgxNzcyMzY0M2NlZmE2ZmJhODI0ZDc2ZTFiZDI5M2VlOTlkZWExYmMxM2Y0Y2FiODZhYmJkNTdjNGFkN2I,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101721,TF441,H5392,ALHONGA,ALHON TENSOR-END LEVER. ALUMINIUM. M10,Bolsa de 10 Topes tensor maneta ALHONGA - Aluminio. M10,4.99,4.12,2.68,8430525030121,150,8714109090,0,1,Tope para el tensor de la maneta. Aluminio plata. Rosca métrica M10/100. Bolsa de 10 unidads.,Tope para el tensor de la maneta. Aluminio plata. Rosca métrica M10/100. Bolsa de 10 unidads.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,248,49,101,91,27,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101721-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1MjUxfGltYWdlL2pwZWd8YURBNEwyZzNaaTg1TmpNeU1UYzROems0TmpJeUx6RXhNREUzTWpFdE1WODRNREJYZURnd01FZ3wzNjYwOTRmNDk0YmQ3N2ZjOWY1OGRlOTkzNWI4MjkyMzU0ZDRkNjVjODY1ZDhiZDEyMzI4ODU2N2E5OWNhZGZi,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105298,820CF,HJ-288ADV-CF,ALHONGA,ALHON LEVER SET V-BRAKE FORJADAS CF,Juego de manetas V-Brake Alu. C/Fiber,10.99,9.08,5.90,8430525085541,0,8714109090,0,1,"Brake lever set MTB/City/Trekking
Bracket & Lever: Melt forged alloy. Carbon fiber look lever.
For V-Brake system.
Twist & Thumb shifter compatible.
Weight: 93g/ piece.
Lever lenght: 3 fingers.","Brake lever set MTB/City/Trekking
Bracket & Lever: Melt forged alloy. Carbon fiber look lever.
For V-Brake system.
Twist & Thumb shifter compatible.
Weight: 93g/ piece.
Lever lenght: 3 fingers.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,729,196,140,127,41,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105298-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjkwNDUyfGltYWdlL3BuZ3xhRFV5TDJnME9TOHhNRGcyTmpJNU1UUXdPRGt5Tmk4eE1UQTFNams0TFRGZk9EQXdWM2c0TURCSXxjMDZiMmMyMWI4ODY1ZGFlNDQ3NTNjNzZiNjk1YzdjNTY1NGFiNTgyMmI4OTZlZmRjZDRiZmQ3NTBiMzllMjQ1,https://api.mybihr.com/medias/1105298-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjE2NTQxfGltYWdlL3BuZ3xhR1l6TDJnMU5pOHhNRGcyTmpJNU1UZ3dNakUwTWk4eE1UQTFNams0TFRKZk9EQXdWM2c0TURCSXwyNjgxNDgyYTkzMTUzNGUyODk2OThhYzgyMzE1MjYxMWI4MGQxMzAzZWI4MGQxMzAwZDRiMWEyMTBhYzRmNjAw,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105374,T4M,SP-4-150,ALHONGA,ALHON HOSE END 4MM BRASS (BOTTLE 150PCS),Tope funda 4 mm metalico (Bote 150u),15.50,12.81,8.33,8430525060296,47,8714109090,0,1,Lat�n. Bote de 150 unidades. Tope funda cable �4 mm.<br>,Lat�n. Bote de 150 unidades. Tope funda cable �4 mm.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,219,66,53,51,81,,Todos,https://api.mybihr.com/medias/1105374-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ2NTU4fGltYWdlL3BuZ3xhREJqTDJnMFppOHhNRGcyTmpNd01ERTVNRGMxTUM4eE1UQTFNemMwTFRGZk9EQXdWM2c0TURCSXw0MzBjNTgzNjk4MDI5MTlhMGU3MjY1YjEzMWY5MDk5ZjBlYTJiYmI3MTViYTZkMzgzMDJlNzE4NzU2NDhhMjMw,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104370,6002,HJ-739.13A,ALHONGA,ALHON BRAKE PADS SET BLK ALLOY SHIMA XTR,Juego de 4 zapatas tipo XTR 98. Funda negra,16.50,13.64,8.87,8430525060029,13,8714109090,0,1,Brake pads set w/black alloy-pad holder type Shimano XTR,Brake pads set w/black alloy-pad holder type Shimano XTR,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,346,131,179,92,21,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104370-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY5ODQxfGltYWdlL3BuZ3xhR1psTDJnMVppOHhNRGcyTmpJM09EazFOekE0Tmk4eE1UQTBNemN3TFRGZk9EQXdWM2c0TURCSXwwMWQzMDlmODgwYWQ5M2I0YWY4NGQ0ZTE1M2RhZjFiNmIzNjI1Y2UyNTczZmVmZDY5YWJhZDA4YzhmMGYyYWNk,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101698,819RJ,HJ-609.12T3-RED,ALHONGA,ALHON 4 BRAKE SHOE SET V-BRAKE. RED,ALHONGA Juego de 4 zapatas de freno V-Brake. Rojo,6.99,5.78,3.76,8430525030190,399,8714949090,0,1,Juego de 4 zapatas con espárrago para sistema V-Brake y U-Brake. Color rojo.,Juego de 4 zapatas con espárrago para sistema V-Brake y U-Brake. Color rojo.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,316,147,179,93,19,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101698-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM5ODAwfGltYWdlL2pwZWd8YUdNMUwyZ3pNeTg1TmpNeU1UTXpPRFF3T1RJMkx6RXhNREUyT1RndE1WODRNREJYZURnd01FZ3w0YTA2OGYxMmZkZjcxZmFlODU5YmQ4MDM2YTgxYTJkN2JiYTk5Yjc1NjhmZDcwMTkwYTU0OTYxZWRiNmMwYTYw,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104909,35426,PI-F180/R160,ALHONGA,ALHON CALIPER ADAPTOR PM FR 180/REAR 160,Adaptador de pinza PM Del.180MM/Tra.160MM,6.00,4.96,1.50,8430525354265,138,8714109090,0,1,<p>IS. International Stardard<br><strong>Delantero:</strong> �180 mm.</p><p><strong>Tasero:</strong> �160 mm.</p>,"
IS. International StardardDelantero: �180 mm.
Tasero: �160 mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,132,26,105,60,21,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104909-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ4NTUyfGltYWdlL3BuZ3xhREUxTDJnNE5TOHhNRGcyTlRVeE5qZ3dOakUzTkM4eE1UQTBPVEE1TFRGZk9EQXdWM2c0TURCSXwyZDRmZDYzYTY4OWU4ZGZhNDcwZTRlN2M1OTYzYjFhNWU5MDRiZTRlOGRkZTY5M2Y0NjNlOGM1MTJhNWE0ODgy,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105240,46B,HJ-902.11-BLISTER,ALHONGA,ALHON BRAKE SHOES SET W/STUD CANTILEVER,Juego zapatas BTT Esparrago. Blister,3.00,2.48,0.99,8430525001015,357,8714109090,0,1,Set of 2 brake shoes w/stud for cantilever system. Blister packaging,Set of 2 brake shoes w/stud for cantilever system. Blister packaging,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,217,47,130,88,19,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105240-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcyMTI4fGltYWdlL3BuZ3xhR1k0TDJnMU55OHhNRGcyTmpJNE9ESTJNekU1T0M4eE1UQTFNalF3TFRGZk9EQXdWM2c0TURCSXwyNzE2NWYyNThhODY4ZmE2NDA5Mzg4MzdiYWQ1YjYyNGFhNjA1MmZlYTkwY2IyNzkzZWRhZTdkZjM4YjQwNjEw,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101682,822PL,HJ-3027ADC,ALHONGA,ALHON MTB LEVER SET. SILVER. ALUMINUM,ALHONGA Juego de manetas bicicleta Cantilever. Aluminio. Plata,9.50,7.85,3.85,8430525013261,286,8714109090,0,1,"Juego de manetas City/MTB
Soporte y palanca: Aluminio forjado. Maneta color plata.
Compatible con frenos Cantilever.
Compatible con cualquier tipo de cambio.
Peso: 101gr (Unidad)
Largo maneta apto para 4 dedos","Juego de manetas City/MTB
Soporte y palanca: Aluminio forjado. Maneta color plata.
Compatible con frenos Cantilever.
Compatible con cualquier tipo de cambio.
Peso: 101gr (Unidad)
Largo maneta apto para 4 dedos",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,954,228,176,126,43,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101682-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODE0NzB8aW1hZ2UvanBlZ3xhRGs0TDJnNU1DODVOak15TVRJMk16WTVPREl5THpFeE1ERTJPREl0TVY4NE1EQlhlRGd3TUVnfDg5ODgxODlkNjQ1NmQ3NTU4ZTM3OGVkZDhjZmQzMzIxYjU4NzFhNzgyMWRiZjVmNTQ3OWU3NjJiNWJlM2EwOGM,https://api.mybihr.com/medias/1101682-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ5NzUwfGltYWdlL2pwZWd8YURNNUwyZzVaUzg1TmpNeU1USTJOell6TURNNEx6RXhNREUyT0RJdE1sODRNREJYZURnd01FZ3xkMmViNjZlOGVlMDM0MTNmODFiMmQ2NmVmMmIwZDYxZTE3MmIyOTFiMzg1ZjcxNzVjODY1Nzk5MDlkODkxNTZi,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1101683,835NR,HJ-609.12T2-B,ALHONGA,ALHON 4 BRAKE SHOE STRAIGHT STUD. BLK,ALHONGA Juego de 4 zapatas de freno cantilever con espárrago rectas. Negro,3.00,2.48,0.79,8430525016699,3904,8714949090,0,1,Juego de 4 zapatas con espárrago para sistema cantilever. Color negro. Tipo Kool Stop,Juego de 4 zapatas con espárrago para sistema cantilever. Color negro. Tipo Kool Stop,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,315,153,178,93,19,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101683-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQxOTYxfGltYWdlL2pwZWd8YURjeUwyaG1NeTg1TmpNeU1USTNNVFUyTWpVMEx6RXhNREUyT0RNdE1WODRNREJYZURnd01FZ3w5MTM1N2IxMTFlYWE0YjU0MjRmNDNiOWVjZDQyZGNjODViZTc4M2ExZDgwZDA2ZDU2OTk4NzBhZWVjYTliOTky,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1038965,15570,CC-RD01,ALHONGA,ALHON SPAREPARTS CABLE CASING 5MM RED,Funda cable acero laminado Ø5 Rojo 2m,4.99,4.12,2.68,8430525155701,12,8714109090,0,1,<p>ROJO. Rollo 2m.</p>,"
ROJO. Rollo 2m.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,508,110,139,118,31,,Todos,https://api.mybihr.com/medias/1038965-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTIwMzQxfGltYWdlL3BuZ3xhRFJoTDJnNE55OHhNRGcyTlRVd09EWTNPVGN4TUM4eE1ETTRPVFkxTFRGZk9EQXdWM2c0TURCSXwzNjAxMDE5OGE5NzNmMDYyN2U1OGEwOTQ0NzU0NzlkOTk0N2Q4OTI4NDQ5NjU3ZGY1OTE0NWFlMTA4NGUwNmNl,https://api.mybihr.com/medias/1038965-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzI4ODYwfGltYWdlL3BuZ3xhR1psTDJnek1TOHhNRGcyTlRVd09UQTNNamt5Tmk4eE1ETTRPVFkxTFRKZk9EQXdWM2c0TURCSXw0MDk1ZTJlMjczYjE0OWNhYzAwMjRmMmYxZmRjMDBkNDIwNmU1YmUwZDk3OThhZDdiMjIzZjFhZDVkOGI0YzJl,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104709,15276,HJ-W1523-Ø140,ALHONGA,ALHON BRAKE DISC ALHON SAW 140 IS6 SCREW,Disco freno bici Superlight Ø140,19.51,16.12,7.99,8430525152762,7,8714109090,0,1,<font size=1><font size=1><p align=left><font size=3>Disco de freno Saw Superlight.</font></p><p align=left><font size=3>IS (International Standard)</font></p><p align=left><font size=3>6 tornillos.</font></p><p><font size=3>Secci�n variable: 10-15mm.</font></p><font size=1 face=TradeGothicLTStd-Light><font size=1 face=TradeGothicLTStd-Light><p>�140 mm. Peso: 62gr.</p></font></font></font></font>,Disco de freno Saw Superlight.IS (International Standard)6 tornillos.Secci�n variable: 10-15mm.�140 mm. Peso: 62gr.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,302,86,139,136,16,,Carretera & Ciclocross & Ciudad & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104709-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzMzNDg2fGltYWdlL3BuZ3xhREZpTDJnNVlTOHhNRGcyTlRVeE5EUTBOamczT0M4eE1UQTBOekE1TFRGZk9EQXdWM2c0TURCSXwzMDA0MjNmMmUwM2M4NWE5YTk3YzZmNDA5YzBhNjc3YTI3NTRkMjY1ODhkNDdlNGNiZmQyYmE0ZTZkMGQwZTM1,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1104910,35427,PI-F203/R180,ALHONGA,ALHON CALIPER ADAPTOR PM FR 203/REAR 180,Adaptador de pinza PM Del.203MM/Tra.180MM,5.51,4.55,2.96,8430525354272,0,8714109090,0,1,<p>IS. International Stardard<br><strong>Delantero:</strong> �203 mm.</p><p><strong>Tasero:</strong> �180 mm.</p>,"
IS. International StardardDelantero: �203 mm.
Tasero: �180 mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,142,37,101,74,19,,E-Bike & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104910-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc4OTY4fGltYWdlL3BuZ3xhR0UzTDJnMlpDOHhNRGcyTmpJNE5qWTVNRE16TkM4eE1UQTBPVEV3TFRGZk9EQXdWM2c0TURCSXxmZGQ3MmY2MzdjNGE5MGU1NmFiNjY5YjEyODk1MTM2NWRkYTBhZmJkNmI2OWRlNWNhOGNmMTNiOTk2YTZhNTI2,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
1105295,819AM,HJ-609.12T3-YELOW,ALHONGA,ALHON FULL SHOE BRAKES SET V-BRAKE YEL,Juego de 4 zapatas V-BRAKE. Amarillo,5.51,4.55,2.96,8430525030183,0,8714109090,0,1,"Full shoe brakes set (front+rear), V-Brake & U-Brake systems, yellow color","Full shoe brakes set (front+rear), V-Brake & U-Brake systems, yellow color",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,391,146,177,92,24,,BMX & Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105295-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY5MzExfGltYWdlL3BuZ3xhRFZtTDJoak9DOHhNRGcyTmpJNE9UUTBNamcwTmk4eE1UQTFNamsxTFRGZk9EQXdWM2c0TURCSXw1MmI1MDYyODVjNDJhZDM3YjEzMmQ4MzY2NGRmNjNmMjg5M2NiZDllN2U1MmMwZmI3NGRiZDAxZjcxNjM0NTQ3,,,https://static.bihr.pro/eBihr/Pictures/ALHONGA-pictures.zip,Spain Warehouse (Parts)
