PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ángulo ( ° ),Color,Composición,Diámetro dirección Ø (mm),Diámetro Ø (mm),Longitud (mm),Peso (g),Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1105447,"TS639-31,6",SP-713N-31.6-WHITE,KALLOY UNO,"KALLO SEATPOST L:350MM Ø31,6. WHITE",Tija de sillín UNO TS 639 - 350mm Ø31.6 Blanca,27.50,22.73,3.00,8430525128712,59,8714999089,0,1,"<p>Tija MTB GRADE 3.0.</p>
<ul>
<li>Aluminio&nbsp;2014-T6</li>
<li>Cabezal forjado 3D</li>
<li>Tubo interior ovalado</li>
<li>Color: Blanca</li>
<li>Peso:269gr</li>
<li>L: 350mm</li>
<li>&Oslash;: 31.6mm</li>
</ul>
<p>Normalmente, el usuario tiene asumido que el montaje de una tija es complicado.&nbsp;El equipo de innovaci&oacute;n de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubri&oacute; que la soluci&oacute;n es el nuevo sistema <strong>LATERAL CLAMPING MECHANISM</strong>, consistente en la incorporaci&oacute;n de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sill&iacute;n se simplifica al m&aacute;xico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.</p>","
Tija MTB GRADE 3.0.

Aluminio 2014-T6
Cabezal forjado 3D
Tubo interior ovalado
Color: Blanca
Peso:269gr
L: 350mm
Ø: 31.6mm


Normalmente, el usuario tiene asumido que el montaje de una tija es complicado. El equipo de innovación de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubrió que la solución es el nuevo sistema LATERAL CLAMPING MECHANISM, consistente en la incorporación de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sillín se simplifica al máxico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,4261,324,474,145,62,,Blanco,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105447-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA1ODY0fGltYWdlL3BuZ3xhREUyTDJnMk9TOHhNRGt3TmpVMk1UUTNPRFk0Tmk4eE1UQTFORFEzTFRGZk9EQXdWM2c0TURCSXxlOWQ0ZTQ1MjE2ZjVkYThmZGMwOWVjZDU5NWFhZmVjMDUxMDg4NmQ0MWUyZjA0MjdkM2QxZDJjNDRmYjU0NTE4,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105404,"TS132-29,8",SP-341-29.8S,KALLOY UNO,"KALLO SEATPOST L:350MM Ø29,8. SILVER",Tija de sillín UNO SP 341 - 350mm Ø29.8 Plata,14.50,11.98,3.49,8430525015548,110,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Plata</li>
<li>L: 350mm</li>
<li>&Oslash;: 29,8</li>
</ul>","
Aluminio
Color Plata
L: 350mm
Ø: 29,8
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2273,321,383,69,86,,Plata,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105404-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4NzY2fGltYWdlL3BuZ3xhRGRsTDJoa1l5OHhNRGt3TWpFNE9UazJOVE0wTWk4eE1UQTFOREEwTFRGZk9EQXdWM2c0TURCSXwyYzU3MjA0Mjg2N2FkYWEwYThiYmRhY2Y5ZTViMDQwODY3NmY3MjRmZTZiY2M4MmZkZTlhOGJjYjRjZjg1M2I0,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1104733,15369,"AS7AD-Ø31,8-90",KALLOY UNO,KALLO HANDLEBAR STEM L90 BL +/- 8/12/16º,Potencia para bicicleta ±8°/12°/16° UNO 90 mm negro,30.00,24.79,7.00,8430525153691,34,8714109090,0,1,"<p>Potencia manillar multiposici&oacute;n UNO Grade 2.0 MTB/Road</p>
<ul>
<li>90mm / 118gr</li>
<li>Color Negro</li>
<li>3-D Forged Aluminio 6061-T6</li>
<li>&Aacute;ngulo: +/-8 ; +/-12 ; +/-16 (Dise o invertible)</li>
<li>Direcci&oacute;n: 28,6 mm ( 1-1/8 )</li>
<li>Centro de manillar: 31,8mm</li>
<li>Color negro</li>
</ul>
<p>Incluye dos casquillos m&aacute;s una tapa de direcci&oacute;n especial para conseguir hasta 6 posiciones distintas de inclinaci&oacute;n.</p>","
Potencia manillar multiposición UNO Grade 2.0 MTB/Road

90mm / 118gr
Color Negro
3-D Forged Aluminio 6061-T6
Ángulo: +/-8 ; +/-12 ; +/-16 (Dise o invertible)
Dirección: 28,6 mm ( 1-1/8 )
Centro de manillar: 31,8mm
Color negro


Incluye dos casquillos más una tapa de dirección especial para conseguir hasta 6 posiciones distintas de inclinación.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1138,222,230,101,49,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104733-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAyNzMyfGltYWdlL3BuZ3xhRE5rTDJnMFl5OHhNVE01T1RZM01EY3lOalk0Tmk4eE1UQTBOek16TFRGZk9EQXdWM2c0TURCSXw2MjMyNmM3NmMwMTM3ODY4ZDY3N2UzNmFkNzc2NjUwZjRmMGMyZjI1ZGE4YzJjMTg1NTRmZmI1MTFiNGQzOTVl,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105440,"TS555-30,9",SP-341-CBK1,KALLOY UNO,"KALLO SEATPOST L:400MM Ø30,9. WHITE",Tija de sillín UNO TS 555 - 400mm Ø30.9 Blanca,16.00,13.22,1.57,8430525119697,24,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Blanco</li>
<li>L: 400mm</li>
<li>&Oslash;: 30,9</li>
</ul>","
Aluminio
Color Blanco
L: 400mm
Ø: 30,9
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1499,365,422,67,53,,Blanco,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105440-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTEyMDgyfGltYWdlL3BuZ3xhRGs1TDJnNE55OHhNRGt3TmpVMU9EY3lOakUzTkM4eE1UQTFORFF3TFRGZk9EQXdWM2c0TURCSXwwNDUzZTFjMjQ4MTEwYjE5M2M2MzUxYmE3YzAzM2JkMTVjZjNhZjg4OTYxYTA4Nzg2MTFkYjIzYWQ3ZWUyZDEx,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105450,"TS640-31,6",SP-712N-31.6,KALLOY UNO,"KALLO SEATPOST L:350MM Ø31,6. RED/BLACK",Tija de sillín UNO TS 640 - 350mm Ø31.6 Rojo / Negro,27.50,22.73,4.06,8430525128743,19,8714999089,0,1,"<p>Tija MTB GRADE 2.0.</p>
<ul>
<li>Aluminio 6061-T6</li>
<li>Cabezal forjado 3D</li>
<li>Tubo interior ovalado</li>
<li>Color: Roja/Negra</li>
<li>Peso: 295gr</li>
<li>L: 350mm</li>
<li>&Oslash;: 31.6mm</li>
</ul>
<p>Normalmente, el usuario tiene asumido que el montaje de una tija es complicado.&nbsp;El equipo de innovaci&oacute;n de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubri&oacute; que la soluci&oacute;n es el nuevo sistema <strong>LATERAL CLAMPING MECHANISM</strong>, consistente en la incorporaci&oacute;n de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sill&iacute;n se simplifica al m&aacute;xico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.</p>","
Tija MTB GRADE 2.0.

Aluminio 6061-T6
Cabezal forjado 3D
Tubo interior ovalado
Color: Roja/Negra
Peso: 295gr
L: 350mm
Ø: 31.6mm


Normalmente, el usuario tiene asumido que el montaje de una tija es complicado. El equipo de innovación de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubrió que la solución es el nuevo sistema LATERAL CLAMPING MECHANISM, consistente en la incorporación de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sillín se simplifica al máxico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1923,338,368,95,55,,Negro & Rojo,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105450-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM3NDM5fGltYWdlL3BuZ3xhRGRrTDJoa09TOHhNRGt3TmpVMk1qWTFPRE16TkM4eE1UQTFORFV3TFRGZk9EQXdWM2c0TURCSXw5Y2MzMGI4OTYyZDU3ZjZmZDAzMjkxNWUwZTBmOGUyZTA5OGU3Zjc0YWRjYjdmYzNmODVhMzAyM2JkYTk2Y2Zh,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1104714,15286,G-S02-BLACK,KALLOY UNO,KALLO HANDLEBAR STEM GORILLA L40 15º BLK,Potencia para bicicleta 15° UNO Gorilla Park - 40 mm negro,47.00,38.84,15.00,8430525152861,17,8714109090,0,1,"<p>Potencia manillar UNO Gorilla Park</p>
<ul>
<li>Negro</li>
<li>Downhill / Free Style / Dirt Jump</li>
<li>Aluminio 6061-T6 forjado</li>
<li>Nucleo de acero</li>
<li>Peso: 250gr</li>
<li>Longitud: 40mm</li>
<li>Direcci&oacute;n: 28,6mm</li>
<li>Centro de manillar: 31,8mm</li>
<li>Inclinaci&oacute;n: 15</li>
</ul>","
Potencia manillar UNO Gorilla Park

Negro
Downhill / Free Style / Dirt Jump
Aluminio 6061-T6 forjado
Nucleo de acero
Peso: 250gr
Longitud: 40mm
Dirección: 28,6mm
Centro de manillar: 31,8mm
Inclinación: 15
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,765,208,170,90,50,,,,,,,,BMX & Ciudad & E-Bike & Infantil & MTB,https://api.mybihr.com/medias/1104714-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTIxOTUwfGltYWdlL3BuZ3xhR05qTDJnME5pOHhNVFF4TlRBME56TXdOekk1TkM4eE1UQTBOekUwTFRGZk9EQXdWM2c0TURCSXwwYTdkYWI4MDEyYTI3YjYzMGI0MWE1NzdiMGIwZWM1MWQyMTE2MzM3ODUyODIwYTQzOGMwNDIyOTYwZGQyNWZm,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105466,"TS717-30,9","SP717-30,9-350-WHITE",KALLOY UNO,"KALLO SEATPOST L:350MM Ø30,9 WHITE/BLACK",Tija de sillín UNO TS 717 - 350mm Ø30.9 Blanca / Negro,30.00,24.79,4.00,8430525153813,42,8714999089,0,1,"<p>Tija MTB GRADE 3.0.</p>
<ul>
<li>Dise&ntilde;o de doble tornillo</li>
<li>Certificaci&oacute;n EN-M y EN-R</li>
<li>Aluminio 2014-T6</li>
<li>Cabezal forjado 3D</li>
<li>One piece. Tubo interior ovalado.</li>
<li>&Oslash;:&nbsp;30.9&nbsp; mm</li>
<li>Largo: 350mm</li>
<li>Offset: 13mm</li>
<li>Peso: 256gr</li>
</ul>","
Tija MTB GRADE 3.0.

Diseño de doble tornillo
Certificación EN-M y EN-R
Aluminio 2014-T6
Cabezal forjado 3D
One piece. Tubo interior ovalado.
Ø: 30.9  mm
Largo: 350mm
Offset: 13mm
Peso: 256gr
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2544,266,385,112,59,,Negro,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105466-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTI5MjB8aW1hZ2UvcG5nfGFETmxMMmcxWkM4eE1Ea3dOalUzTWpRNE9EY3pOQzh4TVRBMU5EWTJMVEZmT0RBd1YzZzRNREJJfDIzNDhkOWQ1MzU3YmQwMWFhN2Y1ZGZjYzM2NjM0YTI4NzY1YWFhOWQ5ZTMyMzU3ZGE0NGQ3NzQ0Zjc2ZDk1ODU,https://api.mybihr.com/medias/1105466-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjM2MTA3fGltYWdlL3BuZ3xhRGxsTDJnMFppOHhNRGt3TmpVM01qZzRNVGsxTUM4eE1UQTFORFkyTFRKZk9EQXdWM2c0TURCSXwwZDAzOTJiM2I3NDk4ZTE1ZGI4ZDY5ZjUzOGFmNDhjNzYxZjFjZTg3M2RhNjFkZjU2MWVmODA3YTcyNTk3NzZj,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105446,"TS639-30,9",SP-713N-30.9-WHITE,KALLOY UNO,"KALLO SEATPOST L:350MM Ø30,9. WHITE",Tija de sillín UNO TS 639 - 350mm Ø30.9 Blanca,27.50,22.73,3.00,8430525128705,137,8714999089,0,1,"<p>Tija MTB GRADE 3.0.</p>
<p>&nbsp;</p>
<ul>
<li>Aluminio&nbsp;2014-T6.</li>
<li>Cabezal forjado 3D</li>
<li>Tubo interior ovalado</li>
<li>Color: Blanca</li>
<li>Peso:269gr</li>
<li>L: 350mm</li>
<li>&Oslash;: 30.9mm</li>
</ul>
<p>Normalmente, el usuario tiene asumido que el montaje de una tija es complicado.&nbsp;El equipo de innovaci&oacute;n de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubri&oacute; que la soluci&oacute;n es el nuevo sistema <strong>LATERAL CLAMPING MECHANISM</strong>, consistente en la incorporaci&oacute;n de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sill&iacute;n se simplifica al m&aacute;xico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.</p>","
Tija MTB GRADE 3.0.

 

Aluminio 2014-T6.
Cabezal forjado 3D
Tubo interior ovalado
Color: Blanca
Peso:269gr
L: 350mm
Ø: 30.9mm


Normalmente, el usuario tiene asumido que el montaje de una tija es complicado. El equipo de innovación de Kalloy UNO se ha esforzado en solucionar este problema. Durante el proceso se descubrió que la solución es el nuevo sistema LATERAL CLAMPING MECHANISM, consistente en la incorporación de dos tornillos (uno vertical y otro horizontal) con el que instalar y ajustar la tija-sillín se simplifica al máxico. No solo eso, sino que el sistema incrementa la rigidez y durabilidad de todo el conjunto.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3660,296,421,126,69,,Blanco,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105446-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA1ODY0fGltYWdlL3BuZ3xhRGc0TDJnMVlpOHhNRGt3TmpVMk1UQTROVFEzTUM4eE1UQTFORFEyTFRGZk9EQXdWM2c0TURCSXw1NDJhMjA0NjFmOGU5NDg5ZTM0NDAxOGJkMzMxZjRmYWY4NjIyNWE1YzcxZjlkMWMyN2RjMjA1ZjM2MmUxOTVl,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105181,349BL,HB-FB11-WHITE,KALLOY UNO,"KALLO HANDLEBAR FLAT BAR -580-Ø25,4. WH",Manillar MTB recto UNO Ø25.4 580mm. Aluminio color Blanco,18.50,15.29,4.00,8430525116870,66,8714991089,0,1,"Manillar plano MTB Grade 2.0.<br>Anchura: 580mm. Peso: 243 gr.<br>Aluminio 6061 P.G.<br>Centro de manillar: �25,4mm.<br>Color Blanco","Manillar plano MTB Grade 2.0.Anchura: 580mm. Peso: 243 gr.Aluminio 6061 P.G.Centro de manillar: �25,4mm.Color Blanco",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1448,248,579,61,41,,,,,,,,Ciudad & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105181-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4OTR8aW1hZ2UvcG5nfGFHUTBMMmd5Tmk4eE1Ea3dNakUyTlRnME9EQTVOQzh4TVRBMU1UZ3hMVEZmT0RBd1YzZzRNREJJfDFiZjY4Zjg4YjQzNWE4Njc0YmQ3MmNiYWE4MjBmOTZhZWE0MmNjNjM0YWJhZTA4ZGJmMzNjNmE1ODAyZjc0NjE,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105467,"TS717-31,6","SP717-31,6-350-WHITE",KALLOY UNO,"KALLO SEATPOST L:350MM Ø31,6 WHITE/BLACK",Tija de sillín UNO TS 717 - 350mm Ø31.6 Blanca / Negro,30.00,24.79,4.00,8430525153820,36,8714999089,0,1,"<p>Tija MTB GRADE 3.0.</p>
<ul>
<li>Dise&ntilde;o de doble tornillo</li>
<li>Certificaci&oacute;n EN-M y EN-R</li>
<li>Aluminio 2014-T6</li>
<li>Cabezal forjado 3D</li>
<li>One piece. Tubo interior ovalado</li>
<li>&Oslash;:&nbsp;31.6&nbsp; mm</li>
<li>Largo: 350mm</li>
<li>Offset: 13mm</li>
<li>Peso: 256gr</li>
</ul>","
Tija MTB GRADE 3.0.

Diseño de doble tornillo
Certificación EN-M y EN-R
Aluminio 2014-T6
Cabezal forjado 3D
One piece. Tubo interior ovalado
Ø: 31.6  mm
Largo: 350mm
Offset: 13mm
Peso: 256gr
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2478,329,356,120,58,,Blanco & Negro,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105467-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTEyNjh8aW1hZ2UvcG5nfGFEbGlMMmd3TlM4eE1Ea3dOalUzTXpJM05URTJOaTh4TVRBMU5EWTNMVEZmT0RBd1YzZzRNREJJfDI1NzI3MThlYTEzYmYyNmRkODZhMWVmMTMxZDhmZmRlYjBkN2RiMDhjN2E0ZDg2NGFhMDJjNmUxYjZmOTIxZmY,https://api.mybihr.com/medias/1105467-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjM5NjA0fGltYWdlL3BuZ3xhREk0TDJneE15OHhNRGt3TmpVM016WTJPRE00TWk4eE1UQTFORFkzTFRKZk9EQXdWM2c0TURCSXw2ZWY3NDBkNjBiZTlhYWUyY2Q4ZjIxZGJkYmM0Mjc2M2I0YzdhOWU2NmZjNGNlYTY4YmNkNjY0ODY4MzBhNmVk,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105312,863BL,"HB-RB11-31,8-WHITE",KALLOY UNO,KALLO BIKE HANDLEBAR UNO RISE BAR 640 WH,"Manillar MTB UNO 31,8 Blanco",23.50,19.42,4.23,8430525130470,60,8714991089,0,1,<p>&nbsp;</p><p>Centro manillar estriado para una sujeci�n perfecta<br>Certificaci�n EN-M: CEN 14766<br>� Centro manillar: 31.8 mm<br>Longitud: 640mm<br>Peso: 350gr<br>Apertura: 9�<br>Elevaci�n: 35mm<br>Color Blanco.</p>,"
 
Centro manillar estriado para una sujeci�n perfectaCertificaci�n EN-M: CEN 14766� Centro manillar: 31.8 mmLongitud: 640mmPeso: 350grApertura: 9�Elevaci�n: 35mmColor Blanco.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,3631,415,546,133,50,,,,,,,,Ciudad & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105312-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzcwMDZ8aW1hZ2UvcG5nfGFEQTNMMmd6TWk4eE1Ea3dNakUzTkRRNU9EZzBOaTh4TVRBMU16RXlMVEZmT0RBd1YzZzRNREJJfDZjZjNkYmZlZDIzMGQxNjk1ZjNlZjVjMGEyYTBkMzJmZDdmYjk3MDZkN2U1MDhmYjhmYTU1YjRlMTRjZjgwYmE,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105192,390NR,AS-021-B,KALLOY UNO,"KALLO HANDLEB STEM L:90 Ø31,8. +/-7º BLK",Potencia para bicicleta ±7° UNO - 90 mm negro,22.00,18.18,5.99,8430525103528,221,8714109090,0,1,"<p>Potencia manillar MTB/Road UNO</p>
<ul>
<li>3-D Forged Alloy</li>
<li>Negro</li>
<li>&Aacute;ngulo: +/-7 (Dise o Invertible)</li>
<li>Direcci&oacute;n: 28,6 mm</li>
<li>Centro de manillar: 31,8 mm</li>
<li>Peso: 123 gr</li>
<li>Largo: 90mm</li>
</ul>","
Potencia manillar MTB/Road UNO

3-D Forged Alloy
Negro
Ángulo: +/-7 (Dise o Invertible)
Dirección: 28,6 mm
Centro de manillar: 31,8 mm
Peso: 123 gr
Largo: 90mm
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,747,134,155,79,61,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105192-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjExNjk0fGltYWdlL3BuZ3xhRFZsTDJobE1TOHhNVE01T1RZMU56QTJNalF6TUM4eE1UQTFNVGt5TFRGZk9EQXdWM2c0TURCSXxlNjZjN2EzMmI1MTYyMGYwMGRlMWY3YTM5Yjk4ZjQyMGZjNDBlNjU2Mzk4NTY3MDljOTMzOWUwODRjMDVmNjNm,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1104888,35391,AS-M01/100MM BOD-WHI,KALLOY UNO,KALLO HANDLEBAR STEM M01 L:100 BLK +/-7º,Potencia para bicicleta ±7° UNO M01 - 100 mm negro,25.00,20.66,7.99,8430525353916,45,8714109090,0,1,"<p>Potencia manillar UNO M01 Advanced Project</p>
<ul>
<li>3D Forged Aluminio 6061-T6</li>
<li>&Aacute;ngulo: -7</li>
<li>Direcci&oacute;n: 28,6 mm ( 1-1/8 )</li>
<li>Centro de manillar: 31,8mm</li>
<li>Color negro</li>
<li>Caracter&iacute;sticas: 100mm / 117 gr</li>
</ul>","
Potencia manillar UNO M01 Advanced Project

3D Forged Aluminio 6061-T6
Ángulo: -7
Dirección: 28,6 mm ( 1-1/8 )
Centro de manillar: 31,8mm
Color negro
Características: 100mm / 117 gr
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1185,175,230,101,51,,,,,,,,BMX & E-Bike & MTB,https://api.mybihr.com/medias/1104888-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0NDIwfGltYWdlL3BuZ3xhREkyTDJobFpDOHhNRGc1TlRnd01ESXdOVE0wTWk4eE1UQTBPRGc0TFRGZk9EQXdWM2c0TURCSXw2Mjg5Y2Q2MjQ1ZDNiNmY4ODJiYzU2YzkwZWMzNmY4Mzg4NDg0NWUzNGViYTE2YjhhOTQyM2E5NTJlYmJjMWRk,https://api.mybihr.com/medias/1104888-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjkwMTU5fGltYWdlL3BuZ3xhR1U1TDJobE1TOHhNRGc1TlRnd01EVTVPRFUxT0M4eE1UQTBPRGc0TFRKZk9EQXdWM2c0TURCSXxjZDE2MTQwNGZmZmNmNzQ2NWEyZTcyYjYzZmE5OTkzYTBjY2ZkMGM1ZjIyYTE0MGNkYjZjNWRmODA2YTYwYTBj,https://api.mybihr.com/medias/1104888-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjA3Mjg4fGltYWdlL3BuZ3xhREk0TDJneFppOHhNRGt3TWpFMU56azRNemMzTkM4eE1UQTBPRGc0TFROZk9EQXdWM2c0TURCSXwyNjc4MjAyNmNjYTUxNzg3MjM2YWQ1MmY0NDA3OGFiZTA5ZmQ4Yjc3YTFhNTQ2ODVmMDU4OGQ0Njc4YTliNzZm,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105283,759PL,AS-809A-S,KALLOY UNO,KALLO HANDLEB STEM ADJ 10/40º L110 SILVE,Potencia para bicicleta -10° / 40° UNO - 110 mm plata,18.50,15.29,9.94,8430525116672,4,8714109090,0,1,"<p>Potencia manillar regulable MTB/City UNO. Plata.<br>Aluminio.</p>
<ul>
<li>Peso: 283,5 gr</li>
<li>Largo 110 mm</li>
<li>Direcci&oacute;n: 25,4 - 28,6 mm</li>
<li>Regulable: de -10 a 40</li>
<li>Centro de manillar: 25,4 mm</li>
</ul>
<p>Se suministra con adaptador de direcci&oacute;n para uso en 25,4 mm</p>","
Potencia manillar regulable MTB/City UNO. Plata.Aluminio.

Peso: 283,5 gr
Largo 110 mm
Dirección: 25,4 - 28,6 mm
Regulable: de -10 a 40
Centro de manillar: 25,4 mm


Se suministra con adaptador de dirección para uso en 25,4 mm",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,630,370,161,85,46,,,,,,,,Ciudad & E-Bike & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105283-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjEzMzQ2fGltYWdlL3BuZ3xhRGMyTDJoaFl5OHhNRGt3TWpFM01qRXpPVFUxTUM4eE1UQTFNamd6TFRGZk9EQXdWM2c0TURCSXxiMjY1MjVjMmE5ZTQyZDU3ZThhMGE2OGU5MzIyNDZiMjc4ZmJkMzc2NjJlY2RkZDMzMDM5Njc2MzMxZTY1Mzc4,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
1105398,"TS132-26,6",SP-341-26.6S,KALLOY UNO,"KALLO SEATPOST L:350MM Ø26,6. SILVER",Tija de sillín UNO SP 341 - 350mm Ø26.6 Plata,16.50,13.64,7.50,8430525015494,14,8714999089,0,1,"<ul>
<li>Aluminio</li>
<li>Color Plata</li>
<li>L: 350mm</li>
<li>&Oslash;: 26,6</li>
</ul>","
Aluminio
Color Plata
L: 350mm
Ø: 26,6
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1402,324,372,65,58,,Plata,,,,,,BMX & Carretera & Ciudad & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1105398-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4NzY2fGltYWdlL3BuZ3xhRGhqTDJoaE5TOHhNRGt3TWpFNE9ETTVNalEzT0M4eE1UQTFNems0TFRGZk9EQXdWM2c0TURCSXwwZDJhZjNhNmI2NjA3MTcwZTkzZjQ3ODA2MmZmZTMzOGNiMGQ1ZGIzMjczMjM2ODk0NzE4Yzk1ODZmZTRhMDE0,,,https://static.bihr.pro/eBihr/Pictures/KALLOY_UNO-pictures.zip,Spain Warehouse (Parts)
