PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Compuesto de neumático,Diámetro de la llanta,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Tierra,Picture1,Picture2,Picture3,AllPicturesZIP,Document1,Document2,DeliveryPlant
9000219,90000665,17414,BRIDGESTONE,BRIDG TIRE S22 FRONT 110/70R17,Neumático BRIDGESTONE BATTLAX S22 FRONT 110/70 R 17 54H TL,136.73,113.00,61.02,3286341741414,25,4011400000,0,1,<p><strong>Battlax HYPERSPORT S22</strong></p><p>  <br></p><p>Un nuevo y apasionante producto que te permitirá experimentar como nunca antes todo el potencial de tu moto en carretera:</p><p>  <br></p><p>- Nuevos compuestos en 3 y 5 capas (3LC y 5LC).</p><p>  <br></p><p>- Mejor rendimiento en todas las áreas.</p><p>  <br></p><p>- Tiempo de vuelta en mojado un 5% más rápido.</p><p>  <br></p><p>- Velocidad en curvas en seco un 15% superior.</p>,"
Battlax HYPERSPORT S22
  
Un nuevo y apasionante producto que te permitirá experimentar como nunca antes todo el potencial de tu moto en carretera:
  
- Nuevos compuestos en 3 y 5 capas (3LC y 5LC).
  
- Mejor rendimiento en todas las áreas.
  
- Tiempo de vuelta en mojado un 5% más rápido.
  
- Velocidad en curvas en seco un 15% superior.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,38291,3980,590,590,110,70,110,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,54,H < 210 km/h,,BATTLAX S22,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/9000219-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDg5NDB8aW1hZ2UvanBlZ3xhRGM0TDJoaU5pODRPVFV5TXpneU1USTRNVFU0THprd01EQXlNVGt0TVY4NE1EQlhlRGd3TUVnfDdjOTc1ZTIwZDI2NjY2NDJiMzdiMDRhY2RhM2UyODVmNjc1OGZhODQ5MWUyNjFkMzVlZTFjMGYzNjc1Y2IzZDI,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007118,9007118,24758,BRIDGESTONE,BRIDG TIRE S23 REAR 180/55ZR17,Neumático BRIDGESTONE BATTLAX S23 REAR 180/55 ZR 17 (73W) TL,350.90,290.00,156.60,3286342475813,25,4011400000,0,1,"<ul>
	<li>El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.</li>
	<li>Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.</li>
</ul>","
	El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.
	Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,71442,6520,630,630,180,55,180,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,73,(W) > 270 km/h,,BATTLAX S23,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007118-1.jpg?context=bWFzdGVyfHJvb3R8NDc5MjF8aW1hZ2UvanBlZ3xhR013TDJobFlpODFNakU0TkRVeE9EYzROekV3TWk4NE1EQlhlRGd3TUVoZk9UQXdOekV4T0MweExtcHdad3w5YWY4NzkxNzk4MWNlYTM1N2ZkNmZiMjJmOTU1ZTMxMTdkN2QzNDU2MzY5MmVhNWRiNjhmM2ZiZTg1MmYwYjc1,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007116,9007116,24756,BRIDGESTONE,BRIDG TIRE S23 FRONT 120/70ZR17,Neumático BRIDGESTONE BATTLAX S23 FRONT 120/70 ZR 17 (58W) TL,263.78,218.00,117.72,3286342475615,35,4011400000,0,1,"<ul>
	<li>El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.</li>
	<li>Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.</li>
</ul>","
	El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.
	Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,43200,4460,600,600,120,70,120,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,58,(W) > 270 km/h,,BATTLAX S23,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007116-1.jpg?context=bWFzdGVyfHJvb3R8NDQ0NzV8aW1hZ2UvanBlZ3xhRGN6TDJobVlpODFNakU0TkRVeE9EQXdNRFkzTUM4NE1EQlhlRGd3TUVoZk9UQXdOekV4TmkweExtcHdad3w4MjgxMTVkMjBjYmUxMTBkYTZiMDRiYTQwNjIzNTA1ZWJiMTkzZjBkZTM1NDNjNzY5YjNjZjM2MGRkYjZlNzE4,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007120,9007120,24761,BRIDGESTONE,BRIDG TIRE S23 REAR 190/55ZR17,Neumático BRIDGESTONE BATTLAX S23 REAR 190/55 ZR 17 (75W) TL,376.31,311.00,167.94,3286342476117,7,4011400000,0,1,"<ul>
	<li>El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.</li>
	<li>Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.</li>
</ul>","
	El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.
	Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,80275,7021,650,650,190,55,190,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,75,(W) > 270 km/h,,BATTLAX S23,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007120-1.jpg?context=bWFzdGVyfHJvb3R8NDc5MjF8aW1hZ2UvanBlZ3xhR1UzTDJnNE9DODFNakU0TkRVeE9UVTNNelV6TkM4NE1EQlhlRGd3TUVoZk9UQXdOekV5TUMweExtcHdad3wzMWY5ZTY3ZDE4YzI4NmIwNWI5ZTNlMWU5YzlkMGZkZTc4MzI5Y2EwMjRjMmRlMzY3NDQ1ZTExMWI1YjhjOThh,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007119,9007117,24760,BRIDGESTONE,BRIDG TIRE S23 REAR 190/50ZR17,Neumático BRIDGESTONE BATTLAX S23 REAR 190/50 ZR 17 (73W) TL,367.84,304.00,164.16,3286342476018,1,4011400000,0,1,"<ul>
	<li>El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.</li>
	<li>Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.</li>
</ul>","
	El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.
	Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,75411,6700,630,630,190,50,190,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,73,(W) > 270 km/h,,BATTLAX S23,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007119-1.jpg?context=bWFzdGVyfHJvb3R8NDc5MjF8aW1hZ2UvanBlZ3xhRGMwTDJnNU5pODFNakU0TkRVeE9URTRNRE14T0M4NE1EQlhlRGd3TUVoZk9UQXdOekV4T1MweExtcHdad3w4YzFkN2JiM2E3ZDEzYzE2NGRlOWZiOTVhNGYzYzYzYWI1ODhhYmIxZmYxMjFmMTMzZDIyMDYzMDdkYjRiMzMw,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007121,,24762,BRIDGESTONE,BRIDG TIRE S23 REAR 200/55ZR17,Neumático BRIDGESTONE BATTLAX S23 REAR 200/55 ZR 17 (78W) TL,393.25,325.00,175.50,3286342476216,8,4011400000,0,1,"<ul>
	<li>El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.</li>
	<li>Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.</li>
</ul>","
	El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.
	Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,84500,7249,650,650,200,55,200,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,78,(W) > 270 km/h,,BATTLAX S23,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007121-1.jpg?context=bWFzdGVyfHJvb3R8NDc5MjF8aW1hZ2UvanBlZ3xhRFU1TDJnM1lpODFNakU0TkRVeE9UazJOamMxTUM4NE1EQlhlRGd3TUVoZk9UQXdOekV5TVMweExtcHdad3xiZDUzODkwMWUxMDgxNjZiNGJkMjZmZWQ3YTdiZTRmZDAxN2Y0ZTIzMDAyNWMxYzQzYmRiOTY4MWUxYWM2NDQw,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007117,,24757,BRIDGESTONE,BRIDG TIRE S23 REAR 160/60ZR17,Neumático BRIDGESTONE BATTLAX S23 REAR 160/60 ZR 17 (69W) TL,326.70,270.00,145.80,3286342475714,1,4011400000,0,1,"<ul>
	<li>El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.</li>
	<li>Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.</li>
</ul>","
	El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.
	Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,63504,6395,630,630,160,60,160,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,69,(W) > 270 km/h,,BATTLAX S23,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007117-1.jpg?context=bWFzdGVyfHJvb3R8NDc5MjF8aW1hZ2UvanBlZ3xhRFJsTDJobU9TODFNakU0TkRVeE9ETTVNemc0Tmk4NE1EQlhlRGd3TUVoZk9UQXdOekV4TnkweExtcHdad3w0MDA1OGYwM2I1NmU3NjljYWExNTAxNjdkYjA3Yzc3NjRkNTVmNDc1ODFhY2U0NjdlN2Q3YWUyNDFkNDdkNGUy,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007928,,32576,BRIDGESTONE,BRIDG TIRE RS12 REAR 190/55ZR17,Neumático BRIDGESTONE BATTLAX RS12 REAR 190/55 ZR 17 (75W) TL,433.18,358.00,193.32,3286343257616,1,4011400000,0,1,"<h3>BRIDGESTONE BATTLAX RACING STREET RS12</h3>
<p>The <strong>BATTLAX RACING STREET RS12</strong> is the most sporty road-legal tyre ever developed by <strong>Bridgestone</strong>. Directly derived from the brand&rsquo;s racing expertise, it pushes the limits of performance to deliver exceptional sensations on both road and track.</p>
<p>Its <strong>new rubber compound</strong>, <strong>optimized tread pattern design</strong> and <strong>completely revised construction</strong> achieve an unprecedented level of performance, true to Bridgestone&rsquo;s philosophy <em>&ldquo;From the racetrack to the road&rdquo;</em>.</p>
<ul>
<li>Technologies directly derived from motorcycle racing</li>
<li>New performance-oriented tread pattern design: high levels of dry grip at extreme lean angles</li>
<li>New racing-type rubber compound at both front and rear</li>
<li>Redesigned full-slick shoulder area delivers a true racing look and increases the contact patch, further improving grip compared to the RS11</li>
<li>New front steel construction with <strong>HE-MS Belt</strong> technology for enhanced precision</li>
<li>Significant lap time improvement compared to the RS11</li>
<li>High and consistent performance, even after multiple track laps</li>
</ul>","BRIDGESTONE BATTLAX RACING STREET RS12

The BATTLAX RACING STREET RS12 is the most sporty road-legal tyre ever developed by Bridgestone. Directly derived from the brand’s racing expertise, it pushes the limits of performance to deliver exceptional sensations on both road and track.

Its new rubber compound, optimized tread pattern design and completely revised construction achieve an unprecedented level of performance, true to Bridgestone’s philosophy “From the racetrack to the road”.

Technologies directly derived from motorcycle racing
New performance-oriented tread pattern design: high levels of dry grip at extreme lean angles
New racing-type rubber compound at both front and rear
Redesigned full-slick shoulder area delivers a true racing look and increases the contact patch, further improving grip compared to the RS11
New front steel construction with HE-MS Belt technology for enhanced precision
Significant lap time improvement compared to the RS11
High and consistent performance, even after multiple track laps
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,77824,6110,640,640,190,55,190,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,75,(W) > 270 km/h,,BATTLAX RS12,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007928-1.jpg?context=bWFzdGVyfHJvb3R8NjAyMjd8aW1hZ2UvanBlZ3xhR0U0TDJnMlpTODVPVFUyTnpReU16azBOamM0TWk4NE1EQlhlRGd3TUVoZk9UQXdOemt5T0MweExtcHdad3xjODViZTVlZWI4NmMyZDE0MWYxYjA3MTcwZmJhZGZlMzA4MGI2MGE2Njc4MGZlZWE2NWIxNzUwZGI5ZmYxNGMw,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007911,,32575,BRIDGESTONE,BRIDG TIRE RS12 REAR 180/55ZR17,Neumático BRIDGESTONE BATTLAX RS12 REAR 180/55 ZR 17 (73W) TL,407.77,337.00,181.98,3286343257517,2,4011400000,0,1,"<h3>BRIDGESTONE BATTLAX RACING STREET RS12</h3>
<p>The <strong>BATTLAX RACING STREET RS12</strong> is the most sporty road-legal tyre ever developed by <strong>Bridgestone</strong>. Directly derived from the brand&rsquo;s racing expertise, it pushes the limits of performance to deliver exceptional sensations on both road and track.</p>
<p>Its <strong>new rubber compound</strong>, <strong>optimized tread pattern design</strong> and <strong>completely revised construction</strong> achieve an unprecedented level of performance, true to Bridgestone&rsquo;s philosophy <em>&ldquo;From the racetrack to the road&rdquo;</em>.</p>
<ul>
<li>Technologies directly derived from motorcycle racing</li>
<li>New performance-oriented tread pattern design: high levels of dry grip at extreme lean angles</li>
<li>New racing-type rubber compound at both front and rear</li>
<li>Redesigned full-slick shoulder area delivers a true racing look and increases the contact patch, further improving grip compared to the RS11</li>
<li>New front steel construction with <strong>HE-MS Belt</strong> technology for enhanced precision</li>
<li>Significant lap time improvement compared to the RS11</li>
<li>High and consistent performance, even after multiple track laps</li>
</ul>","BRIDGESTONE BATTLAX RACING STREET RS12

The BATTLAX RACING STREET RS12 is the most sporty road-legal tyre ever developed by Bridgestone. Directly derived from the brand’s racing expertise, it pushes the limits of performance to deliver exceptional sensations on both road and track.

Its new rubber compound, optimized tread pattern design and completely revised construction achieve an unprecedented level of performance, true to Bridgestone’s philosophy “From the racetrack to the road”.

Technologies directly derived from motorcycle racing
New performance-oriented tread pattern design: high levels of dry grip at extreme lean angles
New racing-type rubber compound at both front and rear
Redesigned full-slick shoulder area delivers a true racing look and increases the contact patch, further improving grip compared to the RS11
New front steel construction with HE-MS Belt technology for enhanced precision
Significant lap time improvement compared to the RS11
High and consistent performance, even after multiple track laps
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,1,5890,10,10,10,55,180,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,73,(W) > 270 km/h,,BATTLAX RS12,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007911-1.jpg?context=bWFzdGVyfHJvb3R8NjAyMjd8aW1hZ2UvanBlZ3xhR00xTDJoa09DODVPVFUyTnpReE5qZ3pOakV5Tmk4NE1EQlhlRGd3TUVoZk9UQXdOemt4TVMweExtcHdad3wxMWQyYmVkNjU3NTMwZWYyOTFjOTZhNzM3ODhlMWVkZDMyNWY4YTA2NjBiZWQ2MmRlYzQ0Mzk0YzVhMjFkMDNh,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007910,,32549,BRIDGESTONE,BRIDG TIRE RS12 FRONT 120/70ZR17,Neumático BRIDGESTONE BATTLAX RS12 FRONT 120/70 ZR 17 (58W) TL,302.50,250.00,121.00,3286343254912,3,4011400000,0,1,"<h3>BRIDGESTONE BATTLAX RACING STREET RS12</h3>
<p>The <strong>BATTLAX RACING STREET RS12</strong> is the most sporty road-legal tyre ever developed by <strong>Bridgestone</strong>. Directly derived from the brand&rsquo;s racing expertise, it pushes the limits of performance to deliver exceptional sensations on both road and track.</p>
<p>Its <strong>new rubber compound</strong>, <strong>optimized tread pattern design</strong> and <strong>completely revised construction</strong> achieve an unprecedented level of performance, true to Bridgestone&rsquo;s philosophy <em>&ldquo;From the racetrack to the road&rdquo;</em>.</p>
<ul>
<li>Technologies directly derived from motorcycle racing</li>
<li>New performance-oriented tread pattern design: high levels of dry grip at extreme lean angles</li>
<li>New racing-type rubber compound at both front and rear</li>
<li>Redesigned full-slick shoulder area delivers a true racing look and increases the contact patch, further improving grip compared to the RS11</li>
<li>New front steel construction with <strong>HE-MS Belt</strong> technology for enhanced precision</li>
<li>Significant lap time improvement compared to the RS11</li>
<li>High and consistent performance, even after multiple track laps</li>
</ul>","BRIDGESTONE BATTLAX RACING STREET RS12

The BATTLAX RACING STREET RS12 is the most sporty road-legal tyre ever developed by Bridgestone. Directly derived from the brand’s racing expertise, it pushes the limits of performance to deliver exceptional sensations on both road and track.

Its new rubber compound, optimized tread pattern design and completely revised construction achieve an unprecedented level of performance, true to Bridgestone’s philosophy “From the racetrack to the road”.

Technologies directly derived from motorcycle racing
New performance-oriented tread pattern design: high levels of dry grip at extreme lean angles
New racing-type rubber compound at both front and rear
Redesigned full-slick shoulder area delivers a true racing look and increases the contact patch, further improving grip compared to the RS11
New front steel construction with HE-MS Belt technology for enhanced precision
Significant lap time improvement compared to the RS11
High and consistent performance, even after multiple track laps
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,41772,4200,590,590,120,70,120,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,58,(W) > 270 km/h,,BATTLAX RS12,Delantero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007910-1.jpg?context=bWFzdGVyfHJvb3R8NjE2NDd8aW1hZ2UvanBlZ3xhRE0zTDJoallpODVPVFUyTnpReE5qUTBNamt4TUM4NE1EQlhlRGd3TUVoZk9UQXdOemt4TUMweExtcHdad3xmZDRjMTZkNGFlYzBmZDlkNjgzN2I3ODA0NzZkMmM4ZDFhMDM1ODZjNTEwMGI5YjNhYmQwM2UwNGE0YmFkYTU2,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007914,,4801827,BRIDGESTONE,BRIDG TIRE S23 REAR 150/60R17,Neumático BRIDGESTONE BATTLAX S23 REAR 150/60 R 17 66H TL,203.28,168.00,90.72,3286348018274,2,4011400000,0,1,"<ul>
	<li>El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.</li>
	<li>Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.</li>
</ul>","
	El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.
	Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,57660,5380,620,620,150,60,150,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,66,H < 210 km/h,,BATTLAX S23,Trasero,TL - Tubeless,,,,,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
9007913,,4801828,BRIDGESTONE,BRIDG TIRE S23 REAR 140/70R17,Neumático BRIDGESTONE BATTLAX S23 REAR 140/70 R 17 66H TL,181.50,150.00,81.00,3286348018281,0,4011400000,0,1,"<ul>
	<li>El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.</li>
	<li>Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.</li>
</ul>","
	El nuevo BATTLAX HYPERSPORT S23 de Bridgestone es un neumático radial deportivo para motocicletas para uso en la calle que está diseñado para cumplir con los requisitos de las motocicletas deportivas modernas en constante evolución.
	Como último producto de la gama premium de neumáticos para motocicletas de Bridgestone, la gama BATTLAX, el neumático presenta mayores niveles de rendimiento excepcional de agarre en seco y mojado, empleando un compound de nueva creación y un diseño de dibujo actualizado.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE HYPERSPORT,53816,5260,620,620,140,70,140,Hypersport,,17,Radial,Neumáticos de motocicleta y scooter,,66,H < 210 km/h,,BATTLAX S23,Trasero,TL - Tubeless,,https://api.mybihr.com/medias/800Wx800H-9007913-1.jpg?context=bWFzdGVyfHJvb3R8NjAyMjd8aW1hZ2UvanBlZ3xhRFl4TDJoak5DODVPVFUyTnpReE56WXlNalUxT0M4NE1EQlhlRGd3TUVoZk9UQXdOemt4TXkweExtcHdad3w2MDIyOTJiYjg2NGRjMmU1ZmY1NDQwMjNlMTkzNWUzNzdlMzNhODdiMzk4ZTY5Y2Q0NDQ4ODY5N2U2ZWRmYTRj,https://api.mybihr.com/medias/800Wx800H-9007913-2.jpg?context=bWFzdGVyfHJvb3R8NDgwNTN8aW1hZ2UvanBlZ3xhR1EyTDJnellpODVPVFUyT0RVeE1qWXpNRGd4TkM4NE1EQlhlRGd3TUVoZk9UQXdOemt4TXkweUxtcHdad3wyODIxZGRlYzc1OWJhOThkOWUxM2NhMmE0NDJkY2ZlNGE3ZjU5NWVmZjBhMTI1MDQ0ZmMzZjQzM2E4MGRkMTc0,https://api.mybihr.com/medias/800Wx800H-9007913-3.jpg?context=bWFzdGVyfHJvb3R8NDgwNTN8aW1hZ2UvanBlZ3xhRGt6TDJnME1pODVPVFUyT0RVeE1qZ3lOelF5TWk4NE1EQlhlRGd3TUVoZk9UQXdOemt4TXkwekxtcHdad3xkNjcyNDFjNGJkMGY3MGI0ODUxN2Y4Zjg2MDM4YjFkMTI1OGZkMzE1MDg4Yjc3ZWE4NzU4N2MwYzU0NzEyY2E5,https://static.bihr.pro/eBihr/Pictures/BRIDGESTONE-pictures.zip,,,Spain Warehouse (Tires)
