PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Acabado,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Color,Composición,Embalaje,Homologación,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,DeliveryPlant
1089192001,7000021406,FRTEN300KT0020OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3103001120207,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,13570,1745,716,184,103,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089192001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURFekwyZ3hOeTg1T0RBeE1qUTJNelEyTkRRM09DODRNREJYZURnd01FaGZNVEE0T1RFNU1qQXdNUzB4TG1wd1p3fDQ2NzFjMmE0YzFkODZlMDRlNDVmMGJlNWE3ODM4OWUwOWFlN2UyZTY0NjA5ZDQ5MTY1MjE1YzBiYjMxZjRlNjI,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089194001,7000020206,FRTEN300TM0014OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3103002013140,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,18374,1681,723,194,131,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089194001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURnekwyZzNPUzg1T0RBeE1qUTJOREl4T0RFME1pODRNREJYZURnd01FaGZNVEE0T1RFNU5EQXdNUzB4TG1wd1p3fDdkOWJjYWU5NjgyNjMzMDBjZjQ1Zjk3YTE4YjQ3MTAzMTY3NjBlYzljZDQ5ZGY1ZTZlYWQ0MWJkMTc0MTcwM2Q,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089195001,7000021206,FRTEN300XT0012OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3103002420122,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,17633,1736,756,238,98,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089195001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURJekwyZzROeTg1T0RBeE1qUTJORFl4TVRNMU9DODRNREJYZURnd01FaGZNVEE0T1RFNU5UQXdNUzB4TG1wd1p3fGZlNmFmYzkzNGZiNzc5Zjg0NTdkYjkxYzY5YWU0MjZiY2IxNjg4ZTkxYWVlODlkZmJjMTI0OTg0M2Y5MGFiNTQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089178001,7000020706,FRTCR125KT1115OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3101251120152,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,15904,1592,698,245,93,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089178001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YUdGaEwyZzVaQzg1T0RBeE1qUTFPRGMwTlRnNE5pODRNREJYZURnd01FaGZNVEE0T1RFM09EQXdNUzB4TG1wd1p3fGU4YzhiN2UzMjhlZTEzM2U4NmRiZTIyOTdkYzE2MzVmMzQ0NTkwZGZkYzU2YzEyYTBjNDMxZTliMDNjM2Y5ZDA,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089184001,7000021506,FRTEN125BE0018OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3101252500182,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,13362,1404,662,174,116,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089184001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURaaEwyaGpOeTg1T0RBeE1qUTJNVEV3TlRFNE1pODRNREJYZURnd01FaGZNVEE0T1RFNE5EQXdNUzB4TG1wd1p3fGJjMDVkODVlYWNiNDUwOTU2YWQyNzhhNzRiMTQ3ZjJmOTI0MTc4NjAxY2E3OTdhNDVkYzhlODhjYzg5MjI0OGY,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089186001,7000020006,FRTEN300BE0012OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3103002500121,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,12500,1714,740,164,103,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089186001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURWakwyaGlOUzg1T0RBeE1qUTJNVFk1TlRBd05pODRNREJYZURnd01FaGZNVEE0T1RFNE5qQXdNUzB4TG1wd1p3fDNhZWQ3NzZkZDUyNTBlYWZjYTdlMjk3M2M5YWFlNGVmNGI0MDBlNTAxM2ZhZjE5ODAwM2Y3MTI0Mzc2ZjQ2NTM,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089188001,7000019806,FRTEN300GG0012OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3103007700120,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,11986,1606,694,171,101,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089188001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURJekwyZzJNQzg1T0RBeE1qUTJNakE0T0RJeU1pODRNREJYZURnd01FaGZNVEE0T1RFNE9EQXdNUzB4TG1wd1p3fDhjZGFiMDE1YTJlZjM1MzllNzMxZjI1MGMyMGZlOTQ1MWMwZjZmMTBhMWI0MzNjOGQ0OTQ3MjAzYzljMzNkYzc,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089193001,7000020906,FRTEN300SH0016OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3103001980160,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,17711,1627,720,251,98,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089193001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YUdFeEwyZ3lOQzg1T0RBeE1qUTJNemcxTnpZNU5DODRNREJYZURnd01FaGZNVEE0T1RFNU16QXdNUzB4TG1wd1p3fDcwNGY1ZDA0NWMyNjE2YjExMzQ2ZTY4MDAxZDY4OGQzZjVlYmY2ZmE4YWQyNTBmNjZiYzBhOTFmYjgxNjZjOWE,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089176001,7000021306,FRTCR085KT0018OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,1085112000185,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,6048,916,420,160,90,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089176001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURkaUwyaG1aaTg1T0RBeE1qUTFOemsxT1RRMU5DODRNREJYZURnd01FaGZNVEE0T1RFM05qQXdNUzB4TG1wd1p3fDVjZTgyNTQ4OTk2ZGY0YTI3ZThmMGJhMWE0MjM4YmI0ODA1M2FhMDIyNGUwYTQyNzBjYzRiMTM2YzVhNzk1Mjk,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089180001,7000019606,FRTCR125KT0019OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3101251120190,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,10003,1222,574,157,111,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089180001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YUdRd0wyZ3pZUzg1T0RBeE1qUTFPVFV6TWpNeE9DODRNREJYZURnd01FaGZNVEE0T1RFNE1EQXdNUzB4TG1wd1p3fGMxM2I3MDI5MDA3NWU2NWM4OTBjNmM2NWZmOTZmNTM3NjNiYTgwNDRkYWU3M2U2MmE1M2NjZGVmYzVkYWVmZDc,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1089185001,7000019406,FRTEN125BE0020OTCA,FRESCO,"FRESC ALUMINIUM SILENCER CARBY, ALU/CAR","Silencioso FRESCO Carby aluminio, tapa carbono",248.05,205.00,133.25,3101252500205,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.</p><p> </p><ul> <li>Innovative and lightweight design</li><li>High quality sound absorbing material ensures long life </li><li>Compliance with the FIM noise standards</li><li>Compatible with the original expansion</li><li>Comes complete with the rubber anti-vibration fixing</li></ul> </body> </html>","       The ""Carby"" silencer combines aluminum lightness, stainless steel robustness and carbon fibre flexibility.  Innovative and lightweight designHigh quality sound absorbing material ensures long life Compliance with the FIM noise standardsCompatible with the original expansionComes complete with the rubber anti-vibration fixing  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,Aluminio / Carbono,,,11466,1412,650,180,98,,Aluminio,,,,,,https://api.mybihr.com/medias/800Wx800H-1089185001-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURKa0wyaGlZeTg1T0RBeE1qUTJNVFE1T0RNNU9DODRNREJYZURnd01FaGZNVEE0T1RFNE5UQXdNUzB4TG1wd1p3fDM3MDljN2Q0OWQ2YTM3MWNhYTEwN2EyYmMzZGJiMzhiNjA2NTdlZGI4MWJhNjUzYTU3OTk1MjQzMGQzMzY2ZjE,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1070879,,FRTEN125BE0018F,FRESCO,FRESC EXHAUST PIPE FACTORY,Bufanda escape FRESCO Factory - acero,350.90,290.00,188.50,5012525001870,0,8714109090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,40645,1750,549,335,221,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1070879-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMzV8aW1hZ2UvanBlZ3xhR000TDJnME5TODVPREF4TVRreU1qRXpOekV4T0M4NE1EQlhlRGd3TUVoZk1UQTNNRGczT1MweExtcHdad3w3ZWMyZDMxMzI1NmI5MGFiZThkZjRmNmM3NzJkNDYyNWY3NzQzOGYzMTE1NTdhZjViOTdiMzkyM2E5YTBhY2U3,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1093010,7020010202,VINT125CR0089EX,FRESCO,FRESC EXHAUST PIPE FACTORY,Bufanda escape FRESCO Factory - acero,350.90,290.00,188.50,3161258900508,1,8714949090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,35282,1635,281,584,215,,,Acero,,,,,https://api.mybihr.com/medias/800Wx800H-1093010-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMzV8aW1hZ2UvanBlZ3xhREF3TDJneE1pODVPREF4TVRrek9UZ3pNVGd6T0M4NE1EQlhlRGd3TUVoZk1UQTVNekF4TUMweExtcHdad3w5ZWM5OTMwMmIyZTQ0NDhlMjE1YThiYzVmNjcyNDE3OWJkNjVmMWEyNjM4Y2IzMDY2OGJiZTExZjU3MzhkZWUx,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1093011,7020010102,VINT125CR8788EX,FRESCO,FRESC EXHAUST PIPE FACTORY,Bufanda escape FRESCO Factory - acero,350.90,290.00,188.50,3161258788502,1,8714949090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,42129,1847,261,633,255,,,Acero,,,,,https://api.mybihr.com/medias/800Wx800H-1093011-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMzV8aW1hZ2UvanBlZ3xhR1F3TDJobU1TODVPREF4TVRrME1EQXlPRFEwTmk4NE1EQlhlRGd3TUVoZk1UQTVNekF4TVMweExtcHdad3xhMjc5NWJhNWM5MjkwMmRiODA0NjU3NzBkZTFjNzBlMjhhYTkyMTYzMjkxYzM0NmQ5NzY4MDljODI2NmI2MGI3,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
