PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Composición del kit,Diámetro int/ext (mm/mm),Embalaje,Espesor (mm),Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1018251,,F1534A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,94.99,78.50,51.03,8025832257356,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,920,330,165,164,34,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018251-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURoaUwyaGxOeTg0TVRRMk56UXdOVGsxT1RFNU9DODRNREJYZURnd01FaGZNVEF4T0RJMU1TMHhMbXB3Wnd8ZTM5MmVmZTM5YmE5YmY0ZWYwMzU3NDgxMDg0MTg4YjYzOWM4NGQxNjIxMjU0NjUyYTU0YWU3ZmMwYjg3NjYwNA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018252,,F1534AC,NEWFREN,NEWFR PLATE STEEL&FRICTION,Kit de discos + separadores de embrague NEWFREN Standard,212.36,175.50,114.08,8025832257363,2,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,2858,1040,188,190,80,,,,por unidad,,https://api.mybihr.com/medias/1018252-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MjV8aW1hZ2UvanBlZ3xhR1k0TDJneFpDODRPVE0wT0RjME9UTTVOREl5THpFd01UZ3lOVEl0TVY4NE1EQlhlRGd3TUVnfGRkOGE0YTI1MTM3YTgyNDZkNGU2MjkzYTE3ZmUzMjY2OTgyYmVkNDM5ODZlNjI1ODU2MzRlNmVjYWE1MTBjZDE,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018253,,F1535A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,94.99,78.50,51.03,8025832257370,2,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,898,330,166,169,32,Orgánica,,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1018253-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdZNEwyaGpPUzg0TVRRMk56UXdOakUxTlRnd05pODRNREJYZURnd01FaGZNVEF4T0RJMU15MHhMbXB3Wnd8ODIwNzA0ZjgyY2ZjNjA3MTYwYzk1MDkwNTViOGE5NWEyNDE4MTY0NGJjNGEzYjY5M2IxOGYxYThmNjgwOTg1Zg,https://api.mybihr.com/medias/800Wx800H-1018253-2.jpg?context=bWFzdGVyfHJvb3R8MjgxMzc2fGltYWdlL2pwZWd8YURSa0wyZzJNaTh6TXpJNU56TTBNelV4TWpZd05pODRNREJYZURnd01FaGZNVEF4T0RJMU15MHlMbXB3Wnd8YWI5ZjI3ZGJhNzEwZDk3OWRhNDNjMTdmNjQxZTU1ZTFmZmRkMjM1YTJhM2I2NWRjMGQwZGYwY2Y1NTViODkxNw,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018254,,F1535AC,NEWFREN,NEWFR PLATE STEEL&FRICTION,Kit de discos + separadores de embrague NEWFREN Standard,208.97,172.70,112.26,8025832257387,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,3012,985,191,190,83,,,,por unidad,,https://api.mybihr.com/medias/1018254-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU1MjV8aW1hZ2UvanBlZ3xhRGMyTDJnNU1DODRPVFk1TURZek1qTTFOakUwTHpFd01UZ3lOVFF0TVY4NE1EQlhlRGd3TUVnfDNmNjRlMTQ1OTFlMzgzNzA1M2QzNTU4MDU0YjdlMGM2N2VkOGRhYjNlZjUwY2RmNTBhNWZiMTQ2MzVkMjJkMGM,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018255,,F1540A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,38.96,32.20,20.93,8025832032618,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,348,100,132,132,20,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018255-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURJNEwyaGpNeTg0TVRRMk56UXdOak0xTWpReE5DODRNREJYZURnd01FaGZNVEF4T0RJMU5TMHhMbXB3Wnd8MmMwOGRmMTg2YWFhNzBmNzlmNWU2YmI2YTAyOTIxNDAwZTRiYjgyYzgzZjAyNDk2Mzg1Y2RlMTUwMTYwNGRiOA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018260,,F1553A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,66.91,55.30,35.95,8025832032809,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,735,319,147,147,34,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018260-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdOaEwyaGhaUzg0TVRRMk56UXdOamswTWpJek9DODRNREJYZURnd01FaGZNVEF4T0RJMk1DMHhMbXB3Wnd8OTA2ZTI0ZGU2MjU5MzJjYmUxYTg0NDkwMTJjZDY1ODNjMWE5M2QyODE5OGI4ZTA1ZDhhZGM2NmRlMjg1MDU3Mg,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018239,,F1502A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,61.59,50.90,33.09,8025832280118,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,348,218,132,132,20,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018239-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdSbUwyZ3dZeTg0TVRRMk56UXdNemN6TURrM05DODRNREJYZURnd01FaGZNVEF4T0RJek9TMHhMbXB3Wnd8YmMzNjhiY2YwOTZkYzIxMTgyOTcxNWVmY2UyZjRhN2MyZTM4NjU4YjE3YzU5ZjcyMzEwZDE1ZDE2OTYyNTllMQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018240,,F1505R,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Performance,161.78,133.70,86.91,8025832163213,1,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1025,305,169,164,37,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018240-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURsakwyZ3hNeTg0TVRRMk56UXdNemt5TnpVNE1pODRNREJYZURnd01FaGZNVEF4T0RJME1DMHhMbXB3Wnd8OGJjZmM5ZGVjNzhjZjc3NDExMWMxNTkxMjFiZTk2ODNiZTA5Y2M2MWNlY2VjYjRjMDIwYWUyMTUyOWVmY2Y5Mw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018242,,F1511A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,52.27,43.20,28.08,8025832230953,2,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,740,201,148,147,34,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018242-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdVNEwyZzJPQzg0TVRRMk56UXdORE15TURjNU9DODRNREJYZURnd01FaGZNVEF4T0RJME1pMHhMbXB3Wnd8NTljNTRlNjAxMDZlZjc2NTY2MzIzNDMxMzQwYzE4YjgyMmEzNjFjYTU1NTY5OTFmZmNhMjMzMDIwMDUxMTgxOA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018244,,F1514R,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Performance,159.36,131.70,85.61,8025832228035,3,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,983,269,164,162,37,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018244-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURjMkwyZzNOaTg0TVRRMk56UXdORGN4TkRBeE5DODRNREJYZURnd01FaGZNVEF4T0RJME5DMHhMbXB3Wnd8ZDIwNmRlNGYxMThiNDFlYjg2YmFmYjlkNzEyN2JjMjdmZDcwOTBkMmRlZWI0ZjcxMjk2MWU0NDk4ZWJmZjRiYw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018245,,F1515R,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Performance,160.33,132.50,86.13,8025832228059,1,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1003,325,165,160,38,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018245-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdZMUwyZzNaQzg0TVRRMk56UXdORGszTmpFMU9DODRNREJYZURnd01FaGZNVEF4T0RJME5TMHhMbXB3Wnd8MDcyODZkYTcxZmM4Nzk0ZmE3OTA0MDQzNzJmMTkxNmU5MzBhZTJkMzQ3YjM4MjBkNTliN2I0NTE2MDNlNGEyMg,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018246,,F1517R,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Performance,118.82,98.20,63.83,8025832230977,1,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,348,90,132,132,20,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018246-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURjd0wyaGpZeTg0TVRRMk56UXdOVEUzTWpjMk5pODRNREJYZURnd01FaGZNVEF4T0RJME5pMHhMbXB3Wnd8YjMxNmM4NzVjYTRmNTEzNjkxYWRkYWJlNTEyZjJjMjEyYzNhZGM1YTczNWQyNDZkNDM3NTY3NjUxNDM4MTBiMA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018247,,F1518A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,75.14,62.10,40.37,8025832257332,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,850,329,162,164,32,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018247-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURKa0wyaGtNeTg0TVRRMk56UXdOVE0yT1RNM05DODRNREJYZURnd01FaGZNVEF4T0RJME55MHhMbXB3Wnd8MGViZmY2NTE1NjJmNDY4MDEzNzJiZWIwYWVkMzZhNmY3NThiZjdmZDg5OGYxYmNlZDEwOTVhMTE0ZTQyZDhlMA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018278,,F1631A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,70.06,57.90,37.64,8025832033837,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,780,252,164,164,29,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018278-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURGa0wyZzNaUzg0TVRRMk56UXdPVFE1T0RFME1pODRNREJYZURnd01FaGZNVEF4T0RJM09DMHhMbXB3Wnd8OWE5MWEzMTliODI1M2FjMzQyNDNkZDRiY2NjZjdjYThjMWNhZTlmMmIyYTM2MTMxM2I5Y2FjZjA2NDYxNzk0MA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018281,,F1644A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,29.16,24.10,15.67,8025832034179,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,382,100,119,119,27,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018281-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURFMEwyZzNPQzg0TVRRMk56UXhNREE0TnprMk5pODRNREJYZURnd01FaGZNVEF4T0RJNE1TMHhMbXB3Wnd8NGYyMGFjMmE1NWQ0ZjM1YjQ1MWM1MDcyZGIxZjBkOTUwMjhhMjBkODI0NGU4Yzc5YzMyOWMwODQzZmE0NzM0ZA,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
