PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura,Anchura del neumático,Aro,Carcasa,Categoría de neumático,Color,Compuesto de neumático,Diámetro de la llanta,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Longitud de Válvula,Marcajes,Modelo,Montaje,Posición,Sin cámara o tipo de cámara,Tecnología,Tierra,Tipo de válvula,Uso,Uso recomendado,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,Document2,DeliveryPlant
9007155,,70000941,MITAS,MITAS TIRE TERRA FORCE-MX SM 70/100-10,Neumático MITAS TERRA FORCE-MX SM 70/100-10 (2.50-10) 41M TT SOFT MEDIUM TERRAIN RED YELLOW NHS,38.72,32.00,22.40,3831126106683,3,4011400000,0,1,"<p><strong>SOFT MEDIUM TERRAIN</strong> - <strong>Identified by the characteristic red + yellow stripe: Motocross competition tire made from a medium hard tread compound for soft to medium terrain.</strong></p>
<p>For the rider training or competing on soft to medium terrains looking for the best traction performance, control and braking capacity.<br><br>The TERRA FORCE-MX SM features a specially designed front and rear tread pattern designed to ensure optimal traction on soft surfaces with its tread knobs digging deep into the ground to improve acceleration, cornering and braking without loss of traction. The front pattern was carefully designed to ensure maximum straight-line stability.&nbsp;<br><br>It is identified by its characteristic yellow and red stripes and is available in Junior MX sizes as well. <strong>It is an NHS tyre (Not for Highway Service).</strong></p>
<ul>
<li>Designed for MotoXross racing on soft to medium terrains providing class leading traction, control and durability.</li>
<li>High performance soft rubber compound for outstanding traction and specially designed carcass for optimum control.</li>
<li>Recommended for MotoXross motorcycles including Junior.</li>
</ul>","
SOFT MEDIUM TERRAIN - Identified by the characteristic red + yellow stripe: Motocross competition tire made from a medium hard tread compound for soft to medium terrain.

For the rider training or competing on soft to medium terrains looking for the best traction performance, control and braking capacity.The TERRA FORCE-MX SM features a specially designed front and rear tread pattern designed to ensure optimal traction on soft surfaces with its tread knobs digging deep into the ground to improve acceleration, cornering and braking without loss of traction. The front pattern was carefully designed to ensure maximum straight-line stability. It is identified by its characteristic yellow and red stripes and is available in Junior MX sizes as well. It is an NHS tyre (Not for Highway Service).

Designed for MotoXross racing on soft to medium terrains providing class leading traction, control and durability.
High performance soft rubber compound for outstanding traction and specially designed carcass for optimum control.
Recommended for MotoXross motorcycles including Junior.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,14400,1420,400,400,90,100,,70,,,"MX, SX",,,10,X-Ply,Neumáticos de motocicleta y scooter,NHS (No homologado carretera),41,M < 130 km/h,,,TERRA FORCE-MX SM,,Trasero,TT - Para cámara,,,,,,https://api.mybihr.com/medias/800Wx800H-9007155-1.jpg?context=bWFzdGVyfHJvb3R8MTg0NDk5fGltYWdlL2pwZWd8YUdObEwyZ3laaTgyTWpjME5USTNNemsxT0RRek1DODRNREJYZURnd01FaGZPVEF3TnpFMU5TMHhMbXB3Wnd8MDlhOTU5ZjE2ZDdmODYyZTNiNWQ2MDZhNGU2NTUxNGQxMjdhOTFhMDY4YjJiZGRkNDM1ZWNmMTAwZTM1ZmU2NA,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
9007151,,70000924,MITAS,MITAS TIRE TERRA FORCE-MX MH 120/80-19,Neumático MITAS TERRA FORCE-MX MH 120/80-19 63M TT MEDIUM HARD TERRAIN RED GREEN NHS,107.69,89.00,62.30,3831126107130,0,4011400000,0,1,"<p><strong>Medium-Hard Terrain - Identified by the characteristic red + green stripe: Motocross competition tire made from the softest tread compound for medium to hard terrain.</strong></p>
<p>For the rider training or competing on medium to hard terrains looking for the best traction performance, control and braking capacity.<br>The TERRA FORCE-MX MH features a specially design tread pattern with a broad contact patch designed to ensure optimal traction on hard surfaces and at the same time ensuring maximum durability in order to ensure optimal acceleration, cornering and braking without loss of traction.&nbsp; The front pattern was carefully designed to ensure maximum straight-line stability.&nbsp;<br><strong>It is an NHS tyre (Not for Highway Service).</strong></p>
<ul>
<li>Designed for MotoXross racing on medium to hard terrains providing maximim control and straight-line stability.</li>
<li>High performance soft rubber compound for maximum traction.</li>
<li>Recommended for MotoXross motorcycles including Junior and Pitcross.</li>
</ul>","
Medium-Hard Terrain - Identified by the characteristic red + green stripe: Motocross competition tire made from the softest tread compound for medium to hard terrain.

For the rider training or competing on medium to hard terrains looking for the best traction performance, control and braking capacity.The TERRA FORCE-MX MH features a specially design tread pattern with a broad contact patch designed to ensure optimal traction on hard surfaces and at the same time ensuring maximum durability in order to ensure optimal acceleration, cornering and braking without loss of traction.  The front pattern was carefully designed to ensure maximum straight-line stability. It is an NHS tyre (Not for Highway Service).

Designed for MotoXross racing on medium to hard terrains providing maximim control and straight-line stability.
High performance soft rubber compound for maximum traction.
Recommended for MotoXross motorcycles including Junior and Pitcross.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,63375,5730,650,650,150,80,,120,,,"MX, SX",,,19,X-Ply,Neumáticos de motocicleta y scooter,NHS (No homologado carretera),63,M < 130 km/h,,,TERRA FORCE-MX MH,,Trasero,TT - Para cámara,,,,,,https://api.mybihr.com/medias/800Wx800H-9007151-1.jpg?context=bWFzdGVyfHJvb3R8MTgzODIyfGltYWdlL2pwZWd8YURSakwyaG1ZeTgyTWpjME5USTFOVGt3TXpJMk1pODRNREJYZURnd01FaGZPVEF3TnpFMU1TMHhMbXB3Wnd8ZTFmZTA0ZDc2ZmM0ZDNjN2QzMmFkMjUzYjkxMzI1YWNjYzEwMmRhZWNkOTVkZTJkZDdkNDdlYTE0MDhkY2VmZQ,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
9007154,,70000936,MITAS,MITAS TIRE TERRA FORCE-MX SA 2 110/90-19,Neumático MITAS TERRA FORCE-MX SAND 2 110/90-19 62M TT SAND 2 RED NHS,107.69,89.00,62.30,3831126107895,0,4011400000,0,1,"<p><strong>SAND TERRAIN - Identified by the characteristic double red stripe: Motocross competition tire made from the hardest tread compound for soft and sandy terrain.</strong></p>
<p>For the rider training or competing on deep soft sandy terrain looking for the best traction performance as well as control.&nbsp;<br>The new TERRA FORCE-MX SAND 2 features a deep (19.7 mm) paddle design with wide voids for ultimate traction when accelerating, cornering and braking and available only for the REAR.&nbsp; We recommend using in conjunction with either the TERRA FORCE-MX SAND front or the TERRA FORCE-MX SM front.<br><br>The tire structure and compound were developed in collaboration with Valentin Teillet and Alvin Oslund.<br><br><strong>It is identified by its characteristic 2 red stripes and is classified as NHS (Not for Highway Service).</strong></p>
<ul>
<li>Designed for MotoXross racing in deep soft sandy terrain offering outstanding traction as well as cornering and braking stability.</li>
<li>High performance hard rubber compound and specially designed carcass with increased lateral support gives it incredible traction and control.</li>
<li>Recommended for MotoXross motorcycles and available only for the rear.</li>
</ul>","
SAND TERRAIN - Identified by the characteristic double red stripe: Motocross competition tire made from the hardest tread compound for soft and sandy terrain.

For the rider training or competing on deep soft sandy terrain looking for the best traction performance as well as control. The new TERRA FORCE-MX SAND 2 features a deep (19.7 mm) paddle design with wide voids for ultimate traction when accelerating, cornering and braking and available only for the REAR.  We recommend using in conjunction with either the TERRA FORCE-MX SAND front or the TERRA FORCE-MX SM front.The tire structure and compound were developed in collaboration with Valentin Teillet and Alvin Oslund.It is identified by its characteristic 2 red stripes and is classified as NHS (Not for Highway Service).

Designed for MotoXross racing in deep soft sandy terrain offering outstanding traction as well as cornering and braking stability.
High performance hard rubber compound and specially designed carcass with increased lateral support gives it incredible traction and control.
Recommended for MotoXross motorcycles and available only for the rear.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,63700,5420,700,700,130,90,,110,,,"MX, SX",,,19,X-Ply,Neumáticos de motocicleta y scooter,NHS (No homologado carretera),62,M < 130 km/h,,,TERRA FORCE-MX SAND,,Trasero,TT - Para cámara,,,,,,https://api.mybihr.com/medias/800Wx800H-9007154-1.jpg?context=bWFzdGVyfHJvb3R8MjQwMDF8aW1hZ2UvanBlZ3xhRFF3TDJoaU9DODJNamMxTURZNE9UTTVORGN4T0M4NE1EQlhlRGd3TUVoZk9UQXdOekUxTkMweExtcHdad3xhYWY2Y2FmOWRhZmEyNTc1MDZjNzQ5ODcxMWYwYmMzZjQzZGU1ODUwZGVhMTZlMzgzNjQ2ZTNmYzE0OTU1MDc0,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
9007150,,70000922,MITAS,MITAS TIRE TERRA FORCE-MX MH 100/90-19,Neumático MITAS TERRA FORCE-MX MH 100/90-19 57M TT MEDIUM HARD TERRAIN RED GREEN NHS,102.85,85.00,59.50,3831126107345,0,4011400000,0,1,"<p><strong>Medium-Hard Terrain - Identified by the characteristic red + green stripe: Motocross competition tire made from the softest tread compound for medium to hard terrain.</strong></p>
<p>For the rider training or competing on medium to hard terrains looking for the best traction performance, control and braking capacity.<br>The TERRA FORCE-MX MH features a specially design tread pattern with a broad contact patch designed to ensure optimal traction on hard surfaces and at the same time ensuring maximum durability in order to ensure optimal acceleration, cornering and braking without loss of traction.&nbsp; The front pattern was carefully designed to ensure maximum straight-line stability.&nbsp;<br><strong>It is an NHS tyre (Not for Highway Service).</strong></p>
<ul>
<li>Designed for MotoXross racing on medium to hard terrains providing maximim control and straight-line stability.</li>
<li>High performance soft rubber compound for maximum traction.</li>
<li>Recommended for MotoXross motorcycles including Junior and Pitcross.</li>
</ul>","
Medium-Hard Terrain - Identified by the characteristic red + green stripe: Motocross competition tire made from the softest tread compound for medium to hard terrain.

For the rider training or competing on medium to hard terrains looking for the best traction performance, control and braking capacity.The TERRA FORCE-MX MH features a specially design tread pattern with a broad contact patch designed to ensure optimal traction on hard surfaces and at the same time ensuring maximum durability in order to ensure optimal acceleration, cornering and braking without loss of traction.  The front pattern was carefully designed to ensure maximum straight-line stability. It is an NHS tyre (Not for Highway Service).

Designed for MotoXross racing on medium to hard terrains providing maximim control and straight-line stability.
High performance soft rubber compound for maximum traction.
Recommended for MotoXross motorcycles including Junior and Pitcross.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,56628,5132,660,660,130,90,,100,,,"MX, SX",,,19,X-Ply,Neumáticos de motocicleta y scooter,NHS (No homologado carretera),57,M < 130 km/h,,,TERRA FORCE-MX MH,,Trasero,TT - Para cámara,,,,,,https://api.mybihr.com/medias/800Wx800H-9007150-1.jpg?context=bWFzdGVyfHJvb3R8MTgzODIyfGltYWdlL2pwZWd8YURJMkwyaG1OaTgyTWpjME5USTFOVFV4TURBME5pODRNREJYZURnd01FaGZPVEF3TnpFMU1DMHhMbXB3Wnd8OGFjMjA2YjgwYjA4ZWU2YWYxNTgwMDljYWUyM2IzN2ZhOTlmOGM3OGYwMTM1OGUwMmRhNDI3MjI5MWQ4ODRlMA,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
9007153,,70000927,MITAS,MITAS TIRE TERRA FORCE-MX MH 70/100-10,Neumático MITAS TERRA FORCE-MX MH 70/100-10 (2.50-10) 41M TT MEDIUM HARD TERRAIN RED GREEN NHS,38.72,32.00,22.40,3831126106690,11,4011400000,0,1,"<p><strong>Medium-Hard Terrain - Identified by the characteristic red + green stripe: Motocross competition tire made from the softest tread compound for medium to hard terrain.</strong></p>
<p>For the rider training or competing on medium to hard terrains looking for the best traction performance, control and braking capacity.<br>The TERRA FORCE-MX MH features a specially design tread pattern with a broad contact patch designed to ensure optimal traction on hard surfaces and at the same time ensuring maximum durability in order to ensure optimal acceleration, cornering and braking without loss of traction.&nbsp; The front pattern was carefully designed to ensure maximum straight-line stability.&nbsp;<br><strong>It is an NHS tyre (Not for Highway Service).</strong></p>
<ul>
<li>Designed for MotoXross racing on medium to hard terrains providing maximim control and straight-line stability.</li>
<li>High performance soft rubber compound for maximum traction.</li>
<li>Recommended for MotoXross motorcycles including Junior and Pitcross.</li>
</ul>","
Medium-Hard Terrain - Identified by the characteristic red + green stripe: Motocross competition tire made from the softest tread compound for medium to hard terrain.

For the rider training or competing on medium to hard terrains looking for the best traction performance, control and braking capacity.The TERRA FORCE-MX MH features a specially design tread pattern with a broad contact patch designed to ensure optimal traction on hard surfaces and at the same time ensuring maximum durability in order to ensure optimal acceleration, cornering and braking without loss of traction.  The front pattern was carefully designed to ensure maximum straight-line stability. It is an NHS tyre (Not for Highway Service).

Designed for MotoXross racing on medium to hard terrains providing maximim control and straight-line stability.
High performance soft rubber compound for maximum traction.
Recommended for MotoXross motorcycles including Junior and Pitcross.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,14400,1680,400,400,90,100,,70,,,"MX, SX",,,10,X-Ply,Neumáticos de motocicleta y scooter,NHS (No homologado carretera),41,M < 130 km/h,,,TERRA FORCE-MX MH,,Trasero,TT - Para cámara,,,,,,https://api.mybihr.com/medias/800Wx800H-9007153-1.jpg?context=bWFzdGVyfHJvb3R8MTgzODIyfGltYWdlL2pwZWd8YURZekwyaGhPUzgyTWpjME5USTFOakk1TmpRM09DODRNREJYZURnd01FaGZPVEF3TnpFMU15MHhMbXB3Wnd8Y2E4ZjhlZWI1MWNmZGEyODQzMzgzNmU1ZmUzOWIzNmY2NjM3MDk5OWI5ZWQ4MzkyN2ZjZTc4OWEwNzc4MTAxMQ,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
9007170,,70001070,MITAS,MITAS TIRE E-05 3.50-16,Neumático MITAS E-05 3.50-16 58S TT M+S,73.81,61.00,42.70,3831126108205,0,4011400000,0,1,"<p>Para el piloto que busca las mejores prestaciones en todo tipo de terrenos con un dibujo de la banda de rodadura de aspecto clásico.<br>
El dibujo de la banda de rodadura y el compuesto del neumático E-05 para Trail están especialmente diseñados para dotar a motocicletas clásicas de un agarre, una estabilidad y una durabilidad garantizadas.</p>
<ul>
	<li>Indicado para una utilización en todo tipo de terrenos, tanto en carretera como en campo y clasificado como M+S (barro y nieve).</li>
	<li>El dibujo de la banda de rodadura de tipo Classic Trail garantiza una durabilidad, un agarre y un rendimiento magníficos.</li>
	<li>Recomendado para motocicletas de tipo Classic Trail</li>
</ul>
","
Para el piloto que busca las mejores prestaciones en todo tipo de terrenos con un dibujo de la banda de rodadura de aspecto clásico.
El dibujo de la banda de rodadura y el compuesto del neumático E-05 para Trail están especialmente diseñados para dotar a motocicletas clásicas de un agarre, una estabilidad y una durabilidad garantizadas.

	Indicado para una utilización en todo tipo de terrenos, tanto en carretera como en campo y clasificado como M+S (barro y nieve).
	El dibujo de la banda de rodadura de tipo Classic Trail garantiza una durabilidad, un agarre y un rendimiento magníficos.
	Recomendado para motocicletas de tipo Classic Trail

",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,34200,4440,600,600,95,,,3.50,,,Trail on-off,,,16,X-Ply,Neumáticos de motocicleta y scooter,,58,S < 180 km/h,,Mud and Snow,E-05,,Delantero/trasero,TT - Para cámara,,,,,,https://api.mybihr.com/medias/800Wx800H-9007170-1.jpg?context=bWFzdGVyfHJvb3R8MjI5OTA3fGltYWdlL2pwZWd8YURGakwyZzFaaTgyTWpjMU1EWTVNRE0zTnpjMU9DODRNREJYZURnd01FaGZPVEF3TnpFM01DMHhMbXB3Wnd8ZGIyNmVhYTY5ZTM5MGI2ZGYwOWQ4MTdmY2Q0NTQzOGViYzMyMTA1MDY1Zjk3M2Y3ZmQ4NTBjZmVmMzQ5ZTY2Nw,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
9007172,,70001078,MITAS,MITAS TIRE TRIAL 80/100-21,Neumático MITAS TRIAL 80/100-21 (2.75-21) 51M TL/TT SOFT ORANGE YELLOW,88.60,73.22,51.25,3831126108304,0,4011400000,0,1,"<p>Para el piloto que busca el equilibrio perfecto, fiabilidad y tracción extrema superando cualquier tipo de obstáculo.<br>
El diseño del dibujo de la banda de rodadura TRIAL, la construcción de la carcasa radial y las diversas opciones de compuestos proporcionan una excelente tracción, estabilidad y control. Se trata además de un neumático especialmente concebido para ser ligero y flexible incluso a bajas presiones, lo que permite un control preciso y maniobrabilidad en los terrenos más arduos y ante los obstáculos más desafiantes.<br>
Disponible en dos versiones homologadas para carretera:<br>
-&nbsp;Soft, reconocible por las franjas naranjas y amarillas<br>
-&nbsp;Super Soft, reconocible por las franjas naranjas y verdes</p>
<ul>
	<li>Diseñado específicamente para la competición de Trial en todo tipo de terrenos y condiciones.</li>
	<li>Compuesto blando de alto rendimiento y carcasa de baja presión que brindan una tracción y un control máximos.</li>
	<li>Recomendado para motos de Trial.</li>
</ul>
","
Para el piloto que busca el equilibrio perfecto, fiabilidad y tracción extrema superando cualquier tipo de obstáculo.
El diseño del dibujo de la banda de rodadura TRIAL, la construcción de la carcasa radial y las diversas opciones de compuestos proporcionan una excelente tracción, estabilidad y control. Se trata además de un neumático especialmente concebido para ser ligero y flexible incluso a bajas presiones, lo que permite un control preciso y maniobrabilidad en los terrenos más arduos y ante los obstáculos más desafiantes.
Disponible en dos versiones homologadas para carretera:
- Soft, reconocible por las franjas naranjas y amarillas
- Super Soft, reconocible por las franjas naranjas y verdes

	Diseñado específicamente para la competición de Trial en todo tipo de terrenos y condiciones.
	Compuesto blando de alto rendimiento y carcasa de baja presión que brindan una tracción y un control máximos.
	Recomendado para motos de Trial.

",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,1,1,10,10,10,100,,80,,,Trial,,,21,X-Ply,Neumáticos de motocicleta y scooter,,51,M < 130 km/h,,,TRIAL,,Delantero,TL/TT - Para cámara y Tubeless,,,,,,https://api.mybihr.com/medias/800Wx800H-9007172-1.jpg?context=bWFzdGVyfHJvb3R8MTYyMDY2fGltYWdlL2pwZWd8YURNd0wyZzFZaTgyTWpjMU1EY3dOVGd4TVRRNE5pODRNREJYZURnd01FaGZPVEF3TnpFM01pMHhMbXB3Wnd8NDlmZTk0ZWQxNzM5MWU4NWFlZjNiNDY5NDY4YWQ4OTY0ZTAxYTc4NmRiNTEyMGQxYzM3Y2VjZDJhYWNiNWQ3OA,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
9007171,,70001077,MITAS,MITAS TIRE TRIAL X-PRO 120/100R18,Neumático MITAS TRIAL X-PRO 120/100R18 68M TL/TT SUPER SOFT ORANGE GREEN,135.52,112.00,78.40,3831126108298,0,4011400000,0,1,"<p>Para el piloto que busca el equilibrio perfecto, fiabilidad y tracción extrema superando cualquier tipo de obstáculo.<br>
El diseño del dibujo de la banda de rodadura TRIAL, la construcción de la carcasa radial y las diversas opciones de compuestos proporcionan una excelente tracción, estabilidad y control. Se trata además de un neumático especialmente concebido para ser ligero y flexible incluso a bajas presiones, lo que permite un control preciso y maniobrabilidad en los terrenos más arduos y ante los obstáculos más desafiantes.<br>
Disponible en dos versiones homologadas para carretera:<br>
-&nbsp;Soft, reconocible por las franjas naranjas y amarillas<br>
-&nbsp;Super Soft, reconocible por las franjas naranjas y verdes</p>
<ul>
	<li>Diseñado específicamente para la competición de Trial en todo tipo de terrenos y condiciones.</li>
	<li>Compuesto blando de alto rendimiento y carcasa de baja presión que brindan una tracción y un control máximos.</li>
	<li>Recomendado para motos de Trial.</li>
</ul>
","
Para el piloto que busca el equilibrio perfecto, fiabilidad y tracción extrema superando cualquier tipo de obstáculo.
El diseño del dibujo de la banda de rodadura TRIAL, la construcción de la carcasa radial y las diversas opciones de compuestos proporcionan una excelente tracción, estabilidad y control. Se trata además de un neumático especialmente concebido para ser ligero y flexible incluso a bajas presiones, lo que permite un control preciso y maniobrabilidad en los terrenos más arduos y ante los obstáculos más desafiantes.
Disponible en dos versiones homologadas para carretera:
- Soft, reconocible por las franjas naranjas y amarillas
- Super Soft, reconocible por las franjas naranjas y verdes

	Diseñado específicamente para la competición de Trial en todo tipo de terrenos y condiciones.
	Compuesto blando de alto rendimiento y carcasa de baja presión que brindan una tracción y un control máximos.
	Recomendado para motos de Trial.

",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,1,1,10,10,10,100,,120,,,Trial,,,18,Radial,Neumáticos de motocicleta y scooter,,68,M < 130 km/h,,,TRIAL X-PRO,,Trasero,TL/TT - Para cámara y Tubeless,,,,,,https://api.mybihr.com/medias/800Wx800H-9007171-1.jpg?context=bWFzdGVyfHJvb3R8MTY4MzU1fGltYWdlL2pwZWd8YURka0wyZzVOaTgyTWpjM016STBPVEE0TVRNM05DODRNREJYZURnd01FaGZPVEF3TnpFM01TMHhMbXB3Wnd8MzhiNWViMjQwOGI2ZjFlMzQ2NmU4NzI2MTIyODAxNDc3YTNlMDYwNmM0ZjQ1NmQ2ZDQ4MzQxZDYwMjc1MjlhOQ,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
9007157,,70000965,MITAS,MITAS TIRE TERRA FORCE-EX MH 100/100-18,Neumático MITAS TERRA FORCE-EX MH 100/100-18 59M TT SUPER LIGHT (MH TERRAIN) GREEN,90.75,75.00,52.50,3831126107086,0,4011400000,0,1,"<p><strong>Super Light (Technical Enduro) identified by the characteristic green stripe:&nbsp;</strong>light, soft carcass construction and gummy compound, especially designed for technical Enduro, ideal in wet slippery conditions.</p>
<p>For the rider that doesn't accept compromises whatever the conditions and the speed.<br>The TERRA FORCE-EX MH features refinements in tread, carcass and profile design, with a well spaced, aggresive knob design (~17 mm) that contributes to great traction and control on medium to hard pack soil. while the side knobs with a hooked profile aid acceleration. The reinforced carcass and a flexible sidewall helps it to absorb impacts and ensure maximum traction and directional stability.</p>
<ul>
<li>Designed for Enduro Xross competition for all Medium to Hard terrain types with class leading performance, stability and resistance to wear in wet or dry conditions.</li>
<li>Available in Super (Fast Enduro), Super Light (Technical Enduro) and Super Soft (Extreme Enduro) versions.</li>
<li>Recommended for Enduro and Dual-Sports motorcycles, including Junior Enduro.</li>
</ul>","
Super Light (Technical Enduro) identified by the characteristic green stripe: light, soft carcass construction and gummy compound, especially designed for technical Enduro, ideal in wet slippery conditions.

For the rider that doesn't accept compromises whatever the conditions and the speed.The TERRA FORCE-EX MH features refinements in tread, carcass and profile design, with a well spaced, aggresive knob design (~17 mm) that contributes to great traction and control on medium to hard pack soil. while the side knobs with a hooked profile aid acceleration. The reinforced carcass and a flexible sidewall helps it to absorb impacts and ensure maximum traction and directional stability.

Designed for Enduro Xross competition for all Medium to Hard terrain types with class leading performance, stability and resistance to wear in wet or dry conditions.
Available in Super (Fast Enduro), Super Light (Technical Enduro) and Super Soft (Extreme Enduro) versions.
Recommended for Enduro and Dual-Sports motorcycles, including Junior Enduro.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,56628,5178,660,660,130,100,,100,,,"Enduro, rally-raid",,,18,X-Ply,Neumáticos de motocicleta y scooter,,59,M < 130 km/h,,,TERRA FORCE-EX MH,,Trasero,TT - Para cámara,,,,,,https://api.mybihr.com/medias/800Wx800H-9007157-1.jpg?context=bWFzdGVyfHJvb3R8MTc5NDc3fGltYWdlL2pwZWd8YURJd0wyZzJZeTgyTWpjM05UWTJPVGMxTVRnek9DODRNREJYZURnd01FaGZPVEF3TnpFMU55MHhMbXB3Wnd8ZDVhNDgwOGRjNjE4MzEzYjQ1OWNjODRmZTE1MWQ2NjJjNjI1NGJlODYxNmI4ZGY4OGExOTI3MmM2MDhjOTUzNQ,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
9007158,,70000966,MITAS,MITAS TIRE TERRA FORCE-EX MH 110/100-18,Neumático MITAS TERRA FORCE-EX MH 110/100-18 64M TT SUPER LIGHT (MH TERRAIN) GREEN,95.59,79.00,55.30,3831126107185,0,4011400000,0,1,"<p><strong>Super Light (Technical Enduro) identified by the characteristic green stripe:&nbsp;</strong>light, soft carcass construction and gummy compound, especially designed for technical Enduro, ideal in wet slippery conditions.</p>
<p>For the rider that doesn't accept compromises whatever the conditions and the speed.<br>The TERRA FORCE-EX MH features refinements in tread, carcass and profile design, with a well spaced, aggresive knob design (~17 mm) that contributes to great traction and control on medium to hard pack soil. while the side knobs with a hooked profile aid acceleration. The reinforced carcass and a flexible sidewall helps it to absorb impacts and ensure maximum traction and directional stability.</p>
<ul>
<li>Designed for Enduro Xross competition for all Medium to Hard terrain types with class leading performance, stability and resistance to wear in wet or dry conditions.</li>
<li>Available in Super (Fast Enduro), Super Light (Technical Enduro) and Super Soft (Extreme Enduro) versions.</li>
<li>Recommended for Enduro and Dual-Sports motorcycles, including Junior Enduro.</li>
</ul>","
Super Light (Technical Enduro) identified by the characteristic green stripe: light, soft carcass construction and gummy compound, especially designed for technical Enduro, ideal in wet slippery conditions.

For the rider that doesn't accept compromises whatever the conditions and the speed.The TERRA FORCE-EX MH features refinements in tread, carcass and profile design, with a well spaced, aggresive knob design (~17 mm) that contributes to great traction and control on medium to hard pack soil. while the side knobs with a hooked profile aid acceleration. The reinforced carcass and a flexible sidewall helps it to absorb impacts and ensure maximum traction and directional stability.

Designed for Enduro Xross competition for all Medium to Hard terrain types with class leading performance, stability and resistance to wear in wet or dry conditions.
Available in Super (Fast Enduro), Super Light (Technical Enduro) and Super Soft (Extreme Enduro) versions.
Recommended for Enduro and Dual-Sports motorcycles, including Junior Enduro.
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,64736,5815,680,680,140,100,,110,,,"Enduro, rally-raid",,,18,X-Ply,Neumáticos de motocicleta y scooter,,64,M < 130 km/h,,,TERRA FORCE-EX MH,,Trasero,TT - Para cámara,,,,,,https://api.mybihr.com/medias/800Wx800H-9007158-1.jpg?context=bWFzdGVyfHJvb3R8MTc5NDc3fGltYWdlL2pwZWd8YURsa0wyZzVZUzgyTWpjM05UWTNNREkzTmpFeU5pODRNREJYZURnd01FaGZPVEF3TnpFMU9DMHhMbXB3Wnd8NzA5NWVlYzczYTYxMDFkZWY2MjM5OGQ5ODk4MzZhZGE4ZmI2ZjY1NjQ4OGEzYjViNzYyMzQ5NThhMTE2NDAzNQ,,,,,https://static.bihr.pro/eBihr/Pictures/MITAS-pictures.zip,,,Spain Warehouse (Tires)
