PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cantidad,Diámetro Ø (mm),Especificaciones,Espesor (mm),Rango de uso,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,DeliveryPlant
1006583,46297,5PK948120,HOT CAMS,"HOTCA VALVE SHIM 9,48X1,20MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 1,2 mm",11.27,9.31,6.05,8430525462977,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,21,100,73,73,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006583-1.jpg?context=bWFzdGVyfHJvb3R8NDY4M3xpbWFnZS9qcGVnfGFETTJMMmcwTWk4NU9EZ3lNREEwT0RVNE5EY3pOQzg0TURCWGVEZ3dNRWhmTVRBd05qVTRNeTB4TG1wd1p3fGY4Mzk0YzY0MDU2MmZlNjc1YWE1NGQyNWY1OTAwNDFkMjRkYjVlOGZmZGI3NzE5YjU3NWNkNWU2ODBhMjZkNGU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006584,46298,5PK948125,HOT CAMS,"HOTCA VALVE SHIM 9,48X1,25MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 1,25 mm",11.27,9.31,6.05,8430525462984,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,21,100,68,76,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006584-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFEWTFMMmd6WWk4NU9EZ3lNREEwT0RjNE1UTTBNaTg0TURCWGVEZ3dNRWhmTVRBd05qVTROQzB4TG1wd1p3fDFlMjNjNjlmMDJkZGI5NGQyMzBlZjVlODZhNWUzMDgwNWUwZmVlMDhhZjViN2VkMTM1NDEyZmZjMTg3OTc0ZWU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006586,46300,5PK948135,HOT CAMS,"HOTCA VALVE SHIM 9,48X1,35MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 1,35 mm",11.27,9.31,6.05,8430525463004,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,22,100,72,78,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006586-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFHUXpMMmd4T1M4NU9EZ3lNREEwT1RFM05EVTFPQzg0TURCWGVEZ3dNRWhmTVRBd05qVTROaTB4TG1wd1p3fGU0NjhkZTFlNWY2YjUwMWZjMTQxNzQ5ODBkZmIzN2RhOGFiMWNhZmJjNmQwZGNiYzkyYTU1ZTc0Y2E3YWViNTY,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006587,46301,5PK948140,HOT CAMS,"HOTCA VALVE SHIM 9,48X1,40MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 1,4 mm",11.27,9.31,6.05,8430525463011,5,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,17,100,57,76,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006587-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFHRXpMMmd5TUM4NU9EZ3lNREEwT1RNM01URTJOaTg0TURCWGVEZ3dNRWhmTVRBd05qVTROeTB4TG1wd1p3fDEzYTE3ZmJmOGQyZGIyYTMwODY3NDRmZmZjNWVmNWJlMDk4Mzc4ODUyZjkwNmI5ZmM5YmQ2ZmI1MWY4YTUyYzc,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006610,46324,5PK948255,HOT CAMS,"HOTCA VALVE SHIM 9,48X2,55MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 2,55 mm",11.27,9.31,6.05,8430525463240,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,41,2,96,48,9,,,,,,https://api.mybihr.com/medias/800Wx800H-1006610-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFHUTRMMmczTkM4NU9EZ3lNREExTXpNd016TXlOaTg0TURCWGVEZ3dNRWhmTVRBd05qWXhNQzB4TG1wd1p3fDdkZTgzMDhiNDQwMGZlYWQwY2IyNDhkMTY5ZmMwZTRjM2M5ZGFkNzJjMjJkZDRjMDBkNmZhMjlmMjQ4YjQwMTA,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006467,46372,4098-3E,HOT CAMS,HOTCA CAMSHAFT STAGE 3 - EXHAUST,Árbol de levas Hot Cams 4098-3E,385.64,318.71,207.16,8430525463721,1,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1439,445,246,75,78,,,,,,https://api.mybihr.com/medias/800Wx800H-1006467-1.jpg?context=bWFzdGVyfHJvb3R8MjIxMDd8aW1hZ2UvanBlZ3xhRGcyTDJobU5DODVPRGd5TURBek9EYzFORE16TkM4NE1EQlhlRGd3TUVoZk1UQXdOalEyTnkweExtcHdad3xjNTFmNjI0MzExNDZjNDRmMmU3NGJiMDg1N2JmNjE0NDA2MGIwMWI3MzdmOGQ2ZDFkNGE0NTJkMTAwZDQyNDg3,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006488,46173,5PK1000200,HOT CAMS,"HOTCA VALVE SHIM 10X2,00MM",Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 2 mm,12.29,10.16,6.60,8430525461734,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,13,9,70,20,9,,,,,,https://api.mybihr.com/medias/800Wx800H-1006488-1.jpg?context=bWFzdGVyfHJvb3R8Nzk0NzF8aW1hZ2UvanBlZ3xhRGN3TDJoaFppODVPRGd5TURBek9UTTBOREUxT0M4NE1EQlhlRGd3TUVoZk1UQXdOalE0T0MweExtcHdad3xmMmI5ZTlhOWJhZjYxMzMwMDIwYzRkMDZiNDE5YWQwZTA1OWIxNzBhYWNhYmJiMmUxYTI2MDBmNWRiODM0ODEx,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006486,46171,5PK1000190,HOT CAMS,"HOTCA VALVE SHIM 10X1,90MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 1,9 mm",12.29,10.16,6.60,8430525461710,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,20,3,65,78,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006486-1.jpg?context=bWFzdGVyfHJvb3R8NTE0MDV8aW1hZ2UvanBlZ3xhRFUyTDJobVlpODVPRGd5TURBek9EazFNRGswTWk4NE1EQlhlRGd3TUVoZk1UQXdOalE0TmkweExtcHdad3wxNDlhZWJmNWJmZTg4MmQ2ZDRmMzdlZTUyODRmNmYxODY5MWE4NjI5ZWEyOWM3NTk5NzU4MGFlMzg4ODI1MjFh,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006487,46172,5PK1000195,HOT CAMS,"HOTCA VALVE SHIM 10X1,95MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø10 x 1,95 mm",12.29,10.16,6.60,8430525461727,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,24,8,81,25,12,,,,,,https://api.mybihr.com/medias/800Wx800H-1006487-1.jpg?context=bWFzdGVyfHJvb3R8NzM2NDN8aW1hZ2UvanBlZ3xhRFF3TDJoaU5pODVPRGd5TURBek9URTBOelUxTUM4NE1EQlhlRGd3TUVoZk1UQXdOalE0TnkweExtcHdad3w3YzEwZDRhOTE4MWM1YWUzNzYyMDAxMTAyYzU1ZDFlY2JiNzIzOWJjMTExZjEzODFlYjM5MTBjYjdmMDFiMTBm,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006463,46367,4065-2,HOT CAMS,HOTCA CAMSHAFT STAGE 2,Árbol de levas Hot Cams 4065-2 (Fase 2),331.13,273.66,177.88,8430525463677,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1521,741,247,81,76,,,,,,https://api.mybihr.com/medias/800Wx800H-1006463-1.jpg?context=bWFzdGVyfHJvb3R8MTgwNjR8aW1hZ2UvanBlZ3xhR0ZqTDJnNU1TODVPRGd5TURBek56azJOemt3TWk4NE1EQlhlRGd3TUVoZk1UQXdOalEyTXkweExtcHdad3xkOTQxYzYyNmU5OTViMGU4MjYxMjdhN2QyNzdlMDg0ZTE5OGM3M2E4N2JmNjk3N2VmNDBhNTc1ZjhlZTc5NGI4,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1018929,,1259-1,HOT CAMS,HOTCA CAMSHAFT STAGE 1,Arbol de levas HOT CAMS  - Stage 1 Honda CRF450R,461.75,381.61,248.05,1259-1,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1422,525,243,78,75,,,,,,https://api.mybihr.com/medias/1018929-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg4OTJ8aW1hZ2UvanBlZ3xhRGs1TDJnM05TODRPVEF4TnpFNE5EQTVNalEyTHpFd01UZzVNamt0TVY4NE1EQlhlRGd3TUVnfGFkZjZkMzY2YzhiOGNmODMyNTVlZjFlNDM1YmRiMDM3OWM3NjI2MGRiY2NiNTFmYzNjY2MyZTIwZDk4NjRhNTg,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1018937,,2040-1E,HOT CAMS,HOTCA CAMSHAFT EXHAUST,Arbol de levas HOT CAMS ESCAPE - Stage 1,303.36,250.71,162.96,2040-1E,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1451,500,248,78,75,,,,,,https://api.mybihr.com/medias/800Wx800H-1018937-1.jpg?context=bWFzdGVyfHJvb3R8MjgwNjh8aW1hZ2UvanBlZ3xhRFU0TDJoaU5DODVPRGd5TkRNNU5EZzVPVFE0Tmk4NE1EQlhlRGd3TUVoZk1UQXhPRGt6TnkweExtcHdad3w5NjIzOWE0ZWJmMGUyOWRhYmU4MDFjZDc2MzEwYzQyYjU3ZDQ4MTgwN2Q2Nzc0ZTgxMjg2MzZiNjlhMzkwMDhl,https://api.mybihr.com/medias/1018937-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTA3ODI4fGltYWdlL2pwZWd8YURZeEwyZ3pPUzh4TURjNU1URXhORFV3TmpJM01DOHhNREU0T1RNM0xUSmZPREF3VjNnNE1EQkl8NjM2NjBjMGFkNzYxYmU5MDI3ZDVhMjY0ZjQ0MDA5MTFjM2ZmMjk2NzY0MDAyYzcyZGE3Mzc5MzA4OGI4OWJhZA,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1018997,,4278-1IN,HOT CAMS,HOTCA CAMSHAFT STAGE 1 - INTAKE,Arbol de levas HOT CAMS - Stage 1 Yamaha YZ450F,298.22,246.46,160.20,4278-1IN,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1529,447,245,78,80,,,,,,https://api.mybihr.com/medias/1018997-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA5NDV8aW1hZ2UvanBlZ3xhRE16TDJnek5pODRPRFU1TVRrd09UVXhPVFkyTHpFd01UZzVPVGN0TVY4NE1EQlhlRGd3TUVnfDMwODYxZmMxZDU4Y2JkZWMzNWEzNjUzY2JlMTc2Y2Q1YWFlOGJjNTU2N2MwNzQwZDMzZTE2OTNhNzA0NTVhYTA,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1018985,,4115-2,HOT CAMS,HOTCA CAMSHAFT STAGE 2,Arbol de levas HOT CAMS  - Stage 2 Yamaha YFM350 Raptor,365.07,301.71,196.11,4115-2,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1482,484,250,78,76,,,,,,https://api.mybihr.com/medias/800Wx800H-1018985-1.jpg?context=bWFzdGVyfHJvb3R8MTEwMzh8aW1hZ2UvanBlZ3xhREJtTDJoaFlpODVPRGd5TkRNNU9UWXhPREEzT0M4NE1EQlhlRGd3TUVoZk1UQXhPRGs0TlMweExtcHdad3w0NzNmNTBmYmFhMTNlZDJmOGJjNDM1NWRjY2I0Mzc4NjQ2YmM2NTE4MzI2OWIzMWQyNWU5NTAwZWFmYmQ5NTU0,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1018986,,4127-1,HOT CAMS,HOTCA CAMSHAFT STAGE 1,Arbol de levas HOT CAMS  - Stage 1 Yamaha YFM 700 FG Grizzly,185.84,153.59,99.83,4127-1,0,8714109090,0,1,"<p>Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.</p>
<ul>
<li>Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.</li>
<li>Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.</li>
<li>Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)</li>
</ul>
<p>In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.</p>","
Developed on test benches and tested by leading teams, HOT CAMS camshafts are available in three levels.

Stage 1 : increases torque and power with no additional modifications. Ideal for basic tuning.
Stage 2 : better suited to large machines, requires further improvements such as hi-compression pistons and larger carburetor to deliver its potential.
Stage 3 : specifically developed for Supermotard or to increase cylinders (use original valve springs for mounting)


In any case, we strongly advise these preparations to be handled by qualified professionals and with the adapted tools. Two sets of valve discs included for a perfect fit.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,1592,672,252,81,78,,,,,,https://api.mybihr.com/medias/800Wx800H-1018986-1.jpg?context=bWFzdGVyfHJvb3R8MzU5ODN8aW1hZ2UvanBlZ3xhRE5tTDJoaE5DODVPRGd5TkRNNU9UZ3hORFk0Tmk4NE1EQlhlRGd3TUVoZk1UQXhPRGs0TmkweExtcHdad3w3ZmIxMDVlNjg4N2IwMzI3ZTdhODg4YWZkNzEwZGQzOWJjMTQyZGQ0NjRlNTdjYjIyNDdkYzk1YjQyNjY4MGNh,https://api.mybihr.com/medias/1018986-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTA1NTgwfGltYWdlL2pwZWd8YURZNUwyaGhNUzh4TURjNU1URXlPVE00TWprME1pOHhNREU0T1RnMkxUSmZPREF3VjNnNE1EQkl8NDQ2YTRkODJkMTIwZGU5NjA2NTA1MDAxOGNlMjdiYzVmYzM4NjI5MWVkMzQyZjJlZDc0ZmY0Nzc4MzNhYTJlMg,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
