PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Clasificación de capas,Compuesto de neumático,Diámetro de la llanta,Espesor (mm),Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Tierra,Tipo de cámara de aire,Tipo de válvula,Unidades por caja,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
9007380,,1R4A2001,KENDA,KENDA TIRE K761 120/90-17,Neumático KENDA K761 120/90-17 64H E TT,121.24,100.20,70.14,4711041554471,1,4011400000,0,1,"<p>&iquest;Te gusta m&aacute;s conducir por la ciudad que por rutas de monta&ntilde;a?</p><p>El K761 Dual Sport es tu neum&aacute;tico</p><ul><li>30% barro, 70% carretera.</li><li>Dise&ntilde;o corpulento y agresivo, orientado a la pr&aacute;ctica deportiva en la calle.</li><li>Neum&aacute;ticos de equipo original de modelos de importantes fabricantes.</li><li>Grandes prestaciones en caminos de grava y cortafuegos, pero conservando un comportamiento excelente en ciudad.</li><li>Banda de rodadura de larga vida &uacute;til y uno de los neum&aacute;ticos m&aacute;s econ&oacute;micos del mercado.</li><li>Disponible en 29 medidas de uso com&uacute;n para montaje en m&uacute;ltiples tipos de moto.</li></ul>","
¿Te gusta más conducir por la ciudad que por rutas de montaña?
El K761 Dual Sport es tu neumático30% barro, 70% carretera.Diseño corpulento y agresivo, orientado a la práctica deportiva en la calle.Neumáticos de equipo original de modelos de importantes fabricantes.Grandes prestaciones en caminos de grava y cortafuegos, pero conservando un comportamiento excelente en ciudad.Banda de rodadura de larga vida útil y uno de los neumáticos más económicos del mercado.Disponible en 29 medidas de uso común para montaje en múltiples tipos de moto.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR ON/OFF,49972,5980,620,620,130,90,120,Trail on-off,,,17,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,64,H < 210 km/h,,K761,Trasero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007380-1.jpg?context=bWFzdGVyfHJvb3R8NjAzNTJ8aW1hZ2UvanBlZ3xhREJsTDJnMU1DODJOREUzTnpZek9UWTFNelF3Tmk4NE1EQlhlRGd3TUVoZk9UQXdOek00TUMweExtcHdad3xkYWM4MDQ2NGU4MGZkMDA0ODgyMTQ4MDU3NTliYWYwMzk1OGVhMjA0ZTlmNjcwZTY2YjY0ZTYxODIxYWJkZWZj,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007384,,1R6G1019,KENDA,KENDA TIRE K761 130/80-18,Neumático KENDA K761 130/80-18 66P E TT,129.11,106.70,74.69,4711041547251,2,4011400000,0,1,"<p><strong>¿Te gusta más conducir por la ciudad que por rutas de montaña?</strong></p><p><strong>El K761 Dual Sport es tu neumático</strong></p><p>  <br></p><p>- 30% barro, 70% carretera.</p><p>- Diseño corpulento y agresivo, orientado a la práctica deportiva en la calle.</p><p>- Neumáticos de equipo original de modelos de importantes fabricantes.</p><p>- Grandes prestaciones en caminos de grava y cortafuegos, pero conservando un comportamiento excelente en ciudad.</p><p>- Banda de rodadura de larga vida útil y uno de los neumáticos más económicos del mercado.</p><p>- Disponible en 29 medidas de uso común para montaje en múltiples tipos de moto.</p>","
¿Te gusta más conducir por la ciudad que por rutas de montaña?
El K761 Dual Sport es tu neumático
  
- 30% barro, 70% carretera.
- Diseño corpulento y agresivo, orientado a la práctica deportiva en la calle.
- Neumáticos de equipo original de modelos de importantes fabricantes.
- Grandes prestaciones en caminos de grava y cortafuegos, pero conservando un comportamiento excelente en ciudad.
- Banda de rodadura de larga vida útil y uno de los neumáticos más económicos del mercado.
- Disponible en 29 medidas de uso común para montaje en múltiples tipos de moto.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR ON/OFF,58357,5802,670,670,130,80,130,Trail on-off,,,18,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,66,P < 150 km/h,,K761,Trasero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007384-1.jpg?context=bWFzdGVyfHJvb3R8NDU0NDR8aW1hZ2UvanBlZ3xhRGN4TDJnM1lTODRNakF4TURBMU1qZ3lNVEF5TWk4NE1EQlhlRGd3TUVoZk9UQXdOek00TkMweExtcHdad3xkMGZlYTIzODFlOTk0Njc1OTQ5MDZmMTZiOGM4N2Y3ZjYwZjZkN2JhMTM5ZDlhYWNkMjg2OTEwNWRiMjIxNDA1,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007428,,1R0L2063,KENDA,KENDA TIRE K784 BIG BLOCK 140/80B18,Neumático KENDA K784 BIG BLOCK 140/80 B 18 70R E TL M+S,157.30,130.00,91.00,4711041554204,1,4011400000,0,1,"<p><strong>Big Block</strong></p>
<p>&iexcl;Llamando a todos los aventureros! Tenemos el compa&ntilde;ero de carretera que estabas buscando. Te presentamos los nuevos neum&aacute;ticos para motos adventure Big Block de Kenda. Dise&ntilde;ados espec&iacute;ficamente para satisfacer las demandas tanto de los puristas de la moto como de los amantes de las emociones fuertes, estos neum&aacute;ticos para motos adventure te apoyar&aacute;n tanto en las calles como en los senderos. Tienen una potente resistencia a los pinchazos y un vers&aacute;til dise&ntilde;o sin c&aacute;mara. Rinden tanto en arena, tierra y barro como en las calles de la ciudad. El Big Block recibe su nombre del dibujo de la banda de rodadura, dise&ntilde;ado para una maniobrabilidad superior, incluso a altas velocidades y una gran tracci&oacute;n en muchos terrenos. Si buscas los mejores neum&aacute;ticos dual sport para cualquier condici&oacute;n, &eacute;stos son los que buscas.</p>
<p><strong>Espezificaciones t&eacute;cnicas</strong></p>
<ul>
<li>El dibujo de la banda de rodadura proporciona una gran tracci&oacute;n en una gran variedad de terrenos</li>
<li>Grandes tacos en la banda de rodadura para mejorar el desgaste y la manejabilidad a alta velocidad</li>
<li>Estructura de la carcasa de alto impacto, con bandas diagonales, que proporciona un alto nivel de resistencia a los pinchazos</li>
<li>Compuesto de goma dise&ntilde;ado espec&iacute;ficamente para terrenos mojados y resbaladizos y terrenos secos y duros</li>
<li>Homologado por DOT y E-mark (50%/50% aplicaci&oacute;n tierra/carretera)</li>
<li>Tubeless</li>
<li>Disponible en 9 tama&ntilde;os populares</li>
</ul>","
Big Block

¡Llamando a todos los aventureros! Tenemos el compañero de carretera que estabas buscando. Te presentamos los nuevos neumáticos para motos adventure Big Block de Kenda. Diseñados específicamente para satisfacer las demandas tanto de los puristas de la moto como de los amantes de las emociones fuertes, estos neumáticos para motos adventure te apoyarán tanto en las calles como en los senderos. Tienen una potente resistencia a los pinchazos y un versátil diseño sin cámara. Rinden tanto en arena, tierra y barro como en las calles de la ciudad. El Big Block recibe su nombre del dibujo de la banda de rodadura, diseñado para una maniobrabilidad superior, incluso a altas velocidades y una gran tracción en muchos terrenos. Si buscas los mejores neumáticos dual sport para cualquier condición, éstos son los que buscas.

Espezificaciones técnicas

El dibujo de la banda de rodadura proporciona una gran tracción en una gran variedad de terrenos
Grandes tacos en la banda de rodadura para mejorar el desgaste y la manejabilidad a alta velocidad
Estructura de la carcasa de alto impacto, con bandas diagonales, que proporciona un alto nivel de resistencia a los pinchazos
Compuesto de goma diseñado específicamente para terrenos mojados y resbaladizos y terrenos secos y duros
Homologado por DOT y E-mark (50%/50% aplicación tierra/carretera)
Tubeless
Disponible en 9 tamaños populares
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR ON/OFF,62846,6885,670,670,140,80,140,Trail on-off,,Resistencia,18,,Correa X-Ply,Neumáticos de motocicleta y scooter,Homologado,70,T < 190 km/h,Mud and Snow,BIG BLOCK,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007428-1.jpg?context=bWFzdGVyfHJvb3R8MTQxMzY3fGltYWdlL2pwZWd8YURVeEwyZzBZUzg0TWpNM05EVXpOVGN3T0Rjd01pODRNREJYZURnd01FaGZPVEF3TnpReU9DMHhMbXB3Wnd8YTI3ZGRlMTBkYzc3OTg5OGZkZTM1MzJkZWM4OThmMDdlNzVkZmVkYjYyNTEyMGM2NWZmMDFmYmRmNjQ3NzZmMg,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007427,,1R6L2062,KENDA,KENDA TIRE K784 BIG BLOCK 130/80B17,Neumático KENDA K784 BIG BLOCK 130/80 B 17 65T E TL M+S,146.89,121.40,84.98,4711041547329,0,4011400000,0,1,"<p><strong>Big Block</strong></p>
<p>&iexcl;Llamando a todos los aventureros! Tenemos el compa&ntilde;ero de carretera que estabas buscando. Te presentamos los nuevos neum&aacute;ticos para motos adventure Big Block de Kenda. Dise&ntilde;ados espec&iacute;ficamente para satisfacer las demandas tanto de los puristas de la moto como de los amantes de las emociones fuertes, estos neum&aacute;ticos para motos adventure te apoyar&aacute;n tanto en las calles como en los senderos. Tienen una potente resistencia a los pinchazos y un vers&aacute;til dise&ntilde;o sin c&aacute;mara. Rinden tanto en arena, tierra y barro como en las calles de la ciudad. El Big Block recibe su nombre del dibujo de la banda de rodadura, dise&ntilde;ado para una maniobrabilidad superior, incluso a altas velocidades y una gran tracci&oacute;n en muchos terrenos. Si buscas los mejores neum&aacute;ticos dual sport para cualquier condici&oacute;n, &eacute;stos son los que buscas.</p>
<p><strong>Espezificaciones t&eacute;cnicas</strong></p>
<ul>
<li>El dibujo de la banda de rodadura proporciona una gran tracci&oacute;n en una gran variedad de terrenos</li>
<li>Grandes tacos en la banda de rodadura para mejorar el desgaste y la manejabilidad a alta velocidad</li>
<li>Estructura de la carcasa de alto impacto, con bandas diagonales, que proporciona un alto nivel de resistencia a los pinchazos</li>
<li>Compuesto de goma dise&ntilde;ado espec&iacute;ficamente para terrenos mojados y resbaladizos y terrenos secos y duros</li>
<li>Homologado por DOT y E-mark (50%/50% aplicaci&oacute;n tierra/carretera)</li>
<li>Tubeless</li>
<li>Disponible en 9 tama&ntilde;os populares</li>
</ul>","
Big Block

¡Llamando a todos los aventureros! Tenemos el compañero de carretera que estabas buscando. Te presentamos los nuevos neumáticos para motos adventure Big Block de Kenda. Diseñados específicamente para satisfacer las demandas tanto de los puristas de la moto como de los amantes de las emociones fuertes, estos neumáticos para motos adventure te apoyarán tanto en las calles como en los senderos. Tienen una potente resistencia a los pinchazos y un versátil diseño sin cámara. Rinden tanto en arena, tierra y barro como en las calles de la ciudad. El Big Block recibe su nombre del dibujo de la banda de rodadura, diseñado para una maniobrabilidad superior, incluso a altas velocidades y una gran tracción en muchos terrenos. Si buscas los mejores neumáticos dual sport para cualquier condición, éstos son los que buscas.

Espezificaciones técnicas

El dibujo de la banda de rodadura proporciona una gran tracción en una gran variedad de terrenos
Grandes tacos en la banda de rodadura para mejorar el desgaste y la manejabilidad a alta velocidad
Estructura de la carcasa de alto impacto, con bandas diagonales, que proporciona un alto nivel de resistencia a los pinchazos
Compuesto de goma diseñado específicamente para terrenos mojados y resbaladizos y terrenos secos y duros
Homologado por DOT y E-mark (50%/50% aplicación tierra/carretera)
Tubeless
Disponible en 9 tamaños populares
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR ON/OFF,49972,6281,620,620,130,80,130,Trail on-off,,Resistencia,17,,Correa X-Ply,Neumáticos de motocicleta y scooter,Homologado,65,Q < 160 km/h,Mud and Snow,BIG BLOCK,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007427-1.jpg?context=bWFzdGVyfHJvb3R8MTQxMzY3fGltYWdlL2pwZWd8YURRM0wyZzFZaTg0TWpNM05EVXpOVEl4TnpFNE1pODRNREJYZURnd01FaGZPVEF3TnpReU55MHhMbXB3Wnd8ZjViMzMyMWYzNzJmYTU3MWJmOGE3ZWFkMGYxMTFhOTgyNTRiMjQ0OTg2MzVjMWJkODM3ZjU5ODNhOTU2OWM5Yw,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007211,,1R351059,KENDA,KENDA TIRE K280 3.50-18,Neumático KENDA K280 3.50-18 56P E TT,64.49,53.30,37.31,4711041546322,2,4011400000,0,1,<p><strong>Sustitución perfecta de su neumático original de trail</strong></p><p>  <br></p><p>- Aprobado por 4PR y 6PR DOT.</p><p>- 60% terreno / 40% carretera.</p>,"
Sustitución perfecta de su neumático original de trail
  
- Aprobado por 4PR y 6PR DOT.
- 60% terreno / 40% carretera.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE TR ON/OFF,36864,3870,640,640,90,90,100,Trail on-off,,,18,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,56,P < 150 km/h,,K280,Trasero,TT - Para cámara,,,,,https://api.mybihr.com/medias/800Wx800H-9007211-1.jpg?context=bWFzdGVyfHJvb3R8MTY1NDIxfGltYWdlL2pwZWd8YURFeUwyZzBNeTgyTkRFM056UXpNRFV5T0RBek1DODRNREJYZURnd01FaGZPVEF3TnpJeE1TMHhMbXB3Wnd8ZTdkOGQ5MmQzZDA2YTFlMzMyNDdkMTljMmM5NGQ2NzIzNmVlNmIwNDQ3Mzk1ZDE4Njc2YzNiNTZiMDhlOGIzNA,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007387,,1R3T1089,KENDA,KENDA TIRE K761 150/80-16,Neumático KENDA K761 Indian Scoot Bobber 150/80-16 71H E TL,187.67,155.10,108.57,4711041546513,0,4011400000,0,1,"<p>&iquest;Te gusta m&aacute;s conducir por la ciudad que por rutas de monta&ntilde;a?</p><p>El K761 Dual Sport es tu neum&aacute;tico</p><ul><li>30% barro, 70% carretera.</li><li>Dise&ntilde;o corpulento y agresivo, orientado a la pr&aacute;ctica deportiva en la calle.</li><li>Neum&aacute;ticos de equipo original de modelos de importantes fabricantes.</li><li>Grandes prestaciones en caminos de grava y cortafuegos, pero conservando un comportamiento excelente en ciudad.</li><li>Banda de rodadura de larga vida &uacute;til y uno de los neum&aacute;ticos m&aacute;s econ&oacute;micos del mercado.</li><li>Disponible en 29 medidas de uso com&uacute;n para montaje en m&uacute;ltiples tipos de moto.</li></ul>","
¿Te gusta más conducir por la ciudad que por rutas de montaña?
El K761 Dual Sport es tu neumático30% barro, 70% carretera.Diseño corpulento y agresivo, orientado a la práctica deportiva en la calle.Neumáticos de equipo original de modelos de importantes fabricantes.Grandes prestaciones en caminos de grava y cortafuegos, pero conservando un comportamiento excelente en ciudad.Banda de rodadura de larga vida útil y uno de los neumáticos más económicos del mercado.Disponible en 29 medidas de uso común para montaje en múltiples tipos de moto.",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE CUSTOM X-PLY,65536,9080,640,640,160,80,150,Custom,,,16,,X-Ply,Neumáticos de motocicleta y scooter,Homologado,71,H < 210 km/h,,K761,Trasero,TL - Tubeless,,,,,https://api.mybihr.com/medias/800Wx800H-9007387-1.jpg?context=bWFzdGVyfHJvb3R8NDUwNDV8aW1hZ2UvanBlZ3xhR1psTDJneVpTODJOREUzTnpZME1UWXhPVFE0Tmk4NE1EQlhlRGd3TUVoZk9UQXdOek00TnkweExtcHdad3w2N2UyZjdjNmU4ZmJmODhmZjI0YzZiZGE2ZWJmNTY4YTJlMWM4NWYzYzI4YWU4ZjNkMTMzMmIyNmNlMTc0MTZl,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007778,,1R232009,KENDA,KENDA TIRE 7102 WASHOUGAL III 100/100-18,Neumático KENDA K7102 WASHOUGAL III 100/100-18 NHS 59M TT,81.19,67.10,46.97,4711041572383,2,4011400000,0,1,"<p>El Washougal III es la nueva generación del neumático Washougal II.</p>
<ul>
	<li>Carcasa específicamente desarrollada para un tacto más ligero y sensible</li>
	<li>Pomos laterales en forma de pala para el neumático de mordida lateral más avanzado del mercado</li>
	<li>Dibujo de la banda de rodadura intermedio, para una amplia variedad de terrenos</li>
	<li>Laminillas circunferenciales en los tacos de los hombros para un mejor control en las curvas y una mejor respuesta</li>
	<li>La construcción de carcasa más avanzada de Kenda para una mejor respuesta lateral</li>
	<li>Bordes de los tacos intermedios rozados para un mejor rodamiento en el borde de ataque y un mejor frenado en el borde de salida</li>
	<li>La ranura radial en el bloque central y los bordes de salida redondeados proporcionan un mejor control de la frenada, una mejor respuesta y una mayor estabilidad</li>
</ul>","
El Washougal III es la nueva generación del neumático Washougal II.

	Carcasa específicamente desarrollada para un tacto más ligero y sensible
	Pomos laterales en forma de pala para el neumático de mordida lateral más avanzado del mercado
	Dibujo de la banda de rodadura intermedio, para una amplia variedad de terrenos
	Laminillas circunferenciales en los tacos de los hombros para un mejor control en las curvas y una mejor respuesta
	La construcción de carcasa más avanzada de Kenda para una mejor respuesta lateral
	Bordes de los tacos intermedios rozados para un mejor rodamiento en el borde de ataque y un mejor frenado en el borde de salida
	La ranura radial en el bloque central y los bordes de salida redondeados proporcionan un mejor control de la frenada, una mejor respuesta y una mayor estabilidad
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,54925,5100,650,650,130,100,100,"MX, SX",,Semiduro,18,,X-Ply,Neumáticos de motocicleta y scooter,NHS (No homologado carretera),59,M < 130 km/h,,WASHOUGAL III,Trasero,TT - Para cámara,Mixto,,,,https://api.mybihr.com/medias/800Wx800H-9007778-1.jpg?context=bWFzdGVyfHJvb3R8OTM5Njl8aW1hZ2UvanBlZ3xhR1ZsTDJoa05DODROalExT0RjMU5qTXpNelU1T0M4NE1EQlhlRGd3TUVoZk9UQXdOemMzT0MweExtcHdad3wyODdkMzk4Njk1NDUyZjZlMTkwMDFkMDY3MzFjZDZjMGYyNGQ4NGQ4NWI1ZDFlZmFlODlmOGNhMzQyZjM3MWQ5,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007782,,1R731137,KENDA,KENDA TIRE 7102 WASHOUGAL III 120/90-18,Neumático KENDA K7102 WASHOUGAL III 120/90-18 NHS 65M TT,94.02,77.70,54.39,4711041572437,2,4011400000,0,1,"<p>El Washougal III es la nueva generación del neumático Washougal II.</p>
<ul>
	<li>Carcasa específicamente desarrollada para un tacto más ligero y sensible</li>
	<li>Pomos laterales en forma de pala para el neumático de mordida lateral más avanzado del mercado</li>
	<li>Dibujo de la banda de rodadura intermedio, para una amplia variedad de terrenos</li>
	<li>Laminillas circunferenciales en los tacos de los hombros para un mejor control en las curvas y una mejor respuesta</li>
	<li>La construcción de carcasa más avanzada de Kenda para una mejor respuesta lateral</li>
	<li>Bordes de los tacos intermedios rozados para un mejor rodamiento en el borde de ataque y un mejor frenado en el borde de salida</li>
	<li>La ranura radial en el bloque central y los bordes de salida redondeados proporcionan un mejor control de la frenada, una mejor respuesta y una mayor estabilidad</li>
</ul>","
El Washougal III es la nueva generación del neumático Washougal II.

	Carcasa específicamente desarrollada para un tacto más ligero y sensible
	Pomos laterales en forma de pala para el neumático de mordida lateral más avanzado del mercado
	Dibujo de la banda de rodadura intermedio, para una amplia variedad de terrenos
	Laminillas circunferenciales en los tacos de los hombros para un mejor control en las curvas y una mejor respuesta
	La construcción de carcasa más avanzada de Kenda para una mejor respuesta lateral
	Bordes de los tacos intermedios rozados para un mejor rodamiento en el borde de ataque y un mejor frenado en el borde de salida
	La ranura radial en el bloque central y los bordes de salida redondeados proporcionan un mejor control de la frenada, una mejor respuesta y una mayor estabilidad
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,65340,6600,660,660,150,90,120,"MX, SX",,Semiduro,18,,X-Ply,Neumáticos de motocicleta y scooter,NHS (No homologado carretera),65,M < 130 km/h,,WASHOUGAL III,Trasero,TT - Para cámara,Mixto,,,,https://api.mybihr.com/medias/800Wx800H-9007782-1.jpg?context=bWFzdGVyfHJvb3R8OTM5Njl8aW1hZ2UvanBlZ3xhREZqTDJoaFpDODROalExT0RjMU56a3dOalEyTWk4NE1EQlhlRGd3TUVoZk9UQXdOemM0TWkweExtcHdad3w4ZTgwZTVkZmNkMTQzODI2NjU5OGQ5MWUxZmY3MTcyYWFlZDY5NzI2MmYxOGIzZGNhMjk4YTYzZTRlMmZlMjQ5,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007771,,1R791102,KENDA,KENDA TIRE K7102 WASHOUGAL III 80/100-12,Neumático KENDA K7102 WASHOUGAL III 80/100-12 NHS 41M TT,41.38,34.20,23.94,4711041572451,2,4011400000,0,1,"<p>El Washougal III es la nueva generación del neumático Washougal II.</p>
<ul>
	<li>Carcasa específicamente desarrollada para un tacto más ligero y sensible</li>
	<li>Pomos laterales en forma de pala para el neumático de mordida lateral más avanzado del mercado</li>
	<li>Dibujo de la banda de rodadura intermedio, para una amplia variedad de terrenos</li>
	<li>Laminillas circunferenciales en los tacos de los hombros para un mejor control en las curvas y una mejor respuesta</li>
	<li>La construcción de carcasa más avanzada de Kenda para una mejor respuesta lateral</li>
	<li>Bordes de los tacos intermedios rozados para un mejor rodamiento en el borde de ataque y un mejor frenado en el borde de salida</li>
	<li>La ranura radial en el bloque central y los bordes de salida redondeados proporcionan un mejor control de la frenada, una mejor respuesta y una mayor estabilidad</li>
</ul>","
El Washougal III es la nueva generación del neumático Washougal II.

	Carcasa específicamente desarrollada para un tacto más ligero y sensible
	Pomos laterales en forma de pala para el neumático de mordida lateral más avanzado del mercado
	Dibujo de la banda de rodadura intermedio, para una amplia variedad de terrenos
	Laminillas circunferenciales en los tacos de los hombros para un mejor control en las curvas y una mejor respuesta
	La construcción de carcasa más avanzada de Kenda para una mejor respuesta lateral
	Bordes de los tacos intermedios rozados para un mejor rodamiento en el borde de ataque y un mejor frenado en el borde de salida
	La ranura radial en el bloque central y los bordes de salida redondeados proporcionan un mejor control de la frenada, una mejor respuesta y una mayor estabilidad
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,20736,2320,480,480,90,100,80,"MX, SX",,Semiduro,12,,X-Ply,Neumáticos de motocicleta y scooter,NHS (No homologado carretera),41,M < 130 km/h,,WASHOUGAL III,Trasero,TT - Para cámara,Mixto,,,,https://api.mybihr.com/medias/800Wx800H-9007771-1.jpg?context=bWFzdGVyfHJvb3R8OTM5Njl8aW1hZ2UvanBlZ3xhR0ZrTDJnd01TODROalExT0RjMU5ETTJOelV4T0M4NE1EQlhlRGd3TUVoZk9UQXdOemMzTVMweExtcHdad3w5NzcxMGIzMmVhNTI4MDU1MGNhZGFhZmU3NzY3NTIzODk3NTU1NzRlNzM4ZmY2NzRkZjEzNWEwOTYyOTZjM2Nj,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9007774,,1R531127,KENDA,KENDA TIRE 7102 WASHOUGAL III 90/100-14,Neumático KENDA K7102 WASHOUGAL III 90/100-14 NHS 49M TT,62.44,51.60,36.12,4711041572581,2,4011400000,0,1,"<p>El Washougal III es la nueva generación del neumático Washougal II.</p>
<ul>
	<li>Carcasa específicamente desarrollada para un tacto más ligero y sensible</li>
	<li>Pomos laterales en forma de pala para el neumático de mordida lateral más avanzado del mercado</li>
	<li>Dibujo de la banda de rodadura intermedio, para una amplia variedad de terrenos</li>
	<li>Laminillas circunferenciales en los tacos de los hombros para un mejor control en las curvas y una mejor respuesta</li>
	<li>La construcción de carcasa más avanzada de Kenda para una mejor respuesta lateral</li>
	<li>Bordes de los tacos intermedios rozados para un mejor rodamiento en el borde de ataque y un mejor frenado en el borde de salida</li>
	<li>La ranura radial en el bloque central y los bordes de salida redondeados proporcionan un mejor control de la frenada, una mejor respuesta y una mayor estabilidad</li>
</ul>","
El Washougal III es la nueva generación del neumático Washougal II.

	Carcasa específicamente desarrollada para un tacto más ligero y sensible
	Pomos laterales en forma de pala para el neumático de mordida lateral más avanzado del mercado
	Dibujo de la banda de rodadura intermedio, para una amplia variedad de terrenos
	Laminillas circunferenciales en los tacos de los hombros para un mejor control en las curvas y una mejor respuesta
	La construcción de carcasa más avanzada de Kenda para una mejor respuesta lateral
	Bordes de los tacos intermedios rozados para un mejor rodamiento en el borde de ataque y un mejor frenado en el borde de salida
	La ranura radial en el bloque central y los bordes de salida redondeados proporcionan un mejor control de la frenada, una mejor respuesta y una mayor estabilidad
",TIRES & ACCESSORIES,MOTORCYCLE,MC TIRE OFF-ROAD,33275,3380,550,550,110,100,90,"MX, SX",,Semiduro,14,,X-Ply,Neumáticos de motocicleta y scooter,NHS (No homologado carretera),49,M < 130 km/h,,WASHOUGAL III,Trasero,TT - Para cámara,Mixto,,,,https://api.mybihr.com/medias/800Wx800H-9007774-1.jpg?context=bWFzdGVyfHJvb3R8OTM5Njl8aW1hZ2UvanBlZ3xhRGczTDJnMk5DODROalExT0RjMU5URTFNemsxTUM4NE1EQlhlRGd3TUVoZk9UQXdOemMzTkMweExtcHdad3xlOWJlOGExOWQ1ZDdlMDliYmZkMGE0ZWU2ODVhYzVkZTZlNGNkMzFkNWI2Njc3NDcyYWNlYjlhYzkxOWI1NDVk,,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
