PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Altura 2 (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Altura 1 (mm),[Retén] Altura 2 (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Anchura (mm),Cantidad,Conexión eléctrica,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Diseño,Embalaje,Entre centro,Eslabones de cadena,Espesor (mm),Longitud (mm),Número de fases,Output,Posición,Rango de uso,Referencias OEM,Technology,Tipo de producto,Voltaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1003584,072023,CMM-A122,TOURMAX,TOURM TIMING CHAIN 122 LINKS,Cadena de distribución TOURMAX 122 pasos - 82RH2015-122L LIVREE cerrada CMM-A122,75.02,62.00,37.20,72023,6,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,282,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003584-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhRGt6TDJoaU15ODRPVFV6TWpJeU9UVTFNRE00THpFd01ETTFPRFF0TVY4NE1EQlhlRGd3TUVnfGU1ZDExNDlmMGQyNzEzMWY2MDczZWM5MmY1YzI2MTQwNTA0YzdlYjZiZTc1ZThmMWY4ODJiMjNlNGE5MzVmNTM,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003587,072029,CMM-A128,TOURMAX,TOURM TIMING CHAIN 128 LINKS,Cadena de distribución TOURMAX 128 pasos - GSXR600-750 '97-00 VS750-800 '86-96 CMM-A128,76.23,63.00,37.80,8430525877160,6,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,300,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003587-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhRGhoTDJneE55ODRPVE00TXpVNE16QTRPRGswTHpFd01ETTFPRGN0TVY4NE1EQlhlRGd3TUVnfGIzYjg1OWFiYmFkNWY0ZWIxMmZhNDJkNGQxMDcwODg2OWY3Yjk4MDUzODJiZjhlZTA3ZTJkYjQ4Y2VhYjBkM2U,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003591,072039,CMM-A138,TOURMAX,TOURM TIMING CHAIN 138 LINKS,Cadena de distribución TOURMAX 138 pasos - TDM850-900 '91-05 ZXR750 STINGER '89-90 CMM-A138,82.28,68.00,40.80,72039,3,7315111000,0,1,Supplied endless,Supplied endless,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,320,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003591-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc1NjF8aW1hZ2UvanBlZ3xhR1poTDJobFlTODRPVFV5TnpFMU1qRTBPRGM0THpFd01ETTFPVEV0TVY4NE1EQlhlRGd3TUVnfDRhYWMyODM0MDJkNzBmZjU2YjQxYmU0MmE1OTI0MGRkNDRjZWE3NzJkMjU2OGNiM2E4ZjFhZDFkOWNmZWFmMjc,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003594,072049,CMM-A148,TOURMAX,TOURM TIMING CHAIN 148 LINKS,Cadena de distribución TOURMAX 148 pasos - GPZ500-KLE500-ER5 VF750C '82-89 CMM-A148,88.33,73.00,43.80,8430525877344,3,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,340,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003594-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhRGxoTDJnd01pODRPVFE0T1RJME56YzJORGM0THpFd01ETTFPVFF0TVY4NE1EQlhlRGd3TUVnfGI0ZjlmOTNiMzMwODQxZjllYmUzOTJkZWI2MjYzMzJmODlkM2VhNmYyNjJjOTVmNDFmMzA1MTZmMDNjZTcxZTM,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003595,072051,CMM-A150,TOURMAX,TOURM TIMING CHAIN 150 LINKS,Cadena de distribución TOURMAX 150 pasos - CBR1000F '88-00 GSF1200 BANDIT '96-05 CMM-A150,79.86,66.00,39.60,72051,2,7315111000,0,1,Supplied endless,Supplied endless,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,342,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003595-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc1NjF8aW1hZ2UvanBlZ3xhR0ZsTDJneE1pODRPVFE0T1RjME9UUTBNamcyTHpFd01ETTFPVFV0TVY4NE1EQlhlRGd3TUVnfDI2MDhhZTY3OGU3MjA0Y2IxY2Y5OGZiYjY1M2FjZDRiNTgwNDQ1Nzc2NmU5NTBmNTc3ZTU4YTIwODRjZjk3MjM,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003596,072053,CMM-A152,TOURMAX,TOURM TIMING CHAIN 152 LINKS,Cadena de distribución TOURMAX 152 pasos - KZ1000J-R '81-83 GPZ1100 '82-86 CMM-A152,79.86,66.00,39.60,8430525877368,6,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,238,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003596-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhRFJtTDJnNU15ODRPVEkyT1RVd016a3hPRE00THpFd01ETTFPVFl0TVY4NE1EQlhlRGd3TUVnfDUwYmE3YzdhYmEyNDA5MzliMTAyOTZmMjJmNDc5ZGQzMzc4MzQ4ZmQ5N2U5NThmOWQ4NWZkOTBjNmZlNTliNjk,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003616,070704,CMM-E104,TOURMAX,TOURM TIMING CHAIN 104 LINKS,Cadena de distribución TOURMAX 104 pasos - CRF250R/X '06-07 CMM-E104,68.97,57.00,34.20,8430525876590,3,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,225,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003616-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhRGt3TDJnek1TODRPVFE1TURFeU5USTVNVGd5THpFd01ETTJNVFl0TVY4NE1EQlhlRGd3TUVnfDg1ZWMxY2ViNmZhNTcwYTA4NmQzNThjNjdlYWVlY2E3YjVkNmM0MmYyNTkwMzE1ODhkYWRiMmE4MmVlMDJkMzk,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003622,070727,CMM-E126,TOURMAX,TOURM TIMING CHAIN 126 LINKS,Cadena de distribución TOURMAX 126 pasos - CBR900RR '92-99 Z750-1000 '03-06 CMM-E126,83.49,69.00,41.40,70727,13,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,268,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003622-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhRGcxTDJnM1ppODRPRGN6TnpRd05UTXpOemt3THpFd01ETTJNakl0TVY4NE1EQlhlRGd3TUVnfDgzNGQ1OWI2NzE1M2VjN2NmNmE2ZjIwZmUxM2E1YTVmYTdmMTFlZGExOTQyMmU1NDg1Y2UzYTFjNzc2ZmE0ZDA,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003653,072752,CMM-K152,TOURMAX,TOURM TIMING CHAIN 152 LINKS,Cadena de distribución TOURMAX 152 pasos - VTR1000F '97-04 XL1000V Varadero '99-05 CMM-K152,108.90,90.00,54.00,8430525877375,8,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,232,380,190,61,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003653-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhREJsTDJneVpDODRPVEF4TnpVNU9Ea3pOVE0wTHpFd01ETTJOVE10TVY4NE1EQlhlRGd3TUVnfGI1MzJhMTdiMDNkNmQ5Y2YxODI5N2FjNDM4NDJhZDdiMTJjNjJkNmFkMTkxZmZhZTk3YjM5MTIwYmIzMTA0YTM,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003572,072080,CMM-A080,TOURMAX,TOURM TIMING CHAIN 80 LINKS,Cadena de distribución TOURMAX 80 pasos - SX-F450 '07-08 CMM-A080,48.40,40.00,24.00,8430525877429,2,7315111000,0,1,Supplied endless,Supplied endless,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,194,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003572-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhREV4TDJneE5pODRPVEF4TURBME5qSXpPVEF5THpFd01ETTFOekl0TVY4NE1EQlhlRGd3TUVnfDdhNzMzNjFlZGY5NzBhMmE4ZTY0MzA5OGQ5NTM3ODQ5NmE5OWI0OWUyMTJkNzk4YTk4NGViMWIxMDY3YzYxYTA,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003663,071802,CMM-Q090,TOURMAX,TOURM TIMING CHAIN 90 LINKS,Cadena de distribución TOURMAX 90 pasos - XT250 SR250 CMM-Q090,55.66,46.00,27.60,71802,0,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.csC583D0C8{text-align:left;margin:12pt 0pt 12pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Bihr timing chains are a reliable and durable means of reconditioning the timing system of your motorcycle.</p><ul start=""1""> <li>Bihr conventional timing chain</li><li>90 link</li><li>Long-term reliability and efficiency</li><li>Supplied rivet-linked</li></ul> </body> </html>","       Bihr timing chains are a reliable and durable means of reconditioning the timing system of your motorcycle. Bihr conventional timing chain90 linkLong-term reliability and efficiencySupplied rivet-linked  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,203,211,190,63,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003663-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE2MTJ8aW1hZ2UvanBlZ3xhR0k0TDJoak9DODRPRGN6TnpRNE16azRNVEV3THpFd01ETTJOak10TVY4NE1EQlhlRGd3TUVnfGNkMWM5Y2IyMGUwYjY4M2Y3YWZhOTVhNWFlMDA5NzYzOTNlZWExNTQ2Y2JiOTgzODNkOTEzMDMyMjFiNmNmOGU,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003666,071806,CMM-Q104,TOURMAX,TOURM TIMING CHAIN 104 LINKS,"Cadena de distribución TOURMAX 104 pasos - FZR750R YZF750, SP CMM-Q104",64.13,53.00,31.80,8430525876606,2,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,203,241,190,63,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003666-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhRFkxTDJoa1ppODRPVE0wT0RNNU5EZzBORFEyTHpFd01ETTJOall0TVY4NE1EQlhlRGd3TUVnfDBkYTIyYTg3ZjdjZGU4YThiOWYyZTQyM2Y0NmFkNmYzN2QzM2ZmZjMzMDMxZjY3OWMxMzdlNTFlOTBkMGE2ODM,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003671,071811,CMM-Q118,TOURMAX,TOURM TIMING CHAIN 118 LINKS,Cadena de distribución TOURMAX 118 pasos - GSX750F V-Max 1200 CMM-Q118,66.55,55.00,33.00,8430525876873,0,7315111000,0,1,<p>Bihr timing chains are a reliable and durable means of reconditioning the timing system of your motorcycle.</p><ul dir=ltr><li>Bihr conventional timing chain</li><li>118 links</li><li>Long-term reliability and efficiency</li><li>Supplied rivet-linked</li></ul>,"
Bihr timing chains are a reliable and durable means of reconditioning the timing system of your motorcycle.Bihr conventional timing chain118 linksLong-term reliability and efficiencySupplied rivet-linked",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,203,267,190,63,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003671-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE2MTJ8aW1hZ2UvanBlZ3xhR1UwTDJnNU1TODRPVEkyT0RBek1UTXlORFEyTHpFd01ETTJOekV0TVY4NE1EQlhlRGd3TUVnfDk3MzFlNWZiZWM4YzJiZmU1MDIyMzY2NDc4MjIxZGI3OGNiNWNhZDliZjg4NWM4ZTQ5Mzk5NjczYTFlNDlhYWE,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003672,071813,CMM-Q120,TOURMAX,TOURM TIMING CHAIN 120 LINKS,"Cadena de distribución TOURMAX 120 pasos - GS500E, F XJ900 CMM-Q120",73.81,61.00,36.60,8430525876927,4,7315111000,0,1,<p>Bihr timing chains are a reliable and durable means of reconditioning the timing system of your motorcycle.</p><ul dir=ltr><li>Bihr conventional timing chain</li><li>120 links</li><li>Long-term reliability and efficiency</li><li>Supplied rivet-linked</li></ul>,"
Bihr timing chains are a reliable and durable means of reconditioning the timing system of your motorcycle.Bihr conventional timing chain120 linksLong-term reliability and efficiencySupplied rivet-linked",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,226,276,189,63,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003672-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDE2MTJ8aW1hZ2UvanBlZ3xhR05pTDJobU1TODRPVFV5TnpFMU5ERXhORGcyTHpFd01ETTJOekl0TVY4NE1EQlhlRGd3TUVnfDNiNTdhN2JkYjM3ODI4YWVlZDlkMGM2NmQzZGIzODdiN2I2ZTQyMDYyY2QwNjlkMTgxZGMyZGY1Y2M1ZGQyYTk,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003626,070737,CMM-E136,TOURMAX,TOURM TIMING CHAIN 136 LINKS,Cadena de distribución TOURMAX 136 pasos - FJR1300 '03-05 CMM-E136,79.86,66.00,39.60,8430525877269,14,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,262,288,192,62,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003626-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhR1UxTDJnMU15ODRPVFE1TVRBeE1EQXlOemd5THpFd01ETTJNall0TVY4NE1EQlhlRGd3TUVnfDBjNjBmNjg2YjBkZjdmYTQyZjVhMjA5NjI5YmRlNjk4OGE4YzZhM2U5OWRkODc2ZTllY2I4N2QyODgxMWMyMjM,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003627,072294,CMM-E94,TOURMAX,TOURM TIMING CHAIN 94 LINKS,Cadena de distribución TOURMAX 94 pasos - KLX650 '93-95 KLX650R '93-01 CMM-E94,62.92,52.00,31.20,8430525877535,0,7315111000,0,1,Supplied endless,Supplied endless,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,253,238,192,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003627-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc1NjF8aW1hZ2UvanBlZ3xhREUwTDJobFlpODRPVEF4TnpZNU16TXdOekU0THpFd01ETTJNamN0TVY4NE1EQlhlRGd3TUVnfGFmZThjNjUxZmNjNzdhZDc2NzUzYTdmMTVjNjM1MmUxMmNmZjFlZjBmZDAwMGU0ZTViZGNmNDBhOTg5NTA4ZWE,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003639,071292,CMM-J092,TOURMAX,TOURM TIMING CHAIN 92 LINKS,Cadena de distribución TOURMAX 92 pasos - SV1000 '03-05 CMM-J092,52.03,43.00,25.80,8430525877504,5,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,218,167,191,60,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003639-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhR0ZoTDJoaVl5ODRPVEF4TmpreU1EWXpOemMwTHpFd01ETTJNemt0TVY4NE1EQlhlRGd3TUVnfDM5MTRkMTUzN2EzYTRiZmNiM2NhMTA1MTA3ZmNkN2YwMjY0MjE1MzA0NGM4MDUyMWMwMzcxYTI5NjMwYWM1YzE,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
