PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Men Pants Size,V-Tamaño,V-Youth Pants Size,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Colección,Color,Talla,Talla de EE. UU.,Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
8008079026,,2330081-604-30,SEVEN MX,"SEVEN PANT VOX APERTURE, NRE, 30",Pantalón SEVEN Vox Aperture - Rojo Flúor,104.96,86.74,39.03,190490060575,8,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Rojo flúor,30,,,7752,530,495,270,58,2023,Negro & Rojo,,30,,,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8008079010,,2330081-740-30,SEVEN MX,"SEVEN PANT VOX APERTURE, BLU, 30",Pantalón SEVEN Vox Aperture - Amarillo Flúor / Azul,104.96,86.74,39.03,190490060971,1,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Azul,30,,,7752,530,495,270,58,2023,Amarillo & Azul & Negro,,30,https://api.mybihr.com/medias/800Wx800H-8008079010-1.jpg?context=bWFzdGVyfHJvb3R8NTY4MjR8aW1hZ2UvanBlZ3xhR0V4TDJoak5TODBPVEl4TVRZek1qRTRPVFEzTUM4NE1EQlhlRGd3TUVoZk9EQXdPREEzT1RBeE1DMHhMbXB3Wnd8MDAxMDllZTc1OTkyOTVkYmQwMzUzZmYwYjU5NGY0NmI4YTlmOTFkNGVhMjI3ZDFjMTcwY2E5YzU1ZDEyYzA4YQ,https://api.mybihr.com/medias/800Wx800H-8008079010-2.jpg?context=bWFzdGVyfHJvb3R8NDI3MTB8aW1hZ2UvanBlZ3xhRFF5TDJoa015ODBPVEl4TVRZek1qVTRNalk0Tmk4NE1EQlhlRGd3TUVoZk9EQXdPREEzT1RBeE1DMHlMbXB3Wnd8NTc3OTY1OTFhM2RjNmQyNmJhYWU4YWU5Njk0OTQ2NzI5YWU3YmU4MWMyNjI0ZjMxODQ2M2UyN2JlMTE4M2QyNA,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8008079031,,2330081-604-40,SEVEN MX,"SEVEN PANT VOX APERTURE, NRE, 40",Pantalón SEVEN Vox Aperture - Rojo Flúor,104.96,86.74,39.03,190490060629,1,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Rojo flúor,40,,,7752,530,495,270,58,2023,Negro & Rojo,,40,https://api.mybihr.com/medias/800Wx800H-8008079031-1.jpg?context=bWFzdGVyfHJvb3R8MTAwMjI5fGltYWdlL2pwZWd8YURWbEwyaGlaUzgwT1RJeE1UWTBNREE0TmpVMU9DODRNREJYZURnd01FaGZPREF3T0RBM09UQXpNUzB4TG1wd1p3fDk4NzY3ZjVjNTgwNTYwNDgxODM2MjEyMjdlZGIwNDFhMjJjMjE4MTUzZmY3ODA4ODBiZTkyMGJhMjBkMTg0YzU,https://api.mybihr.com/medias/800Wx800H-8008079031-2.jpg?context=bWFzdGVyfHJvb3R8Nzk5MjV8aW1hZ2UvanBlZ3xhR1ZqTDJoallpODBPVEl4TVRZME1EUTNPVGMzTkM4NE1EQlhlRGd3TUVoZk9EQXdPREEzT1RBek1TMHlMbXB3Wnd8ZGQyNTA1MmU5MzQ5N2ExZjM1YjZlYzNmYWYyMjg2NGM3MDI2NjRhMGU2MWJiYTFkYTdkZWQxOGZkOWE2ZjBiNA,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8008081008,,2330081-740-Y20,SEVEN MX,"SEVEN PANT VOX APERTURE YTH, BLU, Y20",Pantalón infantil SEVEN Vox Aperture - Amarillo Flúor / Azul,89.95,74.34,33.45,190490061114,1,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Azul,,,Y20,7752,530,495,270,58,2023,Amarillo & Azul & Negro,,20,https://api.mybihr.com/medias/800Wx800H-8008081008-1.jpg?context=bWFzdGVyfHJvb3R8NTY4MjR8aW1hZ2UvanBlZ3xhR1kyTDJneE1DODBPVEl4TVRZeU56UTNNRGczT0M4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBd09DMHhMbXB3Wnd8Y2IxNGI5NjQzYTU5ZWQ2YmM5YjIxNzY5ZmQ3ZWVkZWY0OWYyM2Y1OTVmMTEyMDRkNGQzMTlkYzFkOTFmYTE5Yg,https://api.mybihr.com/medias/800Wx800H-8008081008-2.jpg?context=bWFzdGVyfHJvb3R8NDI3MTB8aW1hZ2UvanBlZ3xhRGcwTDJneFpTODBPVEl4TVRZeU56ZzJOREE1TkM4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBd09DMHlMbXB3Wnd8ZDk5MTk0MzIwZjcwZWQxMTBlYzFmZjg4M2JkNWYzYjIyNTcwYTlhOTQyMWI4M2EwYjVmYmY4NDFiODc1OTIyMQ,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8008081019,,2330081-180-Y18,SEVEN MX,"SEVEN PANT VOX APERTURE YTH, ORG, Y18",Pantalón infantil SEVEN Vox Aperture - Blanco / Naranja,89.95,74.34,33.45,190490060445,1,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Naranja,,,Y18,7752,530,495,270,58,2023,Blanco & Naranja & Negro,,18,https://api.mybihr.com/medias/800Wx800H-8008081019-1.jpg?context=bWFzdGVyfHJvb3R8MzY3NjB8aW1hZ2UvanBlZ3xhR1pqTDJnMllTODBOVGMzT0RZMk1qTTFPVEEzTUM4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeE9TMHhMbXB3Wnd8MmViMjU1MjdhYWMxZmJmZTM3ZWRmNDUxY2UxZGI2MmZkOWM3OGZkNGU2YzcyYWQ3MjBmNjExNmM2N2VhNjY3OQ,https://api.mybihr.com/medias/800Wx800H-8008081019-2.jpg?context=bWFzdGVyfHJvb3R8MjQ3NzV8aW1hZ2UvanBlZ3xhRGxqTDJnM09DODBOVGMzT0RZMk1qYzFNakk0Tmk4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeE9TMHlMbXB3Wnd8ZjMwZjhmOTRlNDYzODI1ODhmMWE1MjNjODFmOWYzYjQ0NzkyODM0NjIwNWZlMmUxMzU1YWM4MGI3NjNhYWZmNQ,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8008081023,,2330081-180-Y26,SEVEN MX,"SEVEN PANT VOX APERTURE YTH, ORG, Y26",Pantalón infantil SEVEN Vox Aperture - Blanco / Naranja,89.95,74.34,33.45,190490060483,2,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Naranja,,,Y26,7752,530,495,270,58,2023,Blanco & Naranja & Negro,,26,https://api.mybihr.com/medias/800Wx800H-8008081023-1.jpg?context=bWFzdGVyfHJvb3R8MzY3NjB8aW1hZ2UvanBlZ3xhRFZqTDJnMU1TODBOVGMzT0RZMk5UVXdORGM1T0M4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeU15MHhMbXB3Wnd8ZTU4OTJjODA3Njc4YWQyNDQyMGQ1OTliZDcwYWE2N2ZlYTU3ZjgxNDdkYzg2MjI1YjIyYWIzN2MwZmE1YWNlYQ,https://api.mybihr.com/medias/800Wx800H-8008081023-2.jpg?context=bWFzdGVyfHJvb3R8MjQ3NzV8aW1hZ2UvanBlZ3xhREZsTDJnME5pODBOVGMzT0RZMk5UZzVPREF4TkM4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeU15MHlMbXB3Wnd8NTM2YTUzZjZjODc2Y2Y2NWQ1OGQ2ODdjMjhjYjI4MGFlMGU5MGJlYWM0NzM4NzNhYTAwNjU3ZWFjNjhiYWJiNA,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8008081021,,2330081-180-Y22,SEVEN MX,"SEVEN PANT VOX APERTURE YTH, ORG, Y22",Pantalón infantil SEVEN Vox Aperture - Blanco / Naranja,89.95,74.34,33.45,190490060469,3,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Naranja,,,Y22,7752,530,495,270,58,2023,Blanco & Naranja & Negro,,22,https://api.mybihr.com/medias/800Wx800H-8008081021-1.jpg?context=bWFzdGVyfHJvb3R8MzY3NjB8aW1hZ2UvanBlZ3xhREF6TDJobE9TODBOVGMzT0RZMk16a3pNVGt6TkM4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeU1TMHhMbXB3Wnd8ZjRkMTQwNzczOWU5NDlhYWIyYTM5ZDMwYWI3OWRkNjkzMzYyNDcyNjhjNDcwYjI4NTRkZTRkOTc2YWIyZTViYg,https://api.mybihr.com/medias/800Wx800H-8008081021-2.jpg?context=bWFzdGVyfHJvb3R8MjQ3NzV8aW1hZ2UvanBlZ3xhR016TDJoak1TODBOVGMzT0RZMk5ETXlOVEUxTUM4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeU1TMHlMbXB3Wnd8NWYzMDBmNDYzOGUxMTY3MmEwMzAxYTYxMDkwODFmOTUyNTQ3Yzk5MmYyZmNmODI5YWIzYjY0MWQ4MTMyM2VlYQ,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8008081003,,2330081-038-Y22,SEVEN MX,"SEVEN PANT VOX APERTURE YTH, BLK, Y22",Pantalón infantil SEVEN Vox Aperture - Plomo / Negro,89.95,74.34,33.45,190490060209,1,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Negro,,,Y22,7752,530,495,270,58,2023,Blanco & Gris & Negro,,22,https://api.mybihr.com/medias/800Wx800H-8008081003-1.jpg?context=bWFzdGVyfHJvb3R8MzQ0ODh8aW1hZ2UvanBlZ3xhR0U0TDJnM01pODBOVGMzT0RZMU5EUTVORGMxTUM4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBd015MHhMbXB3Wnd8NmU4MTc2YTE2OGM2NThkZjZiYzNmNWRjMjhmNmYyZjJmOTI0YzZhYzVjYWMwOWVkNzZiZmFiMjQ4NTFiNGRiNQ,https://api.mybihr.com/medias/800Wx800H-8008081003-2.jpg?context=bWFzdGVyfHJvb3R8MjUxMzZ8aW1hZ2UvanBlZ3xhRE0yTDJnNE1DODBOVGMzT0RZMU5EZzROemsyTmk4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBd015MHlMbXB3Wnd8NThjZjdjY2M3YzEzOTgyMjJmZDg2MWI1OWYxMmEwNzZmODg4MWZlMjlkMmExZDMwZWMyZWMxMzBlYWE2Y2M2ZQ,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8008081022,,2330081-180-Y24,SEVEN MX,"SEVEN PANT VOX APERTURE YTH, ORG, Y24",Pantalón infantil SEVEN Vox Aperture - Blanco / Naranja,89.95,74.34,33.45,190490060476,5,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Naranja,,,Y24,7752,530,495,270,58,2023,Blanco & Naranja & Negro,,24,https://api.mybihr.com/medias/800Wx800H-8008081022-1.jpg?context=bWFzdGVyfHJvb3R8MzY3NjB8aW1hZ2UvanBlZ3xhRE0xTDJoaU5DODBOVGMzT0RZMk5EY3hPRE0yTmk4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeU1pMHhMbXB3Wnd8NzJjZTdkYTg2OTZkYTVmYWVjNjRiYzg1NjIzNmNhYzQ2MWY1ZmFjM2M3MTI2ZmM5Y2RmZDM5OWVkMzhhMTBlMQ,https://api.mybihr.com/medias/800Wx800H-8008081022-2.jpg?context=bWFzdGVyfHJvb3R8MjQ3NzV8aW1hZ2UvanBlZ3xhR1U1TDJnMVpTODBOVGMzT0RZMk5URXhNVFU0TWk4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeU1pMHlMbXB3Wnd8NjIxMjIwNjU0Y2U1OTdiYTYzMDczNmU2MmZlMmIxYTk5MGVmMmExODM0OWM4Yjk2NWVmN2EzZmJiMzMxZjdhNA,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8008081014,,2330081-614-Y20,SEVEN MX,"SEVEN PANT VOX APERTURE YTH, NVY, Y20",Pantalón infantil SEVEN Vox Aperture - Rojo / Navy,89.95,74.34,33.45,190490060858,2,6210400000,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO</strong></p>
<ul>
<li>Ajuste atl&eacute;tico para reducir las arrugas.</li>
<li>Construcci&oacute;n de poli&eacute;ster duradero.</li>
<li>Paneles el&aacute;sticos estrat&eacute;gicos de Spandex para mayor comodidad y movilidad sin resistencia.</li>
<li>Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.</li>
</ul>","
INGENIERÍA AVANZADA PARA MAYOR COMODIDAD Y RENDIMIENTO

Ajuste atlético para reducir las arrugas.
Construcción de poliéster duradero.
Paneles elásticos estratégicos de Spandex para mayor comodidad y movilidad sin resistencia.
Sistema de cierre antideslizante en la cintura para un ajuste seguro y tranquilidad al saltar sobre el asiento.
",RIDER GEAR,APPAREL,APPAREL PANT,Navy,,,Y20,7752,530,495,270,58,2023,Azul & Rojo,,20,https://api.mybihr.com/medias/800Wx800H-8008081014-1.jpg?context=bWFzdGVyfHJvb3R8MzYxOTR8aW1hZ2UvanBlZ3xhREUzTDJneE9TODBOVGMzT0RZMU9EUXlOamt4TUM4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeE5DMHhMbXB3Wnd8NTQ4YjUyZWViNGRlYWU3NWU3YzIzZjJkOTBhMzhhOTdlYzgxNGY0M2EyMDY1ZTU1YzFjZTM4YWYwMWFlZjQ2Nw,https://api.mybihr.com/medias/800Wx800H-8008081014-2.jpg?context=bWFzdGVyfHJvb3R8MjcyNzF8aW1hZ2UvanBlZ3xhR0k0TDJneU5pODBOVGMzT0RZMU9EZ3lNREV5Tmk4NE1EQlhlRGd3TUVoZk9EQXdPREE0TVRBeE5DMHlMbXB3Wnd8MmU2YmM4ODc0NDcyYTNkMWQxOGRmNTRiNjkyYjFkMTFkZmQ4YTQ0MGI2ODM2MmQ2NTdiNzczNDY1ZDNmOWI1Mg,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
8007678001,,2020003-003-S,SEVEN MX,"SEVEN SHORT ZERO COMPRESSION, TRQ, S",Pantalón corto de compresión SEVEN Zero,59.96,49.55,22.30,190490004630,1,6115990000,0,1,"<ul>
<li>El ajuste de compresi&oacute;n atl&eacute;tica mantiene el m&uacute;sculo apretado para reducir los movimientos o sacudidas musculares innecesarios que provocan una p&eacute;rdida de energ&iacute;a.</li>
<li>La compresi&oacute;n muscular tambi&eacute;n favorece el flujo de sangre y ox&iacute;geno, lo que ayuda a una recuperaci&oacute;n muscular m&aacute;s r&aacute;pida y permite que los m&uacute;sculos trabajen a un ritmo mayor durante per&iacute;odos de tiempo m&aacute;s largos.</li>
<li>La construcci&oacute;n del material de rendimiento que absorbe la humedad aleja la humedad del cuerpo para mantenerte fresco y seco.</li>
<li>Impresi&oacute;n de puntos de silicona en la parte trasera para mayor agarre en el forro interior del pantal&oacute;n.</li>
</ul>","
El ajuste de compresión atlética mantiene el músculo apretado para reducir los movimientos o sacudidas musculares innecesarios que provocan una pérdida de energía.
La compresión muscular también favorece el flujo de sangre y oxígeno, lo que ayuda a una recuperación muscular más rápida y permite que los músculos trabajen a un ritmo mayor durante períodos de tiempo más largos.
La construcción del material de rendimiento que absorbe la humedad aleja la humedad del cuerpo para mantenerte fresco y seco.
Impresión de puntos de silicona en la parte trasera para mayor agarre en el forro interior del pantalón.
",RIDER GEAR,APPAREL,APPAREL UNDERCLOTHES,Turquesa,,S,,944,81,203,186,25,,Turquesa,S,,https://api.mybihr.com/medias/8007678001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQyMzV8aW1hZ2UvanBlZ3xhREEyTDJnMU1pOHhOelF3T1RFeE5qazJNamcwTmk4NE1EQTNOamM0TURBeExURmZPREF3VjNnNE1EQkl8ZWU1ZTNiNDdkNjkxYWU4ZjI4NDFiYWQ0NTQzODBlNDNmZmE2MGE1MmVlMmQyZTA4OTFlOWVmYzIwZmE4NzhmYQ,https://api.mybihr.com/medias/8007678001-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTQwODh8aW1hZ2UvanBlZ3xhRFF3TDJoaE55OHhOelF3T1RFeE56TTFOakEyTWk4NE1EQTNOamM0TURBeExUSmZPREF3VjNnNE1EQkl8NDRlMTY1M2FlYmY2OWIzZDhhYWY0YTg5OWY4MzVhYzM0MGJjZjUzZjg3N2VlNzJmOTA5OTkxOGE1MWE2ODhjOQ,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,https://api.mybihr.com/medias/SEVEN-MX-Size-chart.pdf?context=bWFzdGVyfHJvb3R8Mjk2MDgwNXxhcHBsaWNhdGlvbi9wZGZ8YUROaUwyZ3dNaTh6TWpReU9UZ3dNVE0wTURrMU9DOVRSVlpGVGlCTldDQXRJRk5wZW1VZ1kyaGhjblF1Y0dSbXxiN2NjYzA1MzMxMzczMmVmMWU5NGE0YTlkY2Q3OTA1YzFlMjRhMzg4ZjVjMzc4ZDg2MDJkZWZiYzU5N2VlNDgy,Spain Warehouse (Parts)
8008077022,,2250081-604-XL,SEVEN MX,"SEVEN JERSEY VOX APERTURE, NRE, XL",Camiseta SEVEN Vox Aperture - Rojo flúor,39.95,33.02,14.86,190490060537,7,6110309100,0,1,"<p><strong>INGENIER&Iacute;A AVANZADA PARA AJUSTE Y FUNCIONALIDAD.</strong></p>
<ul>
<li>Cuello minimalista de perfil bajo.</li>
<li>Manga ragl&aacute;n para facilitar el movimiento.</li>
<li>Ajuste atl&eacute;tico a medida para reducir el apelmazamiento.</li>
<li>El material de poli&eacute;ster suave que absorbe la humedad te mantiene fresco y seco.</li>
</ul>","
INGENIERÍA AVANZADA PARA AJUSTE Y FUNCIONALIDAD.

Cuello minimalista de perfil bajo.
Manga raglán para facilitar el movimiento.
Ajuste atlético a medida para reducir el apelmazamiento.
El material de poliéster suave que absorbe la humedad te mantiene fresco y seco.
",RIDER GEAR,APPAREL,APPAREL JERSEY,Rojo flúor,,XL,,1662,152,324,285,18,2024,Negro & Rojo,XL,,https://api.mybihr.com/medias/800Wx800H-8008077022-1.jpg?context=bWFzdGVyfHJvb3R8MTI4NDU3fGltYWdlL2pwZWd8YURWa0wyZ3dPQzgwTkRnek5UUTVOalV5TlRnMU5DODRNREJYZURnd01FaGZPREF3T0RBM056QXlNaTB4TG1wd1p3fDg2NmNiODNhNjY3ZGRjODU0Mzk3MTcwZWU2OTZiM2U2MThkMDczOTc1ZTExZjJkYWMwMTNhMjYzNmU0NmY3ZTQ,https://api.mybihr.com/medias/800Wx800H-8008077022-2.jpg?context=bWFzdGVyfHJvb3R8MTA3NjM0fGltYWdlL2pwZWd8YUdWaUwyZ3hOUzgwTkRnek5UUTVOamt4T1RBM01DODRNREJYZURnd01FaGZPREF3T0RBM056QXlNaTB5TG1wd1p3fGJiNDkxNTBhOTljOWVhNzc5MmZmYTNlYzhhNzY2NjRmNjg3MWVlOWU4YzI0MjE5YWM2NGZjN2YxYzZmM2IwZGM,https://static.bihr.pro/eBihr/Pictures/SEVEN_MX-pictures.zip,,Spain Warehouse (Parts)
