PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,Picture2,Picture3,AllPicturesZIP,Document1,DeliveryPlant
1009779,360364,V4R04,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 4R, Yamaha YZ125, 05-2020",206.45,170.62,110.90,V4R04,1,8481809990,0,1,"<ul>
 <li>
  La nueva VForce4 se ha fabricado sobre los cimientos básicos de la VForce3, y que la han convertido en todo un éxito durante los últimos 10 años. Aunque la VForce 3 se mejora continuamente a lo largo de los años, con la VForce 4 se ha rediseñado completamente todo el sistema.
 </li>
 <li>
  <br>
 </li>
 <li>
  A veces se dice de broma: «Lo único que no ha cambiado es el modelo de tornillo». Pero la verdad es que es cierto, todos los componentes necesarios para fabricar estas cajas de láminas se han modificado sustancialmente comparados con los del VForce3.
 </li>
</ul>","
 
  La nueva VForce4 se ha fabricado sobre los cimientos básicos de la VForce3, y que la han convertido en todo un éxito durante los últimos 10 años. Aunque la VForce 3 se mejora continuamente a lo largo de los años, con la VForce 4 se ha rediseñado completamente todo el sistema.
 
 
  
 
 
  A veces se dice de broma: «Lo único que no ha cambiado es el modelo de tornillo». Pero la verdad es que es cierto, todos los componentes necesarios para fabricar estas cajas de láminas se han modificado sustancialmente comparados con los del VForce3.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1498,201,172,134,65,https://api.mybihr.com/medias/1009779-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY0NTR8aW1hZ2UvanBlZ3xhR0ppTDJnNU5pODRPVFExTnpBd01URXdNelkyTHpFd01EazNOemt0TVY4NE1EQlhlRGd3TUVnfDE4MDgzYThlZjMyY2FlNTJjZWU4NzEyMjg0M2Q1MDQyOGQyYTM3MTZmZmI1YmJlMWJjZjQzZmMzMTgzYWRjYTI,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009782,12700014,V4R81A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 4R, Honda CR80/CR85 80-07",206.45,170.62,110.90,V4R81A,16,8481809990,0,1,"<ul>
 <li>
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1673,178,172,137,71,https://api.mybihr.com/medias/1009782-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjcwNTd8aW1hZ2UvanBlZ3xhRFUwTDJoaE5pODRPVEkyTnpFME1qTXlPRFl5THpFd01EazNPREl0TVY4NE1EQlhlRGd3TUVnfGQxMWI3NTUwYTExMWJmNmJmZjk0YjMwODhmOTExYzY5MDgyMDA5MmRhZWQ0NGYzNDlhNDhiY2RiNjI4YmVlOTg,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009754,360354,V3140-794-2,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Yamaha PWC carburador doble",345.15,285.25,185.41,V3140-794-2,0,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,500,176,140,76,https://api.mybihr.com/medias/1009754-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDkxNzJ8aW1hZ2UvanBlZ3xhRFV6TDJnM05pODRPVE01TURFNU5UWTNNVE0wTHpFd01EazNOVFF0TVY4NE1EQlhlRGd3TUVnfDkwM2Q0YzQ1MjYzM2UxMTNlZDZmODUzNThiMDQ5ZGZhMDUwNmM3MzcwZjU2YzM2MjliMDk3NWFlNDM0MjczYTU,https://api.mybihr.com/medias/1009754-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhRGd6TDJnMlppODRPVE01TURFNU56WXpOelF5THpFd01EazNOVFF0TWw4NE1EQlhlRGd3TUVnfDc0YjVlMzIwZDQ4ZTlhYTMzMWQxZWUzZDIyOTMzMjgzYTdkNjQxZTViNjgyMjdlODIyNTRhODRjNjQxNzk1YWI,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009760,360341,V321A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Honda CR125 05-08",212.81,175.88,114.32,V321A,0,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.Kit de láminas de carbono para caja de láminas system VForce 3R.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.Kit de láminas de carbono para caja de láminas system VForce 3R.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,258,176,140,76,https://api.mybihr.com/medias/1009760-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhR05oTDJoaU5pODRPVFk0TmpVNU16QTBORGM0THpFd01EazNOakF0TVY4NE1EQlhlRGd3TUVnfGIxYTVmNjAyYzFjYWZjYWE0ZTdlYzJiNjU1NjU5NjAyMjdkODU3ZGM3NTcyMDhlNTJiNjhmODE1ODE5NzAxYWQ,https://api.mybihr.com/medias/1009760-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhR1poTDJoaFppODRPVFk0TmpVNU5UQXhNRGcyTHpFd01EazNOakF0TWw4NE1EQlhlRGd3TUVnfGNkOTMxNWFmZWVmNDJkNTJmYzA5MjA5MmRjNzkwMDUzZGYxODJlZDRmYTI3YmUzM2JhMmVlNGM3N2RiNTIzYjQ,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009761,360342,V325A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Honda CR250 2005-08",212.81,175.88,114.32,V325A,0,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.Kit de láminas de carbono para caja de láminas system VForce 3R.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.Kit de láminas de carbono para caja de láminas system VForce 3R.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,300,176,140,76,https://api.mybihr.com/medias/1009761-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhRGhrTDJoaFlpODRPVFk0TmpVNU5qazNOamswTHpFd01EazNOakV0TVY4NE1EQlhlRGd3TUVnfDMzODdhNzlmYjBlYTFiYmRiNzBjZjI0MGY3OGFmZTlhZGY0Y2ZhNTRiM2MzYmMxNTQwOWVhZGI4YmUzY2ViZjI,https://api.mybihr.com/medias/1009761-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhR0pqTDJoaE5DODRPVFk0TmpVNU9EazBNekF5THpFd01EazNOakV0TWw4NE1EQlhlRGd3TUVnfDIwN2NiYTMzNmI2YTkzNjM4Yjc3NGZkZTdlMDBlMjlmNTY2MTU1NWFiMzE0OTk3M2QxYjQ2ZWI2MjdiODZlNWE,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009762,360344,V351A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, KTM 50",206.45,170.62,110.90,V351A,1,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,180,176,140,76,https://api.mybihr.com/medias/1009762-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU4ODl8aW1hZ2UvanBlZ3xhRGcwTDJnMU55ODRPVFk0TmpZd01Ea3dPVEV3THpFd01EazNOakl0TVY4NE1EQlhlRGd3TUVnfGY5ZjAyNjBlYzI3ZTRmYjBiNDc1N2Y4OGQxYTZmNDc2ZWMxZjkwNjA0ZmRmOTQzMjFiY2ExZTBlMDg3OTMyMWU,https://api.mybihr.com/medias/1009762-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTg1MDR8aW1hZ2UvanBlZ3xhRFF4TDJnMVpTODRPVFk0TmpZd01qZzNOVEU0THpFd01EazNOakl0TWw4NE1EQlhlRGd3TUVnfDU2MzA2NDNmNTNhOTI3MDRhYTg2M2NhY2FiODE1Yjc0MWVkMmVkODM5MjVlNTkxYThjMzk2NDFlNWI1MDU1OGM,https://api.mybihr.com/medias/1009762-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhREV5TDJnMk5TODRPVFk0TmpZd05EZzBNVEkyTHpFd01EazNOakl0TTE4NE1EQlhlRGd3TUVnfDJjYzcxZjhhMWNkYTdmOTQ4YjQ2ZDhlMGQwMmM4ZDk4MTk2MmE1MzM3YjUyOTFmMWU0MGI3NTU0ZTJhZjQ1ZWQ,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009763,360265,V355A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, KTM 65SX 09-17, KTM 50SX 15-17",206.45,170.62,110.90,V355A,3,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,180,176,140,76,https://api.mybihr.com/medias/1009763-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhR1V5TDJnMllpODRPVFk0TmpZd05qZ3dOek0wTHpFd01EazNOak10TVY4NE1EQlhlRGd3TUVnfGEzYmJiNmRlNTVlOWVhOWMzMzY5MjM4NzFhZTU2NmU3YjEzZDM3YTRiZTBlMDgxYzI5NjNmN2FhOTFmZTEzMTc,https://api.mybihr.com/medias/1009763-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhRGxtTDJnM01pODRPVFk0TmpZd09EYzNNelF5THpFd01EazNOak10TWw4NE1EQlhlRGd3TUVnfDljODJhM2IwYTIyOTg2ZGMzYzM4MzI0YzE3OTA1ZDk3OWU3ZWVmZDU2YmZlZTU5MDdmN2U1ZWYwMzFhNzE5MmM,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009765,360331,V364A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Suzuki RM65, Kawasaki KX65",206.45,170.62,110.90,V364A,1,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,200,176,140,76,https://api.mybihr.com/medias/1009765-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhREZpTDJoak1TODRPVFk0TmpZeE1EY3pPVFV3THpFd01EazNOalV0TVY4NE1EQlhlRGd3TUVnfDdlM2U3OTcxMmU3MzQyMzljNjhjY2ExM2RjNDc1ZjZhMjgwMWJmZTA1YTlmZWFiN2VjNTJiMTUyN2FiNzU5NWQ,https://api.mybihr.com/medias/1009765-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhR1ZpTDJoak55ODRPVFk0TmpZeE1qY3dOVFU0THpFd01EazNOalV0TWw4NE1EQlhlRGd3TUVnfGU5YTU0ZDRiMTQwN2I2NDM5ZmFiZDE4YmUyNmUxMTllMjhlMTI2ZDRkMGVlMWNkYjc0Y2YwZjk3MjBkMjMxYWE,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009774,360232,V4144-2,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Cajas de láminas V-Force 4, Yamaha Banshee, RD250/350/400",316.57,261.63,170.06,V4144-2,6,8481809990,0,1,"<ul>
 <li>
  La caja de láminas VForce 4 se ha desarrollado sobre la base sólida del módelo VForce 3, aplicándole numerosas mejoras.  Las láminas de fibra de carbono, combinadas con el nuevo cuerpo de resina, potencian la velocidad de tu moto gracias a un flujo de aire un 10 % mejor.
 </li>
</ul>","
 
  La caja de láminas VForce 4 se ha desarrollado sobre la base sólida del módelo VForce 3, aplicándole numerosas mejoras.  Las láminas de fibra de carbono, combinadas con el nuevo cuerpo de resina, potencian la velocidad de tu moto gracias a un flujo de aire un 10 % mejor.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1624,341,166,134,73,https://api.mybihr.com/medias/1009774-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzE1MzB8aW1hZ2UvanBlZ3xhRFkzTDJnd1lTODRPVEE0TXprME5UWXhOVFkyTHpFd01EazNOelF0TVY4NE1EQlhlRGd3TUVnfGFjOTYxMDM2MWNhNDNkZTg0ZmYwODRlOTRjZDVkZGYxN2U4ZjZlZmE4M2RhZDJlMjM5NzQxODAyMDgzNmMzNDg,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009778,12700019,V4R01H,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 4R, Husqvarna 00-13 CR125, Honda RS125",206.45,170.62,110.90,V4R01H,9,8481809990,0,1,"<ul>
 <li>
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1690,194,175,136,71,https://api.mybihr.com/medias/1009778-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE4MjF8aW1hZ2UvanBlZ3xhRGhqTDJnNE5TODRPVEkwTlRVeE1qRTNNVGd5THpFd01EazNOemd0TVY4NE1EQlhlRGd3TUVnfDgwMTA3ZGVmNmNhNmFlYmU0ZGJiM2I1OWMwMGIyZTJiODZiNWNhMjIzMTYzODcxODRiYjYxZGU3NDNkMTllNmQ,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009783,12700011,V4R82A-I,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 4Ri, Yamaha YZ85",222.34,183.75,119.44,V4R82A-I,4,8481809990,0,1,"<ul>
 <li>
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1801,265,173,137,76,https://api.mybihr.com/medias/1009783-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI2MTJ8aW1hZ2UvanBlZ3xhRGM0TDJobVlTODRPRFUyTmpVeE9UVTJNalUwTHpFd01EazNPRE10TVY4NE1EQlhlRGd3TUVnfDVmYmI0MmNjMjEyNTAxN2IzYTQxNTRlNDAyN2UxYjcwMDEzYmQ2NDFkY2E3MDU5YTIxNmMzYTNiNjVkMjY5ZmQ,,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009784,12700007,V4R82B-I,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 4Ri, Yamaha YZ65 18-2020",222.34,183.75,119.44,V4R82B-I,0,8481809990,0,1,"<ul>
 <li>
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La caja de láminas VForce, de Moto Tassinari, es la favorita desde hace más de 10 años de cualquiera que se tome en serio el rendimiento de los motores 2T. Las VForce 4 aumentan la potencia del motor y la conducción del gas, mejorando la eficiencia de la admisión. La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1868,273,173,144,75,https://api.mybihr.com/medias/1009784-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY3NDJ8aW1hZ2UvanBlZ3xhREJtTDJoaFlpODRPVFV6TXpVek5qWTJOVGt3THpFd01EazNPRFF0TVY4NE1EQlhlRGd3TUVnfDgwOTcyNmVhODYzNGFkZjAwYWE2NmEwYzZlYTY1MzcyN2M4ZDY4YmExMWUyYzVkNjI2ODMyZDQwNGYyZGFjOWE,https://api.mybihr.com/medias/1009784-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjIwMjJ8aW1hZ2UvanBlZ3xhR1V3TDJoaU1TODRPVFV6TXpVek9EWXpNVGs0THpFd01EazNPRFF0TWw4NE1EQlhlRGd3TUVnfGJiMTE4NGE2ZGE0ZmViOWUyZmE2MTE1ZmJhNTY3M2IyODNjM2EyODlkMGY1MmQwOWVlNjVmZTNhYTE4YTM2Y2E,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009764,360266,V355B,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, KTM 65SX 09-17, KTM 50SX 15-17",206.45,170.62,110.90,V355B,1,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,180,176,140,76,https://api.mybihr.com/medias/1009764-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhRFl4TDJnNE5DODRPVE00TnpVek5qVTBPREUwTHpFd01EazNOalF0TVY4NE1EQlhlRGd3TUVnfGJhNzI1ODQ5ZDM4N2FmMmQ4ZmVmZGNkMTc3YWE4OTUwNDliMDY5NWViNjRlODYwMmNkZTg1ZTdlOTI5N2EyYmE,https://api.mybihr.com/medias/1009764-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhRE14TDJnNFlpODRPVE00TnpVek9EVXhOREl5THpFd01EazNOalF0TWw4NE1EQlhlRGd3TUVnfGM4OWI4MDI1Y2FjNTEyZTZlMDk2NGJjMmJmNDQ3Mzc4NGQzOWFmMjIwOGJhZThkZGFkZTQzOGZhMjc1MTUxMjQ,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009767,360321,V382A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Yamaha YZ85, 93-01",212.81,175.88,114.32,V382A,0,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,240,176,140,76,https://api.mybihr.com/medias/1009767-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhR1JtTDJnM1lTODRPVEF4TWpJNE56STBNalUwTHpFd01EazNOamN0TVY4NE1EQlhlRGd3TUVnfDBmZDY0YzgzYWQ5MGI2YWU3NDI1ZjFiMGJkMDNhZjBkMzZiYzFlMzcxOTM5OGU5YWUzYThlMDY5NDI5ZGU3Nzk,https://api.mybihr.com/medias/1009767-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhREJtTDJnM05DODRPVEF4TWpJNE9USXdPRFl5THpFd01EazNOamN0TWw4NE1EQlhlRGd3TUVnfGNiZTQ5MmJjYzg3NTlmZjA2MzA2MmJhNDNjN2I1YjAyMDc4N2RiY2UzZGY4NzVkNmRlMTk2YjU0MzhmZjEwN2E,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
1009748,360316,V308A,V-FORCE,VFORC REEDVALVE FULL SYSTEM,"Caja de láminas V-Force 3, Kawasaki KX250 1987-04",212.81,175.88,114.32,V308A,0,8481809990,0,1,"<ul>
 <li>
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 </li>
</ul>","
 
  La nueva caja de láminas V3, el modelo más avanzado de cajas de láminas VForce. Su estructura de doble jaula con tubos Venturi potencia la velocidad de conducción del gas. Las 8 láminas de carbono mejoran la aceleración y la comodidad.
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1873,295,176,140,76,https://api.mybihr.com/medias/1009748-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ0MTh8aW1hZ2UvanBlZ3xhRFF5TDJoaFlpODRPRGN6TnpBeE5UTTVPRGN3THpFd01EazNORGd0TVY4NE1EQlhlRGd3TUVnfDNiMmVmY2UxZTRhYWNhZjc0YjEyZjY4Y2RhZjY1NDVhMjVkMWEyMWNmNGM2NmQyY2EzODVlMDI1ODgyNzdiNTc,https://api.mybihr.com/medias/1009748-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzMzZ8aW1hZ2UvanBlZ3xhREV6TDJoaU1pODRPRGN6TnpBeE56TTJORGM0THpFd01EazNORGd0TWw4NE1EQlhlRGd3TUVnfDcxNzA0NjBiMWE1NGQyY2RjM2NjYTQ1ZmE0N2FkMWM0ZGY0MzEzNDI0MDY0MmU2Mjc3YjllZDQ4MGY4ZmY5MzI,,https://static.bihr.pro/eBihr/Pictures/V-FORCE-pictures.zip,,Spain Warehouse (Parts)
