PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Altura 1 (mm),[Guardapolvo] Altura 2 (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Altura 1 (mm),[Retén] Altura 2 (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Embalaje,Referencias OEM,Tipo de producto,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,Document3,DeliveryPlant
1003490,63140,P1020/148,CENTAURO,CENTA OIL SEAL CRANKSHAFT SET,Retenes de cigüeñal CENTAURO,10.31,8.52,5.54,P1020/148,1,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,40,153,155,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003490-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIxNDA4fGltYWdlL2pwZWd8YURReEwyZzBZeTg0T1RJMk16VTFOREl6TWpZeUx6RXdNRE0wT1RBdE1WODRNREJYZURnd01FZ3w3MWNkNTNjMThlNWM1NDUxYWQ4ZjQwOTQ4NWI1OTliM2RjYTQzY2FlNzkyNDQ4MWJmMTRmYzI4NmFiYTFjNjc4,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002991,64054,990A130TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,43.41,35.88,23.32,990A130TP,1,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,90,153,155,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002991-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhR1U1TDJoaVl5ODRPVFE0T1RFek5UWTVPREl5THpFd01ESTVPVEV0TVY4NE1EQlhlRGd3TUVnfGJkNDMzMDhjM2RkN2QzOWQ2ZTM5ODQ2MTA5N2E2MzAxMDdhY2VkNWU2ZTgwNThjNWRmYTkxY2NlY2M2MzY0YWI,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1003497,63356,P1170/148,CENTAURO,CENTA OIL SEAL CRANKSHAFT SET,Retenes de cigüeñal CENTAURO,16.41,13.56,8.81,P1170/148,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,45,153,155,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1003497-1.jpg?context=bWFzdGVyfHJvb3R8ODQzOTJ8aW1hZ2UvanBlZ3xhR1F6TDJoaE9TOHpNekV5T0RBM056SXpNREV4TUM4NE1EQlhlRGd3TUVoZk1UQXdNelE1TnkweExtcHdad3xhYjBlNWM3MjdiMGIyMGU2MjgzMDY2MjlkMzRhMDI5NGIxZmY4M2IzMzYzNzZlYjgwYmVlMzkzYjA4NjllYmNh,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1014633,619522,990A974FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,182.94,151.19,98.27,8059772729727,1,4016930090,0,1,"<p>Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original.<br> Incluye todas las juntas necesarias para el reacondicionamiento del motor.<br> <br> Los retenes se venden por separado.<br>  <br> <br> <br> </p>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. Incluye todas las juntas necesarias para el reacondicionamiento del motor.  Los retenes se venden por separado.     ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1894,225,350,246,22,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1014633-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDgwODZ8aW1hZ2UvanBlZ3xhRE0xTDJneU5pODRPVEF4TWpJd01qY3dNVEV3THpFd01UUTJNek10TVY4NE1EQlhlRGd3TUVnfGM2NWY3ZmJmOWFkNDVkNTExNmJlOWUxMDFhNzc2ZmM5NjY3NWYxYjQwMjc3MGIyODVlNjc0ZjY1YmYyNjIxMjk,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001029,63459,722B17075,CENTAURO,CENTA GASKET CLUTCH,Junta de cárter de embrague CENTAURO,23.56,19.47,12.66,8430525634596,0,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,834,90,346,241,10,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001029-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2OTJ8aW1hZ2UvanBlZ3xhR0ZsTDJnNFl5ODRPRGN6TXpRME56WXhPRGcyTHpFd01ERXdNamt0TVY4NE1EQlhlRGd3TUVnfDQxMThmN2I2NTg2MGE3OGRiMTdjMGZkZDIzOGQ0MjA2ZGU3OTY5OTM2NGUwZGViYjEzNGIwNDAxZjliYThmNjg,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001526,64976,722A751FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,117.59,97.18,63.17,722A751FL,1,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1581,330,465,340,10,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001526-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhRE5rTDJneU5TODRPVFV5T1RZeU9UQTRNVGt3THpFd01ERTFNall0TVY4NE1EQlhlRGd3TUVnfDVmMzIzMTc0NWQ1YTRkYTQ0MWI3ODU5YTk0MzA4OThlZmEzNDJkOGMyYzM3YTFkZGU5YTA0M2QwNzEwODQyODg,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1003001,63918,990A129TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,37.16,30.71,19.96,990A129TP,1,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,81,153,155,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003001-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhR0V3TDJoaU5DODRPRFUwT0RVME5UQXdNemd5THpFd01ETXdNREV0TVY4NE1EQlhlRGd3TUVnfDkxMDdjZWQzZTc2M2E0OTc3MzE5YjJiNTVmODQzNTc5ZjdiYWQ1NDdjOGFlZDJhZWM2ZTkwNmI5NjVlNDUwMDg,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002002,65587,722A800FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,295.17,243.94,158.56,8430525655874,1,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,2171,203,429,230,22,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002002-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhRFJtTDJnMVpDODRPVEE1TVRnMk5EazROVGt3THpFd01ESXdNREl0TVY4NE1EQlhlRGd3TUVnfDlkODdlZDI2MzVkNGM5N2Q2NmFlZWQzMWEwMGEwMTY2OTM1MmQ1NjJhZGFhOTc2Y2EwZTkzZjE2Y2IxZDNlM2Y,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002503,63578,666A086TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,26.15,21.61,14.05,8430525635784,0,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,50,153,155,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002503-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhREZrTDJoak1pODRPVFV6TVRnek5ETTJPRE13THpFd01ESTFNRE10TVY4NE1EQlhlRGd3TUVnfDRiZmM4MTgzYTY0OTZkMmRkNDU4MTczNDU1MmY1ZjBkMmY4ZWQ2YjhiZWMxODhlNGMyOGYwODkzMDgwYzU4N2M,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002003,65388,722A019FL,CENTAURO,CENTA GASKET ENGINE SET,"Kit completo juntas Centauro VN900 CLASSIC, CUSTOM 07-10 722A019FL",203.70,168.35,109.43,722A019FL,0,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1711,222,432,233,17,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002003-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxMzl8aW1hZ2UvanBlZ3xhR000TDJobE55ODRPVE00TXpjM01UZ3pNall5THpFd01ESXdNRE10TVY4NE1EQlhlRGd3TUVnfGE3NjJiNDk0MDM4ZGU3YzVhNzc4MGNmOGE1NWE4MzVlYWFmYmNhYjBlMGRlOWM2MGU1Y2ExNjIzODUyZjA0MTg,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1003501,63559,P1310/148,CENTAURO,CENTA OIL SEAL CRANKSHAFT SET,Retenes de cigüeñal CENTAURO,23.82,19.69,12.80,P1310/148,2,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,263,34,146,150,12,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1003501-1.jpg?context=bWFzdGVyfHJvb3R8ODU1MDZ8aW1hZ2UvanBlZ3xhREkzTDJnMU55OHpNekV6TURrek1qRTNORGczT0M4NE1EQlhlRGd3TUVoZk1UQXdNelV3TVMweExtcHdad3xjNDkzM2ZhNDE4NmI0N2FlZDZhZTVjNWI2ZGRlY2ZhMWE1YjJmMDhkNzg2ZGFiODY3NjY1NDk1ZDM3ODRlNGRh,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002505,63758,666A091TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,31.94,26.40,17.16,666A091TP,1,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,40,153,155,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002505-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhREUwTDJneU9TODRPVEkwTkRFeE5Ua3lOek0wTHpFd01ESTFNRFV0TVY4NE1EQlhlRGd3TUVnfGQzZTViNjNmOWE5NjM0ZTEzODU2ZWZmY2RiZGVmY2Y0YTRmYjFkNjdlMDAxMGI5ZTU5MzA0NGY1NTMzMDg2YWU,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001006,62918,990B17006,CENTAURO,CENTA GASKET CLUTCH,Junta de cárter de embrague CENTAURO,11.28,9.32,6.06,990B17006,2,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1707,90,347,246,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001006-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2OTJ8aW1hZ2UvanBlZ3xhRGd4TDJobFpTODRPVFV5T1RjeU56TTROVGt3THpFd01ERXdNRFl0TVY4NE1EQlhlRGd3TUVnfDUxMmI0ZTJmMzM2M2NmMjJkNWFmOGI2ZTBlOWQxNjY1YjcxNjRlODgyZGE4NTMyZWMyZTUxNWEzZTEyNTg3NDM,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002507,64870,666A456TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,105.40,87.11,56.62,666A456TP,2,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,670,120,219,180,17,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002507-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhR1ZoTDJoaE9DODRPVE00TXpNNU1EUXhNekV3THpFd01ESTFNRGN0TVY4NE1EQlhlRGd3TUVnfGQ4M2ZkMWVjM2NiNjc4YTQ4OWIxZGExOWQ5OWZkNDRhYzhiYTc2OGE0NTgyMTMyODM1ODUwYWM0MjlkYzA3MTU,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1003504,63557,P1190/148,CENTAURO,CENTA OIL SEAL CRANKSHAFT SET,Retenes de cigüeñal CENTAURO,17.48,14.45,9.39,8430525635579,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,474,40,153,155,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003504-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE2ODI2fGltYWdlL2pwZWd8YUdSaEwyZzNZaTg0T1RNME5qVTFNVE14TmpjNEx6RXdNRE0xTURRdE1WODRNREJYZURnd01FZ3w3ZTQxYTQzMjk3OWZlYzc3YzZhNjBkMTlmNGZjNzdmNjU0NmQ2NmU5MzVhMzhiZjgzNGRmODQyZmNlNjFlZDMx,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001503,65419,682A403FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,215.84,178.38,115.95,682A403FL,2,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,2176,175,430,230,22,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001503-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhR1l5TDJneVlpODRPVFExT0RFek16ZzVNelF5THpFd01ERTFNRE10TVY4NE1EQlhlRGd3TUVnfGY1ODQwZGFmOGVjYjFhMzcwZmRmMWYyY2I1NjA2MTk1MzY3Yzk5NzNiZmFkMTA2NjA3ZmY3ZTI0OGJhMjU2YTc,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1003009,64894,990A602TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta CENTAURO,107.00,88.43,57.48,8430525648944,0,8484900090,0,1,<p>Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas</p>,"
Sets de parte alta que incluyen todo lo que necesitas para el reensamblaje de cilindros y culatas",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,670,175,219,180,17,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003009-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhREZoTDJnd1lTODRPRFUwT0RVM05qUTJNVEV3THpFd01ETXdNRGt0TVY4NE1EQlhlRGd3TUVnfDM3NjM4MmU2NzEyY2EwMTA5YmI0Y2Q3MmFkMWRlMDZkYzU4ZjJlMzE3OTBjZmM1ZDIzNGU0MTdkNDUwYWIxM2M,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001009,62756,990B17061,CENTAURO,CENTA GASKET CLUTCH,Junta de tapa de embrague CENTAURO,10.18,8.41,5.47,8430525627567,0,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. <br></p>
<ul>
<li>Junta de la tapa de embrague. </li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de la tapa de embrague. 
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,670,40,219,180,17,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001009-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ0MjF8aW1hZ2UvanBlZ3xhRFV4TDJnNVpTODRPRFUwTVRFME56azFOVFV3THpFd01ERXdNRGt0TVY4NE1EQlhlRGd3TUVnfGE3ZjFhYjlhOWQyMzM2ODljMGQ4YmZlOTIyNDEyYzlhMzYxODE0ZDA1MDVlODY2MjRhM2Y0Y2EwOWUwYTlmNGI,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002010,65344,933A019FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,188.74,155.98,101.39,8050043262578,2,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,3633,323,480,344,22,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002010-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhRFJoTDJnMU5pODRPRGN6TmpBek5UTXdOemd5THpFd01ESXdNVEF0TVY4NE1EQlhlRGd3TUVnfDliYzgxNzM5N2NlZDgwYTk4MDVlZGQ2OGMzMDI0OTIxMDEzMTA5NTJiMWQ2ODk4MDQzMDM5OTBiMzg1NzZhZmU,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001505,64414,682A351FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,61.79,51.07,33.20,8430525644144,0,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1707,135,347,246,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001505-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhREJqTDJoaU5TODRPVE0wT0RjM05EazFNekkyTHpFd01ERTFNRFV0TVY4NE1EQlhlRGd3TUVnfDQ3MDc3YzgyY2QyNDg3YWJmZWZkNDE1ZjIwZDNhZjJiZTY5MDdjNmFhNzViZjEyN2E5YTJkNDJmMzE1Mzc4NWE,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002011,64261,509A252FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,52.01,42.98,27.94,8059772721776,1,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1707,150,347,246,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002011-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhR1F5TDJoaU5TODRPVEkyT0RVek56a3hOemMwTHpFd01ESXdNVEV0TVY4NE1EQlhlRGd3TUVnfDVhZGNmMzI4OTdmZjMyZjg3NzZjN2U5MmIxNTUwN2ZlNjMzYmE0NWExYjBjYjg0MTMwZGI5MDJmYmEyNDQyOTY,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1003012,65053,990A754TP,CENTAURO,CENTA GASKET TOP ENGINE,Kit de juntas parte alta YAM XTZ 750 SUPER TENERE 89-93 990A754TP,128.04,105.82,68.78,8430525650534,1,8484900090,0,1,‘Top-end’ sets contain everything you need to reassemble the cylinder and cylinder head and include valve stem seals.,‘Top-end’ sets contain everything you need to reassemble the cylinder and cylinder head and include valve stem seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1707,250,347,246,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003012-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTMwNjh8aW1hZ2UvanBlZ3xhREJqTDJneE9TODRPVEkwTlRnNE5qQTFORGN3THpFd01ETXdNVEl0TVY4NE1EQlhlRGd3TUVnfGE4NTQ3Yzk4YWQ3MTFjYjdhMzc5YWJkY2I5NWUyNmI5ODVlN2Y0NjI5ODJlMGI3MTdmMmY5MjU0YTRkY2Y4Mjk,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001506,64215,682A251FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,50.26,41.54,27.00,8430525642157,0,8484900090,0,1,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,‘Complete’ gasket kits contain everything you need to reassemble the entire engine with the exception of the oil seals.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1707,100,347,246,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001506-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhRE15TDJoaE9DODRPVEkyT0RVek16azROVFU0THpFd01ERTFNRFl0TVY4NE1EQlhlRGd3TUVnfDc2YTQ1YTRmYzVkZTk4ZDEwNjZjZGE1ZTRjYmIyMTgwZmEwMGU1ZjZiMDg5Y2RkZjRiNTU2NzBhMzNmYWNmYTU,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1001011,62854,990B17045,CENTAURO,CENTA GASKET CLUTCH,Junta de cárter de embrague CENTAURO,10.85,8.97,5.83,8430525628540,0,8484900090,0,1,"<p>Las juntas de motor Centauro est&aacute;n pensadas para el reacondicionamiento, y son una garant&iacute;a de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. </p>
<ul>
<li>Junta de c&aacute;rter de embrague.</li>
<li>Para un aislamiento garantizado.</li>
</ul>","
Las juntas de motor Centauro están pensadas para el reacondicionamiento, y son una garantía de fiabilidad a largo plazo. Muchos fabricantes las utilizan como equipamiento original. 

Junta de cárter de embrague.
Para un aislamiento garantizado.
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1198,60,298,201,20,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1001011-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjY2OTJ8aW1hZ2UvanBlZ3xhRFZqTDJoaVppODRPRGN6TmpFeU5qQTNOVEU0THpFd01ERXdNVEV0TVY4NE1EQlhlRGd3TUVnfGE0YjU2MDU1OTIwYTI5NzM1MTdlY2ZmMzQyYjMyNDgwN2VlNGQ2ZmZmZTU0ODUwM2Q4NzQ5ZThjNzQ4OTVjOWY,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
1002013,65466,990A182FL,CENTAURO,CENTA GASKET ENGINE SET,Kit completo de juntas CENTAURO,232.90,192.48,125.11,8430525654662,0,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,1446,195,350,243,17,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1002013-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTAxNTh8aW1hZ2UvanBlZ3xhR1JtTDJnd05DODRPVEkwTVRjeU5qZ3hNalEyTHpFd01ESXdNVE10TVY4NE1EQlhlRGd3TUVnfGYwOWI2ZTkwOGU3OWIzYTM1YjY0NmQxNmFhMjQ1YzFiMmFhYWRkZDJjY2NmYjljOTIyOWI3N2U0ODQ0YjYyNzE,,,,https://static.bihr.pro/eBihr/Pictures/CENTAURO-pictures.zip,,,,Spain Warehouse (Parts)
