PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Alarma,Altura (mm),Anchura,Anchura (mm),Anchura del neumático,Anchura interior del arco (mm),Ángulo ( ° ),Aro,Carcasa,Color,Composición,Diámetro de arco Ø (mm),Diámetro de cable Ø (mm),Diámetro de la llanta,Diámetro dirección Ø (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Dientes,Embalaje,Familia de neumáticos,Longitud (cm),Longitud (mm),Longitud de cable (mm),Longitud de Válvula,Longitud interna del arco (mm),Marcas compatibles,Modelo de freno,Montaje,Peso (g),Recorrido (mm),Talla,Tecnología,Tipo,Tipo de antirrobo,Tipo de producto,Tipo de válvula,Uso,Uso recomendado,Velocidades,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,Document2,DeliveryPlant
1093184,95100028,GH-184,V BIKE,VBIKE HANGER DERAILLEUR GIANT,Puntera de cambio V Bike GIANT,21.78,18.00,5.99,8590966391844,487,8714999089,0,1,<p>Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.</p><ul><li>Forjado en frío y acabado con mecanizado CNC.</li><li>Aluminio 6061-T6.</li><li>Revestimiento anodizado duro en color negro.</li><li>Bulón incluido.</li></ul>,"
Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.Forjado en frío y acabado con mecanizado CNC.Aluminio 6061-T6.Revestimiento anodizado duro en color negro.Bulón incluido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,114,36,81,78,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1093184-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjMxMTZ8aW1hZ2UvanBlZ3xhR1JpTDJobVl5OHhNRGc0TWpnd01qSXlNVEE0Tmk4eE1Ea3pNVGcwTFRGZk9EQXdWM2c0TURCSXw3MzNjNzZjOGE2NjJiYTE0NWY4YjVjYmVmMDc4YzZjM2QzYTM2MmNiNmYxYjRmYThmNmUzMTUyZTk4YWQxZWNl,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1093216,95100027,GH-287,V BIKE,VBIKE HANGER DERAILLEUR CUBE,Puntera de cambio V Bike CUBE,17.50,14.46,2.90,8590966392872,3,8714999089,0,1,<p>Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.</p><ul><li>Forjado en frío y acabado con mecanizado CNC.</li><li>Aluminio 6061-T6.</li><li>Revestimiento anodizado duro en color negro.</li><li>Bulón incluido.</li></ul>,"
Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.Forjado en frío y acabado con mecanizado CNC.Aluminio 6061-T6.Revestimiento anodizado duro en color negro.Bulón incluido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,63,26,81,78,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1093216-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQyNDE2fGltYWdlL3BuZ3xhR1ZpTDJnNE1TOHhNRGc0TWpneE5qTTNOamcyTWk4eE1Ea3pNakUyTFRGZk9EQXdWM2c0TURCSXwzNTEyODA2MzNhZTE1NzU4NTk3MjU0NzRmNGU3NWFhNzlhODczOWJlNmUwNjgzOThjZjc4ZmM3NTlkMjA3OGVk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1093189,95100020,GH-191,V BIKE,VBIKE HANGER DERAILLEUR GIANT,Puntera de cambio V Bike GIANT,12.50,10.33,1.00,8590966391912,482,8714999089,0,1,<p>Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.</p><ul><li>Forjado en frío y acabado con mecanizado CNC.</li><li>Aluminio 6061-T6.</li><li>Revestimiento anodizado duro en color negro.</li><li>Bulón incluido.</li></ul>,"
Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.Forjado en frío y acabado con mecanizado CNC.Aluminio 6061-T6.Revestimiento anodizado duro en color negro.Bulón incluido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,81,20,80,78,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1093189-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY4MjN8aW1hZ2UvanBlZ3xhR0UzTDJoaVpTOHhNRGc0TXpFMk1URXlPRGs1TUM4eE1Ea3pNVGc1TFRGZk9EQXdWM2c0TURCSXw4ZTI4NDk1MjYzZWQ3MWYxYTIyMjk2MDFlYzMwOTQ0ZjhiNzVlNjgyNmQzOWJhMmY4NjE1ZDNkMzA0MzAxMzYz,https://api.mybihr.com/medias/1093189-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mzg1MzR8aW1hZ2UvanBlZ3xhREEyTDJoaU1TOHhNRGc0TXpFMk1UVXlNakl3Tmk4eE1Ea3pNVGc1TFRKZk9EQXdWM2c0TURCSXw0NjQ3ZGJmMTExMWYzMTFhMjRmM2U4NTlhOGU0MWVkOTY4YzM1YjkyM2I1YWNkOTFkODFjMDI2YWZhZmU0MGZm,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1093175,95100019,GH-139,V BIKE,VBIKE HANGER DERAILLEUR TREK,Puntera de cambio V Bike TREK,12.00,9.92,3.00,GH-139,121,8714999089,0,1,<p>Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.</p><ul><li>Forjado en frío y acabado con mecanizado CNC.</li><li>Aluminio 6061-T6.</li><li>Revestimiento anodizado duro en color negro.</li><li>Bulón incluido.</li></ul>,"
Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.Forjado en frío y acabado con mecanizado CNC.Aluminio 6061-T6.Revestimiento anodizado duro en color negro.Bulón incluido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,96,16,106,82,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1093175-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjI3Mjg5fGltYWdlL3BuZ3xhREUwTDJnMVl5OHhNRGc0TWpjNU9ESTRPRGt5Tmk4eE1Ea3pNVGMxTFRGZk9EQXdWM2c0TURCSXxlOWNlODIyM2MwMjQ5NDE1OTUwOTFkZGZmMGM0MjYzMzI1OTUyMzFlN2NlNWJjOTlkYjY4NDg3ZDdlNThhYTBj,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1104455,12629,HG010,V BIKE,VBIKE DERAILLEUR HANGER,"Puntera de cambio V BIKE - Focus, Electra, Jamis, KHS, Marin, Motiv, Novara, Titus, Townie",8.47,7.00,2.80,8430525126299,35,8714999089,0,1,"<p>Puntera de cambio construída en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.</p>
<ul>
<li>Forjado en frío y acabado con mecanizado CNC.</li>
<li>Aluminio 6061-T6.</li>
<li>Revestimiento anodizado duro en color negro.</li>
</ul>
<p><strong>Seadapta a los siguientes modelos:</strong></p><ul><li><strong>FOCUS: </strong>ARRIBA (06)</li><li><strong>JAMIS: </strong>TRAIL X1 (10)</li><li><strong>KHS: </strong>73-079-190, TANDEM ALITE (03-07), TANDEM CROSS (06-07), TANDEM MILANO (06-07)</li><li><strong>MARIN: </strong>Aka MARIN #5, BOBCAT TRAIL (00), COMFORT 26’’ (00), HAWK HILL/SE (00), MADRONE TRAIL (00)</li><li><strong>TITUS: </strong>VARIOS MODELOS</li></ul>","
Puntera de cambio construída en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.

Forjado en frío y acabado con mecanizado CNC.
Aluminio 6061-T6.
Revestimiento anodizado duro en color negro.


Seadapta a los siguientes modelos:FOCUS: ARRIBA (06)JAMIS: TRAIL X1 (10)KHS: 73-079-190, TANDEM ALITE (03-07), TANDEM CROSS (06-07), TANDEM MILANO (06-07)MARIN: Aka MARIN #5, BOBCAT TRAIL (00), COMFORT 26’’ (00), HAWK HILL/SE (00), MADRONE TRAIL (00)TITUS: VARIOS MODELOS",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,61,20,82,68,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1104455-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjczMjkwfGltYWdlL3BuZ3xhRGhtTDJoaVl5OHhNRGc0TWpjd09URTVNamN6TkM4eE1UQTBORFUxTFRGZk9EQXdWM2c0TURCSXxmNmU2MTE3NGUxOGYwZGUwNGQzNGZkYmI0MThkMjI5ZjAxMTEwZDFlNDI3MjI0N2ZkNjZjZGE3NDZiN2EwMzI0,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1104470,12644,HG043,V BIKE,VBIKE DERAILLEUR HANGER,Puntera de cambio,8.49,7.02,2.00,8430525126442,29,8714999089,0,1,"Derailleur hanger made of cold-forged 6061-T6 aluminum and finished by CNC machining. Guarantees maximum resistance. It is a specific aluminum with greater elasticity to avoid the characteristic breakage in this type of bicycle parts. Individual packaging in transparent bag with hanger.
- Forged and CNC technology manufactured.
- Made of 6061-T6 aluminum.
- Hard black Anodized coating.
- Bolt included.","Derailleur hanger made of cold-forged 6061-T6 aluminum and finished by CNC machining. Guarantees maximum resistance. It is a specific aluminum with greater elasticity to avoid the characteristic breakage in this type of bicycle parts. Individual packaging in transparent bag with hanger.
- Forged and CNC technology manufactured.
- Made of 6061-T6 aluminum.
- Hard black Anodized coating.
- Bolt included.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,53,15,81,60,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1104470-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE4MDkyfGltYWdlL3BuZ3xhRFJpTDJneFpTOHhNRGc0TWpjeE5UQTVNRGszTkM4eE1UQTBORGN3TFRGZk9EQXdWM2c0TURCSXw5ZDhhZTAxOTcyNjEzOGE2YmJkY2QyOGVmNjRiODBkZDBhMDE4Yjc0N2M3Nzg5N2VhOGNlYjJiZTE4YmM4ZjA0,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1093197,95100056,GH-235,V BIKE,VBIKE HANGER DERAILLEUR GIANT,Puntera de cambio V Bike GIANT,12.50,10.33,3.99,8590966392353,498,8714999089,0,1,<p>Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.</p><ul><li>Forjado en frío y acabado con mecanizado CNC.</li><li>Aluminio 6061-T6.</li><li>Revestimiento anodizado duro en color negro.</li><li>Bulón incluido.</li></ul>,"
Puntera de cambio construida en aluminio 6061-T6 forjado en frío y acabado mediante mecanizado CNC. Garantiza una resistencia máxima. Se trata de un aluminio específico con mayor elasticidad para evitar la rotura característica en este tipo de piezas de la bicicleta. Envase individual en bolsa transparente con colgador.Forjado en frío y acabado con mecanizado CNC.Aluminio 6061-T6.Revestimiento anodizado duro en color negro.Bulón incluido.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,97,22,83,78,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1093197-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDgxNDZ8aW1hZ2UvanBlZ3xhR00zTDJoa1lTOHhNRGc0TWpnd056Y3lOakV4TUM4eE1Ea3pNVGszTFRGZk9EQXdWM2c0TURCSXxkNzk4M2U1YzM2MzQ4ODQ3ZmJjYjJjYjA0ZDlkNjYzZjMxZTYyM2ZlMjBiOGViZWNjZTNhMzhhYjdkZjlmZWQ2,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1105150,"141-31,8",CC-212-31.8,V BIKE,"VBIKE SEATPOST CLAMP ALLEN COLLAR Ø31,8",Abrazadera cierre tija de sillín de bicicleta V BIKE con tornillo - Ø31.8mm Negro,4.99,4.12,2.68,8430525085381,37,8714991089,0,1,"Bicycle seatpost clamp.
Allen key screw collar lock system. Aluminum. Color: black.
Diagonal cut, contact point improved.
Weight: 18gr.
Frame size: Ø31,8 mm.","Bicycle seatpost clamp.
Allen key screw collar lock system. Aluminum. Color: black.
Diagonal cut, contact point improved.
Weight: 18gr.
Frame size: Ø31,8 mm.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,82,21,52,51,31,,,,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1105150-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ0Mjk1fGltYWdlL3BuZ3xhRGcyTDJoak55OHhNVEk0TkRJNU1qa3lOelV4T0M4eE1UQTFNVFV3TFRGZk9EQXdWM2c0TURCSXwyMmU4ZjliOWJlN2U0YjEwNWY0OWNjOGZlMzY5ODNiZTVlMWJhNmM0ZWExNGNhOGQ5ZGRjYjQ2NDY2Y2IwOTQx,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1104326,140,2335,V BIKE,VBIKE BAG OF 25 AXLE NUTS M14 BMX/FREEST,Bolsa de 25 tuercas eje 14 mm-BMX/Freestyle,17.00,14.05,3.99,8430525103801,36,8714999089,0,1,Tuerca eje 14 mm.,Tuerca eje 14 mm.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,606,553,136,91,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX,,https://api.mybihr.com/medias/1104326-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU3MzM3fGltYWdlL3BuZ3xhRE0wTDJnd01pOHhNRGc0TWpZMU1EZzJOVFk1TkM4eE1UQTBNekkyTFRGZk9EQXdWM2c0TURCSXxkMzI2YzgyNDg5MjdjZmNmNmEzNjJkODAxYTRiMzkwMjcwOTE4OGY2NTNmNGU0ZWI4ODUzMTYwMmY5ZmViNzYw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1105281,719D,AR01F,V BIKE,VBIKE QUICK RELEASE FRONT AXLE. SILVER,Cierre rapido rueda delantera. Aluminio,3.99,3.30,2.15,8430525037779,14,8714999089,0,1,Cierre r�pido rueda delantera. Aluminio. Color plata.,Cierre r�pido rueda delantera. Aluminio. Color plata.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,188,22,183,49,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1105281-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTIwODU2fGltYWdlL3BuZ3xhR0ZtTDJoaVppOHhNRGc0TWpjM01EVXpORFF6TUM4eE1UQTFNamd4TFRGZk9EQXdWM2c0TURCSXxjZjRkZjlhYTg3NDIxYTlhZDgzZDVhOWNhNGQ1ZGFiZDViNjY2ZTIxNmJlZmYyYjdlY2U5MzVjNWRhOTRiNmIx,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1105304,843A,HJ-DC532,V BIKE,VBIKE YOKE CABLE 73MM FOR CANTILEVER,Polea guia cable con funda (A-73).Fija,1.50,1.24,0.81,8430525017863,49,7315111000,0,1,Polea guia cable con funda inyectada. Terminal cable aluminio.<br><br><strong>� int:</strong> 2 mm.<br><strong>Longitud:</strong> 73 mm.<br>,Polea guia cable con funda inyectada. Terminal cable aluminio.� int: 2 mm.Longitud: 73 mm.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,117,27,122,96,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciclocross & Ciudad & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1105304-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE5NDE0fGltYWdlL3BuZ3xhRGs1TDJnd1l5OHhNRGc0TWpjM016STROamswTWk4eE1UQTFNekEwTFRGZk9EQXdWM2c0TURCSXw5MzBhOThhMmE2Mjg2NzE0YTMyYThhNjQzMmY4N2ViZjUwMmYyZWQxYTM4MTU0ZjM5ZDEzMzZjM2E5OTZhMmQ2,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1104309,31,TF-316,V BIKE,VBIKE SET OF SIDE REFLECTORS AMBER,"Juego reflectores laterales bicicleta, sujeción a los radios. Ámbar",2.00,1.65,1.07,8430525000742,0,8714999089,0,1,<p>Reflectantes para radios ambar</p><p>Juego de reflectores �mbar.<br>Sujeci�n a los radios.<br>2 unidades.<br>E-Mark: 1A-E1-022365<br></p>,"
Reflectantes para radios ambar
Juego de reflectores �mbar.Sujeci�n a los radios.2 unidades.E-Mark: 1A-E1-022365",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,93,27,142,41,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1104309-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTU2MDc4fGltYWdlL3BuZ3xhR0UwTDJoalpDOHhNRGc0TWpZME5UTTJNRFkzTUM4eE1UQTBNekE1TFRGZk9EQXdWM2c0TURCSXw3YzRiMTA0YTQxMDBmYWVmM2IwNjE3OWQ0NDcxZDlmNGJjYTAzMDIwYzQ4NWE5NmQwNTNiN2RjYTAxODdlYWYz,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1104798,15508,BDP-88,V BIKE,VBIKE BRAKE PADS ORGANIC,Juego de pastillas de freno bici V BIKE orgánicas - MAGURA MT2/4/6/8,9.00,7.44,3.00,8430525155084,117,8714949090,0,1,"<p>Pastillas orgánicas de alta calidad, avaladas por la reconocida marca V Bike, mas de 20 años en el mercado con un resultado y satisfacción de 10 según los usuarios.</p>
<p>La resina especial de su compuesto de fricción hace que sean las pastillas de bicicleta más silenciosas del mercado.</p>
<ul>
<li>Uso en cualquier condición meteorológica, funcionan genial en seco o mojado, frío o caliente.</li>
<li>Mínimo desgaste, larga y efectiva duración.</li>
<li>Sin daños al disco. Adherencia y precisión.</li>
<li>Extremadamente silenciosas, evita los odiosos chirridos que provocan otras pastillas de la competencia al frenar.</li>
<li>La mejor relación calidad/precio</li>
<li>Carcasa color negro Racing.</li>
</ul>
<p><strong>Seadapta a los siguientes modelos:</strong></p><ul><li><strong>MAGURA: </strong>MT2, MT4, MT6, MT8</li></ul>","
Pastillas orgánicas de alta calidad, avaladas por la reconocida marca V Bike, mas de 20 años en el mercado con un resultado y satisfacción de 10 según los usuarios.

La resina especial de su compuesto de fricción hace que sean las pastillas de bicicleta más silenciosas del mercado.

Uso en cualquier condición meteorológica, funcionan genial en seco o mojado, frío o caliente.
Mínimo desgaste, larga y efectiva duración.
Sin daños al disco. Adherencia y precisión.
Extremadamente silenciosas, evita los odiosos chirridos que provocan otras pastillas de la competencia al frenar.
La mejor relación calidad/precio
Carcasa color negro Racing.


Seadapta a los siguientes modelos:MAGURA: MT2, MT4, MT6, MT8",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,156,39,160,108,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H11 & MT2 & MT4 & MT6 & MT8 & MTS,,,,,,,,,,,Ciudad & E-Bike & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1104798-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjYxNjAyfGltYWdlL3BuZ3xhR05rTDJoaU5pOHhNRGc0TWpjME1UUXpOalEwTmk4eE1UQTBOems0TFRGZk9EQXdWM2c0TURCSXw5NWQyYWFjYzJmNzYyNjMxNmU4NzlmMTU2ZmRhZTMzMThjMjZkNGZhMzRjOGEwZjQ3M2ZiOTc1YzI4OTVmMDQ0,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1093232,96700040,RB08,V BIKE,VBIKE BRACKET SEATPOST CG126R CG217R,Soporte a la tija Aero para luz trasera D-Light CG-126R y CG-217R,2.00,1.65,0.81,RB08,73,8714999089,0,1,"<p justify>Soporte de instalación rápida a tijas Aero, para fijar luces traseras 96700036 y 96700041.</p><p justify> </p><ul><li justify>Apto para tijas de Ø19-Ø32mm.</li><li justify>Con correa de goma de alta resistencia.</li></ul>","
Soporte de instalación rápida a tijas Aero, para fijar luces traseras 96700036 y 96700041.
 Apto para tijas de Ø19-Ø32mm.Con correa de goma de alta resistencia.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,229,15,104,71,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carretera,,https://api.mybihr.com/medias/1093232-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE3MDcwfGltYWdlL2pwZWd8YUdJeUwyZ3paaTh4TURnNE1qZ3lNVFF5TXpFek5DOHhNRGt6TWpNeUxURmZPREF3VjNnNE1EQkl8NzU5ZWEyZTk2NGVhZDU3ZDZjYjAzZGNlMzU2Mzg2ZjM3OWU3Mjk3M2ZiMDg2YjE4YzhiOTMzMjM0YmY5OTY1Yg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
1105167,281OR,SA-3816-G,V BIKE,VBIKE BMX BICYCLE FOOTPEGS M14/100. GOLD,Juego reposapies bici M14. Oro,7.50,6.20,0.96,8430525085060,294,8714999089,0,1,"Bicycle footpegs / Sliders BMX/Free Style. Color: Gold.
Aluminum. Ø38 mm. Lenght 110 mm.
Thread M14/100.","Bicycle footpegs / Sliders BMX/Free Style. Color: Gold.
Aluminum. Ø38 mm. Lenght 110 mm.
Thread M14/100.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,874,298,190,118,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMX,,https://api.mybihr.com/medias/1105167-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDM2OTI3fGltYWdlL3BuZ3xhRGd5TDJnMk5DOHhNRGc0TWpjMk1UZzRNelkzT0M4eE1UQTFNVFkzTFRGZk9EQXdWM2c0TURCSXxjNjI3YTNjMTgwMWY0N2M1ZmUxOWU5Mjg3MDc4ZjdiMTllNWZhNDU4YWVkODI1Y2VlNDVjZDNlMzk4YzAxYWZk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/V_BIKE-pictures.zip,,,Spain Warehouse (Parts)
