PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Pastillas de freno] Altura 2 (mm),[Pastillas de freno] Anchura 2 (mm),[Pastillas de freno] Espesor 2 (mm),Altura (cm),Altura (mm),Anchura (cm),Anchura (mm),Capacidad (ml/l),Capacidad de portaequipajes (L),Capacidad/litros (L),Color,Color de manguera,Composición,Construcción,Depósito,Diámetro de orificio (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Distancia entre centros,Embalaje,Espesor (mm),Fabricación,Forma de disco de freno,Homologación,Longitud (cm),Número de orificios,Número de pistones,Posición,Tipo,Tipo de disco,Tipo de pastilla de freno,Tipo de portaequipajes,Uso,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,DeliveryPlant
1035917,07GR70SD,07GR70SD,BREMBO,BREMB BRAKE PADS 07GR70SD SINTER METAL,Pastillas de freno sinterizadas Brembo 07GR70SD,38.43,31.76,19.06,07GR70SD,0,8714101000,0,1,"<h3 justify>Off Road - SD</h3><p justify><p justify>Sintered Off-Road compound with good efficiency and significant stability in all conditions of use. Good wear resistance even in water and mud. More aggressive than the SX, it is particularly recommended for enduro use.</p><br><br><table 100% border-collapse: collapse border-style: solid border-color: #000000 height: 72px border=1"" cellspacing=0"" cellpadding=5""><tbody><tr 18px><td 50% height: 18px><strong>Compound</strong></td><td 50% height: 18px>Sinter</td></tr><tr 18px><td 50% height: 18px><strong>Width</strong></td><td 50% height: 18px>43,3</td></tr><tr 18px><td 50% height: 18px><strong>Height</strong></td><td 50% height: 18px>25,0</td></tr><tr 18px><td 50% height: 18px><strong>Thickness</strong></td><td 50% height: 18px>5,0</td></tr></tbody></table>","Off Road - SD

Sintered Off-Road compound with good efficiency and significant stability in all conditions of use. Good wear resistance even in water and mud. More aggressive than the SX, it is particularly recommended for enduro use.CompoundSinterWidth43,3Height25,0Thickness5,0",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,216,52,135,80,20,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Enduro,https://api.mybihr.com/medias/800Wx800H-1035917-1.jpg?context=bWFzdGVyfHJvb3R8NDk4NDR8aW1hZ2UvanBlZ3xhRGRpTDJnd015ODRORFl5T1RrMU5qY3lNamN4T0M4NE1EQlhlRGd3TUVoZk1UQXpOVGt4TnkweExtcHdad3wzNjRlYTMzNWIyYTAxYjIzNDAxMzJkYzQ1ODVkZTM0Yjk4NjBkZTQ4N2E0MWViM2VlNDFhYzRlNWU0ZmFlZjk1,https://api.mybihr.com/medias/800Wx800H-1035917-2.jpg?context=bWFzdGVyfHJvb3R8MjExMjUyfGltYWdlL2pwZWd8YUdZNUwyZ3dZUzg0TkRZeU9UazFOams0TkRnMk1pODRNREJYZURnd01FaGZNVEF6TlRreE55MHlMbXB3Wnd8ZjIwMTJiZjIzZjQxZDU3NDRlZmUxZjBlMjRjMGVjMjZlM2Y1M2FiMDBiYzU0ODQwNmQxZGE1MzA4ZTY4OGE1Mw,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1035947,07HD15SA,07HD15SA,BREMBO,BREMB BRAKE PADS 07HD15SA SINTER METAL,Pastillas de freno sinterizadas Brembo 07HD15SA,61.24,50.61,30.37,07HD15SA,5,8714101000,0,1,"<p>PREMIUM</p><p>Compuesto sinterizado, específico para la aplicación frontal, caracterizado por una excelente eficiencia en todas las condiciones de uso.</p><p>Homologadas para carretera. Aptas para un uso deportivo en la calle.</p><p>Por lo tanto, representa una alternativa ideal a las pastillas de freno originales, tanto en frío como en caliente.</p><p>Este compuesto se caracteriza por un bajo desgaste que garantiza una larga vida útil y un kilometraje adecuado.</p><p>  <br></p>","
PREMIUM
Compuesto sinterizado, específico para la aplicación frontal, caracterizado por una excelente eficiencia en todas las condiciones de uso.
Homologadas para carretera. Aptas para un uso deportivo en la calle.
Por lo tanto, representa una alternativa ideal a las pastillas de freno originales, tanto en frío como en caliente.
Este compuesto se caracteriza por un bajo desgaste que garantiza una larga vida útil y un kilometraje adecuado.
  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,465,273,155,100,30,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Estándar,https://api.mybihr.com/medias/800Wx800H-1035947-1.jpg?context=bWFzdGVyfHJvb3R8NDIxOTR8aW1hZ2UvanBlZ3xhREkwTDJnMllTODRORFl5T1RrM01UZzJNVFV6TkM4NE1EQlhlRGd3TUVoZk1UQXpOVGswTnkweExtcHdad3wyYTEwN2I0NWMzZjU5ZjQxYjQ1OTljZDJkNjhiN2Y1ZWI3NTE4YTM4ODliMjc3YmYzYTc1MmJjMzhhMjdjYWUy,https://api.mybihr.com/medias/800Wx800H-1035947-2.jpg?context=bWFzdGVyfHJvb3R8MTczMDAyfGltYWdlL2pwZWd8YUdKaUwyZ3hZaTg0TkRZeU9UazNNakExT0RFME1pODRNREJYZURnd01FaGZNVEF6TlRrME55MHlMbXB3Wnd8YmM3ZDJhODBiYzBkZjEyZTY0NjdhMWE2MWNhNWZlM2M4ZWM4NGUwNjViZTlhMjlkNzQ3OWUzOWI2NTFhMmFlZg,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1036176,07SU19SA,07SU19SA,BREMBO,BREMB BRAKE PADS 07SU19SA SINTER METAL,Pastillas de freno sinterizadas Brembo 07SU19SA,53.94,44.58,26.75,07SU19SA,8,8714101000,0,1,"<p>PREMIUM</p><p>Compuesto sinterizado, específico para la aplicación frontal, caracterizado por una excelente eficiencia en todas las condiciones de uso.</p><p>Homologadas para carretera. Aptas para un uso deportivo en la calle.</p><p>Por lo tanto, representa una alternativa ideal a las pastillas de freno originales, tanto en frío como en caliente.</p><p>Este compuesto se caracteriza por un bajo desgaste que garantiza una larga vida útil y un kilometraje adecuado.</p><p>  <br></p>","
PREMIUM
Compuesto sinterizado, específico para la aplicación frontal, caracterizado por una excelente eficiencia en todas las condiciones de uso.
Homologadas para carretera. Aptas para un uso deportivo en la calle.
Por lo tanto, representa una alternativa ideal a las pastillas de freno originales, tanto en frío como en caliente.
Este compuesto se caracteriza por un bajo desgaste que garantiza una larga vida útil y un kilometraje adecuado.
  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,147,284,119,88,14,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Estándar,https://api.mybihr.com/medias/800Wx800H-1036176-1.jpg?context=bWFzdGVyfHJvb3R8MjM2NDJ8aW1hZ2UvanBlZ3xhRE16TDJnMU1TODRORFl6TURReU1UVTJPVFUyTmk4NE1EQlhlRGd3TUVoZk1UQXpOakUzTmkweExtcHdad3w4MzM4ZjcyYTEzMTkyMjU2ZmY0MTVjZWY3NTEwMDM0YjgyNmQ1OGQ1YjEzY2MxNmRjMDYxYzI1NDNiYWUyNWVm,https://api.mybihr.com/medias/800Wx800H-1036176-2.jpg?context=bWFzdGVyfHJvb3R8MjQ3MzA1fGltYWdlL2pwZWd8YURVeUwyZzBOeTg0TkRZek1EUXlNVGd6TVRjeE1DODRNREJYZURnd01FaGZNVEF6TmpFM05pMHlMbXB3Wnd8ZjNlNmJlYmM1Mzk1NWVjOWQzNzBlZjI5ZDA4NmViMDk2ZDUwMmM4NGM2YWJmOGJiODM2ODQ5ZjlhNDY5NTliNQ,https://api.mybihr.com/medias/800Wx800H-1036176-3.jpg?context=bWFzdGVyfHJvb3R8Njg5NjB8aW1hZ2UvanBlZ3xhR1UyTDJnd1pDODRORFl6TURReU1qSXlORGt5Tmk4NE1EQlhlRGd3TUVoZk1UQXpOakUzTmkwekxtcHdad3xiMTlhNzIwNTA0ZGMxNDRkMDgzYmQ2YjE3MTliZTQ0MmZlZjk1NDBjNGIwODI1MTQxYmIwNDQ3ZmQ1MWI0OGEw,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1103764,40000204,07KA13SR,BREMBO,BREMB BRAKE PADS TYPE 07KA13 SR SINTER,Pastillas de freno sinterizadas racing BREMBO 07KA13SR,67.12,55.47,33.28,8020584636060,4,8714101000,0,1,Sintered pad develop for both sport and track day use. The High and constant friction coefficient at high temperatures of use allow to the rider a constant braking feeling during all track session together with reduced wear for a longer durability.,Sintered pad develop for both sport and track day use. The High and constant friction coefficient at high temperatures of use allow to the rider a constant braking feeling during all track session together with reduced wear for a longer durability.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,300,223,150,100,20,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Sport,https://api.mybihr.com/medias/800Wx800H-1103764-1.jpg?context=bWFzdGVyfHJvb3R8MjQ3NDl8aW1hZ2UvanBlZ3xhRGxtTDJoa1lTODRORFl6TURjM05UUXpNVEU1T0M4NE1EQlhlRGd3TUVoZk1URXdNemMyTkMweExtcHdad3xlZWY0ZDIwZjkzYTc3YWYyZTIxNzNjMGZhMWU3NTgxOTc3Zjk5ODEzY2U0ZDI3YWIyMzk0YzQ3ZGY1N2YyNzIz,https://api.mybihr.com/medias/800Wx800H-1103764-2.jpg?context=bWFzdGVyfHJvb3R8MjQxNjUyfGltYWdlL2pwZWd8YURWakwyaGxNUzg0TkRZek1EYzNOVFl5Tnpnd05pODRNREJYZURnd01FaGZNVEV3TXpjMk5DMHlMbXB3Wnd8MjE4OTYwNGZhMjNmZDI3NGNkYTliZWNhMjEzMGQ3YWZlODkyMmZiODA1ZWNiMTI4OTBmMDY2MmZiN2M5YzJlOQ,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1036352,07GR08SD,07GR08SD,BREMBO,BREMB BRAKE PADS 07GR08SD SINTER METAL,Pastillas de freno sinterizadas Brembo 07GR08SD,38.55,31.86,19.12,8020584633007,7,8714101000,0,1,"<h3>Off Road - SD</h3><p><p>Sintered Off-Road compound with good efficiency and significant stability in all conditions of use. Good wear resistance even in water and mud. More aggressive than the SX, it is particularly recommended for enduro use.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Sinter</td></tr><tr><td><strong>Width</strong></td><td>58,7</td></tr><tr><td><strong>Height</strong></td><td>35,3</td></tr><tr><td><strong>Thickness</strong></td><td>8,2</td></tr></tbody></table>","Off Road - SD

Sintered Off-Road compound with good efficiency and significant stability in all conditions of use. Good wear resistance even in water and mud. More aggressive than the SX, it is particularly recommended for enduro use.CompoundSinterWidth58,7Height35,3Thickness8,2",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,255,188,90,149,19,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Enduro,https://api.mybihr.com/medias/800Wx800H-1036352-1.jpg?context=bWFzdGVyfHJvb3R8MjMxMzV8aW1hZ2UvanBlZ3xhRFl4TDJoa01pODRORFl6TURjME1qUXdNVEExTkM4NE1EQlhlRGd3TUVoZk1UQXpOak0xTWkweExtcHdad3w4OGU1NDEwNTVhOTM5YmFhODE1YTE2NjBlMTU3ZjIyZThmODZiYjcyMGEyZjkzMmNjNGQ1M2Q5NjFkZGE2YmMz,https://api.mybihr.com/medias/800Wx800H-1036352-2.jpg?context=bWFzdGVyfHJvb3R8MzE1MDl8aW1hZ2UvanBlZ3xhREUyTDJoaVpDODJOek00TWpjNU1qTTFOVGczTUM4NE1EQlhlRGd3TUVoZk1UQXpOak0xTWkweUxtcHdad3xhZDA1Yzk1ZWEzNjFlNzNjZTBjOWMxMzJiNGNmMGEwMWU3NDRiN2FhZGVjNTk0NTYwOWMxZDY5YjY1NzNiNDkw,https://api.mybihr.com/medias/800Wx800H-1036352-3.jpg?context=bWFzdGVyfHJvb3R8NzExMzl8aW1hZ2UvanBlZ3xhRGxpTDJneE1DODRORFl5T1RjMk1EQXhOalF4TkM4NE1EQlhlRGd3TUVoZk1UQXpOak0xTWkwekxtcHdad3xjMjBhNzQ4NDMxYTE2YjMzMmNiOTY0MjVhNDVlNTVhNGRhNDNkMGRhYjI2ZGU0YzRhYTY2YmEzM2YxZmEyN2Qy,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1103778,40000208,07YA46SR,BREMBO,BREMB BRAKE PADS TYPE 07YA46 SR SINTER,Pastillas de freno sinterizadas racing BREMBO 07YA46SR,116.75,96.49,57.89,8020584638538,0,8714101000,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,236,267,149,93,17,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Sport,https://api.mybihr.com/medias/800Wx800H-1103778-1.jpg?context=bWFzdGVyfHJvb3R8NDAyNTh8aW1hZ2UvanBlZ3xhRFU0TDJnMVl5ODRORFl6TURjNE1EY3pPVFl4TkM4NE1EQlhlRGd3TUVoZk1URXdNemMzT0MweExtcHdad3w2OWY1NzBlY2QwM2M3MjIzOWQ1ODRhMWVjMWVhMWU2ZTAyNWNkNTYzODNkOWE0NGVmZWQ5ODE1ZjBhMDAwMGM4,https://api.mybihr.com/medias/800Wx800H-1103778-2.jpg?context=bWFzdGVyfHJvb3R8MjM0ODE5fGltYWdlL2pwZWd8YURnM0wyZzFOUzg0TkRZek1EYzRNRGt6TmpJeU1pODRNREJYZURnd01FaGZNVEV3TXpjM09DMHlMbXB3Wnd8NTRmMjU1OWQzYjg2NTBiMmZmYWQwY2YxMDc3OGI0ZjdjNmVlNTYzNDIxNGQzMTk5ZjE5ZTg0YjM5NGQ3ZTI2MA,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1106539,1106539,07KA29SR,BREMBO,BREMB PADS 07KA29SR,Pastillas de freno sinterizadas Brembo 07KA29SR,60.14,49.70,29.82,07KA29SR,6,8714101000,0,1,"<p>Pastilla sinterizada, desarrollada tanto para uso deportivo como para los días de pista. Su coeficiente de fricción alto y constante a altas temperaturas de uso ofrece al piloto una sensación de frenado constante durante toda la sesión de pista, así como un desgaste reducido para una mayor durabilidad.</p>","
Pastilla sinterizada, desarrollada tanto para uso deportivo como para los días de pista. Su coeficiente de fricción alto y constante a altas temperaturas de uso ofrece al piloto una sensación de frenado constante durante toda la sesión de pista, así como un desgaste reducido para una mayor durabilidad.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,224,269,137,86,19,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,,,Sport,https://api.mybihr.com/medias/800Wx800H-1106539-1.jpg?context=bWFzdGVyfHJvb3R8MjQxMTV8aW1hZ2UvanBlZ3xhREJqTDJnd055ODRORFl6TURjNE1URXpNamd6TUM4NE1EQlhlRGd3TUVoZk1URXdOalV6T1MweExtcHdad3w3ZmFiNzI0MjAzMmIzZjgyNGY5OGE0YjE0ZjY4ZmNhM2I3YmQ4ZDVlYjhjNjU3ODc0MTdlNTVmN2QyOTJlMzAz,https://api.mybihr.com/medias/800Wx800H-1106539-2.jpg?context=bWFzdGVyfHJvb3R8MjM5OTc0fGltYWdlL2pwZWd8YURjeUwyZ3dNQzg0TkRZek1EYzRNVE01TkRrM05DODRNREJYZURnd01FaGZNVEV3TmpVek9TMHlMbXB3Wnd8YTk1Y2E3ZTAzZjFhOTA4YmQ2YzUwMjIzMzJmOGE4MmE1ODA4M2U1YjMzYjA4YjAxOTY0Nzc5ZTk2NGY4MjJiNQ,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1106563,1106563,07GR90RC,BREMBO,BREMB BRAKE PADS 07GR90RC,Pastillas de freno sinterizadas Brembo 07GR90RC,93.55,77.31,46.39,8020584633991,3,8714101000,0,1,"A compound conceived solely for track use, a true racing pad suited for any type of competition.
The most significant characteristics of this compound are its high friction and consistent efficiency, especially at high disc temperatures. These characteristics ensure superlative, consistent braking for the entire duration of the race and make the braking system much less prone to fade. At low temperatures the efficiency of this compound is limited and consequently it is not suited for road use.","A compound conceived solely for track use, a true racing pad suited for any type of competition.
The most significant characteristics of this compound are its high friction and consistent efficiency, especially at high disc temperatures. These characteristics ensure superlative, consistent braking for the entire duration of the race and make the braking system much less prone to fade. At low temperatures the efficiency of this compound is limited and consequently it is not suited for road use.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,192,248,120,84,19,,,,,,,,,,,,,Carbono cerámico,,,,,,,,,,,,,Solo para uso en circuito,,,,,,,Recambio,,Racing,https://api.mybihr.com/medias/800Wx800H-1106563-1.jpg?context=bWFzdGVyfHJvb3R8MjkzODB8aW1hZ2UvanBlZ3xhREptTDJoa1pTODRORFl6TURjNE16WTRPRGN6TkM4NE1EQlhlRGd3TUVoZk1URXdOalUyTXkweExtcHdad3xkNDA5NzI3Yjk5MDU3NTIwY2IwOTYzMGU3NzRjZGU2Njg3N2Q2NDM2YzhmZTdkOTAyMjBlMzNhN2IxZjZkYzdh,https://api.mybihr.com/medias/800Wx800H-1106563-2.jpg?context=bWFzdGVyfHJvb3R8MjQ1NTA2fGltYWdlL2pwZWd8YURFd0wyaGxPQzg0TkRZek1EYzRNemsxTURnM09DODRNREJYZURnd01FaGZNVEV3TmpVMk15MHlMbXB3Wnd8MTU2M2ZjMTk0NDU2YzI2MDliM2IzNTZmMTI2OWY0NjNhODIwYTE5OGEyY2VhNjdiYzQ1NGRiOGI2YjU1NzdmMA,https://api.mybihr.com/medias/800Wx800H-1106563-3.jpg?context=bWFzdGVyfHJvb3R8NjQ3ODR8aW1hZ2UvanBlZ3xhR0kxTDJoak1pODRORFl6TURjNE5ETTBOREE1TkM4NE1EQlhlRGd3TUVoZk1URXdOalUyTXkwekxtcHdad3xiMjM0ZDBmMDI5ZDZmMjIyMDJkNjQyNDE1OGY2ZDZlOTg1Mjk0NmU3MDk4NDk5MzU1Y2UwNGMwNTFhNTAxOWMx,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1036340,07085XS,07085XS,BREMBO,BREMB BRAKE PADS 07085XS SINTER METAL,Pastillas de freno sinterizadas Brembo 07085XS,34.99,28.92,17.35,8020584631669,3,8714101000,0,1,"<h3>Scooter - XS</h3><p><p>This is a specific sintered compound for Scooter applications, both front and rear, extremely stable and capable of ensuring consistent performance in all riding conditions.<br><br>It is the ideal material for latest generation maxi scooters and it is characterised by extremely easy running-in. In fact, these brake pads were developed specifically for this type of vehicle, characterised by city use, where typical Scooter braking is different than that of a motorcycle.</p><br><br><table border=""1"" cellspacing=""0"" cellpadding=""5""><tbody><tr><td><strong>Compound</strong></td><td>Sinter</td></tr><tr><td><strong>Width</strong></td><td>90,0</td></tr><tr><td><strong>Height</strong></td><td>33,3</td></tr><tr><td><strong>Thickness</strong></td><td>9,8</td></tr></tbody></table>","Scooter - XS

This is a specific sintered compound for Scooter applications, both front and rear, extremely stable and capable of ensuring consistent performance in all riding conditions.It is the ideal material for latest generation maxi scooters and it is characterised by extremely easy running-in. In fact, these brake pads were developed specifically for this type of vehicle, characterised by city use, where typical Scooter braking is different than that of a motorcycle.CompoundSinterWidth90,0Height33,3Thickness9,8",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,181,240,90,168,12,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Maxiscooter,https://api.mybihr.com/medias/800Wx800H-1036340-1.jpg?context=bWFzdGVyfHJvb3R8MTkzNDF8aW1hZ2UvanBlZ3xhRFZpTDJnMlpDODRORFl6TURZd05qUXhNemcxTkM4NE1EQlhlRGd3TUVoZk1UQXpOak0wTUMweExtcHdad3xiNjFjNjllYTBjZDNjOTUwNWFkMTQ0ZmUyNmYwZmY1NmNlMmMzZWExYjJmNTgyYzNhZDExZjQ3MjJhZDJlZDdm,https://api.mybihr.com/medias/800Wx800H-1036340-2.jpg?context=bWFzdGVyfHJvb3R8MjM2OTczfGltYWdlL2pwZWd8YURKakwyZzNOQzg0TkRZek1EWXdOall4TURRMk1pODRNREJYZURnd01FaGZNVEF6TmpNME1DMHlMbXB3Wnd8NDY2M2U3Yjk4NDRmODZkMmM2MjA5NjY3MDU1MjQxZTU2YTNiNTQ0Njk2MzY1YzM1YmRhODE1YjhiMGI2YTlmZg,https://api.mybihr.com/medias/800Wx800H-1036340-3.jpg?context=bWFzdGVyfHJvb3R8NzEyODh8aW1hZ2UvanBlZ3xhR1U1TDJnM1lTODRORFl6TURZd05qZ3dOekEzTUM4NE1EQlhlRGd3TUVoZk1UQXpOak0wTUMwekxtcHdad3w0OGQxNzljZjkxZTgyZTU1MWY3NDdmOTIxNzllNGE5MDVkOGUxYTIxM2UyNTYwZDIzZmIzOWViYzkzZmM3ODYw,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1117434,,07GR99RC,BREMBO,BREMB BRAKE PADS 07GR99RC RACING CARBON,Juego de pastillas de freno BREMBO Carbon Ceramic para competición - 07GR99RC,93.55,77.31,46.39,8020584634110,0,8714101000,0,1,"<p><strong>La pastilla 07GR99RC es sin&oacute;nimo de fiabilidad</strong></p>
<p>Compuesto estudiado exclusivamente para el uso en pista, una aut&eacute;ntica pastilla racing adecuada para cualquier tipo de competici&oacute;n. Este compuesto se caracteriza principalmente por su elevada fricci&oacute;n y su rendimiento constante, en especial con temperaturas del disco elevadas. Estas caracter&iacute;sticas aseguran una frenada excelente y uniforme reduciendo el riesgo de efecto fading. A bajas temperaturas, la eficiencia de este compuesto es limitada y por ello no est&aacute; homologado para el uso en carretera</p>
<ul>
	<li>Calidad Brembo</li>
	<li>Seguridad</li>
	<li>Rendimiento</li>
	<li>Confort</li>
	<li>Conducci&oacute;n deportiva</li>
</ul>","
La pastilla 07GR99RC es sinónimo de fiabilidad

Compuesto estudiado exclusivamente para el uso en pista, una auténtica pastilla racing adecuada para cualquier tipo de competición. Este compuesto se caracteriza principalmente por su elevada fricción y su rendimiento constante, en especial con temperaturas del disco elevadas. Estas características aseguran una frenada excelente y uniforme reduciendo el riesgo de efecto fading. A bajas temperaturas, la eficiencia de este compuesto es limitada y por ello no está homologado para el uso en carretera

	Calidad Brembo
	Seguridad
	Rendimiento
	Confort
	Conducción deportiva
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,103,231,135,95,8,,,,,,,,,,,,,Carbono cerámico,,,,,,,,,,,,,Solo para uso en circuito,,,,,,,Recambio,,Racing,https://api.mybihr.com/medias/800Wx800H-1117434-1.jpg?context=bWFzdGVyfHJvb3R8MjIxMzN8aW1hZ2UvanBlZ3xhRFZtTDJnMU5TODRORFl6TURjNE5UUTFPREl3Tmk4NE1EQlhlRGd3TUVoZk1URXhOelF6TkMweExtcHdad3xkYjQ3ZTc3YWJiNjc0N2ZhMzhlZDU2ZTdjNDY2NTA3YzVkOWJhOWY3ZjdiMTEyMDYwNzY2NjAxMjY2ZGMyZWNh,https://api.mybihr.com/medias/800Wx800H-1117434-2.jpg?context=bWFzdGVyfHJvb3R8MjM4OTUwfGltYWdlL2pwZWd8YURobUwyZzBaUzg0TkRZek1EYzROVFkxTkRneE5DODRNREJYZURnd01FaGZNVEV4TnpRek5DMHlMbXB3Wnd8Mjc4ZGZiMDQzNjMwZmYzYzYwZGIzZDAwNmE4ZjNiNzA4N2RhNmZhODI1YWQwM2FmZDNkOGY3Y2Y5NDJhMjc1Nw,https://api.mybihr.com/medias/800Wx800H-1117434-3.jpg?context=bWFzdGVyfHJvb3R8NjU4Mzd8aW1hZ2UvanBlZ3xhR014TDJnME5DODRORFl6TURjNE5Ua3hOamsxT0M4NE1EQlhlRGd3TUVoZk1URXhOelF6TkMwekxtcHdad3wyMzY0NWJmOWMwZmE2NGVjNWI1ZTU3YTVlYTBkN2VjOTk3N2IzNWQxZTYyYTZmNmNkOGRiMGM2MDcwMmQ4NGVl,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,https://api.mybihr.com/medias/Brembo-07GR99RC.pdf?context=bWFzdGVyfGRvY3VtZW50c3wyOTg5MDd8YXBwbGljYXRpb24vcGRmfGFERTFMMmd5WkM4eU5qTTVORFU0T0RVM056Z3lNaTlDY21WdFltOWZNRGRIVWprNVVrTXxlZWJmMDE4Y2E3ZTYzMWJkOTEyMTY5ZTg5MjAwODJjY2Y1ZWM2MWMxODczZjQ3NmUyNDNmOGVmYmIyZDA2NjE2,Spain Warehouse (Parts)
1103749,40000191,07BB15SR,BREMBO,BREMB BRAKE PADS TYPE 07BB15 SR SINTER,Pastillas de freno sinterizadas racing BREMBO 07BB15SR,67.12,55.47,33.28,8020584632253,2,8714101000,0,1,Sintered pad develop for both sport and track day use. The High and constant friction coefficient at high temperatures of use allow to the rider a constant braking feeling during all track session together with reduced wear for a longer durability.,Sintered pad develop for both sport and track day use. The High and constant friction coefficient at high temperatures of use allow to the rider a constant braking feeling during all track session together with reduced wear for a longer durability.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE PADS,,162,235,109,78,19,,,,,,,,,,,,,Sinterizado,,,,,,,,,,,,,Homologación CE,,,,,,,Recambio,,Sport,https://api.mybihr.com/medias/800Wx800H-1103749-1.jpg?context=bWFzdGVyfHJvb3R8MjI1NDd8aW1hZ2UvanBlZ3xhREEyTDJoak5pODRORFl6TURjM01ETXhPVE01TUM4NE1EQlhlRGd3TUVoZk1URXdNemMwT1MweExtcHdad3xmYzA2ZTNhNThiMTkxMTdhYTVhNWFjMjA4MzE2YTE2MTIyMjcwZjFjY2RmMTgyNTg3MTdhYjk3YWNjNDU5MjY0,,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
