VehicleCode,PartNumber,BarCode,ManufacturerPartNumber,PositionId,PositionValue,Attributes
961.107.05.2009,1047859,PD-PAXL-1137,PAXL-1137,,,
961.107.06.2010,1047859,PD-PAXL-1137,PAXL-1137,,,
961.107.06.2011,1047859,PD-PAXL-1137,PAXL-1137,,,
961.107.04.2013,1047859,PD-PAXL-1137,PAXL-1137,,,
961.107.04.2015,1047859,PD-PAXL-1137,PAXL-1137,,,
961.107.04.2016,1047859,PD-PAXL-1137,PAXL-1137,,,
961.107.04.2017,1047859,PD-PAXL-1137,PAXL-1137,,,
961.107.04.2018,1047859,PD-PAXL-1137,PAXL-1137,,,
961.082.01.2019,1047859,PD-PAXL-1137,PAXL-1137,,,
961.082.01.2020,1047859,PD-PAXL-1137,PAXL-1137,,,
961.082.01.2021,1047859,PD-PAXL-1137,PAXL-1137,,,
105.258.01.2014,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.02.2014,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.04.2014,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.05.2014,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.04.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.03.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.02.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.01.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.05.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.01.2012,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.02.2012,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.04.2012,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.01.2011,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.02.2011,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.04.2011,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.06.2011,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.01.2010,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.02.2010,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.04.2010,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.06.2010,1047870,PD-PAXL-1139,PAXL-1139,,,
105.258.01.2009,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.02.2009,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.04.2009,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.258.06.2009,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.06.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.06.2012,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.05.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.04.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.04.2012,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.02.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.01.2013,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.01.2012,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.06.2011,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.04.2011,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.01.2011,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.06.2010,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.04.2010,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.01.2010,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.06.2009,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.05.2009,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.04.2009,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.01.2009,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.06.2008,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.04.2008,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.01.2008,1047870,PD-PAXL-1139,PAXL-1139,,,
105.261.06.2007,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.04.2007,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.01.2007,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.01.2019,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.03.2019,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.05.2019,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.01.2018,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.02.2018,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.03.2018,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.04.2018,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.05.2018,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.01.2017,1047870,PD-PAXL-1139,PAXL-1139,,,
105.262.02.2017,1047870,PD-PAXL-1139,PAXL-1139,,,
105.262.03.2017,1047870,PD-PAXL-1139,PAXL-1139,,,
105.262.04.2017,1047870,PD-PAXL-1139,PAXL-1139,,,
105.262.05.2017,1047870,PD-PAXL-1139,PAXL-1139,,,
105.262.01.2016,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.02.2016,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.03.2016,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.04.2016,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.05.2016,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.01.2020,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.01.2021,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.01.2022,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.01.2023,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.01.2024,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.262.01.2025,1047870,PD-PAXL-1139,PAXL-1139,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.01.2019,1047871,3661738009573,PAXL-8016,,,
105.261.03.2018,1047871,3661738009573,PAXL-8016,,,
105.261.06.2018,1047871,3661738009573,PAXL-8016,,,
105.261.01.2018,1047871,3661738009573,PAXL-8016,,,
105.261.05.2017,1047871,3661738009573,PAXL-8016,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.06.2017,1047871,3661738009573,PAXL-8016,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.03.2016,1047871,3661738009573,PAXL-8016,,,
105.261.06.2016,1047871,3661738009573,PAXL-8016,,,
105.261.05.2016,1047871,3661738009573,PAXL-8016,,,
105.261.04.2016,1047871,3661738009573,PAXL-8016,,,
105.261.01.2016,1047871,3661738009573,PAXL-8016,,,
105.261.10.2015,1047871,3661738009573,PAXL-8016,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.08.2015,1047871,3661738009573,PAXL-8016,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.07.2015,1047871,3661738009573,PAXL-8016,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.06.2015,1047871,3661738009573,PAXL-8016,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.04.2015,1047871,3661738009573,PAXL-8016,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.01.2015,1047871,3661738009573,PAXL-8016,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.261.10.2014,1047871,3661738009573,PAXL-8016,,,
105.261.09.2014,1047871,3661738009573,PAXL-8016,,,
105.261.08.2014,1047871,3661738009573,PAXL-8016,,,
105.261.07.2014,1047871,3661738009573,PAXL-8016,,,
105.261.06.2014,1047871,3661738009573,PAXL-8016,,,
105.261.04.2014,1047871,3661738009573,PAXL-8016,,,
105.261.01.2014,1047871,3661738009573,PAXL-8016,,,
105.261.01.2020,1047871,3661738009573,PAXL-8016,,,
105.261.01.2021,1047871,3661738009573,PAXL-8016,,,
105.261.01.2022,1047871,3661738009573,PAXL-8016,,,
105.261.01.2023,1047871,3661738009573,PAXL-8016,,,
105.261.01.2024,1047871,3661738009573,PAXL-8016,,,
105.261.01.2025,1047871,3661738009573,PAXL-8016,,,
105.261.11.2020,1047871,3661738009573,PAXL-8016,,,
105.261.11.2021,1047871,3661738009573,PAXL-8016,,,
105.261.11.2022,1047871,3661738009573,PAXL-8016,,,
105.261.11.2023,1047871,3661738009573,PAXL-8016,,,
105.261.11.2024,1047871,3661738009573,PAXL-8016,,,
105.261.11.2025,1047871,3661738009573,PAXL-8016,,,
015.027.01.2007,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.027.01.2008,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.027.02.2009,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.027.02.2010,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.027.02.2011,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.035.01.2006,1047992,3661738009610,PAPRS-8024,,,
015.035.01.2007,1047992,3661738009610,PAPRS-8024,,,
015.035.01.2008,1047992,3661738009610,PAPRS-8024,,,
015.035.02.2009,1047992,3661738009610,PAPRS-8024,,,
015.035.02.2010,1047992,3661738009610,PAPRS-8024,,,
015.035.02.2011,1047992,3661738009610,PAPRS-8024,,,
015.035.06.2009,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.035.06.2010,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.035.06.2011,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.035.07.2006,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.035.07.2007,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.035.07.2008,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.048.01.2006,1047992,3661738009610,PAPRS-8024,,,
015.048.01.2007,1047992,3661738009610,PAPRS-8024,,,
015.048.01.2008,1047992,3661738009610,PAPRS-8024,,,
015.049.01.2009,1047992,3661738009610,PAPRS-8024,,,
015.049.01.2010,1047992,3661738009610,PAPRS-8024,,,
015.035.02.2012,1047992,3661738009610,PAPRS-8024,,,
015.027.02.2012,1047992,3661738009610,PAPRS-8024,,,
015.035.06.2012,1047992,3661738009610,PAPRS-8024,,,
015.046.02.2006,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.046.01.2008,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.046.01.2007,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.046.01.2006,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.046.02.2007,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.027.06.2008,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.027.06.2007,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.027.05.2011,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.027.05.2010,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.046.02.2008,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.027.05.2009,1047992,3661738009610,PAPRS-8024,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.02.2013,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.01.2014,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.01.2013,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.02.2014,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.06.2014,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.06.2013,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.05.2014,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.05.2013,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.04.2014,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.04.2013,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.03.2014,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
015.065.03.2013,1047994,3661738009665,PAPRS-8017,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
105.252.03.2011,1047891,CAR10614,PAXL-8007,,,
105.252.03.2010,1047891,CAR10614,PAXL-8007,,,
105.252.03.2009,1047891,CAR10614,PAXL-8007,,,
105.252.03.2008,1047891,CAR10614,PAXL-8007,,,
105.252.03.2007,1047891,CAR10614,PAXL-8007,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.255.03.2011,1047891,CAR10614,PAXL-8007,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.255.04.2011,1047891,CAR10614,PAXL-8007,,,
105.255.05.2011,1047891,CAR10614,PAXL-8007,,,
105.255.06.2011,1047891,CAR10614,PAXL-8007,,,
105.255.02.2010,1047891,CAR10614,PAXL-8007,,,
105.255.01.2010,1047891,CAR10614,PAXL-8007,,,
105.255.01.2009,1047891,CAR10614,PAXL-8007,,,
105.255.02.2009,1047891,CAR10614,PAXL-8007,,,
105.255.01.2008,1047891,CAR10614,PAXL-8007,,,
105.255.02.2008,1047891,CAR10614,PAXL-8007,,,
105.255.07.2008,1047891,CAR10614,PAXL-8007,,,
049.152.01.2003,1049592,AXL-2060,AXL-2060-1020,,,
049.152.01.2004,1049592,AXL-2060,AXL-2060-1020,,,
049.152.01.2005,1049592,AXL-2060,AXL-2060-1020,,,
049.152.01.2006,1049592,AXL-2060,AXL-2060-1020,,,
091.228.01.2004,1049592,AXL-2060,AXL-2060-1020,,,
091.228.01.2005,1049592,AXL-2060,AXL-2060-1020,,,
091.228.01.2006,1049592,AXL-2060,AXL-2060-1020,,,
091.228.01.2007,1049592,AXL-2060,AXL-2060-1020,,,
091.228.01.2008,1049592,AXL-2060,AXL-2060-1020,,,
005.021.01.2003,1049592,AXL-2060,AXL-2060-1020,,,
005.021.01.2005,1049592,AXL-2060,AXL-2060-1020,,,
005.021.01.2004,1049592,AXL-2060,AXL-2060-1020,,,
005.021.01.2006,1049592,AXL-2060,AXL-2060-1020,,,
005.021.01.2007,1049592,AXL-2060,AXL-2060-1020,,,
005.021.01.2008,1049592,AXL-2060,AXL-2060-1020,,,
091.228.01.2003,1049592,AXL-2060,AXL-2060-1020,,,
091.229.01.2006,1049593,AXL-1950,AXL-1950,,,
091.229.01.2007,1049593,AXL-1950,AXL-1950,,,
091.229.01.2008,1049593,AXL-1950,AXL-1950,,,
091.229.01.2009,1049593,AXL-1950,AXL-1950,,,
091.229.01.2010,1049593,AXL-1950,AXL-1950,,,
091.229.01.2011,1049593,AXL-1950,AXL-1950,,,
091.229.02.2008,1049593,AXL-1950,AXL-1950,,,
091.229.02.2009,1049593,AXL-1950,AXL-1950,,,
091.229.02.2010,1049593,AXL-1950,AXL-1950,,,
091.229.02.2011,1049593,AXL-1950,AXL-1950,,,
105.270.01.2008,1049594,AXL-1920-1020,AXL-1920-1020,,,
105.270.01.2009,1049594,AXL-1920-1020,AXL-1920-1020,,,
105.270.01.2010,1049594,AXL-1920-1020,AXL-1920-1020,,,
105.270.01.2011,1049594,AXL-1920-1020,AXL-1920-1020,,,
105.270.01.2012,1049594,AXL-1920-1020,AXL-1920-1020,,,
105.270.01.2013,1049594,AXL-1920-1020,AXL-1920-1020,,,
105.270.02.2008,1049594,AXL-1920-1020,AXL-1920-1020,,,
105.270.02.2009,1049594,AXL-1920-1020,AXL-1920-1020,,,
105.271.01.2006,1049595,MS2111,AXL-2090-W/NUT,,,
105.271.01.2007,1049595,MS2111,AXL-2090-W/NUT,,,
105.271.01.2008,1049595,MS2111,AXL-2090-W/NUT,,,
105.271.01.2009,1049595,MS2111,AXL-2090-W/NUT,,,
105.271.01.2010,1049595,MS2111,AXL-2090-W/NUT,,,
105.271.01.2011,1049595,MS2111,AXL-2090-W/NUT,,,
105.271.01.2012,1049595,MS2111,AXL-2090-W/NUT,,,
105.271.01.2013,1049595,MS2111,AXL-2090-W/NUT,,,
105.276.01.2001,1049596,AXL-2030-964,AXL-2031-1015,,,
105.276.01.2002,1049596,AXL-2030-964,AXL-2031-1015,,,
105.276.01.2003,1049596,AXL-2030-964,AXL-2031-1015,,,
105.276.01.2004,1049596,AXL-2030-964,AXL-2031-1015,,,
105.276.01.2005,1049596,AXL-2030-964,AXL-2031-1015,,,
105.276.02.2003,1049596,AXL-2030-964,AXL-2031-1015,,,
105.277.01.2006,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2007,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2008,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2009,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2010,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2011,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2012,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2013,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2014,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2015,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2016,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2017,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.01.2018,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2007,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2008,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2009,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2010,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2011,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2012,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2013,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2014,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2015,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2016,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2017,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.277.02.2018,1049597,AXL-1970-1022,AXL-1970-1022,,,
105.274.01.2006,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.01.2007,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.01.2008,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.01.2009,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.01.2010,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.01.2011,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.01.2012,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.01.2013,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.02.2006,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.02.2007,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.02.2008,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.02.2009,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2009,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2010,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2012,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2011,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2013,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2014,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2015,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2016,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2017,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2018,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2019,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.01.2020,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2010,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2009,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2011,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2012,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2013,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2014,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2015,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2016,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2017,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2018,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2019,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.275.02.2020,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.01.2004,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.01.2005,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.02.2005,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.274.02.2004,1049598,AXL-1990-1022,AXL-1990-1022,,,
105.269.01.1990,1049599,WSL-100-452,WSL-100-452,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
105.269.01.1991,1049599,WSL-100-452,WSL-100-452,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
105.269.01.1992,1049599,WSL-100-452,WSL-100-452,127,Rear,"{""Position(33)"" = ""Rear(127)""}"
